,antiviral
5795,0
5796,0
5797,0
5798,0
5799,1
5800,1
5801,0
5802,0
5803,0
5804,0
5805,0
5806,1
5807,0
5808,0
5809,0
5810,1
5811,0
5812,0
5813,0
5814,1
5815,1
5816,0
5817,1
5818,0
5819,1
5820,0
5821,0
5822,1
5823,0
5824,0
5825,0
5826,0
5827,0
5828,0
5829,1
5830,0
5831,0
5832,0
5833,1
5834,1
5835,0
5836,0
5837,0
5838,0
5839,0
5840,0
5841,0
5842,0
5843,0
5844,0
5845,1
5846,1
5847,1
5848,0
5849,1
5850,1
5851,0
5852,0
5853,0
5854,0
5855,1
5856,0
5857,1
5858,0
5859,1
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,1
5867,0
5868,0
5869,1
5870,1
5871,0
5872,1
5873,0
5874,0
5875,1
5876,1
5877,0
5878,1
5879,0
5880,0
5881,0
5882,1
5883,1
5884,0
5885,0
5886,1
5887,0
5888,1
5889,0
5890,0
5891,0
5892,0
5893,0
5894,1
5895,0
5896,0
5897,0
5898,0
5899,1
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,1
5909,0
5910,0
5911,0
5912,0
5913,1
5914,1
5915,0
5916,1
5917,0
5918,0
5919,0
5920,0
5921,1
5922,1
5923,1
5924,0
5925,1
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,1
5933,0
5934,0
5935,0
5936,0
5937,0
5938,0
5939,1
5940,0
5941,0
5942,0
5943,0
5944,0
5945,1
5946,0
5947,1
5948,0
5949,1
5950,0
5951,1
5952,0
5953,0
5954,0
5955,0
5956,1
5957,0
5958,0
5959,0
5960,1
5961,0
5962,0
5963,1
5964,0
5965,0
5966,0
5967,0
5968,0
5969,0
5970,1
5971,1
5972,0
5973,1
5974,0
5975,0
5976,0
5977,0
5978,1
5979,1
5980,0
5981,1
5982,0
5983,0
5984,1
5985,0
5986,1
5987,0
5988,0
5989,1
5990,0
5991,0
5992,1
5993,0
5994,0
5995,1
5996,1
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,1
6006,1
6007,0
6008,0
6009,0
6010,0
6011,1
6012,0
6013,1
6014,0
6015,0
6016,1
6017,0
6018,0
6019,0
6020,0
6021,0
6022,1
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,1
6036,1
6037,1
6038,0
6039,0
6040,0
6041,0
6042,1
6043,0
6044,1
6045,0
6046,0
6047,0
6048,0
6049,1
6050,0
6051,0
6052,0
6053,0
6054,1
6055,1
6056,0
6057,1
6058,0
6059,1
6060,1
6061,0
6062,0
6063,1
6064,1
6065,0
6066,1
6067,0
6068,1
6069,0
6070,1
6071,0
6072,1
6073,0
6074,0
6075,0
6076,1
6077,0
6078,0
6079,0
6080,1
6081,0
6082,0
6083,0
6084,0
6085,0
6086,1
6087,0
6088,0
6089,0
6090,1
6091,0
6092,0
6093,0
6094,0
6095,0
6096,1
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,1
6105,1
6106,0
6107,1
6108,0
6109,0
6110,0
6111,0
6112,1
6113,0
6114,0
6115,1
6116,1
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,1
6124,0
6125,0
6126,1
6127,0
6128,0
6129,1
6130,0
6131,1
6132,1
6133,0
6134,1
6135,1
6136,0
6137,0
6138,1
6139,1
6140,0
6141,1
6142,0
6143,1
6144,0
6145,0
6146,0
6147,1
6148,0
6149,1
6150,1
6151,1
6152,0
6153,1
6154,0
6155,0
6156,1
6157,1
6158,1
6159,0
6160,0
6161,0
6162,1
6163,1
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0
6173,1
6174,1
6175,0
6176,1
6177,1
6178,0
6179,0
6180,0
6181,1
6182,1
6183,0
6184,0
6185,1
6186,0
6187,0
6188,0
6189,0
6190,1
6191,0
6192,0
6193,1
6194,0
6195,0
6196,0
6197,0
6198,1
6199,0
6200,1
6201,1
6202,1
6203,0
6204,0
6205,0
6206,0
6207,0
6208,1
6209,1
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,1
6223,1
6224,0
6225,1
6226,1
6227,0
6228,0
6229,1
6230,1
6231,0
6232,0
6233,0
6234,0
6235,1
6236,0
6237,0
6238,1
6239,0
6240,0
6241,0
6242,0
6243,1
6244,1
6245,0
6246,0
6247,1
6248,0
6249,0
6250,0
6251,0
6252,1
6253,0
6254,0
6255,1
6256,0
6257,0
6258,0
6259,1
6260,0
6261,0
6262,0
6263,0
6264,1
6265,1
6266,0
6267,0
6268,0
6269,1
6270,0
6271,0
6272,0
6273,1
6274,0
6275,0
6276,0
6277,1
6278,0
6279,0
6280,1
6281,0
6282,0
6283,1
6284,0
6285,0
6286,0
6287,1
6288,0
6289,0
6290,0
6291,1
6292,1
6293,0
6294,0
6295,0
6296,0
6297,1
6298,0
6299,1
6300,0
6301,0
6302,0
6303,0
6304,0
6305,1
6306,0
6307,0
6308,0
6309,1
6310,0
6311,0
6312,1
6313,0
6314,1
6315,0
6316,0
6317,0
6318,0
6319,0
6320,1
6321,0
6322,1
6323,1
6324,0
6325,0
6326,0
6327,0
6328,0
6329,0
6330,1
6331,0
6332,1
6333,0
6334,1
6335,0
6336,0
6337,0
6338,0
6339,0
6340,1
6341,0
6342,0
6343,0
6344,0
6345,0
6346,0
6347,1
6348,1
6349,1
6350,1
6351,0
6352,0
6353,1
6354,1
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,1
6364,0
6365,0
6366,0
6367,0
6368,1
6369,0
6370,0
6371,0
6372,1
6373,1
6374,0
6375,0
6376,0
6377,0
6378,0
6379,1
6380,0
6381,1
6382,1
6383,0
6384,0
6385,0
6386,0
6387,0
6388,1
6389,0
6390,0
6391,1
6392,0
6393,1
6394,1
6395,1
6396,1
6397,0
6398,0
6399,0
6400,1
6401,0
6402,0
6403,1
6404,0
6405,0
6406,0
6407,0
6408,1
6409,0
6410,0
6411,0
6412,0
6413,1
6414,0
6415,1
6416,0
6417,0
6418,1
6419,0
6420,0
6421,0
6422,1
6423,0
6424,1
6425,1
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,1
6440,1
6441,1
6442,0
6443,0
6444,0
6445,0
6446,1
6447,0
6448,0
6449,0
6450,0
6451,0
6452,1
6453,0
6454,1
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,1
6463,0
6464,0
6465,0
6466,0
6467,0
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,1
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,1
6487,0
6488,1
6489,0
6490,0
6491,0
6492,0
6493,0
6494,0
6495,0
6496,0
6497,0
6498,0
6499,0
6500,0
6501,0
6502,1
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,0
6511,0
6512,1
6513,1
6514,0
6515,0
6516,0
6517,1
6518,1
6519,0
6520,0
6521,1
6522,0
6523,1
6524,0
6525,0
6526,1
6527,1
6528,0
6529,1
6530,0
6531,1
6532,1
6533,1
6534,1
6535,0
6536,1
6537,0
6538,0
6539,0
6540,0
6541,0
6542,1
6543,0
6544,0
6545,0
6546,0
6547,1
6548,1
6549,0
6550,0
6551,0
6552,0
6553,1
6554,1
6555,0
6556,0
6557,0
6558,0
6559,1
6560,1
6561,0
6562,1
6563,0
6564,1
6565,1
6566,1
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,1
6575,0
6576,1
6577,0
6578,0
6579,0
6580,1
6581,1
6582,1
6583,1
6584,1
6585,1
6586,0
6587,0
6588,0
6589,0
6590,1
6591,1
6592,0
6593,1
6594,0
6595,0
6596,0
6597,1
6598,0
6599,0
6600,0
6601,0
6602,0
6603,1
6604,1
6605,1
6606,0
6607,1
6608,1
6609,0
6610,0
6611,0
6612,1
6613,1
6614,1
6615,0
6616,0
6617,0
6618,0
6619,0
6620,1
6621,0
6622,1
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,1
6631,1
6632,0
6633,1
6634,1
6635,0
6636,1
6637,0
6638,1
6639,0
6640,0
6641,0
6642,0
6643,1
6644,0
6645,0
6646,0
6647,0
6648,0
6649,1
6650,0
6651,0
6652,1
6653,0
6654,0
6655,1
6656,0
6657,1
6658,0
6659,0
6660,1
6661,1
6662,0
6663,0
6664,1
6665,0
6666,1
6667,0
6668,0
6669,0
6670,1
6671,1
6672,0
6673,0
6674,1
6675,0
6676,0
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,1
6684,0
6685,0
6686,0
6687,0
6688,0
6689,1
6690,0
6691,1
6692,1
6693,0
6694,0
6695,0
6696,1
6697,1
6698,1
6699,0
6700,0
6701,1
6702,0
6703,0
6704,0
6705,1
6706,1
6707,0
6708,1
6709,0
6710,0
6711,1
6712,0
6713,0
6714,0
6715,0
6716,0
6717,0
6718,1
6719,0
6720,0
6721,1
6722,0
6723,0
6724,0
6725,0
6726,0
6727,0
6728,1
6729,0
6730,1
6731,0
6732,0
6733,1
6734,0
6735,1
6736,0
6737,0
6738,1
6739,1
6740,1
6741,0
6742,0
6743,1
6744,0
6745,0
6746,0
6747,0
6748,1
6749,0
6750,1
6751,1
6752,0
6753,0
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,1
6761,1
6762,1
6763,1
6764,0
6765,1
6766,1
6767,0
6768,0
6769,0
6770,0
6771,1
6772,0
6773,1
6774,0
6775,1
6776,0
6777,0
6778,1
6779,0
6780,1
6781,0
6782,0
6783,1
6784,0
6785,0
6786,1
6787,1
6788,0
6789,0
6790,0
6791,0
6792,0
6793,0
6794,1
6795,0
6796,1
6797,0
6798,1
6799,0
6800,0
6801,0
6802,0
6803,0
6804,1
6805,0
6806,0
6807,1
6808,0
6809,0
6810,1
6811,0
6812,1
6813,0
6814,1
6815,0
6816,0
6817,0
6818,1
6819,0
6820,0
6821,0
6822,1
6823,0
6824,0
6825,0
6826,0
6827,1
6828,1
6829,0
6830,0
6831,0
6832,0
6833,1
6834,0
6835,0
6836,0
6837,0
6838,1
6839,0
6840,0
6841,1
6842,0
6843,0
6844,1
6845,0
6846,0
6847,1
6848,0
6849,0
6850,1
6851,0
6852,0
6853,1
6854,1
6855,0
6856,0
6857,0
6858,1
6859,0
6860,1
6861,0
6862,0
6863,0
6864,1
6865,1
6866,0
6867,1
6868,0
6869,0
6870,0
6871,0
6872,0
6873,0
6874,0
6875,1
6876,0
6877,1
6878,0
6879,0
6880,0
6881,1
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,1
6893,0
6894,0
6895,0
6896,0
6897,0
6898,0
6899,1
6900,0
6901,0
6902,1
6903,0
6904,1
6905,0
6906,0
6907,0
6908,1
6909,0
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,0
6917,0
6918,1
6919,0
6920,0
6921,1
6922,0
6923,1
6924,0
6925,0
6926,1
6927,0
6928,0
6929,0
6930,1
6931,1
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,0
6942,1
6943,1
6944,1
6945,0
6946,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,0
6954,0
6955,0
6956,0
6957,0
6958,0
6959,0
6960,1
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,0
6970,0
6971,0
6972,0
6973,1
6974,0
6975,1
6976,1
6977,1
6978,1
6979,0
6980,1
6981,0
6982,1
6983,0
6984,1
6985,1
6986,0
6987,0
6988,1
6989,0
6990,0
6991,0
6992,0
6993,0
6994,0
6995,0
6996,1
6997,0
6998,0
6999,0
7000,1
7001,0
7002,1
7003,0
7004,1
7005,1
7006,1
7007,0
7008,0
7009,0
7010,1
7011,0
7012,1
7013,0
7014,0
7015,0
7016,0
7017,0
7018,0
7019,1
7020,1
7021,1
7022,0
7023,0
7024,0
7025,0
7026,0
7027,0
7028,0
7029,1
7030,1
7031,0
7032,0
7033,1
7034,1
7035,0
7036,0
7037,1
7038,0
7039,0
7040,0
7041,0
7042,1
7043,0
7044,0
7045,0
7046,0
7047,0
7048,1
7049,0
7050,0
7051,1
7052,0
7053,0
7054,1
7055,0
7056,0
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,1
7064,1
7065,0
7066,0
7067,0
7068,1
7069,0
7070,0
7071,1
7072,0
7073,0
7074,1
7075,0
7076,0
7077,0
7078,0
7079,1
7080,0
7081,0
7082,0
7083,0
7084,1
7085,1
7086,0
7087,0
7088,0
7089,0
7090,1
7091,1
7092,0
7093,0
7094,0
7095,0
7096,0
7097,0
7098,0
7099,0
7100,0
7101,1
7102,0
7103,0
7104,1
7105,0
7106,0
7107,0
7108,0
7109,0
7110,1
7111,1
7112,1
7113,0
7114,0
7115,1
7116,0
7117,1
7118,0
7119,0
7120,0
7121,0
7122,0
7123,0
7124,0
7125,0
7126,0
7127,0
7128,0
7129,0
7130,0
7131,0
7132,1
7133,0
7134,0
7135,0
7136,0
7137,0
7138,1
7139,1
7140,0
7141,0
7142,1
7143,0
7144,0
7145,0
7146,0
7147,0
7148,0
7149,1
7150,1
7151,0
7152,0
7153,1
7154,1
7155,0
7156,0
7157,0
7158,1
7159,0
7160,0
7161,0
7162,0
7163,0
7164,0
7165,1
7166,1
7167,0
7168,1
7169,0
7170,0
7171,0
7172,0
7173,1
7174,0
7175,0
7176,1
7177,0
7178,0
7179,0
7180,0
7181,0
7182,1
7183,1
7184,0
7185,0
7186,1
7187,1
7188,0
7189,0
7190,0
7191,0
7192,0
7193,0
7194,0
7195,0
7196,1
7197,0
7198,0
7199,1
7200,0
7201,1
7202,0
7203,0
7204,0
7205,1
7206,0
7207,0
7208,0
7209,1
7210,0
7211,0
7212,0
7213,1
7214,1
7215,0
7216,0
7217,0
7218,1
7219,0
7220,0
7221,1
7222,0
7223,1
7224,0
7225,1
7226,0
7227,0
7228,0
7229,0
7230,0
7231,0
7232,0
7233,1
7234,0
7235,0
7236,0
7237,1
7238,0
7239,0
7240,0
7241,0
7242,0
7243,1
7244,1
7245,1
7246,0
7247,0
7248,1
7249,1
7250,0
7251,0
7252,0
7253,1
7254,0
7255,1
7256,0
7257,0
7258,0
7259,1
7260,0
7261,1
7262,0
7263,0
7264,1
7265,0
7266,0
7267,0
7268,1
7269,0
7270,0
7271,1
7272,0
7273,0
7274,0
7275,0
7276,0
7277,0
7278,0
7279,1
7280,1
7281,0
7282,0
7283,0
7284,0
7285,0
7286,0
7287,0
7288,1
7289,0
7290,0
7291,0
7292,0
7293,0
7294,0
7295,0
7296,0
7297,1
7298,0
7299,0
7300,0
7301,1
7302,0
7303,1
7304,0
7305,0
7306,0
7307,0
7308,0
7309,0
7310,0
7311,1
7312,0
7313,0
7314,0
7315,0
7316,0
7317,0
7318,0
7319,0
7320,0
7321,0
7322,0
7323,1
7324,0
7325,1
7326,0
7327,1
7328,0
7329,0
7330,0
7331,0
7332,1
7333,0
7334,0
7335,1
7336,0
7337,0
7338,1
7339,0
7340,1
7341,0
7342,1
7343,0
7344,1
7345,1
7346,0
7347,0
7348,0
7349,0
7350,1
7351,1
7352,0
7353,1
7354,0
7355,0
7356,1
7357,0
7358,0
7359,0
7360,0
7361,0
7362,1
7363,1
7364,0
7365,1
7366,0
7367,1
7368,1
7369,1
7370,0
7371,0
7372,0
7373,0
7374,0
7375,1
7376,0
7377,0
7378,1
7379,1
7380,0
7381,0
7382,0
7383,0
7384,0
7385,0
7386,0
7387,1
7388,0
7389,1
7390,0
7391,0
7392,0
7393,0
7394,1
7395,0
7396,1
7397,0
7398,0
7399,0
7400,1
7401,1
7402,0
7403,1
7404,0
7405,0
7406,1
7407,1
7408,0
7409,1
7410,0
7411,0
7412,0
7413,1
7414,0
7415,0
7416,0
7417,1
7418,0
7419,0
7420,0
7421,0
7422,1
7423,0
7424,0
7425,0
7426,0
7427,1
7428,1
7429,0
7430,1
7431,0
7432,0
7433,1
7434,1
7435,0
7436,0
7437,1
7438,0
7439,1
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,1
7447,0
7448,0
7449,1
7450,0
7451,0
7452,0
7453,0
7454,0
7455,1
7456,0
7457,1
7458,0
7459,1
7460,1
7461,0
7462,1
7463,0
7464,1
7465,0
7466,1
7467,0
7468,1
7469,0
7470,0
7471,0
7472,1
7473,0
7474,1
7475,0
7476,0
7477,0
7478,0
7479,0
7480,1
7481,0
7482,0
7483,0
7484,0
7485,0
7486,0
7487,0
7488,0
7489,0
7490,0
7491,0
7492,0
7493,0
7494,1
7495,0
7496,0
7497,0
7498,0
7499,0
7500,1
7501,1
7502,0
7503,0
7504,0
7505,0
7506,0
7507,0
7508,0
7509,0
7510,1
7511,1
7512,0
7513,0
7514,0
7515,0
7516,1
7517,1
7518,1
7519,1
7520,1
7521,1
7522,1
7523,1
7524,1
7525,1
7526,1
7527,1
7528,1
7529,0
7530,1
7531,0
7532,0
7533,1
7534,0
7535,0
7536,1
7537,0
7538,1
7539,1
7540,0
7541,0
7542,0
7543,0
7544,0
7545,1
7546,0
7547,0
7548,0
7549,0
7550,0
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,1
7558,0
7559,0
7560,0
7561,0
7562,1
7563,0
7564,0
7565,1
7566,0
7567,0
7568,0
7569,0
7570,0
7571,0
7572,0
7573,1
7574,1
7575,0
7576,0
7577,0
7578,0
7579,0
7580,1
7581,0
7582,1
7583,0
7584,1
7585,1
7586,0
7587,0
7588,1
7589,0
7590,0
7591,0
7592,0
7593,0
7594,0
7595,0
7596,0
7597,1
7598,0
7599,1
7600,0
7601,0
7602,0
7603,0
7604,0
7605,0
7606,0
7607,1
7608,0
7609,1
7610,0
7611,0
7612,1
7613,0
7614,0
7615,0
7616,0
7617,0
7618,1
7619,0
7620,0
7621,0
7622,0
7623,1
7624,1
7625,0
7626,1
7627,0
7628,1
7629,0
7630,0
7631,0
7632,1
7633,1
7634,1
7635,0
7636,1
7637,1
7638,0
7639,0
7640,1
7641,0
7642,0
7643,0
7644,0
7645,0
7646,0
7647,0
7648,0
7649,0
7650,1
7651,1
7652,0
7653,0
7654,0
7655,1
7656,0
7657,0
7658,1
7659,0
7660,0
7661,0
7662,0
7663,0
7664,0
7665,0
7666,0
7667,1
7668,1
7669,0
7670,0
7671,0
7672,0
7673,1
7674,0
7675,0
7676,1
7677,1
7678,1
7679,1
7680,0
7681,0
7682,0
7683,0
7684,0
7685,0
7686,0
7687,0
7688,0
7689,1
7690,1
7691,0
7692,0
7693,0
7694,1
7695,0
7696,1
7697,1
7698,1
7699,1
7700,0
7701,1
7702,1
7703,0
7704,0
7705,0
7706,1
7707,1
7708,1
7709,0
7710,0
7711,1
7712,0
7713,0
7714,0
7715,1
7716,0
7717,1
7718,1
7719,0
7720,1
7721,0
7722,1
7723,1
7724,0
7725,0
7726,0
7727,0
7728,0
7729,1
7730,0
7731,0
7732,1
7733,0
7734,0
7735,1
7736,1
7737,0
7738,0
7739,1
7740,1
7741,0
7742,0
7743,0
7744,1
7745,1
7746,1
7747,0
7748,1
7749,0
7750,1
7751,0
7752,0
7753,1
7754,0
7755,0
7756,0
7757,0
7758,0
7759,1
7760,0
7761,0
7762,0
7763,0
7764,0
7765,1
7766,0
7767,0
7768,0
7769,1
7770,0
7771,0
7772,1
7773,1
7774,0
7775,0
7776,1
7777,1
7778,0
7779,1
7780,1
7781,0
7782,0
7783,1
7784,1
7785,0
7786,0
7787,1
7788,0
7789,0
7790,1
7791,0
7792,0
7793,1
7794,0
7795,0
7796,0
7797,1
7798,1
7799,0
7800,0
7801,0
7802,0
7803,0
7804,0
7805,0
7806,1
7807,1
7808,1
7809,1
7810,1
7811,1
7812,1
7813,1
7814,0
7815,0
7816,1
7817,0
7818,1
7819,1
7820,0
7821,1
7822,1
7823,1
7824,0
7825,1
7826,1
7827,1
7828,0
7829,1
7830,1
7831,1
7832,0
7833,0
7834,1
7835,1
7836,0
7837,0
7838,0
7839,1
7840,1
7841,1
7842,0
7843,0
7844,0
7845,0
7846,0
7847,1
7848,0
7849,0
7850,1
7851,1
7852,0
7853,0
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,1
7863,0
7864,1
7865,1
7866,1
7867,1
7868,0
7869,1
7870,0
7871,0
7872,0
7873,0
7874,1
7875,0
7876,0
7877,0
7878,1
7879,0
7880,0
7881,1
7882,0
7883,0
7884,1
7885,0
7886,0
7887,1
7888,0
7889,0
7890,0
7891,0
7892,0
7893,1
7894,0
7895,0
7896,0
7897,0
7898,0
7899,0
7900,1
7901,0
7902,0
7903,0
7904,0
7905,0
7906,1
7907,1
7908,0
7909,0
7910,1
7911,0
7912,0
7913,0
7914,0
7915,0
7916,1
7917,0
7918,0
7919,1
7920,0
7921,0
7922,1
7923,0
7924,1
7925,0
7926,0
7927,0
7928,0
7929,0
7930,1
7931,0
7932,1
7933,1
7934,1
7935,0
7936,0
7937,0
7938,0
7939,0
7940,0
7941,0
7942,0
7943,0
7944,1
7945,0
7946,0
7947,1
7948,1
7949,0
7950,1
7951,1
7952,0
7953,0
7954,1
7955,0
7956,0
7957,0
7958,0
7959,1
7960,0
7961,0
7962,0
7963,0
7964,0
7965,0
7966,0
7967,0
7968,0
7969,0
7970,0
7971,1
7972,1
7973,1
7974,0
7975,0
7976,0
7977,0
7978,0
7979,0
7980,0
7981,0
7982,0
7983,1
7984,0
7985,0
7986,1
7987,0
7988,0
7989,0
7990,0
7991,0
7992,1
7993,0
7994,0
7995,1
7996,0
7997,0
7998,0
7999,0
8000,0
8001,0
8002,0
8003,0
8004,0
8005,0
8006,0
8007,1
8008,1
8009,0
8010,0
8011,1
8012,0
8013,0
8014,0
8015,1
8016,0
8017,1
8018,0
8019,0
8020,0
8021,0
8022,0
8023,0
8024,0
8025,0
8026,1
8027,1
8028,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,1
8035,0
8036,1
8037,0
8038,0
8039,0
8040,0
8041,0
8042,0
8043,1
8044,1
8045,1
8046,1
8047,0
8048,0
8049,0
8050,1
8051,1
8052,1
8053,0
8054,1
8055,1
8056,0
8057,0
8058,1
8059,1
8060,1
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,1
8068,0
8069,0
8070,0
8071,0
8072,0
8073,1
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,0
8082,0
8083,0
8084,0
8085,0
8086,0
8087,0
8088,1
8089,1
8090,1
8091,1
8092,1
8093,1
8094,0
8095,0
8096,1
8097,0
8098,1
8099,0
8100,0
8101,0
8102,1
8103,0
8104,0
8105,0
8106,0
8107,1
8108,1
8109,0
8110,0
8111,0
8112,0
8113,1
8114,1
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,1
8122,0
8123,0
8124,0
8125,0
8126,0
8127,0
8128,0
8129,0
8130,0
8131,1
8132,0
8133,0
8134,0
8135,1
8136,0
8137,0
8138,1
8139,0
8140,0
8141,0
8142,1
8143,0
8144,0
8145,0
8146,1
8147,0
8148,1
8149,1
8150,0
8151,0
8152,1
8153,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,0
8161,0
8162,0
8163,1
8164,0
8165,0
8166,0
8167,1
8168,1
8169,0
8170,1
8171,0
8172,1
8173,1
8174,0
8175,0
8176,1
8177,0
8178,0
8179,0
8180,1
8181,0
8182,1
8183,0
8184,1
8185,1
8186,0
8187,1
8188,1
8189,0
8190,0
8191,0
8192,0
8193,1
8194,0
8195,0
8196,0
8197,0
8198,0
8199,0
8200,1
8201,0
8202,0
8203,0
8204,0
8205,1
8206,0
8207,0
8208,0
8209,0
8210,1
8211,1
8212,1
8213,0
8214,1
8215,1
8216,0
8217,1
8218,0
8219,0
8220,1
8221,0
8222,0
8223,0
8224,0
8225,0
8226,1
8227,1
8228,1
8229,0
8230,1
8231,1
8232,0
8233,1
8234,0
8235,1
8236,0
8237,1
8238,0
8239,0
8240,0
8241,0
8242,0
8243,1
8244,0
8245,1
8246,0
8247,1
8248,0
8249,1
8250,1
8251,0
8252,0
8253,0
8254,1
8255,0
8256,1
8257,0
8258,0
8259,0
8260,0
8261,0
8262,1
8263,1
8264,1
8265,0
8266,0
8267,1
8268,0
8269,0
8270,0
8271,1
8272,0
8273,0
8274,0
8275,0
8276,0
8277,0
8278,0
8279,1
8280,0
8281,1
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,1
8289,1
8290,1
8291,1
8292,0
8293,0
8294,1
8295,0
8296,0
8297,1
8298,1
8299,0
8300,0
8301,0
8302,0
8303,0
8304,0
8305,0
8306,1
8307,1
8308,0
8309,1
8310,0
8311,0
8312,0
8313,0
8314,0
8315,0
8316,0
8317,1
8318,0
8319,0
8320,0
8321,1
8322,1
8323,1
8324,0
8325,0
8326,0
8327,0
8328,0
8329,0
8330,0
8331,0
8332,0
8333,0
8334,1
8335,0
8336,0
8337,0
8338,1
8339,1
8340,1
8341,1
8342,0
8343,1
8344,0
8345,0
8346,0
8347,1
8348,0
8349,1
8350,0
8351,0
8352,0
8353,1
8354,0
8355,0
8356,1
8357,0
8358,0
8359,0
8360,0
8361,0
8362,0
8363,0
8364,0
8365,0
8366,1
8367,0
8368,1
8369,1
8370,0
8371,0
8372,1
8373,0
8374,1
8375,1
8376,1
8377,0
8378,1
8379,0
8380,1
8381,1
8382,0
8383,0
8384,1
8385,0
8386,0
8387,1
8388,1
8389,1
8390,1
8391,1
8392,0
8393,0
8394,1
8395,1
8396,1
8397,1
8398,1
8399,0
8400,0
8401,0
8402,1
8403,0
8404,1
8405,0
8406,0
8407,0
8408,1
8409,0
8410,1
8411,0
8412,1
8413,0
8414,0
8415,0
8416,0
8417,1
8418,0
8419,0
8420,1
8421,1
8422,0
8423,1
8424,0
8425,0
8426,0
8427,0
8428,1
8429,1
8430,0
8431,0
8432,1
8433,0
8434,0
8435,1
8436,0
8437,0
8438,0
8439,0
8440,1
8441,1
8442,0
8443,0
8444,0
8445,1
8446,1
8447,0
8448,0
8449,0
8450,1
8451,0
8452,1
8453,1
8454,1
8455,0
8456,0
8457,0
8458,1
8459,0
8460,0
8461,0
8462,0
8463,0
8464,0
8465,0
8466,0
8467,0
8468,0
8469,0
8470,0
8471,0
8472,0
8473,1
8474,0
8475,1
8476,0
8477,0
8478,1
8479,1
8480,0
8481,0
8482,0
8483,1
8484,1
8485,0
8486,0
8487,0
8488,0
8489,0
8490,1
8491,0
8492,1
8493,0
8494,0
8495,1
8496,0
8497,0
8498,0
8499,0
8500,0
8501,1
8502,0
8503,0
8504,0
8505,1
8506,0
8507,0
8508,0
8509,0
8510,0
8511,1
8512,0
8513,0
8514,1
8515,0
8516,1
8517,0
8518,0
8519,1
8520,1
8521,1
8522,1
8523,0
8524,0
8525,1
8526,1
8527,0
8528,0
8529,1
8530,0
8531,0
8532,0
8533,1
8534,1
8535,0
8536,1
8537,1
8538,1
8539,0
8540,1
8541,0
8542,1
8543,1
8544,0
8545,0
8546,0
8547,0
8548,1
8549,0
8550,1
8551,0
8552,1
8553,0
8554,0
8555,0
8556,0
8557,0
8558,0
8559,0
8560,0
8561,0
8562,0
8563,0
8564,0
8565,0
8566,0
8567,0
8568,0
8569,0
8570,0
8571,1
8572,0
8573,1
8574,1
8575,0
8576,0
8577,0
8578,0
8579,0
8580,0
8581,1
8582,0
8583,1
8584,0
8585,0
8586,0
8587,0
8588,0
8589,1
8590,1
8591,1
8592,0
