,antiviral
532,0
533,1
534,1
535,1
536,0
537,0
538,1
539,0
540,0
541,1
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,1
552,0
553,0
554,0
555,1
556,0
557,1
558,1
559,1
560,1
561,0
562,1
563,0
564,1
565,0
566,0
567,0
568,0
569,1
570,0
571,1
572,1
573,0
574,1
575,0
576,0
577,1
578,0
579,1
580,0
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,1
593,1
594,0
595,1
596,0
597,1
598,0
599,0
600,0
601,0
602,0
603,0
604,1
605,1
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,1
614,0
615,1
616,1
617,0
618,0
619,0
620,1
621,0
622,1
623,0
624,0
625,1
626,0
627,0
628,0
629,1
630,1
631,1
632,0
633,0
634,0
635,0
636,1
637,0
638,1
639,1
640,1
641,0
642,0
643,1
644,0
645,0
646,0
647,0
648,1
649,1
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,1
663,0
664,0
665,1
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,1
676,1
677,1
678,0
679,1
680,0
681,0
682,0
683,1
684,0
685,0
686,0
687,1
688,0
689,0
690,0
691,0
692,0
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,1
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,0
713,0
714,1
715,1
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,1
725,0
726,1
727,0
728,0
729,1
730,1
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,1
742,0
743,0
744,0
745,0
746,0
747,0
748,1
749,0
750,1
751,0
752,0
753,0
754,0
755,0
756,0
757,1
758,0
759,0
760,0
761,0
762,0
763,1
764,0
765,0
766,0
767,0
768,0
769,1
770,1
771,1
772,0
773,1
774,0
775,1
776,0
777,0
778,1
779,0
780,0
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,1
792,0
793,1
794,1
795,0
796,1
797,1
798,0
799,0
800,0
801,0
802,0
803,0
804,1
805,0
806,1
807,0
808,0
809,0
810,0
811,1
812,0
813,0
814,0
815,1
816,0
817,0
818,1
819,1
820,1
821,0
822,0
823,1
824,0
825,1
826,0
827,0
828,1
829,1
830,0
831,1
832,1
833,0
834,0
835,1
836,1
837,1
838,0
839,0
840,1
841,0
842,1
843,0
844,0
845,1
846,0
847,0
848,1
849,0
850,1
851,1
852,1
853,1
854,0
855,0
856,1
857,1
858,0
859,1
860,0
861,1
862,0
863,0
864,0
865,0
866,0
867,0
868,1
869,1
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,1
893,0
894,1
895,0
896,0
897,0
898,0
899,1
900,0
901,0
902,0
903,0
904,1
905,0
906,0
907,0
908,0
909,0
910,1
911,0
912,0
913,0
914,0
915,1
916,1
917,0
918,1
919,0
920,1
921,1
922,0
923,1
924,0
925,0
926,1
927,0
928,1
929,0
930,0
931,0
932,1
933,0
934,0
935,0
936,0
937,0
938,1
939,0
940,1
941,0
942,0
943,0
944,1
945,0
946,0
947,0
948,1
949,1
950,0
951,1
952,1
953,1
954,1
955,0
956,0
957,0
958,0
959,1
960,1
961,1
962,0
963,1
964,1
965,1
966,0
967,1
968,1
969,0
970,1
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,1
981,0
982,1
983,0
984,1
985,1
986,1
987,1
988,0
989,0
990,0
991,0
992,0
993,1
994,0
995,0
996,0
997,0
998,1
999,1
1000,1
1001,0
1002,1
1003,0
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,0
1012,1
1013,0
1014,0
1015,0
1016,0
1017,1
1018,0
1019,1
1020,1
1021,1
1022,0
1023,1
1024,0
1025,0
1026,1
1027,1
1028,0
1029,0
1030,1
1031,1
1032,0
1033,0
1034,0
1035,0
1036,1
1037,1
1038,1
1039,0
1040,0
1041,0
1042,0
1043,1
1044,0
1045,1
1046,1
1047,1
1048,1
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,1
1056,0
1057,1
1058,0
1059,1
1060,0
1061,0
1062,1
1063,1
1064,1
1065,0
1066,0
1067,1
1068,1
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,1
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,1
1096,1
1097,0
1098,0
1099,1
1100,0
1101,0
1102,0
1103,1
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,1
1114,1
1115,0
1116,0
1117,0
1118,1
1119,0
1120,1
1121,0
1122,1
1123,1
1124,0
1125,1
1126,1
1127,1
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,1
1136,1
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,1
1144,0
1145,1
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,0
1171,0
1172,1
1173,1
1174,1
1175,1
1176,0
1177,1
1178,0
1179,0
1180,0
1181,0
1182,1
1183,0
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,1
1196,0
1197,0
1198,0
1199,0
1200,0
1201,1
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,1
1209,1
1210,1
1211,1
1212,0
1213,1
1214,0
1215,0
1216,1
1217,1
1218,0
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,1
1230,1
1231,0
1232,0
1233,0
1234,1
1235,1
1236,0
1237,0
1238,0
1239,0
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,1
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,1
1258,1
1259,0
1260,1
1261,0
1262,1
1263,0
1264,1
1265,1
1266,0
1267,1
1268,1
1269,0
1270,1
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,1
1280,0
1281,0
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,0
1290,0
1291,1
1292,0
1293,1
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,0
1311,1
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,1
1319,0
1320,1
1321,0
1322,0
1323,1
1324,0
1325,1
1326,0
1327,0
1328,0
1329,1
1330,0
1331,0
1332,1
1333,0
1334,0
1335,1
1336,1
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,0
1349,0
1350,1
1351,0
1352,0
1353,1
1354,0
1355,1
1356,0
1357,1
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,0
1368,1
1369,0
1370,0
1371,1
1372,0
1373,0
1374,0
1375,1
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,1
1384,1
1385,1
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,0
1393,0
1394,1
1395,0
1396,1
1397,0
1398,0
1399,0
1400,0
1401,1
1402,1
1403,0
1404,0
1405,0
1406,0
1407,0
1408,1
1409,0
1410,0
1411,0
1412,0
1413,1
1414,1
1415,1
1416,1
1417,0
1418,0
1419,0
1420,1
1421,1
1422,0
1423,0
1424,0
1425,0
1426,1
1427,1
1428,0
1429,0
1430,0
1431,0
1432,1
1433,0
1434,0
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,1
1442,0
1443,0
1444,0
1445,0
1446,0
1447,1
1448,0
1449,1
1450,0
1451,1
1452,0
1453,0
1454,0
1455,0
1456,1
1457,1
1458,1
1459,0
1460,0
1461,0
1462,0
1463,1
1464,0
1465,1
1466,1
1467,0
1468,0
1469,0
1470,0
1471,0
1472,1
1473,0
1474,1
1475,1
1476,1
1477,0
1478,0
1479,1
1480,0
1481,1
1482,0
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,0
1494,1
1495,0
1496,1
1497,0
1498,0
1499,0
1500,0
1501,0
1502,1
1503,1
1504,0
1505,0
1506,0
1507,1
1508,0
1509,0
1510,1
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,1
1522,0
1523,1
1524,0
1525,1
1526,0
1527,1
1528,1
1529,0
1530,0
1531,1
1532,0
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,1
1541,0
1542,0
1543,0
1544,0
1545,1
1546,0
1547,0
1548,1
1549,0
1550,0
1551,0
1552,0
1553,0
1554,1
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,1
1563,0
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,1
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,0
1586,0
1587,1
1588,0
1589,0
1590,0
1591,0
1592,1
1593,0
1594,1
1595,0
1596,1
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,1
1605,1
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,1
1617,0
1618,1
1619,1
1620,0
1621,0
1622,1
1623,1
1624,0
1625,1
1626,0
1627,1
1628,1
1629,1
1630,0
1631,0
1632,1
1633,1
1634,0
1635,0
1636,1
1637,0
1638,0
1639,0
1640,1
1641,1
1642,1
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,1
1663,0
1664,1
1665,0
1666,0
1667,1
1668,0
1669,1
1670,0
1671,0
1672,0
1673,0
1674,1
1675,0
1676,0
1677,1
1678,1
1679,0
1680,0
1681,1
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,1
1692,0
1693,0
1694,1
1695,0
1696,0
1697,0
1698,0
1699,0
1700,1
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,1
1710,1
1711,1
1712,1
1713,1
1714,0
1715,1
1716,1
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,0
1726,0
1727,1
1728,0
1729,1
1730,0
1731,0
1732,1
1733,1
1734,0
1735,1
1736,1
1737,0
1738,1
1739,0
1740,0
1741,0
1742,1
1743,0
1744,0
1745,1
1746,0
1747,0
1748,0
1749,1
1750,0
1751,1
1752,0
1753,0
1754,0
1755,1
1756,0
1757,0
1758,0
1759,1
1760,0
1761,0
1762,0
1763,0
1764,1
1765,1
1766,0
1767,1
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,1
1775,0
1776,0
1777,1
1778,0
1779,0
1780,1
1781,1
1782,1
1783,1
1784,0
1785,0
1786,1
1787,1
1788,0
1789,1
1790,1
1791,0
1792,0
1793,0
1794,0
1795,0
1796,1
1797,0
1798,0
1799,1
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,1
1809,0
1810,0
1811,1
1812,1
1813,1
1814,0
1815,1
1816,0
1817,0
1818,1
1819,0
1820,0
1821,1
1822,0
1823,0
1824,1
1825,0
1826,0
1827,0
1828,1
1829,0
1830,1
1831,0
1832,1
1833,0
1834,1
1835,0
1836,1
1837,1
1838,0
1839,1
1840,0
1841,0
1842,1
1843,0
1844,1
1845,1
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,1
1853,1
1854,1
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,1
1863,1
1864,0
1865,1
1866,1
1867,0
1868,0
1869,1
1870,0
1871,0
1872,0
1873,0
1874,1
1875,1
1876,0
1877,0
1878,1
1879,1
1880,0
1881,0
1882,0
1883,1
1884,0
1885,1
1886,1
1887,1
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,1
1898,1
1899,0
1900,0
1901,0
1902,1
1903,0
1904,1
1905,0
1906,0
1907,0
1908,0
1909,1
1910,0
1911,1
1912,1
1913,0
1914,0
1915,0
1916,1
1917,0
1918,0
1919,0
1920,0
1921,1
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,0
1932,0
1933,0
1934,1
1935,0
1936,0
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,1
1944,1
1945,1
1946,0
1947,0
1948,1
1949,0
1950,0
1951,1
1952,0
1953,0
1954,0
1955,1
1956,0
1957,0
1958,0
1959,0
1960,0
1961,1
1962,0
1963,1
1964,0
1965,0
1966,0
1967,0
1968,1
1969,1
1970,0
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,1
1978,0
1979,1
1980,0
1981,1
1982,0
1983,0
1984,0
1985,1
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,1
1993,0
1994,0
1995,0
1996,1
1997,0
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,0
2006,0
2007,1
2008,1
2009,1
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,0
2021,0
2022,1
2023,0
2024,1
2025,1
2026,0
2027,1
2028,1
2029,1
2030,0
2031,0
2032,1
2033,1
2034,0
2035,0
2036,0
2037,1
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,1
2047,0
2048,0
2049,0
2050,1
2051,0
2052,0
2053,1
2054,0
2055,0
2056,1
2057,1
2058,0
2059,0
2060,0
2061,1
2062,0
2063,1
2064,1
2065,1
2066,0
2067,1
2068,0
2069,0
2070,1
2071,1
2072,0
2073,0
2074,0
2075,1
2076,1
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,1
2087,0
2088,1
2089,0
2090,0
2091,0
2092,0
2093,1
2094,1
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,1
2102,1
2103,1
2104,0
2105,0
2106,0
2107,0
2108,1
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,1
2116,0
2117,1
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,0
2125,1
2126,1
2127,1
2128,0
2129,0
2130,1
2131,0
2132,0
2133,0
2134,1
2135,0
2136,1
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,1
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,1
2159,0
2160,1
2161,0
2162,0
2163,0
2164,1
2165,0
2166,1
2167,1
2168,0
2169,1
2170,0
2171,1
2172,1
2173,1
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,0
2185,1
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,1
2195,0
2196,0
2197,0
2198,0
2199,1
2200,0
2201,0
2202,1
2203,0
2204,1
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,1
2221,0
2222,1
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,1
2231,1
2232,1
2233,0
2234,1
2235,0
2236,0
2237,0
2238,0
2239,1
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,0
2247,1
2248,0
2249,0
2250,1
2251,1
2252,1
2253,0
2254,0
2255,1
2256,0
2257,0
2258,1
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,1
2269,0
2270,0
2271,0
2272,1
2273,0
2274,1
2275,1
2276,1
2277,0
2278,0
2279,0
2280,0
2281,1
2282,0
2283,1
2284,1
2285,1
2286,0
2287,0
2288,0
2289,1
2290,0
2291,1
2292,0
2293,0
2294,1
2295,0
2296,1
2297,0
2298,0
2299,1
2300,0
2301,1
2302,0
2303,0
2304,0
2305,0
2306,0
2307,1
2308,0
2309,0
2310,0
2311,1
2312,0
2313,0
2314,1
2315,1
2316,0
2317,0
2318,0
2319,1
2320,0
2321,1
2322,1
2323,0
2324,1
2325,1
2326,1
2327,0
2328,0
2329,1
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,1
2337,1
2338,1
2339,1
2340,0
2341,1
2342,1
2343,0
2344,1
2345,0
2346,1
2347,0
2348,0
2349,0
2350,0
2351,1
2352,1
2353,0
2354,0
2355,1
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,1
2364,1
2365,0
2366,0
2367,1
2368,0
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,0
2376,1
2377,0
2378,0
2379,0
2380,1
2381,1
2382,0
2383,0
2384,0
2385,1
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2398,0
2399,1
2400,0
2401,0
2402,0
2403,0
2404,0
2405,1
2406,1
2407,1
2408,1
2409,0
2410,1
2411,0
2412,0
2413,0
2414,0
2415,0
2416,1
2417,0
2418,1
2419,0
2420,0
2421,0
2422,0
2423,1
2424,0
2425,0
2426,0
2427,0
2428,1
2429,0
2430,0
2431,0
2432,1
2433,0
2434,1
2435,1
2436,0
2437,1
2438,0
2439,0
2440,0
2441,1
2442,0
2443,0
2444,1
2445,0
2446,0
2447,0
2448,1
2449,0
2450,1
2451,0
2452,0
2453,1
2454,0
2455,0
2456,0
2457,1
2458,0
2459,1
2460,0
2461,0
2462,0
2463,0
2464,0
2465,1
2466,0
2467,1
2468,1
2469,1
2470,0
2471,0
2472,1
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,0
2480,1
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,1
2488,0
2489,0
2490,1
2491,0
2492,1
2493,0
2494,0
2495,0
2496,1
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,1
2511,0
2512,0
2513,0
2514,0
2515,1
2516,0
2517,0
2518,1
2519,1
2520,1
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,1
2528,0
2529,1
2530,0
2531,0
2532,0
2533,0
2534,1
2535,1
2536,1
2537,1
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,1
2549,0
2550,1
2551,0
2552,0
2553,1
2554,1
2555,0
2556,0
2557,1
2558,1
2559,0
2560,0
2561,0
2562,0
2563,1
2564,1
2565,0
2566,1
2567,0
2568,0
2569,1
2570,1
2571,0
2572,0
2573,0
2574,1
2575,0
2576,0
2577,1
2578,0
2579,0
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,1
2588,0
2589,1
2590,1
2591,0
2592,1
2593,1
2594,0
2595,0
2596,0
2597,0
2598,1
2599,0
2600,0
2601,0
2602,1
2603,0
2604,1
2605,0
2606,1
2607,1
2608,0
2609,0
2610,0
2611,0
2612,1
2613,1
2614,0
2615,0
2616,1
2617,0
2618,0
2619,0
2620,1
2621,0
2622,1
2623,0
2624,0
2625,0
2626,0
2627,0
2628,1
2629,0
2630,1
2631,0
2632,0
2633,1
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,1
2642,1
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,1
2650,0
2651,0
2652,1
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,1
2661,1
2662,1
2663,0
2664,0
2665,0
2666,1
2667,1
2668,0
2669,0
2670,0
2671,1
2672,0
2673,0
2674,1
2675,0
2676,0
2677,0
2678,0
2679,1
2680,0
2681,0
2682,1
2683,1
2684,0
2685,0
2686,0
2687,0
2688,0
2689,1
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,1
2701,0
2702,0
2703,1
2704,0
2705,0
2706,1
2707,1
2708,0
2709,1
2710,1
2711,0
2712,0
2713,0
2714,0
2715,0
2716,1
2717,1
2718,0
2719,0
2720,1
2721,0
2722,1
2723,1
2724,0
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1
2735,0
2736,0
2737,0
2738,1
2739,0
2740,1
2741,1
2742,0
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,1
2752,0
2753,0
2754,1
2755,0
2756,0
2757,1
2758,0
2759,1
2760,0
2761,0
2762,0
2763,0
2764,1
2765,0
2766,0
2767,1
2768,0
2769,0
2770,1
2771,1
2772,0
2773,0
2774,0
2775,0
2776,0
2777,1
2778,0
2779,0
2780,1
2781,0
2782,0
2783,0
2784,0
2785,1
2786,1
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,1
2798,0
2799,0
2800,0
2801,0
2802,1
2803,0
2804,0
2805,0
2806,1
2807,0
2808,0
2809,1
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,1
2819,0
2820,0
2821,1
2822,1
2823,0
2824,0
2825,0
2826,0
2827,1
2828,1
2829,0
2830,1
2831,0
2832,0
2833,1
2834,0
2835,1
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,1
2843,1
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,1
2851,1
2852,1
2853,0
2854,1
2855,0
2856,0
2857,0
2858,1
2859,0
2860,1
2861,1
2862,0
2863,1
2864,1
2865,0
2866,0
2867,1
2868,0
2869,0
2870,0
2871,1
2872,0
2873,1
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,1
2886,1
2887,1
2888,0
2889,1
2890,0
2891,0
2892,1
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,1
2902,1
2903,0
2904,0
2905,1
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,1
2914,1
2915,0
2916,0
2917,0
2918,0
2919,1
2920,1
2921,1
2922,1
2923,0
2924,1
2925,0
2926,0
2927,0
2928,1
2929,1
2930,1
2931,1
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,0
2943,1
2944,0
2945,0
2946,1
2947,0
2948,0
2949,1
2950,0
2951,0
2952,0
2953,1
2954,1
2955,1
2956,0
2957,0
2958,1
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,1
2970,0
2971,0
2972,0
2973,1
2974,0
2975,0
2976,0
2977,0
2978,1
2979,0
2980,0
2981,1
2982,1
2983,1
2984,0
2985,0
2986,0
2987,0
2988,1
2989,1
2990,1
2991,0
2992,0
2993,1
2994,1
2995,0
2996,1
