,animaldesign,newpid
110,0.9036933779716492,7437
111,0.954509437084198,8884
112,0.9254342317581177,14940
113,0.9055734872817993,11801
114,0.20837754011154175,15020
115,0.850919783115387,11248
116,0.4352780878543854,3491
117,0.9008211493492126,2063
118,0.938599169254303,9000
119,0.7061408758163452,13175
120,0.9048793315887451,4720
121,0.9570608735084534,7172
122,0.4226211905479431,11485
123,0.9063470363616943,2827
124,0.7733452916145325,11568
125,0.8761101961135864,15518
126,0.20824825763702393,12452
127,0.9020087122917175,12252
128,0.878701388835907,9901
129,0.2181827574968338,15771
130,0.960479736328125,12561
131,0.8902169466018677,3480
132,0.9159427881240845,498
133,0.9350915551185608,15271
134,0.24185313284397125,7348
135,0.2242891937494278,14767
136,0.37726303935050964,2157
137,0.9249814748764038,4317
138,0.9598036408424377,9476
139,0.8433613777160645,2684
140,0.2878624200820923,11385
141,0.3172619342803955,11139
142,0.9240305423736572,9918
143,0.915706217288971,4830
144,0.9111301898956299,7032
145,0.9578219056129456,12076
146,0.8183013200759888,6534
147,0.8597152829170227,3397
148,0.8252338767051697,9546
149,0.23940549790859222,62
150,0.8443379998207092,2817
151,0.9578189253807068,6886
152,0.9040623903274536,13323
153,0.8868627548217773,13186
154,0.9101759791374207,12555
155,0.8733026385307312,8801
156,0.9565144777297974,10867
157,0.23114833235740662,13100
158,0.8585281372070312,6198
159,0.22279997169971466,860
160,0.8813544511795044,2343
161,0.767593264579773,15491
162,0.24980363249778748,12219
163,0.8921900987625122,9769
164,0.9270835518836975,2627
165,0.8676069378852844,2478
166,0.9597552418708801,9469
167,0.8981871604919434,1886
168,0.8444731831550598,5293
169,0.8482553958892822,5322
170,0.6870452165603638,13291
171,0.9572373628616333,3221
172,0.9242664575576782,4405
173,0.9087751507759094,15353
174,0.9194605350494385,4650
175,0.8281940221786499,15645
176,0.20946718752384186,6779
177,0.8903912305831909,4874
178,0.8617814183235168,5764
179,0.8568596243858337,7535
180,0.8949812054634094,8748
181,0.9032221436500549,8620
182,0.9560126066207886,14578
183,0.8940247297286987,105
184,0.8903677463531494,10158
185,0.8768273591995239,7772
186,0.8553299307823181,10830
187,0.9546516537666321,1101
188,0.9574936032295227,9071
189,0.7696987390518188,7819
190,0.8236895203590393,14460
191,0.9079340696334839,4822
192,0.8063170909881592,13646
193,0.8993605971336365,8842
194,0.9507775902748108,12025
195,0.8371143937110901,12381
196,0.20836207270622253,14051
197,0.4755406677722931,691
198,0.7455471754074097,13406
199,0.26871776580810547,2516
200,0.38171711564064026,15006
201,0.9568650126457214,11995
202,0.8664309978485107,9876
203,0.8970152735710144,2593
204,0.9581680297851562,11670
205,0.8586598038673401,2584
206,0.9579964876174927,3191
207,0.9044548273086548,3136
208,0.7484058737754822,15551
209,0.7882922291755676,10333
210,0.9214416146278381,720
211,0.5731685757637024,3640
212,0.9039190411567688,14526
213,0.9150964617729187,45
214,0.7796946167945862,13159
215,0.21213167905807495,13694
216,0.9568808674812317,10920
217,0.9600460529327393,11702
218,0.929714024066925,8426
219,0.8554823994636536,1006
220,0.901371955871582,3252
221,0.9157113432884216,14166
222,0.924433708190918,140
223,0.2222438007593155,9408
224,0.9573450684547424,12104
225,0.8359688520431519,2416
226,0.9596801996231079,3871
227,0.9087930917739868,8024
228,0.9536000490188599,14309
229,0.8658090233802795,9423
230,0.8464835286140442,7387
231,0.9263955354690552,3625
232,0.3827061355113983,12724
233,0.2648165225982666,7192
234,0.951951801776886,9343
235,0.877020001411438,12092
236,0.6252691745758057,8020
237,0.9577938914299011,12490
238,0.8983777761459351,13838
239,0.8710662722587585,3835
240,0.9586134552955627,11910
241,0.8774322867393494,2270
242,0.8676345348358154,11389
243,0.8742073774337769,5878
244,0.21973514556884766,6635
245,0.8653684854507446,8728
246,0.9601773619651794,10181
247,0.8229923844337463,12732
248,0.9597367644309998,6013
249,0.361841082572937,10189
250,0.9570190906524658,13397
251,0.9209811091423035,2333
252,0.9558366537094116,10981
253,0.905777633190155,10886
254,0.8711585402488708,12404
255,0.9099974036216736,423
256,0.903712272644043,12305
257,0.9122767448425293,4350
258,0.9588146209716797,15672
259,0.9340739250183105,10305
260,0.7833846211433411,6678
261,0.911838710308075,2778
262,0.8878751397132874,13388
263,0.8750966191291809,15039
264,0.8912403583526611,14416
265,0.9242043495178223,7144
266,0.8285573720932007,4784
267,0.8789140582084656,3113
268,0.8939481973648071,15542
269,0.8858567476272583,11923
270,0.9085215926170349,15455
271,0.8838852047920227,12587
272,0.19973251223564148,2010
273,0.6474382281303406,8861
274,0.781785249710083,1299
275,0.792858898639679,2900
276,0.931490421295166,9710
277,0.23121918737888336,15936
278,0.9093214869499207,1073
279,0.9395389556884766,6915
280,0.9580020308494568,2049
281,0.8788586258888245,985
282,0.8780199885368347,7244
283,0.8680665493011475,7130
284,0.9001708030700684,13995
285,0.2074529528617859,14819
286,0.8668360114097595,3076
287,0.8323939442634583,8628
288,0.8045206665992737,11743
289,0.820309042930603,15530
290,0.9081000685691833,5890
291,0.9581922292709351,6193
292,0.8982804417610168,8996
293,0.35822200775146484,384
294,0.9619194269180298,13378
295,0.9591778516769409,6273
296,0.26526981592178345,1004
297,0.9575908780097961,11903
298,0.8451051712036133,11927
299,0.8138115406036377,12703
300,0.8920025825500488,14280
301,0.6959829330444336,13292
302,0.9021203517913818,1176
303,0.8485552668571472,9046
304,0.2820643484592438,3234
305,0.8980981111526489,2173
306,0.7944204211235046,6296
307,0.8493557572364807,5155
308,0.8843333721160889,2468
309,0.895036518573761,3470
310,0.8471962213516235,1016
311,0.8533123135566711,819
312,0.8752873539924622,10415
313,0.897933304309845,2123
314,0.9131026268005371,8633
315,0.7060019969940186,14387
316,0.8882784843444824,5583
317,0.21970400214195251,8039
318,0.8886914849281311,15885
319,0.36087825894355774,1489
320,0.9011629819869995,15325
321,0.8850370645523071,2366
322,0.9540573954582214,5274
323,0.959308385848999,13933
324,0.3721243739128113,6033
325,0.9586045145988464,13377
326,0.25960516929626465,15532
327,0.5865764021873474,7472
328,0.8519667983055115,6228
329,0.2087698131799698,6374
330,0.8508402109146118,13893
331,0.8228252530097961,12364
332,0.8918248414993286,5409
333,0.8458347320556641,9974
334,0.8875590562820435,4352
335,0.9261431097984314,12972
336,0.9575121402740479,13673
337,0.6402114033699036,13447
338,0.9560537934303284,12859
339,0.8985072374343872,11038
340,0.8898780345916748,6
341,0.9071568250656128,4642
342,0.7995589375495911,2969
343,0.952239453792572,6525
344,0.5708155035972595,13522
345,0.937321126461029,6787
346,0.8582373857498169,8059
347,0.728553295135498,10104
348,0.918722927570343,6344
349,0.47783079743385315,13463
350,0.2092825323343277,15210
351,0.9034273028373718,10466
352,0.89067542552948,15929
353,0.9147205948829651,2964
354,0.9605870842933655,15851
355,0.9051963090896606,7758
356,0.8535109758377075,3380
357,0.8856222629547119,9433
358,0.9135245084762573,15927
359,0.7145283222198486,13239
360,0.9595862627029419,8370
361,0.8166854977607727,9393
362,0.9453422427177429,5164
363,0.9317650198936462,3370
364,0.8978723883628845,484
365,0.896787703037262,8733
366,0.8957683444023132,4265
367,0.9577412009239197,7023
368,0.9591731429100037,4336
369,0.8957468867301941,15514
370,0.9210423827171326,15451
371,0.636497974395752,4961
372,0.9394086003303528,6781
373,0.20243842899799347,8008
374,0.9595636129379272,11477
375,0.758538007736206,15586
376,0.27191105484962463,1829
377,0.2031901776790619,11980
378,0.8714573383331299,4066
379,0.20841634273529053,13861
380,0.960837721824646,4260
381,0.8676345348358154,7875
382,0.7779718041419983,1756
383,0.8888872861862183,7564
384,0.6244194507598877,13551
385,0.36550208926200867,4326
386,0.2783922553062439,9337
387,0.660315215587616,8683
388,0.34837380051612854,389
389,0.8797988295555115,12272
390,0.8781014084815979,5725
391,0.7898239493370056,428
392,0.6706432700157166,14996
393,0.9560222625732422,2103
394,0.7885723114013672,15555
395,0.8523417711257935,5044
396,0.9002305865287781,14049
397,0.8901107311248779,12142
398,0.8933808207511902,763
399,0.4045298397541046,11415
400,0.6607254147529602,13952
401,0.23877206444740295,12332
402,0.8258605003356934,4226
403,0.2563980519771576,4523
404,0.9221929311752319,3620
405,0.21671321988105774,12231
406,0.9561997056007385,13297
407,0.46733734011650085,5946
408,0.839194655418396,14110
409,0.2106555700302124,6443
410,0.913387656211853,10304
411,0.9592095613479614,10495
412,0.8267089128494263,3240
413,0.9004007577896118,15095
414,0.8564112186431885,13479
415,0.4783145487308502,5390
416,0.8827090859413147,4380
417,0.8203603625297546,1384
418,0.9175416231155396,5311
419,0.9075256586074829,5881
420,0.921903669834137,15131
421,0.26737895607948303,12225
422,0.27620014548301697,15846
423,0.2439614087343216,10562
424,0.8438303470611572,15378
425,0.958341121673584,1621
426,0.8779444098472595,9130
427,0.33235815167427063,4229
428,0.8885414600372314,2313
429,0.9555954933166504,8082
430,0.8355991244316101,3471
431,0.8545464277267456,5897
432,0.8880971670150757,5691
433,0.9060059785842896,10488
434,0.7080353498458862,92
435,0.7928792238235474,14418
436,0.22206257283687592,1770
437,0.6339884400367737,5997
438,0.9584764838218689,9347
439,0.9069118499755859,4895
440,0.22003556787967682,4157
441,0.8518775105476379,10953
442,0.9576500058174133,11260
443,0.9590348601341248,3506
444,0.7864643335342407,11990
445,0.25057968497276306,7676
446,0.9027900695800781,11625
447,0.8530728220939636,7885
448,0.918191134929657,13528
449,0.9249034523963928,5723
450,0.9561378955841064,5361
451,0.9587762951850891,13790
452,0.958687961101532,10893
453,0.9192661643028259,6507
454,0.72613126039505,6961
455,0.9584975838661194,11269
456,0.9259821772575378,4859
457,0.9581529498100281,3123
458,0.9596676826477051,2386
459,0.8655158281326294,11263
460,0.8855331540107727,15148
461,0.9301508069038391,13003
462,0.2049504667520523,7930
463,0.8338130712509155,8800
464,0.8884939551353455,2494
465,0.21234917640686035,15430
466,0.9089601635932922,2898
467,0.7843032479286194,12728
468,0.7535606622695923,14409
469,0.9387766718864441,2409
470,0.8639239072799683,6050
471,0.9041976928710938,2167
472,0.218913733959198,9320
473,0.9576960206031799,4424
474,0.6397634744644165,930
475,0.651762843132019,8670
476,0.8635326027870178,7576
477,0.9141217470169067,6168
478,0.9574652910232544,11029
479,0.956229567527771,8778
480,0.9558699131011963,7404
481,0.7934246063232422,11560
482,0.826840877532959,2006
483,0.2596469819545746,2047
484,0.8896909952163696,923
485,0.9179524183273315,7761
486,0.8728274703025818,3656
487,0.9065137505531311,1757
488,0.8681042194366455,9608
489,0.957263708114624,2231
490,0.8771218061447144,8190
491,0.9140505790710449,12228
492,0.9576870799064636,3863
493,0.9549003839492798,7147
494,0.878940224647522,2153
495,0.900522768497467,5964
496,0.8930544853210449,14930
497,0.957862377166748,6685
498,0.21645262837409973,9273
499,0.8971540927886963,13021
500,0.8913449645042419,4966
501,0.21630747616291046,4864
502,0.8573172092437744,1938
503,0.8283565044403076,2612
504,0.8963747024536133,10249
505,0.8995117545127869,12113
506,0.9158989787101746,5614
507,0.9160756468772888,10631
508,0.20884543657302856,3349
509,0.8774312734603882,71
510,0.8676810264587402,11454
511,0.8763473629951477,10628
512,0.9267085194587708,10271
513,0.7949080467224121,1607
514,0.9058321118354797,13993
515,0.9185061454772949,11796
516,0.9114128947257996,42
517,0.7458036541938782,6314
518,0.8792009949684143,4460
519,0.9294862747192383,12255
520,0.8345563411712646,13235
521,0.21325664222240448,538
522,0.7633073329925537,15362
523,0.7660492658615112,3830
524,0.9119212031364441,1941
525,0.8870198726654053,8550
526,0.24152812361717224,15747
527,0.27484703063964844,9371
528,0.8719385862350464,718
529,0.9059134125709534,754
530,0.922289252281189,5157
531,0.958946704864502,6729
532,0.20385579764842987,2180
533,0.9278856515884399,607
534,0.9535572528839111,6908
535,0.8378980755805969,2150
536,0.29024797677993774,10205
537,0.9360952377319336,4073
538,0.8791617751121521,13151
539,0.9233818054199219,8214
540,0.9587619304656982,7167
541,0.8784257173538208,11240
542,0.9596484899520874,13412
543,0.879828155040741,1080
544,0.8503623008728027,2624
545,0.8899555802345276,14193
546,0.9207420945167542,8940
547,0.39833247661590576,1910
548,0.9253191947937012,4036
549,0.9566020369529724,4468
550,0.6826241612434387,10478
551,0.8708791732788086,4452
552,0.19897820055484772,15694
553,0.3781762719154358,3407
554,0.88700270652771,4161
555,0.6315524578094482,13787
556,0.9505707025527954,1364
557,0.22750307619571686,3726
558,0.22320456802845,8612
559,0.8857102394104004,6993
560,0.8647648096084595,4095
561,0.8282895088195801,12042
562,0.8512974977493286,15237
563,0.2215888798236847,10397
564,0.36959969997406006,12374
565,0.9590818881988525,10212
566,0.8399117588996887,9584
567,0.8828641772270203,8062
568,0.8423754572868347,9362
569,0.8788981437683105,2591
570,0.8559780716896057,1571
571,0.21269303560256958,15496
572,0.9295073747634888,10768
573,0.8636152744293213,10837
574,0.21243374049663544,15188
575,0.780205488204956,11073
576,0.8665974736213684,72
577,0.8935920596122742,15896
578,0.21338286995887756,12098
579,0.9582810401916504,11344
580,0.8187943696975708,13337
581,0.9046230316162109,5684
582,0.9226810932159424,15422
583,0.9257827401161194,15144
584,0.9581481218338013,9475
585,0.20480191707611084,14646
586,0.877841591835022,4379
587,0.20573608577251434,9224
588,0.9556862711906433,2281
589,0.9115205407142639,3609
590,0.6012821793556213,3188
591,0.9056589603424072,171
592,0.9266577363014221,3703
593,0.9356615543365479,690
594,0.9323256015777588,749
595,0.8878793716430664,3275
596,0.8688006401062012,10688
597,0.8860257267951965,5056
598,0.8751474022865295,2139
599,0.6038828492164612,3346
600,0.866256058216095,4195
601,0.8428813219070435,6968
602,0.9588215351104736,15367
603,0.6431068181991577,5589
604,0.7585650682449341,12781
605,0.9234676361083984,13524
606,0.4325878620147705,12984
607,0.9058462381362915,9789
608,0.736907422542572,2111
609,0.957004189491272,10755
610,0.8957862257957458,1179
611,0.3814696967601776,6985
612,0.8659319281578064,4181
613,0.9192787408828735,2228
614,0.38616570830345154,5887
615,0.8872890472412109,16024
616,0.22274044156074524,9161
617,0.9080854058265686,2697
618,0.3913811445236206,10283
619,0.9567467570304871,14655
620,0.7895756959915161,11391
621,0.921898603439331,15281
622,0.8389255404472351,8343
623,0.19644582271575928,1812
624,0.30806034803390503,2148
625,0.8525117039680481,13804
626,0.23822583258152008,8467
627,0.9193832278251648,1391
628,0.9235429167747498,5336
629,0.8584603071212769,4154
630,0.7823696136474609,1282
631,0.8963798880577087,1344
632,0.5944815278053284,9153
633,0.2146713137626648,34
634,0.9609872102737427,6814
635,0.9066122174263,11602
636,0.8339096903800964,11976
637,0.8315885663032532,1574
638,0.8769530057907104,512
639,0.9599211812019348,3903
640,0.7507044076919556,13095
641,0.8852871060371399,7250
642,0.22056886553764343,12902
643,0.9343580603599548,9446
644,0.2181072235107422,6365
645,0.9586126208305359,12789
646,0.8993370532989502,2459
647,0.902252733707428,294
648,0.9028315544128418,14487
649,0.9264076948165894,1527
650,0.8829923868179321,13970
651,0.9481358528137207,3063
652,0.9314861297607422,5539
653,0.4983855187892914,12810
654,0.4049329161643982,10013
655,0.22510679066181183,9119
656,0.9161756634712219,14357
657,0.8935155272483826,2389
658,0.9311416149139404,549
659,0.3245335519313812,15920
660,0.2834000587463379,9881
661,0.9138885736465454,14723
662,0.9576402902603149,2149
663,0.20680879056453705,12274
664,0.4761313498020172,11961
665,0.8518617153167725,14427
666,0.915673553943634,14438
667,0.9584150314331055,11824
668,0.9050127863883972,9684
669,0.8739683032035828,11955
670,0.9220592975616455,7000
671,0.9343720078468323,4364
672,0.9251786470413208,7422
673,0.24648214876651764,14009
674,0.19946032762527466,2760
675,0.82256680727005,2582
676,0.9114435911178589,8743
677,0.8976494669914246,13266
678,0.23088596761226654,15026
679,0.20600980520248413,14774
680,0.4850139915943146,5456
681,0.2697519063949585,2275
682,0.8187412023544312,13875
683,0.9239584803581238,1246
684,0.882249653339386,5974
685,0.8747997879981995,5443
686,0.7489321231842041,11370
687,0.9142885208129883,2727
688,0.8873832821846008,10530
689,0.95865398645401,1082
690,0.8192940354347229,10574
691,0.8314833641052246,11341
692,0.6189612150192261,15657
693,0.6816172003746033,3058
694,0.8508482575416565,7779
695,0.21216657757759094,10633
696,0.4407443702220917,2045
697,0.9134103655815125,2800
698,0.8677114248275757,2526
699,0.8757297396659851,15559
700,0.9097604155540466,12778
701,0.8839487433433533,12213
702,0.959265947341919,3177
703,0.8091515898704529,6127
704,0.8577886819839478,12014
705,0.8959079384803772,10047
706,0.21608619391918182,1572
707,0.7228301763534546,15775
708,0.9565494656562805,8864
709,0.8953818678855896,9573
710,0.8889058232307434,6452
711,0.9125548005104065,2255
712,0.8107330799102783,10976
713,0.901339590549469,13587
714,0.8660209774971008,15661
715,0.3015446662902832,11188
716,0.9251439571380615,7728
717,0.22825835645198822,10995
718,0.9583649039268494,14508
719,0.7514159679412842,5499
720,0.8344488143920898,8588
721,0.8443517684936523,11647
722,0.8739457726478577,4059
723,0.9573504328727722,14155
724,0.8995509743690491,3104
725,0.8283647298812866,4057
726,0.9220146536827087,6015
727,0.20247556269168854,262
728,0.8437389731407166,15019
729,0.9566723108291626,3195
730,0.9248470664024353,1067
731,0.5156165361404419,5291
732,0.956652045249939,4419
733,0.2963826060295105,10781
734,0.957469642162323,6451
735,0.2110014259815216,11026
736,0.9587897658348083,12562
737,0.903485894203186,7036
738,0.8541170358657837,4726
739,0.9572566151618958,2570
740,0.4519050121307373,11252
741,0.2500983774662018,8773
742,0.8806572556495667,13265
743,0.9582359194755554,6288
744,0.9150326251983643,7879
745,0.5564395785331726,5775
746,0.4934239685535431,14350
747,0.9318304657936096,5587
748,0.9262197017669678,4828
749,0.8791390061378479,15273
750,0.8844358921051025,134
751,0.614192008972168,6294
752,0.884946346282959,9389
753,0.20860998332500458,8769
754,0.9115495085716248,3038
755,0.24012501537799835,9084
756,0.8855562806129456,11929
757,0.9201399683952332,813
758,0.9539145231246948,5398
759,0.959048330783844,9525
760,0.8414415121078491,4200
761,0.8953834772109985,12384
762,0.8784416317939758,5810
763,0.20992866158485413,2
764,0.8242083787918091,7797
765,0.8465479612350464,4774
766,0.8678070306777954,13448
767,0.893179714679718,12426
768,0.8550516963005066,10942
769,0.21225793659687042,6064
770,0.9303945899009705,4945
771,0.9584294557571411,399
772,0.27739933133125305,5427
773,0.8328489661216736,2881
774,0.8849597573280334,408
775,0.8862208724021912,2099
776,0.2139877825975418,7514
777,0.30422449111938477,11570
778,0.8552862405776978,1726
779,0.8395358920097351,14149
780,0.20274139940738678,3772
781,0.8952935934066772,854
782,0.9251667261123657,4949
783,0.9307096600532532,5685
784,0.9337218999862671,4601
785,0.9080144762992859,13253
786,0.9354424476623535,4477
787,0.7212966084480286,1286
788,0.25403863191604614,8140
789,0.9562852382659912,12710
790,0.21034155786037445,15697
791,0.916028618812561,13858
792,0.6429664492607117,14671
793,0.926405131816864,8818
794,0.8569322228431702,15209
795,0.7986816167831421,93
796,0.21684576570987701,15224
797,0.6957964301109314,13449
798,0.9179194569587708,6270
799,0.8570342063903809,10999
800,0.6769589185714722,938
801,0.9584761261940002,223
802,0.8432504534721375,6587
803,0.7581341862678528,6405
804,0.3951133191585541,2987
805,0.4616912603378296,6692
806,0.9148319959640503,6618
807,0.9398071765899658,6884
808,0.21595607697963715,10238
809,0.9229872226715088,1105
810,0.8620923757553101,11947
811,0.8713304996490479,738
812,0.9065049290657043,5511
813,0.9129987359046936,15566
814,0.8724115490913391,11669
815,0.8805251121520996,3381
816,0.9409725069999695,13024
817,0.9152615070343018,8066
818,0.9078413844108582,13257
819,0.22304022312164307,556
820,0.21720395982265472,6689
821,0.8452139496803284,7279
822,0.20839497447013855,5089
823,0.8664153814315796,12398
824,0.8083451986312866,5863
825,0.8146340847015381,5430
826,0.919582188129425,15404
827,0.2579110264778137,14539
828,0.9605445861816406,7389
829,0.960217297077179,9773
830,0.4869367778301239,2992
831,0.920459508895874,7665
832,0.22009986639022827,8278
833,0.8444806337356567,15234
834,0.8771792054176331,1008
835,0.8931452035903931,5833
836,0.8730844259262085,4568
837,0.847701370716095,5602
838,0.6973588466644287,4846
839,0.2236500084400177,5452
840,0.9428215622901917,4410
841,0.9112874865531921,13334
842,0.9078771471977234,14874
843,0.9177020788192749,9192
844,0.21332691609859467,8036
845,0.8426434993743896,14322
846,0.3064337372779846,7870
847,0.876218855381012,7808
848,0.8505681753158569,6747
849,0.380048543214798,10791
850,0.675358235836029,14477
851,0.8970360159873962,4370
852,0.6198319792747498,4628
853,0.2297113984823227,14038
854,0.8903718590736389,7541
855,0.2487928420305252,6716
856,0.8805056214332581,10257
857,0.8517705798149109,200
858,0.8423817753791809,11412
859,0.894295871257782,5570
860,0.8909506797790527,15255
861,0.7418796420097351,5296
862,0.24417662620544434,7462
863,0.8361653089523315,13689
864,0.6371192932128906,4970
865,0.5639630556106567,14863
866,0.9181599020957947,904
867,0.8825585842132568,6762
868,0.9164465069770813,15913
869,0.956562340259552,5822
870,0.2027510106563568,14236
871,0.9192864894866943,3973
872,0.9081938862800598,6445
873,0.20352546870708466,13023
874,0.9579920768737793,1122
875,0.8677545189857483,3216
876,0.9570156931877136,5287
877,0.9562134146690369,3171
878,0.9569516181945801,4898
879,0.4898121953010559,2444
880,0.9172782897949219,8266
881,0.2222519963979721,12878
882,0.9358350038528442,13164
883,0.9088002443313599,5017
884,0.9308461546897888,9034
885,0.2386026829481125,6382
886,0.8252607583999634,7219
887,0.911044180393219,12677
888,0.7029383778572083,9122
889,0.8998298645019531,4985
890,0.8810607194900513,10738
891,0.8871256709098816,3102
892,0.91839200258255,14095
893,0.8941328525543213,2772
894,0.9558538794517517,1295
895,0.24682842195034027,13767
896,0.9472728371620178,13734
897,0.8491520881652832,7760
898,0.922643780708313,7807
899,0.9069486856460571,9097
900,0.8363916873931885,7672
901,0.26820263266563416,13424
902,0.6353446245193481,4102
903,0.87204509973526,15038
904,0.6678875684738159,8814
905,0.9066348075866699,8690
906,0.8900487422943115,14928
907,0.24579638242721558,8796
908,0.9282435178756714,5799
909,0.8965879082679749,14856
910,0.82346111536026,9240
911,0.3174959123134613,13169
912,0.896471381187439,5411
913,0.9587771892547607,13823
914,0.8550204038619995,13149
915,0.8692082762718201,1157
916,0.8971010446548462,10760
917,0.9082555174827576,5149
918,0.7006989121437073,15377
919,0.411337286233902,15820
920,0.8649436235427856,5154
921,0.9502831101417542,4581
922,0.871975302696228,10152
923,0.40072962641716003,7604
924,0.7985841035842896,6822
925,0.8560803532600403,1718
926,0.2022441327571869,790
927,0.34128135442733765,3676
928,0.8293716907501221,7871
929,0.9114839434623718,9140
930,0.9191418886184692,15901
931,0.8555698394775391,7865
932,0.8844730854034424,6369
933,0.9577587842941284,12391
934,0.9571910500526428,5220
935,0.8643360733985901,1983
936,0.2923204302787781,8529
937,0.9584104418754578,9447
938,0.8692663311958313,11429
939,0.8389676809310913,5859
940,0.9589667916297913,4673
941,0.9196409583091736,351
942,0.8816410303115845,6205
943,0.9256100058555603,1960
944,0.9358879327774048,16042
945,0.9588771462440491,12471
946,0.8977332711219788,3516
947,0.8558637499809265,9075
948,0.48813682794570923,16000
949,0.7989451885223389,13805
950,0.9105972051620483,289
951,0.9586780071258545,9671
952,0.8940863013267517,563
953,0.8290907144546509,5832
954,0.9031283259391785,13833
955,0.212673619389534,1904
956,0.9485325813293457,1145
957,0.8779141306877136,6837
958,0.2748796045780182,5574
959,0.861138641834259,7873
960,0.7459244132041931,2094
961,0.807914137840271,9214
962,0.8769334554672241,7660
963,0.21471229195594788,8269
964,0.8180917501449585,768
965,0.896919310092926,2144
966,0.22841259837150574,14624
967,0.8525726199150085,36
968,0.8075355291366577,3429
969,0.8818885087966919,1266
970,0.9559671878814697,3044
971,0.8581185936927795,6509
972,0.9581131339073181,15909
973,0.20522062480449677,13138
974,0.909581184387207,13332
975,0.2147616297006607,1863
976,0.8413260579109192,3879
977,0.27769744396209717,7376
978,0.7466384172439575,7909
979,0.8569288849830627,14209
980,0.8927707672119141,10759
981,0.3342449963092804,14840
982,0.9601479172706604,9778
983,0.37286534905433655,10446
984,0.7808811068534851,6748
985,0.9230726361274719,233
986,0.8793681859970093,8807
987,0.20807524025440216,5973
988,0.9568132758140564,14721
989,0.6794527173042297,15773
990,0.9593801498413086,436
991,0.8638626933097839,215
992,0.9579761028289795,9473
993,0.5916680097579956,11012
994,0.2102014124393463,13218
995,0.8871642351150513,14788
996,0.9133458137512207,4591
997,0.9577170014381409,8263
998,0.9610411524772644,14530
999,0.9585889577865601,8639
1000,0.7382624745368958,7278
1001,0.7314940094947815,15096
1002,0.9208299517631531,6101
1003,0.8399688005447388,3293
1004,0.9567931890487671,4594
1005,0.9568495154380798,9513
1006,0.9144962430000305,3946
1007,0.7942018508911133,15283
1008,0.8962389230728149,8135
1009,0.8709662556648254,10621
