,sent
33,An oral Lactobacillus casei (L. casei) vaccine against anti-transmissible gastroenteritis virus developed in our laboratory was used to study mucosal immune responses.
34,SARS-CoV infected over 8000 people with approximately 10% mortality rate.
35,"There is still no effective method to prevent or treat severe acute respiratory syndrome (SARS), which is caused by SARS coronavirus (CoV)."
36,"SARS-CoV is a zoonotic virus that crossed the species barrier, most likely originating from bats or from other species including civets, raccoon dogs, domestic cats, swine, and rodents."
37,"Herein, we present a global portrait of some of the most prevalent or emerging human respiratory viruses that have been associated with possible pathogenic processes in CNS infection, with a special emphasis on human coronaviruses."
38,The development of transgenic mice expressing HCV proteins and the successful repopulation of SCID/Alb-uPA mice with human hepatocytes provides an important tool for unraveling virus–host interactions in vivo.
39,"Here, we present an overview of the current knowledge on both human coronaviruses, focusing on similarities and differences."
40,Clinical isolates were found to contain a novel coronavirus with similarity to bat coronaviruses.
41,The high morbidity and mortality of this potentially pandemic infection demands a rapid research response to develop effective antiviral treatment and vaccine.
42,"Since then, much progress has been made in the virological and molecular characterization of the proteins encoded by SARS-coronavirus (SARS-CoV) genome, which contains 14 potential open reading frames (ORFs)."
43,"For an effective immune prophylaxis in humans, broad coverage of different strains of SARS-CoV and control of potential neutralization escape variants will be required."
44,"The discovery of the SARS-CoV, which caused an outbreak of >8000 people in >30 countries with fatality of about 10%, resulted in intense search for novel coronaviruses with potentially high pathogenicity."
45,"However, limited data was available for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) reactivation."
46,Interpretation MNA delivery of coronaviruses-S1 subunit vaccines is a promising immunization strategy against coronavirus infection.
47,Neutralizing antibodies from individuals who have recovered from an infection confer therapeutic protection to others infected with the same pathogen.
48,Each article will be identified in the last line of its abstract as belonging to the series “From SARS to MERS: 10years of research on highly pathogenic human coronaviruses.”
49,"In 2005, horseshoe bats were identified as the natural reservoir of a group of coronaviruses that are distantly related to SARS-CoV."
50,"However, as for the recent novel coronavirus, few studies have discussed systematically about the role of daily weather in the epidemic transmission of the virus."
51,Many patients with SARS-CoV experienced an exacerbated form of disease called acute respiratory distress syndrome (ARDS) requiring mechanical ventilation and supplemental oxygen and half of these patients died.
52,The emergence of this novel coronavirus prompts the need for a small animal model to study the pathogenesis of this virus and to test the efficacy of potential intervention strategies.
53,"The disease remains incurable, and there is no effective vaccine available."
54,"Then, we study the evolutionary pressures influencing the codon usage and evolutionary rates of the sequences of five conserved genes that encode the corresponding proteins (viral replicase, spike, envelope, membrane and nucleocapsid) characteristic of coronaviruses."
55, Middle East Respiratory Syndrome Coronavirus (MERS-CoV) continues to be a threat to human health in the Middle East.
56,"Several recently identified viruses remain to be ‘orphan’ but have a potential for further emergence (such as Tioman, Menangle, and Pulau viruses)."
57,"The prevalence of RVC in wild boar population reached 12.8%, PTV was detected in 20.2%, PSV in 8.9%, and EV-G in 2.5% of samples."
58,Severe acute respiratory syndrome (SARS)-like WIV1-coronavirus (CoV) was first isolated from Rhinolophus sinicus bats and can use the human angiotensin converting enzyme 2 (ACE2) receptor.
59,The identification of any clinically approved drug that could be repurposed to combat COVID-19 would allow the rapid implementation of potentially life-saving procedures to complement social distancing and isolation protocols.
60, Aims To analyze the potential mechanism of cardiovascular dysfunctions induced by Coronavirus Disease 2019 (COVID-19) and to evaluate more effective therapeutic pathways for patients with cardiovascular diseases.
61,"Two novel coronaviruses have emerged in humans in the 21(st) century, Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV) and Middle East Respiratory Syndrome human coronavirus (MERS-CoV), both of which cause acute respiratory distress syndrome (ARDS) and have high mortality rates."
62,Background: As the outbreak of coronavirus disease 2019 (COVID19) is a worldwide pandemic it is rapidly expanding in Iran realtime analyses of epidemiological data are needed to increase situational awareness and inform interventions.
63,"Coronaviruses (CoVs) have a penchant for sudden emergence, as evidenced by severe acute respiratory syndrome coronavirus (SARS-CoV), Middle East respiratory syndrome CoV (MERS-CoV) and most recently, swine acute diarrhea syndrome coronavirus (SADS-CoV)."
64,Coronavirus spike (S) glycoproteins promote entry into cells and are the main target of antibodies.
65,"Because of availability and shown efficacy, the use of interferons may be considered should SARS-CoV or a related coronavirus (re)-emerge."
66,"The primary cause of severe acute respiratory syndrome (SARS) is a newly discovered coronavirus(1,2,3,4,5,6,7)."
67,Sars Coronavirus Accessory ORFs Encode Luxury Functions
68,"The rapid progress in the aetiology, the development of laboratory diagnostic tests, and the defining of routes of viral transmission were facilitated through a unique WHO-coordinated virtual network of laboratories, which shared information on a real-time basis through daily teleconferences."
69,"Although there are potential targets in the JAK-STAT pathway that can be manipulated in treatment for coronaviruses and it is evident that IL-1 is elevated in patients with a coronavirus, there is currently no evidence for a role of these drugs in treatment of COVID-19."
70," Aims A newly emerged Human Coronavirus (HCoV) is reported two months ago in Wuhan, China (COVID-19)."
71,"To date, 114 human cases of MERS-CoV have been reported, with 54 fatalities."
72,The scientific community is focussed on developing antiviral therapies to mitigate the impacts of the ongoing novel coronavirus disease (COVID-19) outbreak.
73,The evolutionary relationship between 2019-nCoV and the other human respiratory illness-causing coronavirus is not closely related.
74, This study investigates the propagation power and effects of the coronavirus disease 2019 (COVID-19) in light of published data.
75,"As exemplified by coronaviruses and influenza viruses, bats and birds are natural reservoirs for providing viral genes during evolution of new virus species and viruses for interspecies transmission."
76,This program generated 47 transcriptomic and proteomic datasets from 30 studies that investigate in vivo and in vitro host responses to viral infections.
77,A total of five potentially novel virus species or strains were identified.
78,"The etiology of this illness is now attributed to a novel virus belonging to the coronavirus (CoV) family, COVID-19."
79,"PCR amplification of the conserved coronaviral protein RdRp detected coronaviruses in 26.65% of bats belonging to this region, and this number was influenced by seasonal changes."
80,"In the authors’ laboratory, studies were undertaken to investigate the relationship between viral respiratory disease and bioactive lung lavage levels of IFN-α, TNF-α, IL-1 and IL-6."
81,Virus particles found in thin sections had a mean diameter of 68 nm.
82,"While coronaviruses were first identified nearly 60 years ago, they received notoriety in 2003 when one of their members was identified as the etiological agent of the Severe Acute Respiratory Syndrome (SARS-CoV) 1."
83,A newly identified novel coronavirus (SARS-CoV-2) is causing pneumonia-associated respiratory syndrome across the world.
84,"The coronavirus main protease (M(pro)), which plays a pivotal role in viral gene expression and replication through the proteolytic processing of replicase polyproteins, is an attractive target for anti-CoV drug design."
85,"Due to the lack of effective treatment options for SARS-CoV-2, various strategies are being tested in China, including drug repurposing."
86,"Hepatitis C virus is considered a major public health problem, infecting 2%–3% of the human population."
87,"Unfortunately, the similarities and differences between the two coronavirus diseases remain to be unknown."
88,"Despite high similarity of canine respiratory coronavirus (CRCoV), bovine coronavirus, (BCoV) and human coronavirus OC43 (HCoV-OC43), these viruses differ in species specificity."
89, The novel severe acute respiratory syndrome (SARS) coronavirus caused severe disease and heavy economic losses before apparently coming under complete control.
90,"Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first reported in Wuhan, China, and rapidly spread worldwide."
91,"By using genomic, sequence, structural and evolutionary analysis, we show that Alpha- and Beta-CoVs possess several novel families of immunoglobulin (Ig) domain proteins, including ORF8 and ORF7a from SARS-related coronaviruses and two protein groups from certain Alpha-CoVs."
92,"In addition, SARS- and MERS-coronavirus can use serine proteases localized at the cell surface, for their activation."
93," The newly emerged Middle East respiratory syndrome coronavirus (MERS-CoV) is currently spreading among humans, making development of effective MERS vaccines a high priority."
94,Nonhuman primate models are considered the gold standard for preclinical evaluation of therapeutic countermeasures.
95,"CTL responses were also detected to SARS DNA-transfected type II alveolar epithelial cells (T7 cell clone), which are thought to be initial target cells for SARS virus infection in human."
96,"Middle East respiratory syndrome CoV (MERS-CoV), identified in 2012, has caused 182 cases to date, with ~43% mortality, and no small animal model has been reported."
97,We have developed an improved method for Epstein-Barr virus transformation of human B cells.
98,"Here, we review such mAbs with an emphasis on antibodies of human origin, and highlight recent results as well as technologies and mechanisms related to their potential as therapeutics."
99,Middle East respiratory syndrome coronavirus is a recently emerged pathogen associated with severe human disease.
100," Severe acute respiratory syndrome (SARS) is a newly emerging infectious disease caused by a novel coronavirus (SARS-CoV), which has overwhelmed more than 30 countries claiming nearly 8400 cases with over 800 fatalities."
101,"Proof that a newly identified coronavirus, severe acute respiratory syndrome coronavirus (SARS-CoV) is the primary cause of severe acute respiratory syndrome (SARS) came from a series of studies on experimentally infected cynomolgus macaques (Macaca fascicularis)."
102,The coronavirus 2019-nCoV epidemic: Is hindsight 20/20?
103,"Since the identification of the outbreak the infection quickly spread involving in one month more than 31,000 confirmed cases with 638 death."
104,"In our present study, an epitope-based peptide vaccine against nonstructural protein 4 of beta coronavirus, using a combination of B cell and T cell epitope predictions, followed by molecular docking methods are performed."
105,The emergence of Middle East respiratory syndrome-coronavirus (MERS-CoV) in the Middle East since 2012 has caused more than 900 human infections with ∼40% mortality to date.
106,Collaborations across countries and sectors as a One Health World could be a milestone.
107,"In addition, the SARS Coronavirus (SARS-CoV) was also analyzed in the same way."
108,A novel human coronavirus (HCoV-EMC/2012) was isolated from a man with acute pneumonia and renal failure in June 2012.
109,"Infections cause a variety of diseases including bronchitis, gastroenteritis, hepatitis, and encephalitis, with symptoms ranging from being nearly undetectable to rapidly fatal."
110,"Adenovirus-positive participants with FRI episodes tended to be protected against subsequent infection with adenovirus, coronavirus, enterovirus/rhinovirus, and influenza virus (P = .062–.093), while men with influenza virus–positive FRI episodes tended be protected against subsequent infection with adenovirus (P = .044) and influenza virus (P = .081)."
111," This article introduces a series of invited papers in Antiviral Research marking the 10th anniversary of the outbreak of severe acute respiratory syndrome (SARS), caused by a novel coronavirus that emerged in southern China in late 2002."
112,The recently identified Middle East Respiratory Syndrome Coronavirus (MERS-CoV) causes severe and fatal acute respiratory illness in humans.
113,Recent outbreak of novel coronavirus infected and killed thousands of people in the world.
114,"The primer and probe sets were designed to react with this novel coronavirus and its closely related viruses, such as SARS coronavirus."
115,"Middle East respiratory syndrome (MERS) is an acute, high-mortality-rate, severe infectious disease caused by an emerging MERS coronavirus (MERS-CoV) that causes severe respiratory diseases."
116,The outcome of SARS-CoV-2 infection is largely determined by virus-host interaction.
117,"Using synthetic biology and reverse genetics, we describe the construction of a panel of isogenic SARS coronavirus (SARS-CoV) strains bearing variant spike glycoproteins that are representative of zoonotic strains found in palm civets and raccoon dogs, as well as isolates spanning the early, middle, and late phases of the SARS-CoV epidemic."
118,"In conclusion, WIV1-CoV was unable to cause a robust infection in Rousettus aegyptiacus bats."
119,"Understanding the evolution, zoonotic transmission, and source of this novel virus would help accelerating containment and prevention efforts."
120,"Further, the drug hexamethylene amiloride (HMA), but not amiloride, inhibited in vitro ion channel activity of some synthetic coronavirus E proteins, and also viral replication."
121,"No small-animal model for this infection is currently available, but studies suggest that virus entry factors can confer virus susceptibility."
122,"Previously, groups had targeted conserved coronavirus proteins as a strategy to generate live-attenuated vaccine strains against current and future CoVs."
123,"Some of these ORFs encode for genes that are homologous to proteins found in all known coronaviruses, namely the replicase genes (ORFs 1a and 1b) and the four structural proteins: nucleocapsid, spike, membrane and envelope, and these proteins are expected to be essential for the replication of the virus."
124,The aetiological agent was eventually identified as a coronavirus and designated Middle East respiratory syndrome coronavirus (MERS-CoV).
125,"Currently, there is a lack of effective antiviral treatment options or vaccine available."
126,"These cases of human-to-human transmission involve close contact and have occurred primarily in healthcare settings, and they are suspected to result from repeated zoonotic introductions."
127,The novel Coronavirus pathogen Covid-19 is a cause of concern across the world as the human-to-human infection caused by it is spreading at a fast pace.
128,"Overall, the molecular and biologic characteristics of the strain HSR1 provide evidence that SARS-CoV forms a fourth genetic coronavirus group with distinct genomic and biologic features."
129,"In summary, rewiring the TRN is a feasible strategy for limiting reversion in an effective live-attenuated coronavirus vaccine candidate that is potentially portable across the Nidovirales order."
130, The causative agent of Severe Acute Respiratory Syndrome (SARS) was identified as a coronavirus (CoV) following the outbreak of 2002–2003.
131, Murine antisera with neutralising activity for the coronavirus causative of Middle East respiratory syndrome (MERS) were induced by immunisation of Balb/c mice with the receptor binding domain (RBD) of the viral Spike protein.
132,"Hepatitis C virus (HCV) infection is a major cause of chronic liver disease and hepatocellular carcinoma, yet fully efficacious treatments are missing."
133,"To date, there is no evidence for an animal reservoir of viruses closely related to hepatitis C virus which may have crossed the species barrier to cause disease in humans and resulted in the current pandemic."
134,COVID-19: a novel zoonotic disease caused by a coronavirus from China: what we know and what we don’t
135,"Here we used comparative pangenomic analysis of all sequenced Betacoronaviruses to reveal that, among all core gene clusters present in these viruses, the envelope protein E shows a variant shared by SARS and SARS-Cov2 with two completely-conserved key functional features, an ion-channel and a PDZ-binding Motif (PBM)."
136,"Coronaviruses (CoVs) can infect humans and multiple species of animals, causing a wide spectrum of diseases."
137,"These warm-blooded vertebrates display high species biodiversity, roosting and migratory behavior, and a unique adaptive immune system, which are favorable characteristics for asymptomatic shedding, dissemination, and mixing of different viruses for the generation of novel mutant, recombinant, or reassortant RNA viruses."
138,"As reported by the World Health Organization, a novel coronavirus (2019-nCoV) was identified as the causative virus of Wuhan pneumonia of unknown etiology by Chinese authorities on 7 January, 2020."
139,Infection by the Middle East respiratory syndrome coronavirus (MERS-CoV) causes respiratory illness and has a high mortality rate (~35%).
140,"Although some other livestock animal species have been shown to be susceptible to MERS-CoV, it is not fully understood why the spread of the virus in these animal species has not been observed in the field."
141, The nucleotide sequence of the unique region of coronavirus MHV-A59 mRNA 2 has been determined.
142,The emergence of a novel coronavirus (2019-nCoV) has awakened the echoes of SARS-CoV from nearly two decades ago.
143,: The Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) first broke out in Wuhan (China) and subsequently spread worldwide.
144,"However, few broad-spectrum antiviral drugs have been evaluated against COVID-19 in clinical trials, resulted in clinical recovery."
145," The causative agent of severe acute respiratory syndrome (SARS), which affected over 8000 individuals worldwide and was responsible for over 700 deaths in the 2002–2003 outbreak, is a coronavirus that was unknown before the outbreak."
146, Bovine respiratory syncytial virus (BRSV) and bovine coronavirus (BCoV) are considered widespread among cattle in Norway and worldwide.
147,"Background: As reported by Iranian governments, the first cases of coronavirus (COVID-19) infections confirmed in Qom, Iran on February 19, 2020 (30 Bahman 1398)."
148,"To date, 55 human cases have been reported, including 31 fatal cases."
149,"In this review, the current state of vaccine development against human severe acute respiratory syndrome (SARS) coronavirus, focusing on recently published data is assessed."
150,"Molecular analysis suggest that 2019-nCoV could be originated from bats after passaging in intermediate hosts, highlighting the high zoonotic potential of coronaviruses."
151," The emergence of the Middle East respiratory syndrome coronavirus (MERS-CoV) in 2012 marked the second time that a new, highly pathogenic coronavirus has emerged in the human population in the 21st century."
152,"As the pandemic progresses, information from human compassionate use cases will continue to accumulate before the clinical trials are concluded."
153,"The former is raised from the fact that axonal damage has been reported in several virus infections, including human immunodeficiency virus, human T-lymphotropic virus 1, herpes simplex virus and coronavirus, which also cause demyelination."
154,"They are relatively inexpensive and easily accessible, but their use in SARS research is limited because they do not develop illness following infection."
155,"The known genetic diversity of the hepaciviruses and pegiviruses has increased greatly in recent years through the discovery of viruses related to hepatitis C virus and human pegivirus in bats, bovines, equines, primates, and rodents."
156,Viral species metacommunities associated with bats was dominated by random structures along all spatial scales.
157,MERS-CoV sequences have since been found in a bat and the virus appears to be enzootic among dromedary camels across the Arabian Peninsula and in parts of Africa.
158," In December 2019, the outbreak of the novel coronavirus disease (COVID-19) in China spread worldwide, becoming an emergency of major international concern."
159,"Here, we evaluated the utility of ChAdOx1, a promising replication-deficient simian adenovirus vaccine vector platform with an established safety profile in humans and dromedary camels, for MERS-CoV vaccine development."
160,There are similarities and differences in the epidemiology and clinical features between these two diseases.
161,"In this study, we assembled the genomes of coronaviruses identified in sick pangolins."
162,"The continuing introductions of MERS-CoV from dromedary camels, the subsequent travel-related viral spread, the unprecedented nosocomial outbreaks and the high case-fatality rates highlight the need for prophylactic and therapeutic measures."
163,"The virus spreads faster than its two ancestors the SARS-CoV and Middle East respiratory syndrome coronavirus (MERS-CoV), but has lower fatality."
164,An effective DNA vaccine platform for Middle East respiratory syndrome coronavirus
165,": The pathogenesis and immune response to Middle East respiratory syndrome (MERS) caused by a recently discovered coronavirus, MERS-CoV, have not been fully characterized because a suitable animal model is currently not available."
166,"The MERS-CoV spike (S) protein, a characteristic structural component of the viral envelope, is considered as a key target of vaccines against coronavirus infection."
167, Background Cancer patients are regarded as a highly vulnerable group in the current Coronavirus Disease 2019 (COVID-19) pandemic.
168,Study validation was demonstrated via experimental quality control measures and meta-analysis of independent experiments performed under similar conditions.
169,"However, the central processes in the evolution of emerging viruses are unclear, particularly the selection pressures faced by viruses in new host species."
170,We analyzed the possibility of aerosol transmission for the novel coronavirus.
171,"The 2017 Gertrude Elion Memorial Lecture Award by Michael Sofia highlighted one of the most important accomplishments in recent drug discovery in antiviral research, the identification of the hepatitis C virus direct-acting antiviral sofosbuvir and new alternatives to combat hepatitis B virus (HBV) infection."
172,"Both recombinant viruses stably expressed the corresponding SARS-CoV proteins, grew to similar end titres as the parental strain and induced high antibody titres against MV and the vectored SARS-CoV antigens (S and N) in transgenic mice susceptible to measles infection."
173,"Previously, it was shown that MyD88, an adaptor protein necessary for signaling by multiple TLRs, is a required component of the innate immune response to mouse-adapted SARS-CoV infection in vivo."
174,"The emergence of new pathogens, such as severe acute respiratory syndrome coronavirus (SARS-CoV), Middle East respiratory syndrome coronavirus (MERS-CoV), and Ebola virus, poses serious challenges to global public health and highlights the urgent need for novel antiviral approaches."
175,The envelope (E) protein from coronaviruses is a small polypeptide that contains at least one α-helical transmembrane domain.
176,"The disease carries a high case fatality rate of 34.5%, and there is no internationally or nationally recommended therapy."
177,Emergence of the Middle East Respiratory Syndrome Coronavirus
178,The other significant event in hepatitis C virus (HCV) research has been the development of a cell culture system.
179,"The recent emergence of another coronavirus causing severe disease, Middle East respiratory syndrome (MERS), in humans, has made it clear that coronaviruses pose a major threat to human health, and that more research is urgently needed to elucidate their replication mechanisms, identify potential drug targets, and develop effective countermeasures."
180,"Taken together, our findings suggest that alphacoronavirus nsp1 is an essential virulence determinant, providing a potential paradigm for the development of a new attenuated vaccine based on modified nsp1."
181,The prevalence of antibodies and viral RNA in different bat species and the characteristics of the bat SARS-like coronavirus were elucidated.
182,Our results also revealed that the BetaCoV/bat/Yunnan/RaTG13/2013 virus was more similar to the SARS-CoV-2 virus than the coronavirus obtained from the two pangolin samples (SRR10168377 and SRR10168378).
183, A new type of coronavirus has been identified as the causative agent underlying Middle East Respiratory Syndrome (MERS).
184,"As the virus infected cases and mortality rate of this disease is increasing exponentially, scientists and researchers all over the world are relentlessly working to understand this new virus along with possible treatment regimens by discovering active therapeutic agents and vaccines."
185,This summary discusses recent advances in coronavirus research that will facilitate the identification of crucial molecular targets for the rational design of SARS therapeutics.
186,"Middle East respiratory syndrome coronavirus (MERS-CoV) causes severe respiratory disease in humans with a case fatality rate of over 39%, and poses a considerable threat to public health."
187,"On September 20, 2012, a Saudi Arabian physician reported the isolation of a novel coronavirus from a patient with pneumonia on ProMED-mail."
188,"Background: After the outbreak of novel coronavirus (2019-nCoV) starting in late 2019, a number of researchers have reported the predicted the virus transmission dynamics."
189,"The emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in December 2019 which causes coronavirus disease-2019 (COVID-19), an acute respiratory disease marked the third introduction of a highly pathogenic coronavirus into the human population in the twenty-first century."
190,"Out of three respiratory viruses—porcine respiratory coronavirus (PRCV), porcine reproductive and respiratory syndrome virus (PRRSV) and swine influenza virus (SIV)—only SIV induced acute respiratory disease and severe lung damage by itself."
191,"An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies"
192,HCoV-EMC may represent a sporadic spillover to humans from an unknown animal reservoir.
193,"In addition, the diphyllin nanoparticles were well tolerated in mice following high-dose intravenous administration."
194,"Within each genus, several well-supported lineages were identified and viral diversity was structured by both host species and location of sampling."
195,"Recent studies (Huang et al ., Chan et al ., and Zhou et al .)"
196,Interpretation 2019-nCoV is sufficiently divergent from SARS-CoV to be considered a new human-infecting betacoronavirus.
197,"Our understanding of the forces driving seasonal disappearance and recurrence of infectious diseases remains fragmentary, thus limiting any predictions about whether, or when, SARS will recur."
198,The novel Coronavirus SARS-CoV-2 (CoV) has induced a world-wide pandemic and subsequent non-pharmaceutical interventions (NPI) in order to control the spreading of the virus.
199,The phylogenetic analyses based on avian and mammalian coronaviruses showed the analysed IBV as closely related to turkey coronaviruses and distantly related to thrush and munia coronaviruses.
200,"Ten years later, a novel human coronavirus (Middle East respiratory syndrome coronavirus, MERS-CoV), associated with severe pneumonia, arose in the Kingdom of Saudi Arabia."
201,"Ribavirin was found to further potentiate the antiviral effect of alisporivir in these cell culture-based infection models, but this combination treatment was unable to improve the outcome of SARS-CoV infection in a mouse model."
202,Six weeks into the 2019 coronavirus disease (COVID-19) outbreak- it is time to consider strategies to impede the emergence of new zoonotic infections
203,"A novel coronavirus has caused thousands of human infections in China since December 2019, raising a global public health concern."
204,Coronavirus disease 2019 (COVID-19) is a novel human respiratory disease caused by the SARS-CoV-2 virus.
205,"In addition, BCX4430 exhibits broad-spectrum antiviral activity against numerous viruses, including bunyaviruses, arenaviruses, paramyxoviruses, coronaviruses and flaviviruses."
206,The genome sequences of bat SARS-like coronavirus had about 88–92% nt identity with that of the SARS-CoV.
207,"Currently available evidence about the antiviral effects of remdesivir against coronaviruses is primarily based on in vitro and in vivo studies (including some on a chemically related compound, GS-441524™), which have demonstrated largely favorable findings."
208,"To date, there are no approved vaccines or direct acting antiviral drugs to combat coronavirus infections in humans."
209,Background: Middle East respiratory syndrome coronavirus (MERS-CoV) was first identified in humans in 2012.
210,"Using a reverse-genetics system based on CRISPR/Cas9 technology to construct a recombinant TGEV in which this specific nsp1 motif was altered, we found that this mutation does not affect virus replication in cell culture but significantly reduces TGEV pathogenicity in pigs."
211,"It shares homology with SARS and MERS-CoV, responsible for past outbreaks in China and in Middle East."
212,2019-nCoV is a newly identified coronavirus with high similarity to SARS-CoV.
213,"For instance, there are now eight paramyxoviruses, four coronaviruses and four orthomxoviruses that cause recurrent epidemics in humans but were once confined to other hosts."
214,"In this study, we developed a Bats-Hosts-Reservoir-People transmission network model for simulating the potential transmission from the infection source (probable be bats) to the human infection."
215,"In comparison of SARS-CoV-2 WIV04 with Bat-SARSr-CoV RaTG13, the ratios of non-synonymous to synonymous substitution rates (dN/dS) was the lowest among all performed comparisons, reconfirming the evolution of SARS-CoV-2 under stringent selective pressure."
216,Efforts towards developing a vaccine for Middle East respiratory syndrome coronavirus (MERS-CoV) have yielded promising results.
217,"Here, we tested the efficacy of prophylactic and therapeutic remdesivir treatment in a nonhuman primate model of MERS-CoV infection, the rhesus macaque."
218,The increased human cases and high mortality rate of MERS-CoV infection make it essential to develop safe and effective vaccines.
219,"The outbreak of this novel disease, caused by a novel coronavirus (the SARS-coronavirus), hit hardest in the Asian Pacific region, though eventually it spread to five continents."
220,"Inflammatory leukocyte infiltrations, hemorrhages and fibrosis of alveolar walls can be observed 2–11 days after MHV-A59 infection."
221,"Despite the tremendous efforts to control the disease, COVID-19 has now spread to over 100 countries and caused a global pandemic."
222,"Human pathogens in the Orthomyxoviridae and Coronaviridae families, especially pandemic H1N1 and avian H5N1 influenza A viruses and severe acute respiratory syndrome coronavirus (SARS-CoV), were investigated."
223,"However, compensatory mutations in S1 and some distant regions of S2 were required for restoration of the cell–cell fusion activity of S protein carrying L857 and for the infectivity of the recovered variants in cultured cells."
224,"We found that 2019-nCoV shows a rich composition of AT nucleotides that strongly influences its codon usage, which appears to be not optimized to human host."
225,The requirement for the virus to be manipulated in a biosafety level three (BSL-3) facility has impeded development of urgently-needed antiviral agents.
226,A mouse line transgenic for the receptor of human coronavirus-229E (HCoV-229E) was created using human APN (hAPN) cDNA driven by a hAPN promoter.
227,"With the spread of the new coronavirus accelerating, person-to-person transmission in family homes or hospitals, and intercity spread of 2019-nCoV occurred."
228,"[Image: see text] As the infection of 2019-nCoV coronavirus is quickly developing into a global pneumonia epidemic, the careful analysis of its transmission and cellular mechanisms is sorely needed."
229,"The role of the C terminus of betacoronavirus nsp1 in virulence has been characterized, but the location of the alphacoronavirus nsp1 region that is important for virulence remains unclear."
