,sent
31,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a zoonotic pathogen that causes respiratory infection in humans, ranging from asymptomatic to severe pneumonia."
32,Middle East respiratory syndrome coronavirus (MERS-CoV) emerged in 2012 in Saudi Arabia and has caused over 2400 cases and more than 800 deaths.
33,"Interestingly, overexpression of serine protease TMPRSS2 or amphotericin treatment significantly neutralized the IFITM3 restriction of human coronavirus entry, but did not compromise the effect of LY6E on the entry of human coronaviruses."
34,"The disease was caused by a previously unrecognized coronavirus, SARS-CoV."
35,"Models of MERS-CoV-induced severe respiratory disease have been difficult to achieve, and small animal models traditionally used to investigate viral pathogenesis (mouse, hamster, guinea pig, and ferret) are naturally resistant to MERS-CoV."
36,"The objective of this study was to determine if the addition of commercial feed additives (e.i., acids, salt and sugar) to swine feed can be an effective strategy to inactive PDCoV."
37,"Chronic hepatitis C, which is caused by infection with the hepatitis C virus (HCV), is a global health problem."
38,Conservation of wildlife and limits of the exposures of humans to wildlife will be important to minimize the spillover risks of coronaviruses from wild animals to humans.
39,Covid-19 is a challenge to global public health.
40,"Until today >2700 deaths from the 80,000 confirmed cases reported mainly in China and 40 other countries."
41,Protein-protein interaction structure modeling indicates that spike-RBD of the two viruses also has similar overall binding conformation and binding free energy to ACE2.
42,PURPOSE: The large number of deaths in a short period of time due to the spread of severe acute respiratory syndrome (SARS) infection led to the unparalleled collaborative efforts world wide to determine and characterize the new coronavirus (SARS-CoV).
43,"Through a cross-sectional serological approach and questionnaire survey, we assessed the prevalence along with individual and environment-associated risk factors for four important viral diseases of rural dogs living in households around six Atlantic Forest fragments in southeast Brazil."
44,"Therefore, although SARS, MERS, and COVID-19 are all the result of coronaviral infections, the causes of the coronaviruses differ dramatically in their transmissibility."
45,Analysis of these new species is important for research into animal models of hepatitis C virus infection and into the zoonotic origins of human viruses.
46,"In addition to SARS, the highly pathogenic avian influenza virus (AIV), H5N1, and the lower pathogenicity H9N2 AIV have expanded their host ranges to infect human beings and other mammalian species as well as birds."
47,"The low pathogenic CoVs infect the upper respiratory tract and cause mild, cold-like respiratory illness."
48,"The role of epidermal growth factor receptor (EGFR) in influenza pathogenesis, one of the bottleneck regulators with corroborating signals across transcript and protein expression data, was tested and validated in additional mouse infection experiments."
49,"However, established mouse cell lines highly susceptible to mouse-adapted SARS-CoV infection are not available."
50,The virus was named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by the International Committee on Taxonomy of Viruses.
51,We present evidence implicating three distinct classes of infectious agents in the development of an autoimmune process within the retina.
52,"The causative agent for this respiratory disease is a member of the betacoronavirus genus, phylogenetically closely related to the SARS coronavirus that caused an international health emergency in 2002."
53,"Viruses with a deletion from 79.5 to 84.8 map units in the E3 region, with or without heterologous inserted genes, replicated to lower levels in porcine tissues than did wild-type Ad5."
54,Prior infection and passive transfer of neutralizing antibody prevent replication of severe acute respiratory syndrome coronavirus (SARS-CoV) in the respiratory tract of mice.
55,This virus causes the coronavirus disease 2019 (COVID-19).
56,"While the high mortality of MERS-CoV infection is further intensified by potential human-to-human transmissibility, no MERS vaccines are available for human use."
57,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the cause of the ongoing pandemic of coronavirus disease 2019 (COVID-19), a public health emergency of international concern declared by the World Health Organization (WHO)."
58,Phylogenies confirmed that hepatitis C virus is most closely related to viruses from horses whereas human pegiviruses clustered with viruses from African primates.
59,"METHODS: We completed a screen of mice from the Collaborative Cross (CC) that we infected with influenza, severe acute respiratory syndrome-coronavirus, and West Nile virus."
60,"Mice vaccinated with SARS-N or -M DNA using pcDNA 3.1(+) plasmid vector showed T cell immune responses (CTL induction and proliferation) against N or M protein, respectively."
61,These data demonstrate a genetic link for each of these clusters to a camel and support the hypothesis that human MERS-CoV diversity results from multiple zoonotic introductions.
62,"Hence, there is a chance of no secondary reinfections from the recovered population as the rate of incidence of the recovered population vanishes, that is, B=0."
63,The infected BALB/c mice receiving the Hiltonol® treatments were also significantly effective in protecting mice against weight loss due to infection (p < 0.001).
64,"The spread of the novel coronavirus (SARS-CoV-2) has triggered a global emergency, that demands urgent solutions for detection and therapy to prevent escalating health, social and economic impacts."
65,Severe acute respiratory syndrome (SARS) is a zoonotic infectious disease caused by a novel coronavirus (CoV).
66,Effective antivirals are crucial for improving the clinical outcome of MERS.
67,Middle East respiratory syndrome (MERS) coronavirus (MERS-CoV) is an infectious virus that was first reported in 2012.
68, The Corona Virus Disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a Public Health Emergency of International Concern.
69,Methods.
70,"Potential therapeutic strategies, including remdesivir, chloroquine phosphate, abidol, lopinavir/ritonavir, plasma, antibody, vaccine and stem cells are discussed in this review."
71,"Recently the novel coronavirus (2019-nCov) pneumonia outbreak in China then the world, and the Number of infections and death continues to increases."
72,"Therefore, domestic dogs may be a source of CDV, rabies and coronavirus, while wildlife may also play an important role in CDV transmission dynamics."
73,"However, misinterpreting or ignoring strong evidence in clinical practice and public health probably results in less effective and somehow more harmful decisions for individuals as well as subgroups in general populations of countries in the initial stages of this epidemic."
74,"Of the survivors of rabbit coronavirus infection, 41% had increased heart weight and heart weight-to-body weight ratios, biventricular dilation, myocyte hypertrophy, myocardial fibrosis, and myocarditis consistent with the development of dilated cardiomyopathy."
75,"Coronavirus (CoV) disease 2019 (COVID-19) caused by severe acute respiratory syndrome (SARS)-CoV-2 (also known as 2019-nCoV) is threatening global public health, social stability, and economic development."
76,"Important questions concerning the interaction between SARS-CoV-2 and host antiviral defence, including asymptomatic and presymptomatic virus shedding, are also discussed."
77,"Interestingly, the coronavirus carried by pangolins did not have the RRAR motif."
78,"Here, we found the novel coronavirus was closely related to coronaviruses derived from five wild animals, including Paguma larvata, Paradoxurus hermaphroditus, Civet, Aselliscus stoliczkanus and Rhinolophus sinicus, and was in the same branch of the phylogenetic tree."
79,The Denison laboratory has been at the forefront of the small group of investigators who have dissected the basic features of coronaviruses.
80,"Because SARS is contracted by aerosolized contamination of the respiratory tract, a vaccine inducing mucosal long-term protection would be an asset to control new epidemics."
81,"Methods Here we use observations of reported infection and spread within China in conjunction with mobility data, a networked dynamic metapopulation model and Bayesian inference, to infer critical epidemiological characteristics associated with the emerging coronavirus, including the fraction of undocumented infections and their contagiousness."
82,"MERS-CoV and Pipistrellus bat coronavirus (BtCoV) strain HKU5 of Betacoronavirus (β-CoV) subgroup 2c share >65% identity at the amino acid level in several regions, including nonstructural protein 5 (nsp5) and the nucleocapsid (N) protein, which are significant drug and vaccine targets."
83,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a novel virus that emerged in 2012, causing acute respiratory distress syndrome (ARDS), severe pneumonia-like symptoms, and multi-organ failure, with a case fatality rate of ~36%."
84,"Widespread prevalence of species specific feline immunodeficiency virus (FIV), a relative of HIV–AIDS, occurs with little pathogenesis in felid species, except in domestic cats, suggesting immunological adaptation in species where FIV is endemic."
85," Since the first case of human infection by the Middle East respiratory syndrome coronavirus (MERS-CoV) in Saudi Arabia in June 2012, more than 2260 cases of confirmed MERS-CoV infection and 803 related deaths have been reported since the 16th of October 2018."
86,Information on the new virus and its impact is being updated constantly.
87,Middle East respiratory syndrome coronavirus (MERS-CoV) transmission from dromedaries to humans has resulted in major outbreaks in the Middle East.
88,"Drawing on experience with animal coronavirus vaccines, several vaccine candidates have been developed and evaluated in pre-clinical trials."
89," Middle East respiratory syndrome coronavirus (MERS-CoV), an emerging infectious disease of growing global importance, has caused severe acute respiratory disease in more than 1600 people, resulting in more than 600 deaths."
90,"ACE2, a close homologue of ACE, functions as a negative regulator of the angiotensin system and was identified as a key receptor for SARS (severe acute respiratory syndrome) coronavirus infections."
91,These viruses caused an acute to subacute panencephalitis and/or demyelination in the infected animals.
92,The epidemic of a novel coronavirus illness (COVID-19) becomes as a global threat.
93," Five years after the first severe acute respiratory syndrome (SARS) outbreak, several candidate SARS-coronavirus (CoV) vaccines are at various stages of preclinical and clinical development."
94,The speed of spread and infectivity of COVID-19 (also known as Wuhan-2019-nCoV) are dramatically exceeding those of the Middle East respiratory syndrome coronavirus (MERS-CoV) and severe acute respiratory syndrome coronavirus (SARS-CoV).
95, Coronaviruses are a hot research topic because they can cause severe diseases in humans and animals.
96,"Since the outbreak, several groups reported estimated R0 of Coronavirus Disease 2019 (COVID-19) and generated valuable prediction for the early phase of this outbreak."
97,"During the recent severe acute respiratory (SARS) outbreak, the etiologic agent was identified as a new coronavirus (CoV)."
98,The objective of this research was to investigate the prevalence of Middle East respiratory syndrome coronavirus (MERS-CoV) infection primarily in dromedary camel farms and the relationship of those infections with infections in humans in the Emirate of Abu Dhabi.
99,"Moreover, the viruses use different receptors to enter their target cell."
100,"However, the emergence of severe acute respiratory syndrome coronavirus (SARS-CoV) has prompted the discovery of such drugs."
101,"Results from our re-implementation of the analyses, built on larger-scale datasets using state-of-the-art bioinformatics methods and databases, do not support the conclusions proposed by these manuscripts."
102,"In the current review, we summarize and comparatively analyze the emergence and pathogenicity of COVID-19 infection and previous human coronaviruses severe acute respiratory syndrome coronavirus (SARS-CoV) and middle east respiratory syndrome coronavirus (MERS-CoV)."
103,"Because of their history of emergence events due to their prevalence in zoonotic pools, designing live-attenuated coronavirus vaccines that can be rapidly and broadly implemented is essential for outbreak preparedness."
104, Different forms of SARS coronavirus (SARS-CoV) spike protein-based vaccines for generation of neutralizing antibody response against SARS-CoV were compared using a mouse model.
105,Our studies illuminate the viral diversity found in ferrets and provide tools to prescreen for newly identified viruses that potentially could influence disease outcome of experimental virus infections in ferrets.
106,Human coronaviruses continue to pose a threat to human health.
107,"Conclusions The levels of genetic similarity between the 2019-nCoV and RaTG13 suggest that the latter does not provide the exact variant that caused the outbreak in humans, but the hypothesis that 2019-nCoV has originated from bats is very likely."
108,"Although human leukocytes could be isolated from the spleen of mock-infected mice during the 2-weeks experiment, the proportion of engrafted human leukocytes in mice infected with MV (103–105 pfu) or rMV-E1E2 (104 pfu) was decreased."
109,"Experimental results show that diphyllin dose-dependently inhibits endosomal acidification in fcwf-4 cells, alters the cellular susceptibility to FIPV, and inhibits the downstream virus replication."
110,"Here we generated a series of lipopeptides derived from EK1 and found that EK1C4 was the most potent fusion inhibitor against SARS-CoV-2 S protein-mediated membrane fusion and pseudovirus infection with IC50s of 1.3 and 15.8 nM, about 241- and 149-fold more potent than the original EK1 peptide, respectively."
111,"SARS Coronavirus (SARS-CoV), MERS Coronavirus (MERS-CoV), and the novel coronavirus, previously dubbed 2019-nCoV, and now officially named SARS-CoV-2, are the causative agents of the SARS, MERS, and COVID-19 disease outbreaks, respectively."
112,Our bioinformatic analysis showed a group of only six crRNAs can target more than 90% of all coronaviruses.
113,The abundant IFI204 could significantly interact with IRF7 in nucleus by its HIN domain and prevent the binding of IRF7 with its corresponding promoter.
114,"The current outbreak of viral pneumonia in the city of Wuhan, China, was caused by a novel coronavirus designated 2019-nCoV by the World Health Organization, as determined by sequencing the viral RNA genome."
115,"There are many contributing factors to this increased demand, including the ever-increasing prevalence of chronic viral infections such as HIV and hepatitis B and C, and the emergence of new viruses such as the SARS coronavirus."
116,"By using time-dependent contact and diagnose rates, we refit our previously proposed dynamics transmission model to the data available until January 29th(,) 2020 and re-estimated the effective daily reproduction ratio that better quantifies the evolution of the interventions."
117,We developed a novel method to produce high levels of a recombinant SARS virus-like particles (VLPs) vaccine containing the SARS spike (S) protein and the influenza M1 protein using the baculovirus insect cell expression system.
118, The emergence of Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV) and of the Middle East Syndrome Cornavirus (MERS-CoV) caused widespread fear and concern for their potential threat to global health security.
119,"Middle East Respiratory Syndrome CoV (MERS-CoV), first reported in 2012, is likely transmitted from camels to humans with potentially fatal consequences."
120, Temperature-sensitive mutants of the murine coronavirus JHM induced a subacute demyelinating encephalomyelitis (SDE) in young rats.
121,"Feline coronavirus (FCoV) is a complex viral agent that causes a variety of clinical manifestations in cats, commonly known as feline infectious peritonitis (FIP)."
122,We sought to characterize the relationship of the translated proteins of 2019-nCoV with other species of Orthocoronavirinae.
123," Human coronaviruses (HCoVs) are important pathogens that cause upper respiratory tract infections and have neuroinvasive abilities; however, little is known about the dynamic infection process of CoVs in vivo, and there are currently no specific antiviral drugs to prevent or treat HCoV infection."
124,Coronavirus host and cell specificities are determined by specific interactions between the viral spike (S) protein and host cell receptor(s).
125," The causative agent of severe acute respiratory syndrome (SARS) has been identified as SARS-associated coronavirus (SARS-CoV), but the prophylactic treatment of SARS-CoV is still under investigation."
126,Here we use a SARS-CoV infection-reinfection ferret model and a functional genomics approach to gain insight into SARS immunopathogenesis and to identify correlates of immune protection during SARS-CoV-challenge in ferrets previously infected with SARS-CoV or immunized with a SARS virus vaccine.
127,"Recently, the MERS-CoV and its neutralizing antibodies were detected in dromedary camels."
128,The world is currently witnessing an outbreak of a new coronavirus spreading quickly across China and affecting at least 24 other countries.
129,"It is currently believed that this deadly Coronavirus strain originated from wild animals at the Huanan market in Wuhan, a city in Hubei province."
130,"Based on lessons learned from SARS and MERS outbreaks, lack of drugs capable of pan-coronavirus antiviral activity increases the vulnerability of public health systems to a highly pathogenic coronavirus pandemic."
131,We also discuss the approaches for developing effective vaccines and therapeutic combinations to cope with this viral outbreak.
132,"To understand the pathogenesis and develop an animal model of severe acute respiratory syndrome (SARS)-associated coronavirus (SARS-CoV), the Frankfurt 1 SARS-CoV isolate was passaged serially in young F344 rats."
133,"The virus is a novel coronavirus, which may have an origin in wild animals such as civet cats in southern China."
134,Specificity of the RT-LAMP was evaluated by also testing against other related coronaviruses.
135,"We generated recombinant vaccinia virus (rVV) LC16m8 strain which simultaneously expresses four structural proteins of SARS-CoV, including nucleocapsid (N), membrane (M), envelop (E), spike (S) proteins (rVV-NMES) and reported that old BALB/c mice having prior immunization with rVV-NMES develop severe pneumonia similar to those of control mice though rVV-NMES-immunized mice showed lower pulmonary viral titer than in the control mice."
136,"(2) Is the injured axon regarded as only an end result of pathology or disease, or can axonal injury contribute to the spread of secondary damage, including demyelination?"
137,"Currently, a novel human coronavirus has caused a major disease outbreak, and named corona virus disease 2019 (COVID-19)."
138,It targets human’s lung and causes serious damage of lungs.
139,"However, genome and ORF1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals, whereas the virus has the highest homology with Bat coronavirus isolate RaTG13."
140,"Previous studies on codon usage of influenza A viruses can help identify viral host origins and evolution trends, however, similar studies on coronaviruses are lacking."
141,"Transgenic mice, however, could not be infected suggesting additional requirements for in vivo virus susceptibility."
142,[Image: see text] The recent outbreak of coronavirus disease 2019 (COVID-19) highlights an urgent need for therapeutics.
143,"More than 6,83,536 positive cases and 32,139 deaths caused by coronavirus 2019 affecting 199 countries and territories."
144,Middle East respiratory syndrome coronavirus (MERS-CoV) is the causative agent of a severe respiratory disease associated with more than 2468 human infections and over 851 deaths in 27 countries since 2012.
145," The coronaviruses, porcine epidemic diarrhea virus (PEDV), transmissible gastroenteritis virus (TGEV), and porcine deltacoronavirus (PDCoV) represent important sources of neonatal diarrhea on pig farms."
146,"We started from the structure, immunogenicity, and pathogenesis of coronavirus infections of the novel coronavirus."
147,"The meeting was spearheaded by the Saudi Ministry of Health and co-organized by the International Vaccine Institute, South Korea."
148,"Middle East respiratory syndrome (MERS) is a newly emerging infectious disease caused by a novel coronavirus, MERS-coronavirus (MERS-CoV), a new member in the lineage C of β-coronavirus (β-CoV)."
149,The combined data were used to characterize the relationship of the translated proteins of 2019-nCoV to other species of Orthocoronavirinae.
150,Preclinical development of and research on potential Middle East respiratory syndrome coronavirus (MERS-CoV) medical countermeasures remain preliminary; advancements are needed before most countermeasures are ready to be tested in human clinical trials.
151,"Ten years later after the SARS pandemic, another novel coronavirus crossed the species barrier from bats to humans through an intermediate camel host, to produce a severe lower respiratory infection labeled the Middle East respiratory syndrome [MERS]."
152,"In animal immunogenicity studies, we found that most anti-rN protein antibodies were IgG2a in BALB/c mice vaccinated with rN emulsified in Montanide ISA-51 containing the synthetic oligodeoxynucleotide, CpG."
153,"This report describes the complete genome sequence, genome organization, and expression strategy of HCoV-EMC/2012 and its relation with known coronaviruses."
154,Analysis of these systems revealed distinct pathogenic mechanisms involved in the induction of autoimmunity triggered by each organism.
155,"The Middle East respiratory syndrome (MERS) emerged in Saudi Arabia in 2012, caused by a zoonotically transmitted coronavirus (CoV)."
156,"The vast majority of these cases (71%) were reported in Saudi Arabia but the epidemic has now spread to 27 countries and has not ceased 6 years later, unlike SARS-CoV that disappeared a little less than 2 years after emerging."
157,The improvement of humanized mouse models over the past 30 years has greatly facilitated researchers’ abilities to study host responses to viral infections in a cost effective and ethical manner.
158,"Remdesivir (GS-5734) effectively inhibited MERS coronavirus (MERS-CoV) replication in vitro, and showed efficacy against Severe Acute Respiratory Syndrome (SARS)-CoV in a mouse model."
159,Background China is running a national level antivirus campaign against the novel coronavirus (2019-nCoV).
160,"IAs of February 11, 2020, all prefecture-level cities in mainland China have reported confirmed cases of 2019 novel coronavirus (2019-nCoV), but the city-level epidemical dynamics is unknown."
161,"Some of the newest additions to the panel of oncolytic viruses include the avian adenovirus, foamy virus, myxoma virus, yaba-like disease virus, echovirus type 1, bovine herpesvirus 4, Saimiri virus, feline panleukopenia virus, Sendai virus and the non-human coronaviruses."
162,"More than 40 monoclonal antibodies (mAbs) have been approved for a number of disease indications with only one of these (Synagis) — for a viral disease, and not for therapy but for prevention."
163,"Currently, Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2, formerly known as 2019-nCoV, the causative pathogen of Coronavirus Disease 2019 (COVID-19)) has rapidly spread across China and around the world, causing an outbreak of acute infectious pneumonia."
164,"Among the various respiratory viruses, coronaviruses are important pathogens of humans and animals."
165," The recombinant nucleocapsid (rN) protein of the coronavirus (CoV) responsible for severe acute respiratory syndrome (SARS) was cloned and expressed in Escherichia coli, extracted from cell lysates containing 6M urea, then purified by Ni2+-affinity chromatography."
166,"Moreover, some newly emerging viruses belong to togaviruses and coronaviruses."
167,"In this article, we provide a preliminary phylodynamic and phylogeographic analysis of this new virus."
168,The present outbreak of a coronavirus-associated acute respiratory disease called coronavirus disease 19 (COVID-19) is the third documented spillover of an animal coronavirus to humans in only two decades that has resulted in a major epidemic.
169,"Key findings The results suggest the effectiveness of Ribavirin, Remdesivir, Sofosbuvir, Galidesivir, and Tenofovir as potent drugs against SARS-CoV-2 since they tightly bind to its RdRp."
170,"Coronavirus surveillance studies in different populations of bats have suggested that they are probable reservoirs for this novel virus, and phylogenetic analysis of both the spike (S1) and RNA-dependent RNA polymerase proteins of MERS-CoV have revealed that it is related to bat viruses."
171,"In terms of its highly pathogenic nature, there remains a significant need to further define the immune pathology of SARS-coronavirus (SARS-CoV) infection, as well as identify correlates of immunity to help develop vaccines for severe coronaviral infections."
172,: A novel coronavirus of zoonotic origin (2019-nCoV) has recently been identified in patients with acute respiratory disease.
173,"This review focuses on exploring various host resilience mechanisms that could be exploited for treatment of severe acute respiratory syndrome coronavirus, Middle East respiratory syndrome coronavirus and other respiratory viruses that cause acute lung injury and acute respiratory distress syndrome."
174,"A cytokine storm has been shown in patients who develop fatal complications, as observed in past coronavirus infections."
175," Nucleocapsid protein plays a critical role in SARS-CoV pathogenesis, and high-level anti-nucleocapsid antibodies are detected in the patients infected by severe acute respiratory syndrome-associated coronavirus (SARS-CoV)."
176,"HCoV-EMC/2012 may be most closely related to a coronavirus detected in Pipistrellus pipistrellus in The Netherlands, but because only a short sequence from the most conserved part of the RNA-dependent RNA polymerase-encoding region of the genome was reported for this bat virus, its genetic distance from HCoV-EMC remains uncertain."
177,"In marked contrast to their historical classification as relatively harmless, common cold-causing, respiratory pathogens, human coronaviruses (HCoVs) are associated with more severe clinical complications, as emphasized by the discovery of severe acute respiratory syndrome-associated CoV (SARS-CoV) in 2003."
178, SARS coronavirus continues to cause sporadic cases of severe acute respiratory syndrome (SARS) in China.
179,"There have been around 96,000 reported cases of coronavirus disease 2019 (COVID-2019) and 3300 reported deaths to date (05/03/2020)."
180,Co-infection of at least two recently identified camel coronaviruses was detected in 92.6% of the camels in the study.
181,Emerging infections always represent a significant challenge for public health system as knowledge about specific pathogens are generally little while and no/few effective interventions are available.
182,The severe acute respiratory syndrome (SARS) is a newly identified infectious disease caused by a novel zoonotic coronavirus (SARS-CoV) with unknown animal reservoirs.
183,This study aimed to develop a mathematical model for calculating the transmissibility of the virus.
184,"Human airway epithelial cells were used to isolate a novel coronavirus, named 2019-nCoV, which formed a clade within the subgenus sarbecovirus, Orthocoronavirinae subfamily."
185,The recent emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) from the Hubei province in China in late 2019 demonstrates the epidemic potential of coronaviruses.
186,"At the end of 2002, the first cases of severe acute respiratory syndrome (SARS) were reported, and in the following year, SARS resulted in considerable mortality and morbidity worldwide."
187,"Comparison of the genome sequences of COVID-19, SARS-CoV, and Middle East Respiratory Syndrome coronavirus (MERS-CoV) showed that COVID-19 has a better sequence identity with SARS-CoV compared to MERS CoV."
188,Two different swine enteric coronaviruses (porcine epidemic diarrhea virus and Delta coronavirus) have been isolated from the affected swine population.
189,"Based on the observation that SARSCoV infection is efficiently controlled upon passive transfer of antibodies directed against the spike (S) protein of SARS-CoV, vaccines containing the S protein have been formulated."
190,"In mice infected with SARS-CoV or MERS-CoV, both prophylactic and therapeutic administration of EIDD-2801, an orally bioavailable NHC-prodrug (b-D-N4-hydroxycytidine-5’-isopropyl ester), improved pulmonary function, and reduced virus titer and body weight loss."
191," Cases of Middle East respiratory syndrome coronavirus (MERS-CoV) continue to occur, making it one of the WHO´s targets for accelerated vaccine development."
192,"Herein, we show that the ribonucleoside analog β-D-N4-hydroxycytidine (NHC, EIDD-1931) has broad spectrum antiviral activity against SARS-CoV 2, MERS-CoV, SARS-CoV, and related zoonotic group 2b or 2c Bat-CoVs, as well as increased potency against a coronavirus bearing resistance mutations to another nucleoside analog inhibitor."
193,The phylogenetic profiling cluster of homolog proteins of one annotated 2019-nCoV protein against other genome sequences revealed two clades of ten 2019-nCoV proteins.
194,The Middle East Respiratory Syndrome coronavirus (MERS-CoV) has been a focus of international attention since its identification in 2012.
195,"As the infection of 2019-nCoV coronavirus is quickly developing into a global pneumonia epidemic, careful analysis of its transmission and cellular mechanisms is sorely needed."
196,"In viral replication, non-structural protein 5 (Nsp5), also termed main protease (Mpro), plays a dominant role in processing coronavirus-encoded polyproteins and is thus recognized as an ideal target of anti-coronavirus agents."
197,The development of an effective vaccine is critical for prevention of a Middle East respiratory syndrome coronavirus (MERS-CoV) pandemic.
198,"It was also shown that an Ad5 recombinant expressing the four antigenic sites (A, B, C, and D) of transmissible gastroenteritis coronavirus (TGEV) spike protein induced in swine immune responses which neutralized TGEV infectivity."
199,The global spread of Coronavirus Disease 2019 (COVID-19) is overwhelming many health-care systems.
200,"Specifically, we show the rapid generation of fully human neutralizing antibodies against the recently emerged Middle East Respiratory Syndrome coronavirus (MERS-CoV) and development of a humanized mouse model for MERS-CoV infection, which was used to demonstrate the therapeutic efficacy of the isolated antibodies."
201,"However, it is clear that the existing body of evidence is weighted heavily towards ribavirin (41/54 studies), which has not shown conclusive evidence of effectiveness and may cause harmful adverse events so future investigations may consider focusing on other candidates for antiviral therapy."
202,Hepatitis C virus (HCV) infects ∼2% of the world's population.
203,A rabbit model for coronavirus-induced dilated cardiomyopathy is described.
204,The pandemic of COVID-19 has been taking lives worldwide.
205,"Coronaviruses comprise a large group of emergent human and animal pathogens, including the highly pathogenic SARS-CoV and MERS-CoV strains that cause significant morbidity and mortality in infected individuals, especially the elderly."
206,Based on epidemic data from China we constructed and constrained a simple Susceptible-Infected-Infectious-Excluded (SIIE) model.
207,HCoV-NL63 and HCoV-229E are two of the four human coronaviruses that circulate worldwide.
208,We herein report of evaluating a recombinant receptor-binding domain (rRBD) protein vaccine in a rhesus macaque model.
209,"We evaluated the susceptibility of the SARS-related coronavirus (SARS CoV) to ribavirin and interferon (IFN)-α in vitro by use of cytopathic effect, plaque assay, and immunoblot analysis."
210,Acute rabbit coronavirus infection results in virus-induced myocarditis and congestive heart failure.
