,pid,newpid,category,sent,newscore
180192,otoqejtg,13799,antihiv,These results suggest that the combined use of GNA and nelfinavir has therapeutic potential in the prophylaxis and treatment of cats with early-diagnosed FIP.,0.7921658870624955
180177,ij5sr88p,1946,antihiv,"describe potent inhibition of the enzyme by benzotriazole esters, which were originally obtained as intermediates in the synthesis of lopinavir derivatives [1].",0.7917571328511162
180191,77cylm1o,6159,antihiv,Expression of viral antigens was much lower in infected cells treated with nelfinavir than in untreated infected cells.,0.7917443455103715
180184,ay4cnzn5,17541,antihiv,"We then assessed the anti-MERS-CoV activities of the identified compounds and of interferons, nelfinavir, and lopinavir because of their reported anti-coronavirus activities in terms of cytopathic effect inhibition, viral yield reduction, and plaque reduction assays in Biosafety Level-3 laboratory.",0.7917084537325585
180202,vbgf50os,193,antihiv,"In the simulations, ritonavir can bind to CEP_C30 most suitably, and induce significant conformation changes of CEP_C30; lopinavir can also bind to CEP_C30 suitably, and induce significant conformation changes of CEP_C30; darunavir can bind to PLVP suitably with slight conformation changes of PLVP.",0.7903640654824513
180196,r49ox9x9,2745,antihiv,"To understand the fine details of the molecular interactions between these proteinase inhibitors and the SARS virus via complexation, molecular dynamics simulations were carried out for the SARS-CoV 3CLpro free enzyme (free SARS) and its complexes with lopinavir (SARS–LPV) and ritonavir (SARS–RTV).",0.7901119077432622
180185,otoqejtg,13797,antihiv,"When the amount of virus preinoculated into the test cells was increased to mimic the high viral load present in the target cells of FIP cats, GNA and nelfinavir by themselves lost their inhibitory effect.",0.7896213485400543
180201,ua22udlc,8092,antihiv,"In a randomized controlled trial of indinavir, saquinavir and lopinavir in combination with low-dose ritonavir in 656 patients, median total cholesterol increased by 0.5 mmol/l in the patients with the highest minimum drug plasma concentrations.",0.7879804270059885
180174,uyzp7ele,4310,antihiv,"Here, we demonstrated that combining azidothymidine (AZT) with a new NNRTIs under development, diarylpyridine (DAPA)-2e, diarylanilin (DAAN)-14h, or DAAN-15h, resulted in strong synergism against infection by divergent HIV-1 strains, including those resistant to NRTIs and NNRTIs, suggesting the potential for developing these novel NNRTIs as salvage therapy for HIV/acquired immune deficiency syndrome (AIDS) patients.",0.7865826861420706
180182,0ewcptub,4063,antihiv, 2017 marked the 30th anniversary of the approval of zidovudine (AZT) as the first HIV/AIDS therapy.,0.7859791436588247
180459,gcfx1095,20173,antihiv,"We found novel activities for dalbavancin against echovirus 1, ezetimibe against human immunodeficiency virus 1 and Zika virus, as well as azacitidine, cyclosporine, minocycline, oritavancin and ritonavir against Rift valley fever virus.",0.6962624477693083
180450,8prn86g6,170,antihiv,"We demonstrated the ability of these three viral polymerase inhibitors, 3′-fluoro-3′-deoxythymidine triphosphate, 3′-azido-3′-deoxythymidine triphosphate and Tenofovir diphosphate (the active triphosphate forms of Alovudine, AZT and TAF, respectively) to be incorporated by SARS-CoV-2 RdRp, where they also terminate further polymerase extension.",0.6920989690851185
181266,vbgf50os,194,antihiv,"It is suggested that the therapeutic effect of ritonavir and lopinavir on COVID-19 may be mainly due to their inhibitory effect on CEP_C30, while ritonavir may have stronger efficacy; the inhibitory effect of darunavir on SARS-CoV-2 and its potential therapeutic effect may be mainly due to its inhibitory effect on PLVP.",0.6119633418335986
182053,8prn86g6,169,antihiv,"Using the same molecular insight, we selected the active triphosphate forms of three other anti-viral agents, Alovudine, AZT (an FDA approved HIV/AIDS drug) and Tenofovir alafenamide (TAF, an FDA approved drug for HIV and hepatitis B) for evaluation as inhibitors of SARS-CoV-2 RdRp.",0.5880430274414981
183052,77cylm1o,6157,antihiv,"Here we report that the HIV-1 protease inhibitor, nelfinavir, strongly inhibited replication of the SARS coronavirus (SARS-CoV).",0.5875281042713556
183169,hj675z1b,261,antihiv,"Using the same molecular insight, we selected two other anti-viral agents, Alovudine and AZT (an FDA approved HIV/AIDS drug) for evaluation as inhibitors of SARS-CoV RdRp.",0.5839819757864618
183397,upzmzauj,4641,antihiv,"As determined by the cell-based assay, the compounds NSC345647, NSC87511, and NSC343256 showed better EC50 values than the broad-spectrum antiviral drug ribavirin and the protease inhibitor lopinavir, under all the test conditions including pre-viral entry, post-viral entry, and prophylactic activity.",0.5792360749055622
183028,hj675z1b,262,antihiv,"We demonstrate the ability of two HIV reverse transcriptase inhibitors, 3’-fluoro-3’-deoxythymidine triphosphate and 3’-azido-3’-deoxythymidine triphosphate (the active triphosphate forms of Alovudine and AZT), to be incorporated by SARS-CoV RdRp where they also terminate further polymerase extension.",0.5756270282400191
184074,zgdbvfi4,25,antihiv,"Both MM/GBSA and SIE methods voted for nelfinavir, with the binding free energy of −24.69±0.52 kcal/mol and −9.42±0.04 kcal/mol, respectively.",0.5727852496183177
191624,77cylm1o,6160,antihiv,Quantitative RT-PCR analysis showed that nelfinavir could decrease the production of virions from Vero cells.,0.5555555577524125
203083,ebwxryai,12876,antihiv,"In opposite, treatment with lopinavir/ritonavir led to Cdkn1a overexpression and ameliorated cell apoptosis and lung injury.",0.5541579636605143
180198,d7n1zy0b,343,antihiv,"Key findings The results suggest the effectiveness of Sofosbuvir, IDX-184, Ribavirin, and Remidisvir as potent drugs against the newly emerged HCoV disease.",0.3990709731456783
180193,d7n1zy0b,345,antihiv,"Besides, the study presents some drugs that previously proved its efficiency against the newly emerged viral infection.",0.3969883639106551
180194,d4loia11,1455,antihiv,Our results suggest that these drugs and another two HIV inhibitors (PNU and UC2) could be used as templates for designing SARS-CoV proteinase inhibitors.,0.396649775349332
180200,t2d2egyx,21294,antihiv,"We found that two herbal extracts, KIOM 198 and KIOM 124, contain significant anti-PED viral effect.",0.39078300759090306
180203,8c05w1ix,15551,antihiv,This inhibition suggested that ATA could be developed as potent anti-viral drug.,0.3898452980214703
180206,3moa7cpg,13241,antihiv,These data suggest that the inhibition of viral RNA-dependent RNA polymerases may be effective for treatment of ZIKV infection.,0.38742089387674633
180204,qzm9wgde,15198,antihiv,This results in the generation of an alliance against the viral enemy.,0.3873953108913022
180210,71pbav7v,11786,antihiv,We found that tylophorine-based compounds target the TGEV viral RNA and effectively inhibit TGEV replication.,0.3854659702792415
180207,x8xntne7,7527,antihiv," AG7088 was identified as a good starting point for modification, leading to an efficient and bio-available inhibitor for the SARS coronavirus main proteinase (SARS-CoV Mpro).",0.38398963795559343
180208,k5xpirfz,13908,antihiv,The present result confirms the occurrence of FeLV viral RNA and provirus DNA in naturally infected cats.,0.38286381965869715
180205,0svscbpu,12088,antihiv,Our results indicated that extracts from Puer and black tea were more potent than that from green or oolong teas in their inhibitory activities against 3CL(Pro).,0.38189380378292925
180211,e0g911le,5493,antihiv,Inhibition of ERK1/2 by the small molecule inhibitor Ag-126 results in inhibition of viral multiplication.,0.3803176507428064
180216,3mw66vxm,8876,antihiv,"Cepharanthine hydrochloride (CH), a natural alkaloid-derived compound, has been reported to possess potent activity against various viruses.",0.3797341984340588
180214,u0uufvix,3021,antihiv,The potential of IL-11 to be used as a novel therapeutic against devastating viral diarrhea in piglets deserves more attention and study.,0.3796734407448422
180212,42vqmndl,5018,antihiv, A series of sialosides modified at the 4- and 9-hydroxy group were synthesised and tested for inhibition of the viral haemagglutinin-esterase activity from various Orthomyxoviruses and Coronaviruses.,0.3790799812935901
180220,19qg6uji,13244,antihiv,We used molecular docking simulation to study the interactions of Ole and HT with viral targets.,0.3789440381603737
180213,7n8p9okf,4568,antihiv,Optimization of the P2 substituent of the α-ketoamides proved crucial for achieving near-equipotency against the three virus genera.,0.37861092085756526
180225,1qniriu0,105,antihiv,The potential effectiveness of treating 2019-nCoV by using some existing HIV drugs is also analyzed.,0.37743087935626174
180219,p0l1kv6n,14906,antihiv,This information provides an opportunity to design inhibitors against the viral 3C proteinase.,0.3773756797004592
180217,s0ps9rd0,20857,antihiv,The obtained results suggested that proposed combination of 2D and 3D QSAR models could be useful in predicting the α-glucosidase inhibiting activity of andrographolide derivatives.,0.37639879867165793
180209,swydza6s,4397,antihiv,"CONCLUSION: Phenanthrenes from B. striata had strong anti-influenza viral activity in both embryonated eggs and MDCK models, and diphenanthrenes seemed to have stronger inhibition activity compared with monophenanthrenes.",0.37634077465281235
180218,awyln0kk,9180,antihiv,"Our analyses suggest that the existing anti-influenza virus inhibitors and anti-neuraminidase antibody could be used as a starting point for designing anti-SARS drugs, vaccines and antibodies.",0.3762853233511819
180221,gilar94m,8110,antihiv, Antivirals are compounds used since the 1960s that can interfere with viral development.,0.3749269561445181
180227,h7g5ecc0,22642,antihiv,New herpesvirus drugs include viral helicase-primase and terminase inhibitors.,0.3733835557348055
180222,xv15gvkt,13487,antihiv,These results suggest that ZBMD‐1 is a promising anti‐influenza compound which can be further investigated as a useful strategy against IAVs in the future.,0.3733303980890792
180215,tdlcb9bf,332,antihiv,"Results Twenty cases were treated in this study and showed a significant reduction of the viral carriage at D-6 compared to controls, and much lower than reported average carrying duration of untreated patients in the literature.",0.3729858140889163
180231,qmg58cgr,134,antihiv,These compounds can be used as potential candidates for researchers in their development of drugs against SARS-CoV-2.,0.37121802921572844
180234,ey094j4j,11872,antihiv,Emodin and related anthraquinones are also reported to inhibit CMV.,0.3699292637663719
180235,c2q3ycfv,7996,antihiv,"Of all the compounds, glycyrrhizin was the most active in inhibiting replication of the SARS-associated virus.",0.36981463292744765
180228,7w1t5v18,12699,antihiv,Cells progressively recovered their viral permissive state after removal of drug.,0.36928445660467146
180238,ew4r8f85,1126,antihiv,Our results also reveal the role of PKA in viral production.,0.3691853151865635
180244,hx24vacy,21364,antihiv,Three of these artificial miRNAs showed significant inhibition of VEEV replication.,0.3689464360726616
180223,k11iupe0,12632,antihiv,"Among those, -Epigallocatechin-3-gallate (EGCG), a green tea polyphenol has shown great virucidal potential against flaviviruses including ZIKV.",0.36890168658369027
180230,cu1uprwm,12982,antihiv,"Four of the indole-spirothiazolidinone derivatives were found to be moderately active against Punta Toro virus, yellow fever virus or Sindbis virus in Vero cells.",0.368820729827793
180240,1nk1trsa,4668,antihiv,"Thus, the candidate compounds can be regarded as potential lead compounds against the wild-type virus and drug-resistant forms.",0.36848657451853645
180233,l5n30kbm,11474,antihiv,"Previously, the cyclophilin inhibitors cyclosporin A (CsA) and Alisporivir (ALV) were shown to inhibit the replication of diverse RNA viruses, including arteriviruses and coronaviruses, which both belong to the orderNidovirales.",0.3684610854363065
180245,hq5um68k,177,antihiv,We also proposed the drug combination of DAA and HTA was a promising strategy for anti-virus treatment and proved that S312 showed more advantageous than Oseltamivir to treat advanced influenza diseases in severely infected animals.,0.36845293371528476
180232,29ljbl7g,8621,antihiv,"Finally, molecular modeling investigations indicated that compounds of structure A–C, active against BVDV, could work targeting the viral RNA-dependent RNA-polymerase (RdRp), having been observed a good agreement between the trends of the estimated IC50 and the experimental EC50 values.",0.3674864667601957
180237,wdnwmocx,22756,antihiv,Flavonoids are natural biomolecules that are known to be effective antivirals.,0.3662700095444479
180229,0svscbpu,12091,antihiv,"Only theaflavin-3,3′-digallate (TF3) was found to be a 3CL(Pro) inhibitor.",0.36620348770362
180224,swydza6s,4392,antihiv,"RESULTS: This study showed that phenanthrenes 1, 2, 3, 4, 6, 9, 10, 11, and 12 significantly inhibited the viruses in vivo, with inhibition rates of 20.7, 79.3, 17.2, 34.5, 34.5, 34.5, 44.8, 75.9, and 34.5%, respectively.",0.36504565383546955
180242,k3dwwxar,22193,antihiv,This study demonstrates a high potential of Bi(III) compounds as the first broad-spectrum B1 MBL inhibitors to treat MBL-positive bacterial infection in conjunction with existing carbapenems.,0.36353855279445013
180248,1nk1trsa,4667,antihiv,Further evaluation revealed that the inhibitors were active against most nevirapine-resistant mono- and di-substituted RTs with the exception of the V106A RT.,0.3632963448793929
180239,i1il6jjs,16818,antihiv,Human cytomegalovirus (HCMV) utilizes RNA polymerase II to transcribe viral genes and produce viral mRNAs.,0.36289836821749827
180247,tv5yyfak,6648,antihiv,"The design was based on previously established potent inhibition of the enzyme by oxa analogues (esters), which also act as substrates.",0.36136525660849084
180251,16syz1o7,2823,antihiv,"As a result, the Neo6 compound was obtained.",0.36095167033010145
180261,rv8yosr7,10524,antihiv,These compounds could potentially be inhibitors for curing YHV infection.,0.3608944377369837
180246,8yhsjbmi,9958,antihiv,"24b13 was the most potent compound against adenovirus-2 with an EC50 value of 6.2μM, which proved lower than all the reference drugs.",0.36088412748893006
180236,k3dwwxar,22191,antihiv,"Here we show that an anti-Helicobacter pylori drug, colloidal bismuth subcitrate (CBS), and related Bi(III) compounds irreversibly inhibit different types of MBLs via the mechanism, with one Bi(III) displacing two Zn(II) ions as revealed by X-ray crystallography, leading to the release of Zn(II) cofactors.",0.3607013808033261
180253,sbf9qi6g,22232,antihiv,Drug repurposing is the promptest way to obtain an effective drug during a global public health emergency such as the spread of Zika virus.,0.3598909406794995
180260,z3hbjb30,17908,antihiv,"In addition, we studied the effect of combination of RNAi based therapy with other classical antivirals like chloroquine, ribavirin and mycophenolic acid, that helped in understanding the rational selection of RNAi based combination therapy.",0.35975613731614575
180263,r0h2zhj2,7125,antihiv,These results indicated that these inhibitors could be potentially developed into anti-SARS drugs.,0.3595197210799599
180257,d93d3mds,9819,antihiv,These results suggest that the TCM de novo derivatives may be suitable candidates of dual-targeting drugs for influenza.,0.35949864703657186
180252,9he52hq5,1335,antihiv, N-Substituted isatin derivatives were prepared from the reaction of isatin and various bromides via two steps.,0.35911723013863206
180226,tv5yyfak,6650,antihiv,"Compound 11d, 2-(5-bromopyridin-3-yl)-1-(5-(4-chlorophenyl)furan-2-yl)ethanone and its α-monofluorinated analogue 12d, gave the best reversible inhibition with IC50 values of 13μM and 28μM, respectively.",0.35908643765529447
180243,rhld75dy,5735,antihiv,"Analogues or isosteres of α,γ-diketoacid (DKA) 1a show potent inhibition of hepatitis C virus (HCV) NS5B polymerase through chelation of the two magnesium ions at the active site.",0.3587584979809102
180268,swydza6s,4396,antihiv,"However, no compound could inhibit hemagglutination by the influenza virus.",0.3575162929817389
180264,xyc6a1fw,20569,antihiv,"Two of the compounds, BGB324 and NCK-8, showed some effect against lethal infection in vivo at the concentrations tested, which warrants further investigation.",0.35731560177156424
180262,fzgwfb27,11099,antihiv,"Through our screening of viral entry inhibitors, we found that chloroquine (CQ), a commonly used antimalarial and a FDA-approved drug that has also been repurposed against other pathogens, could significantly inhibit ZIKV infection in vitro, by blocking virus internalization.",0.3570807915203651
180241,9fiqf6lk,2036,antihiv,"The most potent inhibitor 18c with an inhibition constant of 0.52μM is obtained by condensation of the Phe-Phe dipeptide α,β-unsaturated ester with 4-(dimethylamino)cinnamic acid.",0.35678324021170355
180258,axi7qxjl,21460,antihiv,"Thus, the combination of the specific anti-influenza drug Zanamivir together with carrageenan in a formulation suitable for intranasal application was evaluated in-vitro and in-vivo.",0.3561850480793582
180265,ua22udlc,8088,antihiv,"The cidofovir, drug active against cytomegalovirus, has been associated with bronchiolitis obliterans.",0.35612401039435787
180269,6hcvh8f0,19708,antihiv,There is no effective drug to treat EV71 infection yet.,0.35599710823569497
180266,5upto8co,11353,antihiv,"Remarkably, most of the HDAs identified in these studies are also effective against flaviviruses other than ZIKV (West Nile virus and dengue virus), supporting their broad-spectrum effect.",0.35583827181480093
180278,occ03hp0,1317,antihiv,It suggests that the available drugs in these viruses could be used to fight SARS disease.,0.35581536831488325
180254,sn1a7ikq,21101,antihiv,"Tylosema esculentum (marama) beans and tubers are used as food, and traditional medicine against diarrhoea in Southern Africa.",0.3553259286322723
180249,n5w88l23,1866,antihiv,"Allantoin, dihydroorotate, 5-hydantoin acetic acid, acetohydroxamate, orotic acid, and 3-amino-1,2,4-triazole could slightly inhibit dihydropyrimidinase, and the IC(50) values of these compounds were within the millimolar range.",0.3550580164814172
180250,q0978e9r,3370,antihiv,"All new compounds having the dihydro-2H-pyran group showed better inhibition than their parent compounds (1 vs 11, 2 vs 9, 4 vs 12, 5 vs 6).",0.3548331239079945
180271,wk9oxl4n,10982,antihiv,"Therefore, we tested in this study the concept of using S1P as a target to block efficient virus replication.",0.35428518163331485
180256,0p6x4lwx,16766,antihiv,"Peptide 174-200 showed 80% inhibition of viral infection at a concentration of 100 μM, and 51% and 62% inhibition at concentrations of 5 μM and 2.5 μM, respectively.",0.3537359913640493
180259,w7g2agaf,18753,antihiv,"We previously reported the inhibition of human immunodeficiency virus type 1 (HIV-1) strain BH10 by human IFITM1, 2 and 3.",0.3530719302540214
180277,jvqvcz5j,17476,antihiv,Chloropeptins and the hydrophobic several derivatives of antibacterial antibiotics are inhibitors of HIV and some other viruses.,0.35203593247096815
180272,fmxwken2,1767,antihiv,"Losmapimod exerted its inhibitory effect against LASV after p38 MAPK down-regulation, and, interestingly, had no effect on other arenaviruses capable of causing viral hemorrhagic fever.",0.3519895147884956
180267,4x5l2h4d,1442,antihiv,"Of these compounds, the biflavone amentoflavone (9) (IC50 =8.3μM) showed most potent 3CLpro inhibitory effect.",0.3507534933494944
180255,bimkggvg,549,antihiv,"Hexachlorophene (IC50: ∼60μM), tannic acid (IC50: ∼40μM) and benserazide (IC50: ∼30μM) were less potent CBS inhibitors than the two reference compounds AOAA (IC50: ∼3μM) and NSC67078 (IC50: ∼1μM), while aurintricarboxylic acid (IC50: ∼3μM) was equipotent with AOAA.",0.35022262828929124
180284,86l110no,17883,antihiv,"Furthermore, Ery-Est also showed inhibitory activity against dengue virus (DENV) and yellow fever virus (YFV).",0.3500102342422994
180291,5yrspi6i,11646,antihiv,Our findings suggest that SP-10 may be developed as an anti-SARS-CoV agent for the treatment of SARS-CoV infection.,0.34999799180962393
180289,v7zc0voy,6073,antihiv,These findings suggest that IOP may be a potential broad-spectrum antiviral drug against feline viruses.,0.3498327341164708
180281,z3hbjb30,17907,antihiv,Concatemerization of amiRNA resulted in higher inhibition of CHIKV than individual amiRNAs.,0.3498269078373146
180275,jguqw53r,10897,antihiv,These results indicate that ATA may be a good starting material for the design of a novel class of NA inhibitors for the treatment influenza viruses.,0.34973347890652995
180276,ytto4ktu,5779,antihiv,"Among these, glycyrrhizic acid (GL) and its analogues, glycyrrhetinic acid (GA) and carbenoxolone (CBX), were identified as KAT2 inhibitors.",0.3494195277053336
180280,kgcy6zi6,11216,antihiv,Our results show that using the QIAgen RNA mini kit for RNA extraction and dilution of the RNA samples helps to reduce the inhibitory effects.,0.3492392128690518
180288,hty71qj7,3558,antihiv,Time-of-addition assays showed that Bortezomib was an effective inhibitor of viral multiplication even when the drug was introduced many hours post exposure to the virus.,0.34895628082248953
180286,0nm7wgf5,4474,antihiv,"We identified N-desmethylclozapine, fluoxetine hydrochloride, and salmeterol xinafoate as dengue virus inhibitors based on reductions in the numbers of infected cells and viral titers.",0.3488456357186911
180292,7hty6li9,6953,antihiv,GC376 was highly effective against the PEDV 3CL(pro) and exerted similar inhibitory effects on two PEDV strains.,0.3485668118316851
180285,lcuma3eh,21091,antihiv,The results demonstrated that Chloroquine and NH(4)Cl showed more than 50% reduction of virus infectivity at 50 μM and 10 mM concentrations respectively.,0.3481362362770533
180297,vk8wsgq9,9716,antihiv,High Throughput Virtual Screening and molecular docking studies were employed to find the suitable inhibitors against VP40.,0.3472391966948931
180279,ir8ibr87,2687,antihiv,It is important to have potent and safe drugs at hand that can be used for the treatment or prophylaxis of such infections.,0.34672152373699133
180270,wc4xirpp,21543,antihiv,"The conjugates 5f and 5h with an optimum combination of electron-withdrawing halogen substituent at C-5 position of isatin ring and a propyl chain, introduced as linker, proved to be most potent and non-cytotoxic among the series with IC50 values of 3.76 and 4.58 μM against 3D7 and W2 strains, respectively.",0.3459657962350382
180274,ll6f6brf,597,antihiv,"Amastatin and probestin were effective against all three aminopeptidases, with the concentration of inhibitor required to cause 50% inhibition (I50) in the low micromolar range (I50 = 1.5–20 μM), except for probestin with AP-N which displayed an I50 of 50 nM.",0.34579832425879387
180283,jfnj6l41,18443,antihiv,New and effective antifungals are therefore urgently needed.,0.34568969569980984
180290,ee3v08wd,453,antihiv,"The IC50 values of the inhibitors were in the range of 4.6–49 μM, demonstrating that the nitrile warhead can effectively inactivate the 3CLpro autocleavage process.",0.34543769151405557
180317,5lzzobl3,18955,antihiv,"Chloroquine, an old antimalarial drug, may be considered for immediate use in the prevention and treatment of SARS-CoV infections.",0.3450683979992722
180299,m2nh1i5p,5310,antihiv,"Baicalein was the most potent inhibitor in this series (IC50 =0.4–1.2μM), including positive control ganciclovir.",0.34493140997055344
180298,8txogxek,16493,antihiv," Previous reports suggest that type I and type II Interferon can co-operatively inhibit some virus replication, e.g.",0.3446145541817012
180305,zl1s82yi,17663,antihiv,"In conclusion, rRT-PCR for MS-2 RNA is a good predictor of inhibition of enterovirus RNA extracted from stool suspensions.",0.3446088124757762
180312,lij14ztt,5158,antihiv,The data revealed that the coronaviral main protease is inhibited by aziridine- and oxirane-2-carboxylates.,0.3441774954312611
180302,gfumqmku,17423,antihiv,The introduction of a fluorine at the 6′-position enhanced the inhibition of SAH hydrolase and the activity against RNA viruses.,0.3441381624303469
180309,eug50ls4,11595,antihiv,"Quercetin, one of the most widely distributed flavonoids in plants, has been demonstrated to inhibit various viral infections.",0.34394018306965746
180294,ampxugzf,7970,antihiv,"To explore non-peptidic inhibitors of HRV 3Cpro, a series of novel heteroaromatic esters was synthesized and evaluated for inhibitory activity against HRV 3Cpro, to determine the structure–activity relationships.",0.3438371888263667
180295,6qmckoo8,17327,antihiv,A significant correlation (with an r-value of 0.70) between the EC50 values of the 10 mannose-specific plant lectins effective against the two coronaviruses was found.,0.3437363795171641
180311,g0uze8lt,2901,antihiv,: The antiparasitic agent niclosamide has been demonstrated to inhibit the arthropod-borne Zika virus.,0.3436389899511459
180321,ng6h4l3m,2837,antihiv,Drugs that combat viral infections are called antiviral drugs.,0.3427780735284295
180319,egp4t82x,8506,antihiv,Biological evaluation of a screened selection of compounds was carried out to identify novel inhibitors of the viral protease.,0.3424181617341896
180287,5o9bbspc,303,antihiv,"Twenty cases were treated in this study and showed a significant reduction of the viral carriage at D6-post inclusion compared to controls, and much lower average carrying duration than reported of untreated patients in the literature.",0.3421617477089765
180328,qdt90c22,27,antihiv,Direct-acting antivirals are effective tools to control viral infections.,0.3417802601829235
180296,58yi9c9t,20940,antihiv,A safe and low-cost drug is urgently required to be developed for the clinical usage of patients with RA.,0.3416930713858798
180315,l5n30kbm,11482,antihiv,"Previously, the cyclophilin inhibitors cyclosporin A (CsA) and Alisporivir (ALV) were shown to inhibit the replication of diverse nidoviruses (both arteriviruses and coronaviruses), and may thus represent a class of pan-nidovirus inhibitors.",0.3416846774854819
180322,1q8ufkgu,2438,antihiv,This inhibition was observed using two Hsp90 inhibitors geldanamycin and radicicol.,0.3415439610045186
180310,2w6vgd92,4768,antihiv,"Evidence for the potential benefits of PIs against the SARS coronavirus (SARS-CoV) is provided by empirical clinical studies, in vivo viral inhibition assays and computational simulations of the docking of these compounds to the active site of the main SARS-CoV protease.",0.3414623593699766
180304,ee3v08wd,456,antihiv,"We have further showed that the peptidomimetic inhibitor, Cbz-AVLQ-CN, has broad-spectrum inhibition against 3CLpro from human coronavirus strains 229E, NL63, OC43, HKU1, and infectious bronchitis virus, with IC50 values ranging from 1.3 to 3.7 μM, but no detectable inhibition against caspase-3.",0.34123305049410735
180307,9g3a0zas,502,antihiv,"In this study, we use molecular dynamics (MD) simulations and docking techniques to screen 29 approved and experimental drugs against the theoretical model of the SARS CoV proteinase as well as the experimental structure of the transmissible gastroenteritis virus (TGEV) proteinase.",0.34115309858990245
180313,olfpcndb,3033,antihiv, We report the design and synthesis of a series of dipeptide-type inhibitors with novel P3 scaffolds that display potent inhibitory activity against SARS-CoV 3CLpro.,0.34103986805974595
180293,1vokxy9c,2411,antihiv,"Much has to be learned from the mechanism of action of the compounds active against VSV (vesicular stomatitis virus), a virus belonging to the rhabdoviridae, that in its mode of replication could be exemplary for the replication of filoviridae.",0.340781329114087
180318,nnedgexs,17027,antihiv,The results are congruent with previously reported data showing the potential of quinoline derivatives as a promising scaffold for the development of new antivirals against this important virus.,0.34070234330986354
180316,3gz4dyie,10424,antihiv,The results showed that AD3BF2D ligand can be used as a good candidate for neuraminidase inhibitor to cope with influenza A virus subtype H1N1.,0.3405807760507906
180300,98ebhx0b,25645,antihiv, Recent outbreak of Severe Acute Respiratory Syndrome (SARS) that caused almost 800 victims requires a development of efficient inhibitor against SARS coronavirus (SCV).,0.3405289746700735
180282,034w5afv,25547,antihiv,"The effect of hydroxypropyl methylcellulose (HPMC) and methylcellulose (Methocel(®) 60 HG) on the dissolution behavior of two cocrystals derived from nitazoxanide (NTZ), viz., nitazoxanide-glutaric acid (NTZ-GLU, 1:1) and nitazoxanide-succinic acid (NTZ-SUC, 2:1), was explored.",0.3399757203063693
180327,86l110no,17884,antihiv,"Thus, Ery-Est may be a promising drug for patients with ZIKV infection, particularly pregnant women.",0.3397909146674611
180323,ytto4ktu,5782,antihiv,These results indicate that GL and its analogues are highly selective and competitive inhibitors of KAT2.,0.3396230274717955
