,pid,newpid,category,sent,newscore
21,cxxk09t2,10481,drug,"The treatment through the combination of ribavirin and pegylated interferon is expensive, only mildly effective, and is associated with severe side effects.",0.8461648370120878
270,otoqejtg,13796,drug,The results showed that Galanthus nivalis agglutinin (GNA) and nelfinavir effectively inhibited FCoV replication.,0.8454454364217101
464,otoqejtg,13799,drug,These results suggest that the combined use of GNA and nelfinavir has therapeutic potential in the prophylaxis and treatment of cats with early-diagnosed FIP.,0.8453432952142108
215,wvtqbguq,21429,drug,"No licensed anti-arenavirus vaccines are available, and current anti-arenavirus therapy is limited to the use of ribavirin, which is only partially effective and is associated with anemia and other side effects.",0.8452240737757455
158,ay4cnzn5,17541,drug,"We then assessed the anti-MERS-CoV activities of the identified compounds and of interferons, nelfinavir, and lopinavir because of their reported anti-coronavirus activities in terms of cytopathic effect inhibition, viral yield reduction, and plaque reduction assays in Biosafety Level-3 laboratory.",0.8451326467702311
206,wl83d6gs,21658,drug," Initial in vitro investigations demonstrated type I interferons (IFNs: IFN-α, IFN-β) to inhibit replication of SARS coronavirus (SARS-CoV), but found the nucleoside analogue ribavirin ineffective in Vero cells.",0.8448531974436393
240,0czu600e,10142,drug,"Favipiravir showed higher efficacy than ribavirin against SFTSV in in vitro assays and greater efficacy in animal models, even administrated 3 days after the virus inoculation.",0.8447972064625695
407,kzirtmbw,20603,drug,"High-dose corticosteroid therapy might be useful for critically ill patients, but previous use of ribavirin (a broad-spectrum antiviral agent) was probably not efficacious.",0.8446091324043381
412,lm9dysoc,20923,drug,"High-dose corticosteroid therapy might be useful for critically ill patients, but previous use of ribavirin (a broad-spectrum antiviral agent) was probably not efficacious.",0.8445401547525189
615,r22x7gnu,148,drug,Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro,0.8444743734531155
307,nbgdmavr,23227,drug,"Further sequencing analysis showed that the mutation frequency in ribavirin-treated cells was similar to that in untreated cells, indicating that ribavirin did not induce error-prone replication.",0.8443376920047871
79,ua22udlc,8092,drug,"In a randomized controlled trial of indinavir, saquinavir and lopinavir in combination with low-dose ritonavir in 656 patients, median total cholesterol increased by 0.5 mmol/l in the patients with the highest minimum drug plasma concentrations.",0.84429569673942
125,oruqlb1j,14471,drug,Enhanced inhibition effects were observed in the IBRS-2 cells and in suckling mice from the combination of Ad-porcine IFN-α and Ad-siRNA or ribavirin.,0.8441291226423038
150,ir8ibr87,2688,drug,"Drugs approved for the treatment of RNA virus infections (other than HIV) are the influenza M2 channel inhibitors, amantadine and rimantadine; the influenza neuraminidase inhibitors, oseltamivir and zanamivir, and ribavirin for the treatment of infections with respiratory syncytial virus and hepatitis C virus.",0.8439652005150768
185,6l87y6jg,16479,drug,Other IMP dehydrogenase inhibitors administered near maximum tolerated doses using the same dosing regimen as for ribavirin were found to slightly enhance virus replication in the lungs.,0.8438315783757071
255,r49ox9x9,2745,drug,"To understand the fine details of the molecular interactions between these proteinase inhibitors and the SARS virus via complexation, molecular dynamics simulations were carried out for the SARS-CoV 3CLpro free enzyme (free SARS) and its complexes with lopinavir (SARS–LPV) and ritonavir (SARS–RTV).",0.8436942020118174
305,t6qr41wc,2365,drug,The present standard therapy of pegylated IFN with ribavirin achieves a sustained virologic response in about 50% of patients.,0.8436010550794046
387,v3548bfn,6824,drug,"Clinical studies have shown that early treatments of RSV patients with ribavirin improve prognosis, even if the use of this drug is limited due to myelosuppression and toxicity effects.",0.8433881342019265
775,hq5um68k,177,drug,We also proposed the drug combination of DAA and HTA was a promising strategy for anti-virus treatment and proved that S312 showed more advantageous than Oseltamivir to treat advanced influenza diseases in severely infected animals.,0.8429326611440822
389,9vi8xwu7,6263,drug,"Treatment with antiviral drugs demonstrated that the replication could be significantly inhibited by 0.4mg/ml of cysteine proteinase inhibitor E-64D, but not by ribavirin.",0.8427427052499628
119,ir8ibr87,2689,drug,"The molecular mechanism(s) by which ribavirin inhibits viral replication, such as depletion of intracellular GTP pools and induction of error catastrophe, may not readily allow the design of analogues that are more potent/selective than the parent drug.",0.8427177343173289
135,drrs2tc1,4861,drug," The activity of inosine-5′-monophosphate dehydrogenase (IMPDH) inhibitors, mizoribine and ribavirin, against severe acute respiratory syndrome (SARS)-associated coronavirus (SARS-CoV) was determined by plaque reduction and yield reduction assays.",0.842464153210938
456,2irhi9i2,20473,drug,A combination treatment of steroids and ribavirin was widely used empirically from the outset of the epidemic.,0.8424187886193828
552,0czu600e,10140,drug,"Studies of potential antiviral drugs for SFTS-specific therapy have been conducted on existing or newly discovered agents in vitro and in vivo, with ribavirin and favipiravir being the most promising candidates.",0.8418948239391184
639,hpuogyb0,5243,drug,Combination therapy with Interferon-α and ribavirin remains the backbone treatment for chronic hepatitis C; the addition of serine protease inhibitors improves the treatment outcome of patients infected with hepatitis C virus genotype 1.,0.8411861552031967
674,77cylm1o,6161,drug,"Experiments with various timings of drug addition revealed that nelfinavir exerted its effect not at the entry step, but at the post-entry step of SARS-CoV infection.",0.8411611389466478
928,d7n1zy0b,343,drug,"Key findings The results suggest the effectiveness of Sofosbuvir, IDX-184, Ribavirin, and Remidisvir as potent drugs against the newly emerged HCoV disease.",0.8400798727812409
532,drrs2tc1,4864,drug,"In a yield reduction assay, mizoribine (10μg/ml) and ribavirin (40μg/ml) inhibited the replication of SARS-CoV and reduced the infectious SARS-CoV titers to one-tenth or less.",0.8398089659768815
838,h8zqis1p,15320,drug,"Several combinations, including ribavirin, were assayed to test a potential synergistic effect.",0.8389328169528356
658,0czu600e,10141,drug,"While animal experiments and retrospective studies have demonstrated the limited efficacy of ribavirin, it was also speculated that ribavirin would be effective in patients with a viral load <1 × 10(6) copies/mL.",0.8383414622994398
421,ay4cnzn5,17545,drug,"The serum concentrations achievable at therapeutic doses of mycophenolic acid and interferon-β1b were 60–300 and 3–4 times higher than the concentrations at which in-vitro anti-MERS-CoV activities were demonstrated, whereas that of ribavirin was ∼2 times lower.",0.8381634893190841
621,oj60pldq,11554,drug,"Concerns about human-pathogenic mammarenaviruses are exacerbated by of the lack of licensed vaccines, and current anti-mammarenavirus therapy is limited to off-label use of ribavirin that is only partially effective.",0.8377481480759816
828,ebwxryai,12876,drug,"In opposite, treatment with lopinavir/ritonavir led to Cdkn1a overexpression and ameliorated cell apoptosis and lung injury.",0.8373603385587907
518,0ory4p2z,24303,drug,"This article reviews licensed drugs and treatments under development, including high-dose oseltamivir; parenterally administered neuraminidase inhibitors, peramivir and zanamivir; dimeric forms of zanamivir; the RNA polymerase inhibitor T-705; a ribavirin prodrug, viramidine; polyvalent and monoclonal antibodies; and combination therapies.",0.8371393129587466
666,u5ajsofp,19885,drug,"In nearly every published case report of attempted therapy for clinical FIP, glucocorticoids have been used; there are, however, no controlled studies that evaluate the effect of glucocorticoids as a therapy for FIP.",0.8353056313796154
1086,p1ajw8mq,25569,drug,"Oseltamivir was initiated in 125 patients (80.6%), only 16 patients received antiviral therapy within 48 hours after symptom onset.",0.8246372597817586
1357,5o9bbspc,305,drug,Conclusion Despite its small sample size our survey shows that hydroxychloroquine treatment is significantly associated with viral load reduction/disappearance in COVID-19 patients and its effect is reinforced by azithromycin.,0.8178689810031927
1234,lcuma3eh,21089,drug,The toxicological effects of Chloroquine and NH(4)Cl were tested in liver cells through MTT cell proliferation assay.,0.8176203613280966
1296,ov5nmm1k,5063,drug,There are not Food and Drug Administration (FDA) licensed vaccines and current anti-mammarenavirus therapy is limited to an off-label use of ribavirin that is only partially effective and can cause significant side effects.,0.8141702786945288
1343,gvfz6qio,7326,drug,Chloroquine is a 9-aminoquinolone with well-known anti-malarial effects.,0.813739671675082
1398,wl83d6gs,21661,drug,Determination of the virus yield indicated highly synergistic anti-SARS-CoV action of the combination suggesting the consideration of ribavirin plus IFN-β for the treatment of SARS.,0.8134771784935237
1274,tu61ux95,11891,drug," Traditional Chinese Medicine (TCM) is widely used in clinical research due to its low toxicity, low number of side effects, and low cost.",0.8133110026911679
1502,wicc796j,14998,drug,The combination of lopinavir/ritonavir and interferon-beta- 1b showed excellent results in common marmosets and currently is in a randomized control trial.,0.806709163226569
1457,c2q3ycfv,7995,drug,"We assessed the antiviral potential of ribavirin, 6-azauridine, pyrazofurin, mycophenolic acid, and glycyrrhizin against two clinical isolates of coronavirus (FFM-1 and FFM-2) from patients with SARS admitted to the clinical centre of Frankfurt University, Germany.",0.8064485253939762
1518,h8zqis1p,15324,drug,The selectivity index ranging from 3 to 35 lead us to evaluate combinations with ribavirin.,0.8052158360201913
1639,5o9bbspc,298,drug,"Patients and methods French Confirmed COVID-19 patients were included in a single arm protocol from early March to March 16th, to receive 600mg of hydroxychloroquine daily and their viral load in nasopharyngeal swabs was tested daily in a hospital setting.",0.7932097621712928
1738,zgdbvfi4,26,drug,"Therefore, we suggested that nelfinavir might be a potential inhibitor against 2019-nCov Mpro.",0.7925523990918333
1666,zynor0b2,20387,drug,Serum neopterin levels were found to be a predictor of response to treatment of chronic HCV infection with pegylated interferon combined with ribavirin.,0.7919705986627417
1718,7u1a198p,6382,drug,"treatment of hepatitis C), ribavirin and pegylated interferon might also be useful for controlling avian flu.",0.7897990556547638
1931,wicc796j,15003,drug,The study is based on a combination of lopinavir/ritonavir and interferon-beta- 1b.,0.769585262808951
1901,cszqykpu,245,drug,"The result showed that atazanavir, an antiretroviral medication used to treat and prevent the human immunodeficiency virus (HIV), is the best chemical compound, showing a inhibitory potency with Kd of 94.94 nM against the 2019-nCoV 3C-like proteinase, followed by efavirenz (199.17 nM), ritonavir (204.05 nM), and dolutegravir (336.91 nM).",0.7688751885306153
1921,6l87y6jg,16474,drug," Because of the conflicting data concerning the SARS-CoV inhibitory efficacy of ribavirin, an inosine monophosphate (IMP) dehydrogenase inhibitor, studies were done to evaluate the efficacy of ribavirin and other IMP dehydrogenase inhibitors (5-ethynyl-1-β-d-ribofuranosylimidazole-4-carboxamide (EICAR), mizoribine, and mycophenolic acid) in preventing viral replication in the lungs of BALB/c mice, a replication model for severe acute respiratory syndrome (SARS) infections (Subbarao, K., McAuliffe, J., Vogel, L., Fahle, G., Fischer, S., Tatti, K., Packard, M., Shieh, W.J., Zaki, S., Murphy, B., 2004.",0.7573178419158775
2026,nbgdmavr,23221,drug,"Although ribavirin is a well-known antiviral drug against a broad range of both DNA and RNA viruses in vitro, its inhibitory effect and mechanism of action on porcine nidovirus replication remains to be elucidated.",0.7556075464835601
2108,bpfl03bu,19300,drug,"Oseltamivir usage increased substantially in 2009 and is now commonly used, with almost 40,000 hospitalizations treated with oseltamivir in the years 2012 through 2015, 66% of which was in persons ≥65 years of age.",0.7377557706044067
2207,hpuogyb0,5246,drug,"Some antiviral drugs possess multiple potential clinical applications, such as ribavirin for the treatment of chronic hepatitis C and respiratory syncytial virus and cidofovir for the treatment of cytomegalovirus and other DNA viruses.",0.7311389911086525
2452,4xwh2axk,9063,drug,Silvestrol blocked HEV replication of different subgenomic replicons in a dose-dependent manner at low nanomolar concentrations and acted additive to ribavirin (RBV).,0.7120683817296845
2551,oruqlb1j,14472,drug,The combined application of these recombinant adenoviruses and ribavirin may enhance their inhibitory effect on FMDV and overcome FMDV resistance against antiviral agents.,0.7104002657886459
2381,zgdbvfi4,25,drug,"Both MM/GBSA and SIE methods voted for nelfinavir, with the binding free energy of −24.69±0.52 kcal/mol and −9.42±0.04 kcal/mol, respectively.",0.7082483593101256
2521,wcdg5d54,8338,drug,"Time-of-addition experiments revealed that K22 acts during a postentry phase of the ZIKV life cycle, and combination regimens of K22 together with ribavirin (RBV) or interferon alpha (IFN-α) further increased the extent of viral inhibition.",0.7072243682781214
2625,1vm5r7pq,241,drug,"Here, from the perspective of clinical immunologists, we will discuss the clinical and immunological characteristics of severe patients, and summarize the current evidence and share our experience in anti-inflammation treatment, including glucocorticoids, IL-6 antagonist, JAK inhibitors and choloroquine/hydrocholoroquine, of patients with severe COVID-19 that may have an impaired immune system.",0.7003765454664512
2767,77cylm1o,6160,drug,Quantitative RT-PCR analysis showed that nelfinavir could decrease the production of virions from Vero cells.,0.697469894425343
2735,b4mdiont,187,drug,"In addition, we prioritized 16 potential anti-HCoV repurposable drugs (including melatonin, mercaptopurine, and sirolimus) that were further validated by enrichment analyses of drug-gene signatures and HCoV-induced transcriptomics data in human cell lines.",0.6962406992102872
2781,tdlcb9bf,328,drug,Patients and methods Patients were included in a single arm protocol to receive 600mg of hydroxychloroquine daily and their viral load in nasal swabs was tested daily.,0.6924318543916941
2801,e14cbd1o,22765,drug,"Chloroquine, an amine acidotropic drug known to affect intracellular exocytic pathways by increasing endosomal pH, was used in the in vitro treatment of Vero and C6/36 cells infected with dengue virus type 2 (DENV-2).",0.6908126451394698
2976,6l87y6jg,16483,drug,Our data do not support the use of ribavirin or other IMP dehydrogenase inhibitors for treating SARS infections in humans.,0.6894700610681981
2822,51yq1rdo,3175,drug,"Most analogues proved active against influenza B virus in the low micromolar range, and the best compounds (11, 13, 14 and 16) even reached the sub-micromolar potency of zanamivir (EC50 = 0.060 μM), and markedly exceeded (up to 327 times) the antiviral efficacy of ribavirin.",0.6878296924767198
2898,4yuw7jo3,202,drug,"We further identify three potential drug combinations (e.g., sirolimus plus dactinomycin, mercaptopurine plus melatonin, and toremifene plus emodin) captured by the “Complementary Exposure” pattern: the targets of the drugs both hit the HCoV–host subnetwork, but target separate neighborhoods in the human interactome network.",0.6860551664148233
2915,b4mdiont,188,drug,"Finally, we showcased three potential drug combinations (including sirolimus plus dactinomycin, mercaptopurine plus melatonin, and toremifene plus emodin) captured by the Complementary Exposure pattern: the targets of the drugs both hit the HCoV-host subnetwork, but target separate neighborhoods in the human protein-protein interactome network.",0.6856338453787834
2906,2irhi9i2,20475,drug,"On the other hand, ribavirin administration apparently reduced neither the rate of intratracheal intubation nor that of mortality.",0.6848712028549804
3142,tdlcb9bf,333,drug,Azithromycin added to Hydroxychloroquine was significantly more efficient for virus elimination.,0.6841267134017555
3144,5o9bbspc,304,drug,Azithromycin added to hydroxychloroquine was significantly more efficient for virus elimination.,0.6840837832111586
3288,77cylm1o,6162,drug,Our results suggest that nelfinavir should be examined clinically for the treatment of SARS and has potential as a good lead compound for designing anti-SARS drugs.,0.6795801969781481
3181,oruqlb1j,14468,drug,The selectivity indices of ribavirin (35.2) and 6-azauridine (34.6) were higher than that of guanidine-HCl (26.9).,0.6771478313731587
3270,upzmzauj,4641,drug,"As determined by the cell-based assay, the compounds NSC345647, NSC87511, and NSC343256 showed better EC50 values than the broad-spectrum antiviral drug ribavirin and the protease inhibitor lopinavir, under all the test conditions including pre-viral entry, post-viral entry, and prophylactic activity.",0.6732956817212172
3006,469zrqpi,6312,drug,"The Traditional Chinese Medicine Information Database TCM-ID, at http://tcm.cz3.nus.edu.sg/group/tcm-id/tcmid.asp, was introduced for providing comprehensive information about all aspects of TCM including prescriptions, constituent herbs, herbal ingredients, molecular structure and functional properties of active ingredients, therapeutic and side effects, clinical indication and application and related matters.",0.6732025971029527
3251,vbgf50os,193,drug,"In the simulations, ritonavir can bind to CEP_C30 most suitably, and induce significant conformation changes of CEP_C30; lopinavir can also bind to CEP_C30 suitably, and induce significant conformation changes of CEP_C30; darunavir can bind to PLVP suitably with slight conformation changes of PLVP.",0.6718350517347158
3415,4yuw7jo3,201,drug,"Using network proximity analyses of drug targets and HCoV–host interactions in the human interactome, we prioritize 16 potential anti-HCoV repurposable drugs (e.g., melatonin, mercaptopurine, and sirolimus) that are further validated by enrichment analyses of drug-gene signatures and HCoV-induced transcriptomics data in human cell lines.",0.6699782367737488
3732,d7n1zy0b,342,drug,"Additionally, the newly emerged Wuhan HCoV RdRp model is targeted by anti-polymerase drugs, including the approved drugs Sofosbuvir and Ribavirin.",0.6692227477414212
3449,umq6vd0q,16092,drug,"Application to a LOPAC library of bioactive compounds in a proof-of-concept campaign detected licensed anti-myxovirus therapeutics, ribavirin and the neuraminidase inhibitor zanamivir, and identified two unexpected RSV-specific hit candidates, Fenretinide and the opioid receptor antagonist BNTX-7.",0.6675633797389309
3705,3moa7cpg,13238,drug,"In mammalian cells, we observed an inhibitory effect of ribavirin on ZIKV replication and ZIKV-induced cell death without cytotoxic effect.",0.6670210375165675
3880,z3hbjb30,17908,drug,"In addition, we studied the effect of combination of RNAi based therapy with other classical antivirals like chloroquine, ribavirin and mycophenolic acid, that helped in understanding the rational selection of RNAi based combination therapy.",0.6609042456937257
3771,6l87y6jg,16480,drug,"In addition, ribavirin treatment seemed also to promote the production of pro-inflammatory cytokines 4 days after cessation of treatment, although after 3 days of treatment ribavirin inhibited pro-inflammatory cytokine production in infected mice, significantly reducing the levels of the cytokines IL-1α, interleukin-5 (IL-5), monocyte chemotactic protein-1 (MCP-1), and granulocyte-macrophage colony stimulating factor (GM-CSF).",0.656991717489098
3721,5axrlmxh,4084,drug,"In addition, these two compounds proved to be also effective against RSV (4: EC50 = 0.40 μM, SI ≥ 250; 6: EC50 = 1.8 μM, SI ≥ 56), surpassing the potency and selectivity index (SI) of ribavirin (EC50 = 5.8 μM, SI > 43).",0.6541397602306311
4234,0ewcptub,4063,drug, 2017 marked the 30th anniversary of the approval of zidovudine (AZT) as the first HIV/AIDS therapy.,0.6487749214324445
4271,lcuma3eh,21091,drug,The results demonstrated that Chloroquine and NH(4)Cl showed more than 50% reduction of virus infectivity at 50 μM and 10 mM concentrations respectively.,0.6477223857474583
4439,rjp2d1u9,8104,drug,Such studies can address potential differences in the diagnostic outcomes between patients who develop detectable Oseltamivir resistance and those who retain only the wild type strain of H5N1.,0.6450959286325137
4204,oruqlb1j,14467,drug,"First, we measured and compared the 50% effective concentration (EC50) to the mean inhibition effects of FMDV, and the 50% cytotoxic concentration (CC50) to the mean cytotoxicity of antiviral agents such as ribavirin, guanidine-hydrochloride (guanidine-HCl), 6-azauridine, and recombinant adenovirus expressing three small interference RNAs (Ad-siRNA) or porcine interferon-α (Ad-porcine IFN-α) in swine kidney cells (IBRS-2).",0.6447200447825228
4741,tdlcb9bf,334,drug,Conclusion : Hydroxychloroquine is significantly associated with viral load reduction/disappearance in patients with COVID-19 and its effect is reinforced by Azithromycin.,0.6428556871732605
4421,51yq1rdo,3177,drug,"Importantly, the compounds displayed nanomolar activity against RSV and a superior selectivity index, since the ratio of cytotoxic to antiviral concentration was >10,000 for the three most active compounds 11, 14 and 16 (EC50 ∼0.008 μM), far surpassing the potency and safety profile of the licensed drug ribavirin (EC50 = 5.8 μM, SI > 43).",0.6401496911954971
4635,j09mf1ad,1678,drug,"GS-327073, when combined with either interferon α, ribavirin, a nucleoside polymerase or a protease inhibitor resulted in overall additive antiviral activity.",0.6399465811016984
4586,g5wpa2ee,70,drug,"Based on this structure and existing experimental datasets for SARS 3CL protease inhibitors, we develop an SBDR model based on machine learning and mathematics to screen 1465 drugs in the DrugBank that have been approved by the U.S. Food and Drug Administration (FDA).",0.6392144145168706
5003,qmut89kb,16249,drug,Chloroquine has also been used as anti-inflammatory drugs to treat inflammatory diseases.,0.6389789301880566
5114,vbgf50os,192,drug,"Ritonavir, lopinavir and darunavir were then docked to the models, respectively, followed by energy minimization of the protease-drug complexes.",0.634634114681347
5498,qdt90c22,31,drug,"Our results showed that several HIV inhibitors such as lopinavir, ritonavir, and saquinavir produce strong interaction with the active site of SARS-CoV-2 main protease.",0.6345344945006655
5277,5o9bbspc,296,drug," Background Chloroquine and hydroxychloroquine have been found to be efficient on SARS-CoV-2, and reported to be efficient in Chinese COV-19 patients.",0.6340421518310018
4927,8prn86g6,170,drug,"We demonstrated the ability of these three viral polymerase inhibitors, 3′-fluoro-3′-deoxythymidine triphosphate, 3′-azido-3′-deoxythymidine triphosphate and Tenofovir diphosphate (the active triphosphate forms of Alovudine, AZT and TAF, respectively) to be incorporated by SARS-CoV-2 RdRp, where they also terminate further polymerase extension.",0.6335512077791778
4911,hj675z1b,262,drug,"We demonstrate the ability of two HIV reverse transcriptase inhibitors, 3’-fluoro-3’-deoxythymidine triphosphate and 3’-azido-3’-deoxythymidine triphosphate (the active triphosphate forms of Alovudine and AZT), to be incorporated by SARS-CoV RdRp where they also terminate further polymerase extension.",0.6331750514986385
5179,wl83d6gs,21660,drug,"Since clinical anti-SARS-CoV activity of type I interferons or ribavirin is limited, we investigated the combination of IFN-β and ribavirin.",0.6329843116140355
5430,arz8r204,16336,drug,"Here, the potent inhibition induced by saquinavir and nelfinavir on the replication of both vesicular stomatitis and influenza viruses is described.",0.6314341820287668
5130,ng6h4l3m,2844,drug,"Protease inhibitors (darunavir, atazanavir, and ritonavir), viral DNA polymerase inhibitors (acyclovir, valacyclovir, valganciclovir, and tenofovir), and an integrase inhibitor (raltegravir) are included in the list of Top 200 Drugs by sales for the 2010s.",0.6305335689752605
5583,cszqykpu,248,drug,"In addition, we also found that several antiviral agents, such as Kaletra, could be used for the treatment of 2019-nCoV, although there is no real-world evidence supporting the prediction.",0.62970965938635
6056,cszqykpu,246,drug,"Interestingly, lopinavir, ritonavir, and darunavir are all designed to target viral proteinases.",0.626192183882659
5664,6l87y6jg,16482,drug,"By not inhibiting viral replication in the lungs of infected mice, ribavirin treatment may have provided a continual source of stimulation for the inflammatory response thought to contribute to the pathogenesis of the infection.",0.6245915215123257
5991,jv76j6wx,12859,drug,"Gemcitabine, an anti-cancer chemotherapy drug, has additionally shown the antiviral activity against a broad range of viruses and we also have previously reported its synergistic antiviral activity with ribavirin against enteroviruses.",0.6221580400051707
5993,2irhi9i2,20476,drug,"Moreover, significant toxicity, such as hemolytic anemia, has been attributed to ribavirin.",0.6213269857051253
5882,ekxsv91t,23722,drug,"Cellular PI3K/Akt and ERK/MAPK signaling pathways may be involved in the anti-IAV actions of PA. Intranasal administration of PA markedly improved mice survival and attenuated pneumonia symptoms in IAV infected mice, comparable to the effects of Oseltamivir.",0.6208711296090059
6280,nbgdmavr,23222,drug,"Therefore, the present study was conducted to determine whether ribavirin suppresses porcine nidovirus infection.",0.6194006670316963
6592,5o9bbspc,297,drug,We evaluate the role of hydroxychloroquine on respiratory viral loads.,0.6175172083192491
6620,tdlcb9bf,327,drug,We evaluate the role of Hydroxychloroquine on respiratory viral loads.,0.6172126858499642
5503,drrs2tc1,4863,drug,"The 50% inhibitory concentration (IC50) of mizoribine for SARS-CoV Frankfurt-1 and SARS-CoV HKU39849, as determined by plaque reduction was 3.5μg/ml and 16μg/ml, respectively, and the IC50 of ribavirin for SARS-CoV Frankfurt-1 and SARS-CoV HKU39849 was 20μg/ml and 80μg/ml, while the 50% cytotoxic concentration of mizoribine and ribavirin for Vero E6 cells exceeded 200μg/ml.",0.6163006458389857
6132,zb6cv8ik,8447,drug,"Expression of IL-32 in influenza A virus infected A549 human lung epithelial cells was blocked by either selective COX-2 inhibitor NS398 or Aspirin, a known anti-inflammatory drug, indicating IL-32 was induced through COX-2 in the inflammatory cascade.",0.61569933609122
6049,iqepytyd,6270,drug,"Losartan administration ameliorated pulmonary vascular remodeling, inhibited the smoke-induced RVSP and Ang II elevation and partially reversed the ACE2 decrease in rat lungs.",0.6147663693244092
6910,nbgdmavr,23224,drug,The antiviral activity of ribavirin on porcine nidovirus replication was found to be primarily exerted at early times post-infection.,0.6129324751661087
