,pid,title,abstract
12,nror02j6,COVID-19 Update – March 2020 | Global Health | JN Learning | JAMA Ed Hub [Video recording],"Coronavirus testing, mortality, vaccine development, containment vs mitigation, and more. Anthony S. Fauci, MD discusses the latest developments in the global spread of COVID-19 and the SARS-CoV-2 virus with JAMA Editor Howard Bauchner, MD. - What's the difference between COVID-19 and SARS-CoV-2? (01:15) - What's the status and accuracy of diagnostic testing in the US? (01:58) - What's the case-fatality rate for the virus? (05:31) - Scientific advances and vaccine development (25:06) - Are current clinical trials providing a picture of treatments? (13:41) - Risk communication: how do we present information so there's faith that it's accurate? (15:24) - Risk groups (children, the elderly, pregnant women) (16:26) - Containment vs mitigation vs quarantine vs isolation (19:10) - Protecting the elderly and nursing home resident (23:52) - Public health prospects in Latin America, Africa (26:35) - Will coronavirus wane in warmer months like influenza? (27:52) - Why is anxiety so high about this disease?- Does the US have capacity to care for COVID19 infection? (31:03) - What is your daily schedule like? (32:23)"
13,gu2mt6zp,Emergence of Novel Coronavirus 2019-nCoV: Need for Rapid Vaccine and Biologics Development,"Novel Coronavirus (2019-nCoV) is an emerging pathogen that was first identified in Wuhan, China in late December 2019. This virus is responsible for the ongoing outbreak that causes severe respiratory illness and pneumonia-like infection in humans. Due to the increasing number of cases in China and outside China, the WHO declared coronavirus as a global health emergency. Nearly 35,000 cases were reported and at least 24 other countries or territories have reported coronavirus cases as early on as February. Inter-human transmission was reported in a few countries, including the United States. Neither an effective anti-viral nor a vaccine is currently available to treat this infection. As the virus is a newly emerging pathogen, many questions remain unanswered regarding the virus&rsquo;s reservoirs, pathogenesis, transmissibility, and much more is unknown. The collaborative efforts of researchers are needed to fill the knowledge gaps about this new virus, to develop the proper diagnostic tools, and effective treatment to combat this infection. Recent advancements in plant biotechnology proved that plants have the ability to produce vaccines or biopharmaceuticals rapidly in a short time. In this review, the outbreak of 2019-nCoV in China, the need for rapid vaccine development, and the potential of a plant system for biopharmaceutical development are discussed."
14,pidar1gz,Research and Development on Therapeutic Agents and Vaccines for COVID-19 and Related Human Coronavirus Diseases,"Since the outbreak of the novel coronavirus disease COVID-19, caused by the SARS-CoV-2 virus, this disease has spread rapidly around the globe. Considering the potential threat of a pandemic, scientists and physicians have been racing to understand this new virus and the pathophysiology of this disease to uncover possible treatment regimens and discover effective therapeutic agents and vaccines. To support the current research and development, CAS has produced a special report to provide an overview of published scientific information with an emphasis on patents in the CAS content collection. It highlights antiviral strategies involving small molecules and biologics targeting complex molecular interactions involved in coronavirus infection and replication. The drug-repurposing effort documented herein focuses primarily on agents known to be effective against other RNA viruses including SARS-CoV and MERS-CoV. The patent analysis of coronavirus-related biologics includes therapeutic antibodies, cytokines, and nucleic acid-based therapies targeting virus gene expression as well as various types of vaccines. More than 500 patents disclose methodologies of these four biologics with the potential for treating and preventing coronavirus infections, which may be applicable to COVID-19. The information included in this report provides a strong intellectual groundwork for the ongoing development of therapeutic agents and vaccines."
16,b1iyr42n,"Structural, glycosylation and antigenic variation between 2019 novel coronavirus (2019-nCoV) and SARS coronavirus (SARS-CoV)","The emergence of 2019 novel coronavirus (2019-nCoV) is of global concern and might have emerged from RNA recombination among existing coronaviruses. CoV spike (S) protein which is crucial for receptor binding, membrane fusion via conformational changes, internalization of the virus, host tissue tropism and comprises crucial targets for vaccine development, remain largely uncharacterized. Therefore, the present study has been planned to determine the sequence variation, structural and antigenic divergence of S glycoprotein which may be helpful for the management of 2019-nCoV infection. The sequences of spike glycoprotein of 2019-nCoV and SARS coronavirus (SARS-CoV) were used for the comparison. The sequence variations were determined using EMBOSS Needle pairwise sequence alignment tools. The variation in glycosylation sites was predicted by NetNGlyc 1.0 and validated by N-GlyDE server. Antigenicity was predicted by NetCTL 1.2 and validated by IEDB Analysis Resource server. The structural divergence was determined by using SuperPose Version 1.0 based on cryo-EM structure of the SARS coronavirus spike glycoprotein. Our data suggests that 2019-nCoV is newly spilled coronavirus into humans in China is closely related to SARS-CoV, which has only 12.8% of difference with SARS-CoV in S protein and has 83.9% similarity in minimal receptor-binding domain with SARS-CoV. Addition of a novel glycosylation sites were observed in 2019-nCoV. In addition, antigenic analysis proposes that great antigenic differences exist between both the viral strains, but some of the epitopes were found to be similar between both the S proteins. In spite of the variation in S protein amino acid composition, we found no significant difference in their structures. Collectively, for the first time our results exhibit the emergence of human 2019-nCoV is closely related to predecessor SARS-CoV and provide the evidence that 2019-nCoV uses various novel glycosylation sites as SARS-CoV and may have a potential to become pandemic owing its antigenic discrepancy. Further, demonstration of novel Cytotoxic T lymphocyte epitopes may impart opportunities for the development of peptide based vaccine for the prevention of 2019-nCoV."
17,2m6ks6nd,The outbreak of Coronavirus Disease 2019 (COVID-19)—An emerging global health threat," The outbreak of Coronavirus Disease 2019 (COVID-19) causing novel coronavirus-infected pneumonia (NCIP), has affected the lives of 71,429 people globally. Originating in China, the disease has a rapid progression to other countries. Research suggests remarkable genomic resemblance of 2019-nCoV with Severe Acute Respiratory Syndrome (SARS) which has a history of a pandemic in 2002. With evidence of nosocomial spread, a number of diligent measures are being employed to constrain its propagation. Hence, the Public Health Emergency of International Concern (PHEIC) has been established by the World Health Organization (WHO) with strategic objectives for public health to curtail its impact on global health and economy."
18,yk9u4fvp,Perceptions of the Adult US Population regarding the Novel Coronavirus Outbreak,"Background: COVID-19 outbreak is spreading globally. Although the risk of infection in the US is currently low, it is important to understand the public perception of risk and trust in sources of information to better inform public health messaging. In this study, we surveyed the adult US population to understand their risk perceptions about the COVID-19 outbreak. Methods and Findings: We used an online platform to survey 718 adults in the US in early February 2020 using a questionnaire that we developed. Our sample was fairly similar to the general adult US population in terms of age, gender, race, ethnicity and education. We found that 69% of the respondents wanted the scientific/public health leadership (either the CDC Director or NIH Director) to lead the US response to COVID-19 outbreak as compared to 14% who wanted the political leadership (either the president or the Congress) to lead the response. Risk perception was low (median score of 5 out of 10) with the respondents trusting health professionals and health officials for information on COVID-19. Majority of the respondents were in favor of strict infection prevention policies to control the outbreak. Conclusion: Given our results, the public health/scientific leadership should be at the forefront of the COVID-19 response to promote trust."
19,fmumym1x,Prediction and Evolution of B Cell Epitopes of Surface Protein in SARS-CoV-2,"The discovery of epitopes is helpful to the development of SARS-CoV-2 vaccine. The sequences of the surface protein of SARS-CoV-2 and its proximal sequences were obtained by BLAST, the sequences of the whole genome of SARS-CoV-2 were obtained from the GenBank. Based on the NCBI Reference Sequence: NC_045512.2, the conformational and linear B cell epitopes of the surface protein were predicted separately by various prediction methods. Furthermore, the conservation of the epitopes, the adaptability and other evolutionary characteristics were also analyzed. 7 epitopes were predicted, including 5 linear epitopes and 2 conformational epitopes, one of the linear and one of the conformational were coincide. The epitope D mutated easily, but the other epitopes were very conservative and the epitope C was the most conservative. It is worth mentioning that all of the 6 dominated epitopes were absolutely conservative in nearly 1000 SARS-CoV-2 genomes, and they deserved further study. The findings would facilitate the vaccine development, had the potential to be directly applied on the treatment in this disease, but also have the potential to prevent the possible threats caused by other types of coronavirus."
20,1mjaycee,"COVID-19 infection: Origin, transmission, and characteristics of human coronaviruses","The coronavirus disease 19 (COVID-19) is a highly transmittable and pathogenic viral infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which emerged in Wuhan, China and spread around the world. Genomic analysis revealed that SARS-CoV-2 is phylogenetically related to severe acute respiratory syndrome-like (SARS-like) bat viruses, therefore bats could be the possible primary reservoir. The intermediate source of origin and transfer to humans is not known, however, the rapid human to human transfer has been confirmed widely. There is no clinically approved antiviral drug or vaccine available to be used against COVID-19. However, few broad-spectrum antiviral drugs have been evaluated against COVID-19 in clinical trials, resulted in clinical recovery. In the current review, we summarize and comparatively analyze the emergence and pathogenicity of COVID-19 infection and previous human coronaviruses severe acute respiratory syndrome coronavirus (SARS-CoV) and middle east respiratory syndrome coronavirus (MERS-CoV). We also discuss the approaches for developing effective vaccines and therapeutic combinations to cope with this viral outbreak."
21,mu413rvc,Estimation of the probability of reinfection with COVID-19 coronavirus by the SEIRUS model,"With sensitivity of the Polymerase Chain Reaction (PCR) test used to detect the presence of the virus in the human host, the global health community has been able to record a great number of recovered population. Therefore, in a bid to answer a burning question of reinfection in the recovered class, the model equations which exhibits the disease-free equilibrium (E_0 ) state for COVID-19 coronavirus was developed in this study and was discovered to both exist as well as satisfy the criteria for a locally or globally asymptotic stability with a basic reproductive number R_0=0 for and endemic situation. Hence, there is a chance of no secondary reinfections from the recovered population as the rate of incidence of the recovered population vanishes, that is, B=0. Furthermore, numerical simulations were carried to complement the analytical results in investigating the effect of the implementation of quarantine and observatory procedures has on the projection of the further spread of the virus globally. Result shows that the proportion of infected population in the absence of curative vaccination will continue to grow globally meanwhile the recovery rate will continue slowly which therefore means that the ratio of infection to recovery rate will determine the death rate that is recorded globally and most significant for this study is the rate of reinfection by the recovered population which will decline to zero over time as the virus is cleared clinically from the system of the recovered class."
22,rl2qxd03,The SARS-CoV-2 Vaccine Pipeline: an Overview,"The goal of this review is to provide a timely overview on efforts to develop a vaccine for the 2019 novel coronavirus SARS-CoV-2, the causative agent of coronavirus disease (COVID-19)."
23,1qkwsh6a,"Emerging novel coronavirus (2019-nCoV)—current scenario, evolutionary perspective based on genome analysis and recent developments","Coronaviruses are the well-known cause of severe respiratory, enteric and systemic infections in a wide range of hosts including man, mammals, fish, and avian. The scientific interest on coronaviruses increased after the emergence of Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) outbreaks in 2002-2003 followed by Middle East Respiratory Syndrome CoV (MERS-CoV). This decade’s first CoV, named 2019-nCoV, emerged from Wuhan, China, and declared as ‘Public Health Emergency of International Concern’ on January 30(th), 2020 by the World Health Organization (WHO). As on February 4, 2020, 425 deaths reported in China only and one death outside China (Philippines). In a short span of time, the virus spread has been noted in 24 countries. The zoonotic transmission (animal-to-human) is suspected as the route of disease origin. The genetic analyses predict bats as the most probable source of 2019-nCoV though further investigations needed to confirm the origin of the novel virus. The ongoing nCoV outbreak highlights the hidden wild animal reservoir of the deadly viruses and possible threat of spillover zoonoses as well. The successful virus isolation attempts have made doors open for developing better diagnostics and effective vaccines helping in combating the spread of the virus to newer areas."
24,zpaqd5vd,"COVID-19: Knowns, Unknowns, and Questions",The recent emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) from the Hubei province in China in late 2019 demonstrates the epidemic potential of coronaviruses. The rapid spread of this virus across the world in only 2 months highlights the transmissibility of this family of viruses and the significant morbidity and mortality that they can cause. We highlight the current state of knowledge of coronavirus biology while answering questions concerning the current outbreak of SARS-CoV-2.
25,c4pcztdc,Functional Cell Receptors for Human Coronavirus,"Viruses infect host cells by binding to receptors on thesurface of cells. Receptor is an important factor affecting host range and interspecific transmission. In December 2019, an outbreak of unexplained pneumonia occurred in Wuhan, Hubei province. The pathogen was a new coronavirus, named 2019 NovelCoronavirus (2019-nCoV) by WHO. Angiotensin-converting enzyme 2 (ACE2) was found to be the receptor of 2019-nCoV.This review provides a brief overview of human coronavirus receptors and their applications, with a view to providing references for the tracing, cross-species transmission, epidemiological analysis and antiviral and vaccine studies of 2019-nCoV."
26,g9wmlvnq,Voice from China: nomenclature of the novel coronavirus and related diseases,Voice from China: nomenclature of the novel coronavirus and related diseases
27,rziv5342,Prevention Is Better Than the Cure: Risk Management of COVID-19,"A novel coronavirus was reported to the World Health Organization (WHO) in China on 31 December 2019. The WHO named the disease COVID-19 on 11 February 2020. As of 26 February 2020, the disease has been detected on all continents, except for Antarctica. Daily updates on COVID-19 since early February 2020 have made headline news worldwide for much of 2020. This editorial evaluates risk management based on the Global Health Security (GHS) Index of global health security capabilities in 195 countries. The GHS Index lists the countries best prepared for an epidemic or pandemic. COVID-19 is compared with two related coronavirus epidemics, SARS and MERS, in terms of the number of reported human infections, deaths, countries, major country clusters, timelines, and the likelihood of discovering a safe, effective, and approved vaccine."
28,oq79dfhr,Structure of novel coronavirus’s spike protein solved,"n a piece of research accomplished with astonishing speed, scientists from the University of Texas at Austin and the National Institutes of Health have released a cryo-electron microscopy (cryo-EM) structure of part of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the novel coronavirus that has infected tens of thousands of people and killed more than 2,000 since the end of December (Science 2020, DOI: 10.1126/science.abb2507). The part of the virus imaged, called the spike protein, helps the virus attach to and infect human cells, and the determination of its structure comes just weeks after the virus’s genome sequence was published. The breakthrough is a huge step toward developing a vaccine against the virus as well as treatments for COVID-19, the disease that it causes, the researchers say. UT Austin’s Jason McLellan and his colleagues, who have spent many years studying other coronaviruses, had already figured out how to use select"
29,2tu707ng,Potential Interventions for Novel Coronavirus in China: A Systemic Review,"An outbreak of a novel coronavirus (COVID-19 or 2019-CoV) infection has posed significant threats to international health and the economy. In the absence of treatment for this virus, there is an urgent need to find alternative methods to control the spread of disease. Here, we have conducted an online search for all treatment options related to coronavirus infections as well as some RNA virus infection and we have found that general treatments, coronavirus-specific treatments, and antiviral treatments should be useful in fighting COVID-19. We suggest that the nutritional status of each infected patient should be evaluated before the administration of general treatments and the current children's RNA virus vaccines including influenza vaccine should be immunized for uninfected people and health care workers. In addition, convalescent plasma should be given to COVID-19 patients if it is available. In conclusion, we suggest that all the potential interventions be implemented to control the emerging COVID-19 if the infection is uncontrollable. This article is protected by copyright. All rights reserved."
30,ctd9sutv,Is COVID-19 receiving ADE from other coronaviruses?," One of the most perplexing questions regarding the current COVID-19 coronavirus epidemic is the discrepancy between the severity of cases observed in the Hubei province of China and those occurring elsewhere in the world. One possible answer is antibody dependent enhancement (ADE) of SARS-CoV-2 due to prior exposure to other coronaviruses. ADE modulates the immune response and can elicit sustained inflammation, lymphopenia, and/or cytokine storm, one or all of which have been documented in severe cases and deaths. ADE also requires prior exposure to similar antigenic epitopes, presumably circulating in local viruses, making it a possible explanation for the observed geographic limitation of severe cases and deaths."
31,ckay4ufw,MATHEMATICAL PREDICTIONS FOR COVID-19 AS A GLOBAL PANDEMIC,"This study shows that the disease free equilibrium (E_0 ) for COVID-19 coronavirus does not satisfy the criteria for a locally or globally asymptotic stability. This implies that as a pandemic as declared by WHO (2020) the COVID-19 coronavirus does not have a curative vaccine yet and precautionary measures are advised through quarantine and observatory procedures. Also, the Basic Reproductive number (R_0<1) by Equation (33) shows that there is a chance of decline of secondary infections when the ratio between the incidence rate in the population and the total number of infected population quarantined with observatory procedure. The effort to evaluate the disease equilibrium shows that unless there is a dedicated effort from government, decision makers and stakeholders, the world would hardly be reed of the COVID-19 coronavirus and further spread is eminent and the rate of infection will continue to increase despite the increased rate of recovery because of the absence of vaccine at the moment."
32,679qfp2s,Lack of Antiviral Activity of Darunavir against SARS-CoV-2,"Given the high need and the absence of specific antivirals for treatment of COVID-19 (the disease caused by severe acute respiratory syndrome-associated coronavirus-2 [SARS-CoV-2]), human immunodeficiency virus (HIV) protease inhibitors are being considered as therapeutic alternatives. Prezcobix/Rezolsta is a fixed-dose combination of 800 mg of the HIV protease inhibitor darunavir (DRV) and 150 mg cobicistat, a CYP3A4 inhibitor, which is indicated in combination with other antiretroviral agents for the treatment of HIV infection. There are currently no definitive data on the safety and efficacy of DRV/cobicistat for treatment of COVID-19. The in vitro antiviral activity of darunavir against a clinical isolate from a patient infected with SARS-CoV-2 was assessed. DRV showed no activity against SARS-CoV-2 at clinically relevant concentrations (EC50 >100 μM). Remdesivir, used as a positive control, showed potent antiviral activity (EC50 = 0.38 μM). Overall, the data do not support the use of DRV for treatment of COVID-19."
