,pid,newpid,category,sent,newscore
2,vbgf50os,627,drug,"It is suggested that the therapeutic effect of ritonavir and lopinavir on COVID-19 may be mainly due to their inhibitory effect on CEP_C30, while ritonavir may have stronger efficacy; the inhibitory effect of darunavir on SARS-CoV-2 and its potential therapeutic effect may be mainly due to its inhibitory effect on PLVP.",0.65137931558371
630,ptnmtvzj,999,drug,One trial found that ribavirin prophylactic treatment statistically significantly reduced risk of MERS infection in people who had been exposed to the virus.,0.6508211321308115
53,m0hivi0u,887,drug,Two docking complexes (indinavir and darunavir) with high docking scores were futher subjected to MM-PBSA binding free energy calculations to detail the molecular interactions between these two proteinase inhibitors and the 3CLpro.,0.6506504225540697
8,679qfp2s,235,drug,"Remdesivir, used as a positive control, showed potent antiviral activity (EC50 = 0.38 μM).",0.6503588668444947
136,ptnmtvzj,996,drug,"The most common treatment was ribavirin (n=41), followed by oseltamivir (n=10) and the combination of lopinavir/ritonavir (n=7).",0.6501797136370225
447,ksbha7kz,1010,drug,"He was receiving treatment with ganciclovir, lopinavir/ritonavir, moxifloxacin, dexamethasone, human immunoglobulin and mecobalamin.",0.6499975387467067
468,cszqykpu,681,drug,"The result showed that atazanavir, an antiretroviral medication used to treat and prevent the human immunodeficiency virus (HIV), is the best chemical compound, showing a inhibitory potency with Kd of 94.94 nM against the 2019-nCoV 3C-like proteinase, followed by efavirenz (199.17 nM), ritonavir (204.05 nM), and dolutegravir (336.91 nM).",0.6499131558184817
301,zb434ve3,758,drug,"The result showed that atazanavir, an antiretroviral medication used to treat and prevent the human immunodeficiency virus (HIV), is the best chemical compound, showing an inhibitory potency with Kd of 94.94 nM against the SARS-CoV-2 3C-like proteinase, followed by remdesivir (113.13 nM), efavirenz (199.17 nM), ritonavir (204.05 nM), and dolutegravir (336.91 nM).",0.6498264574249383
244,vxqdfiel,562,drug,"We identified 24 clinical trials, involving more than 20 medicines, such as human immunoglobulin, interferons, chloroquine, hydroxychloroquine, arbidol, remdesivir, favipiravir, lopinavir, ritonavir, oseltamivir, methylprednisolone, bevacizumab, and traditional Chinese medicines (TCM).",0.6498198374005519
286,dpcpg5c1,573,drug,"Based on our molecular insight that the hepatitis C virus and the coronavirus use a similar viral genome replication mechanism, we reasoned that the FDA-approved drug EPCLUSA (Sofosbuvir/Velpatasvir) for the treatment of hepatitis C will also inhibit the above coronaviruses, including 2019-nCoV.",0.6496956047640164
671,nn15iyqd,1074,drug,Baricitinib has both antiviral and anti-inflammatory properties.,0.6495665382749712
726,9jnixy2b,845,drug," As the coronavirus disease 19 (COVID-19) global pandemic rages across the globe, the race to prevent and treat this deadly disease has led to the “off-label” repurposing of drugs such as hydroxychloroquine and lopinavir/ritonavir, which has the potential for unwanted QT-interval prolongation and a risk of drug-induced sudden cardiac death.",0.6494916915252159
480,ptnmtvzj,1001,drug,"Of the 40 studies reporting mortality rates in hospitalized SARS or MERS patients, one cohort study (MERS) and one retrospective study (SARS) found a statistically significant increase in the mortality rate for patients treated with ribavirin.",0.6494584906980536
851,9q3lmsd3,829,drug,Chloroquine and hydroxychloroquine as available weapons to fight COVID-19,0.6493216952887003
6,679qfp2s,231,drug,"Prezcobix/Rezolsta is a fixed-dose combination of 800 mg of the HIV protease inhibitor darunavir (DRV) and 150 mg cobicistat, a CYP3A4 inhibitor, which is indicated in combination with other antiretroviral agents for the treatment of HIV infection.",0.6492892627770401
26,dpcpg5c1,574,drug,"To develop broad spectrum anti-viral agents, we further describe a novel strategy to design and synthesize viral polymerase inhibitors, by combining the ProTide Prodrug approach used in the development of Sofosbuvir with the use of 3’-blocking groups that we have previously built into nucleotide analogues that function as polymerase terminators.",0.6483313278825575
120,ptnmtvzj,1004,drug,"However, it is clear that the existing body of evidence is weighted heavily towards ribavirin (41/54 studies), which has not shown conclusive evidence of effectiveness and may cause harmful adverse events so future investigations may consider focusing on other candidates for antiviral therapy.",0.6480155618664479
89,2cuts3d9,816,drug,Chloroquine for the 2019 novel coronavirus SARS-CoV-2,0.6476250091860768
341,7e8zlt3t,483,drug,"We report the antiviral effect of remdesivir, lopinavir, homorringtonine, and emetine against SARS-CoV-2 virus in Vero E6 cells with the estimated 50% effective concentration at 23.15 μM, 26.63 μM, 2.55 μM and 0.46 μM, respectively.",0.6475599748539671
168,gy35gsl2,1055,drug,Resulting compounds were cross-checked for listing in the Traditional Chinese Medicine Systems Pharmacology Database.,0.6465446228859543
344,vbgf50os,626,drug,"In the simulations, ritonavir can bind to CEP_C30 most suitably, and induce significant conformation changes of CEP_C30; lopinavir can also bind to CEP_C30 suitably, and induce significant conformation changes of CEP_C30; darunavir can bind to PLVP suitably with slight conformation changes of PLVP.",0.6458167832023631
241,6ghu34m1,571,drug,"Tocilizumab, an anti-IL6 receptor antibody, to treat Covid-19-related respiratory failure: a case report",0.6436804774353785
249,z0qzgu5m,608,drug,"CEP, selamectin and mefloquine hydrochloride are potential drugs for treating 2019-nCoV infection.",0.15654034789553967
187,za3qypgg,634,drug,This review focuses on the effects of these drugs on host immunity against COVID-19.,0.1559957976343705
649,qdt90c22,539,drug,Direct-acting antivirals are effective tools to control viral infections.,0.15588789742765516
29,679qfp2s,236,drug,"Overall, the data do not support the use of DRV for treatment of COVID-19.",0.15562718719083568
4,da61tfr9,827,drug,"Preliminary trials of chloroquine repurposing in the treatment of COVID-19 in China have been encouraging, leading to several new trials.",0.15562221390147543
410,d7n1zy0b,754,drug,"Besides, the study presents some drugs that previously proved its efficiency against the newly emerged viral infection.",0.15540540146303755
25,b518n9dx,721,drug,"Further, we analyzed the pharmacological actions and previous trials of remdesivir to identify the feasibility of conducting experiments on COVID-19.",0.15538432439725697
14,qdt90c22,541,drug,Previous reports showed that HIV-1 protease inhibitors could block SARS-CoV main protease.,0.15534577985404813
551,za3qypgg,642,drug,Low-dose prednisolone and tacrolimus may have beneficial impacts on COVID-19.,0.15529766673430845
23,7e8zlt3t,484,drug,Ribavirin or favipiravir that are currently evaluated under clinical trials showed no inhibition at 100 μM.,0.15528252122997424
190,a5udnv5f,344,drug,Current efforts are focusing on development of specific antiviral drugs.,0.1552792599635908
663,aeuy92bx,492,drug,The fusion proteins were then characterized.,0.1549231314862769
43,1qniriu0,590,drug,The potential effectiveness of treating 2019-nCoV by using some existing HIV drugs is also analyzed.,0.15488876918732686
63,1mjaycee,176,drug,"However, few broad-spectrum antiviral drugs have been evaluated against COVID-19 in clinical trials, resulted in clinical recovery.",0.15473406670869538
604,da61tfr9,828,drug,Here we discuss the possible mechanisms of chloroquine interference with the SARS-CoV-2 replication cycle.,0.15469114017012828
996,2hgwa6pq,688,drug,This motif is absent from other coronaviruses.,0.15466950134188906
261,5ekdfers,438,drug,"Unfortunately, there is no specific antiviral agent or vaccine available to treat SARS-CoV-2 infections.",0.1546637483471202
45,z0qzgu5m,598,drug,The antiviral activities and antiviral mechanisms of potential drugs were further investigated.,0.15465921712095687
44,ju35nyir,436,drug,"In this brief review, we summarize the broad antiviral activity of niclosamide and highlight its potential clinical use in the treatment of COVID-19.",0.15464841301318472
516,6g34qwer,1117,drug,Antibody against CD147 could block the infection of SARS-CoV-2.,0.1545206582011863
442,7jkzbmsf,784,drug,Drugs are the main treatment of COVID-19 patients.,0.15445989453221637
10,w84qtud6,899,drug,Our data suggest silibinin a repurposing candidate drug may have multitarget activity against SARS-CoV-2.,0.15445072667735937
201,qebbkr6d,612,drug,The retrospective study using the past SARS-CoV and MERS-CoV data demonstrated that our machine learning based method can successfully predict effective drug candidates against a specific coronavirus.,0.15440044273705628
1101,9595vm0k,319,drug,"A new coronavirus, SARS-CoV-2, has recently emerged to cause a human pandemic.",0.15438346526233643
351,uifnjio5,472,drug,The titers of NAbs were variable in different patients.,0.15431093699257803
636,b31ctbat,653,drug,There are currently no registered therapies for treating coronavirus infections.,0.15430790736670297
228,fmumym1x,164,drug,The discovery of epitopes is helpful to the development of SARS-CoV-2 vaccine.,0.15429130515520095
1048,8eh90ber,536,drug, COVID-19 emerges as a pandemic disease with high mortality.,0.1542434087346849
773,nn15iyqd,1069,drug,"A cytokine storm has been shown in patients who develop fatal complications, as observed in past coronavirus infections.",0.15422073997328223
282,z0qzgu5m,596,drug,The pangolin coronavirus model was used to identify drug candidates for treating 2019-nCoV infection.,0.15419816593088634
885,ztcyvsoi,1184,drug,Many people are asymptomatic.,0.15419650254067696
720,566pbuic,925,drug,This study aims to investigate the factors affecting the progression of pneumonia in COVID-19 patients.,0.15412552393646795
1047,m0hivi0u,884,drug,"Hower, no approved drugs have been found to effectively inhibit the virus.",0.15407431813744077
274,yf5g53a9,821,drug,"This activity is conserved against SARS-Cov-2, thus placing teicoplanin as a potential treatment for patients with this virus.",0.15402797912595795
640,hi38itc9,1102,drug,Real time RT-PCR was used to detect the new coronavirus in respiratory samples.,0.15398824316709112
60,ymc93p0w,861,drug,"These observations suggest that the effect of ciclesonide was specific to coronavirus, suggesting this is a candidate drug for treatment of patients suffering MERS or COVID-19.",0.1539876231837563
21,qdt90c22,546,drug,"Then, these structures could serve as leading compounds to develop a series of derivatives optimizing their activity against SARS-CoV-2 and other coronaviruses.",0.15397843615216367
280,b4joa5tx,577,drug,Specific antiviral drug are urgently needed to treat COVID-19 infections.,0.15396328594526415
188,ptnmtvzj,998,drug,No eligible studies examining monoclonal antibodies for COVID-19 were identified.,0.15392384821642735
113,qebbkr6d,614,drug,Our in vitro assays revealed that CVL218 can exhibit effective inhibitory activity against SARS-CoV-2 replication without obvious cytopathic effect.,0.15387815835582874
511,5xyt8d5u,909,drug,We aim to investigate the clinical characteristic and allergy status of patients infected by SARS-CoV-2.,0.1538709650982013
195,sjyrr2bn,838,drug,"We suggest traditional Indian medicinal plants as possible novel therapeutic approaches, exclusively targeting SARS-CoV-2 and its pathways.",0.15386820331597206
13,da61tfr9,826,drug,"In the absence of a known efficient therapy and because of the situation of a public-health emergency, it made sense to investigate the possible effect of chloroquine/hydroxychloroquine against SARS-CoV-2 since this molecule was previously described as a potent inhibitor of most coronaviruses, including SARS-CoV-1.",0.15386136285621593
355,gy35gsl2,1060,drug,"Finally, network pharmacology analysis was used to predict the general in vivo effects of each selected herb.",0.1538366787482989
273,m0q7rm6z,808,drug,"Here, we report the ML model based on the Naive Bayes algorithm, which has an accuracy of around 73% to predict the drugs that could be used for the treatment of COVID-19.",0.15382189107308458
557,qopcs6jy,1085,drug,We also selected 7 types of structural proteins.,0.15381677321809958
77,vxqdfiel,558,drug,"More than 80 clinical trials have been launched to test coronavirus treatment, including some drug repurposing or repositioning for COVID-19.",0.15380166341240187
67,679qfp2s,232,drug,There are currently no definitive data on the safety and efficacy of DRV/cobicistat for treatment of COVID-19.,0.15379450722583177
1052,b518n9dx,716,drug,Relevant reports have pointed out the novel coronavirus has 80% homology with SARS.,0.15378727949988202
85,stnjl8f8,814,drug,"At present, there is no specific antiviral drug targeting 2019-nCoV.",0.15371725862698177
56,zb434ve3,756,drug,"Due to the lack of effective treatment options for SARS-CoV-2, various strategies are being tested in China, including drug repurposing.",0.15371040985229048
446,1mmqfp7g,665,drug,Recent studies revealed that the genome sequence of SARS-CoV-2 is very similar to that of SARS-CoV.,0.15370769604432954
100,c4u0gxp5,275,drug,"Currently, there is no definite treatment for COVID-19 although some drugs are under investigation.",0.15369552091402017
86,8gncbgot,62,drug,A number of novel compounds as well as therapeutics licensed for other conditions appear to have in vitro efficacy against the 2019-nCoV.,0.1536737724427339
87,nn15iyqd,1075,drug,Checkpoints inhibitors such as anti-CD200 and anti-PD1 could have a role in the treatment of CoViD-19.,0.15366271109147095
588,a5udnv5f,347,drug,"Further, we describe the benefits, challenges and considerations of NAbs against SARS-CoV-2.",0.15365174670278903
616,b1iyr42n,145,drug,Addition of a novel glycosylation sites were observed in 2019-nCoV.,0.15364205395574493
797,2uvibr2j,29,drug,Linkers and adjuvant were added to enhance the immunogenicity response of the MEV.,0.1536023400412806
393,5ekdfers,439,drug,"Also, information regarding the immunological characteristics in COVID-19 patients remains limited.",0.15360180418849104
662,yqiggzk9,981,drug,There is no specific drug treatment for the disease.,0.153583136860458
695,a5udnv5f,345,drug,Therapeutic neutralizing antibodies (NAbs) against SARS-CoV-2 will be greatly important therapeutic agents for the treatment of coronavirus disease 2019 (COVID-19).,0.1535632473464536
129,gy35gsl2,1057,drug,"Next, a docking analysis was used to test whether the compound had the potential for direct 2019-nCoV interaction.",0.15356162807308382
942,1yka7ej9,839,drug,"In this work, we use a within-host viral dynamic model to describe the SARS-CoV-2 kinetics in host.",0.15355518819680306
15,p1w3p80y,879,drug,We here share the therapeutic experiences of NCP treatment with literature review.,0.15354399647802158
1179,13akn7dm,706,drug,The pandemic of COVID-19 has been taking lives worldwide.,0.15350688953794156
64,8gncbgot,63,drug,"Some are being tested in clinical trials against MERS-CoV and SARS-CoV, while others have been listed for clinical trials against 2019-nCoV.",0.15349987282749572
315,pidar1gz,131,drug,The drug-repurposing effort documented herein focuses primarily on agents known to be effective against other RNA viruses including SARS-CoV and MERS-CoV.,0.15348766812986234
489,aeuy92bx,494,drug,"Moreover, fusion proteins potently neutralized SARS-CoV and 2019-nCoV in vitro.",0.15344876109344247
560,m5ho8jqp,15,drug,"Nevertheless, critical lessons can be learned for the development of vaccines against rapidly emerging viruses.",0.15344166277350976
218,5ekdfers,443,drug,"In addition, the increased expression of CD4 in γδ T cells may serve as a biomarker for the assessment of SARS-CoV-2 infection.",0.1534150664000087
91,b31ctbat,658,drug,"In addition, a database of 78 commonly used anti-viral drugs including those currently on the market and undergoing clinical trials for SARS-CoV-2 was constructed.",0.15339501992662652
677,1yka7ej9,841,drug,Our result shows that the basic reproductive number of SARS-CoV-2 in host growth is around 3.79.,0.15338755670201992
762,m0q7rm6z,803,drug,"So, there is an urgent requirement of new and effective medications that can treat the disease caused by SARS-CoV-2.",0.15338059885314884
250,aeuy92bx,491,drug,An ACE2 mutant with low catalytic activity was also used in the study.,0.1533707192890642
605,13akn7dm,711,drug,"In addition, some of hospitalized COVID-19 patients had cardiovascular diseases in China.",0.1532942779434467
372,ymc93p0w,856,drug,"Steroid compounds, which are expected to have dual functions in blocking host inflammation and MERS-CoV replication, were screened from a chemical library.",0.1532843597278913
849,hicqy5sj,253,drug,The spike protein on the coronavirus envelope is critical for host cell infection and virus vitality.,0.1532823850643978
1000,nxfr24sp,739,drug,Limited data are available for hemodialysis patients with COVID-19 pneumonia.,0.15326179843660556
41,zb434ve3,762,drug,"Overall, we suggest that the list of antiviral drugs identified by the MT-DTI model should be considered, when establishing effective treatment strategies for SARS-CoV-2.",0.1532381808233931
143,679qfp2s,234,drug,DRV showed no activity against SARS-CoV-2 at clinically relevant concentrations (EC50 >100 μM).,0.15322827023931754
485,pidar1gz,133,drug,"More than 500 patents disclose methodologies of these four biologics with the potential for treating and preventing coronavirus infections, which may be applicable to COVID-19.",0.15322559972717012
603,m5ho8jqp,16,drug,"Importantly, SARS-CoV-2 vaccines will be essential to reducing morbidity and mortality if the virus establishes itself in the population.",0.1532165504913218
51,cszqykpu,679,drug,"Due to the lack of effective treatment options for 2019-nCoV, various strategies are being tested in China, including drug repurposing.",0.1531753063448763
197,a6p6ka8w,405,drug,We performed a sentiment analysis to identify emotional valence and predominant emotions.,0.15316738981683803
229,cszqykpu,683,drug,"However, in our prediction, they may also bind to the replication complex components of 2019-nCoV with an inhibitory potency with Kd < 1000 nM.",0.15316479751785936
93,7jkzbmsf,789,drug,"For the treatment of COVID-19, pharmacists conducted adverse reaction monitoring and participated in the multidisciplinary consultation of COVID-19.",0.15314778165232681
890,sjyrr2bn,833,drug,"When compared with SARS and MERS, COVID-19 has spread more rapidly, due to increased globalization and adaptation of the virus in every environment.",0.15314734852173476
505,8gncbgot,60,drug,Several vaccine candidates are in the pipeline.,0.1531323331880136
184,7e8zlt3t,482,drug,We evaluated the in vitro antiviral effect of compounds that were previously reported to inhibit coronavirus replication and compounds that are currently under evaluation in clinical trials for SARS-CoV-2 patients.,0.15312729063710995
564,647zcjgu,780,drug,"Finally, antibodies and small molecular inhibitors that can block the interaction of ACE2 with RBD should be developed to combat the virus.",0.15311507894037873
135,qebbkr6d,610,drug,The global spread of SARS-CoV-2 requires an urgent need to find effective therapeutics for the treatment of COVID-19.,0.15309793395906873
464,7jkzbmsf,785,drug,Pharmaceutical service offers drug safety ensurance for COVID-19 patients.,0.1530956760917962
314,nn15iyqd,1072,drug,"Antimalarial drugs, commonly used in rheumatology, may alter the lysosomal proteases that mediates the viral entry into the cell and have demonstrated efficacy in improving the infection.",0.15309086833964874
374,plxz5mkg,507,drug,"Finally, the advances in the development of chemotherapeutic options are also briefly summarized.",0.15307635045580553
449,qopcs6jy,1081,drug,The highly prevalence of COVID-19 is due to the lack onset of symptoms.,0.15307380583239572
189,athjtu2j,991,drug,"TCM can cure COVID-19 pneumonia, and also shows that the role of TCM in blocking the progress of COVID-19 pneumonia.",0.15306477468183305
634,p5ecpcll,735,drug,Changes in serum proalbumin may contribute to the early warning of novel coronavirus pneumonia.,0.1530502350529418
110,m0q7rm6z,809,drug,Our study predicts around ten FDA approved commercial drugs that can be used for repurposing.,0.15304375341805398
412,aeuy92bx,495,drug,"As these fusion proteins exhibit cross-reactivity against coronaviruses, they could have potential applications for diagnosis, prophylaxis, and treatment of 2019-nCoV.",0.15303693903167062
375,6g34qwer,1130,drug,No adverse effect was found in meplazumab-treated patients.,0.15303265643634845
961,647zcjgu,770,drug,2019-nCoV is a newly identified coronavirus with high similarity to SARS-CoV.,0.15303065939116858
212,zb434ve3,760,drug,"However, in our prediction, they may also bind to the replication complex components of SARS-CoV-2 with an inhibitory potency with Kd < 1,000 nM.",0.1529964657056167
886,m40kwgcg,1194,drug,We aimed to further clarify the epidemiological and clinical characteristics of 2019-nCoV pneumonia.,0.152987405188311
289,fvig79k3,853,drug,"Although there are mutations of the 2019-nCoV, the binding energy of ACE2 remains high.",0.15294799618413948
702,0xhho1sh,675,drug,"The one case of SARS-CoV-2 pneumonia in the USA is responding well to remdesivir, which is now undergoing a clinical trial in China.",0.15292782519357628
679,plxz5mkg,505,drug,"Furthermore, we also review the current knowledge on the origin and evolution of the SARS-CoV-2.",0.1529241422994872
272,3r0nqzgu,1175,drug,The data indicates that ACE2 is mainly expressed in epithelial cells of the colon.,0.15292320303550477
539,566pbuic,945,drug,These results can be used to further enhance the ability of management of COVID-19 pneumonia.,0.15290906629839818
964,sjyrr2bn,835,drug,"Hence, the recent outburst of COVID-19 highlights an urgent need for therapeutics targeting SARS-CoV-2.",0.1528907074444966
58,uyu2buo1,535,drug,"Hence, oral or intravenous administration of AA and other unsaturated fatty acids may aid in enhancing resistance and recovery from SARS-CoV-2, SARS and MERS infections.",0.1528724406408566
265,uifnjio5,476,drug,Interpretation The variations of SARS-CoV-2 specific NAbs in recovered COVID-19 patients may raise the concern about the role of NAbs on disease progression.,0.1528381318201087
946,647zcjgu,778,drug,2019-nCoV is thought to be transmitted through respiratory droplets.,0.15283673158962469
1028,da61tfr9,823,drug,"Despite drastic containment measures, the spread of this virus is ongoing.",0.15282314429458954
3,m0hivi0u,886,drug,"The molecular docking results indicate that, the 3CLpro of SARS-CoV-2 has a higher binding affinity for all the studied inhibitors than its SARS homologue.",0.1528211299957825
258,0d77ojnb,873,drug,The data demonstrate an interaction between the recombinant surface receptor binding domain and the polysaccharide.,0.1528201964424808
180,1mmqfp7g,667,drug,Our analyses revealed that the top nine hits might serve as potential anti- SARS-CoV-2 lead molecules for further optimisation and drug development process to combat COVID-19.,0.1528168279151732
99,sjyrr2bn,837,drug,"Further, the current treatment options, drugs available, ongoing trials and recent diagnostics for COVID-19 have been discussed.",0.15279870661164707
925,epcel2ez,497,drug,"To date, there are no clinically approved vaccines or antiviral drugs available for these human coronavirus infections.",0.15278547955165311
335,6g34qwer,1132,drug,Our results support to carry out a large-scale investigation of meplazumab as a treatment for COVID-19 pneumonia.,0.15276717084758135
111,7e8zlt3t,485,drug,"Synergy between remdesivir and emetine was observed, and remdesivir at 6.25 μM in combination with emetine at 0.195 μM may achieve 64.9% inhibition in viral yield.",0.1527656404903844
160,6g34qwer,1118,drug,"We aimed to assess the efficacy and safety of meplazumab, a humanized anti-CD147 antibody, as add-on therapy in patients with COVID-19 pneumonia.",0.15275661218449238
169,1mjaycee,175,drug,There is no clinically approved antiviral drug or vaccine available to be used against COVID-19.,0.1527519984725439
193,6y9n69g5,795,drug,"In this regard, we conducted a systematic review to identify major druggable targets in coronavirus (CoV).",0.15273703080891743
379,2tu707ng,216,drug,"Here, we have conducted an online search for all treatment options related to coronavirus infections as well as some RNA virus infection and we have found that general treatments, coronavirus-specific treatments, and antiviral treatments should be useful in fighting COVID-19.",0.15273682199052058
1108,vxqdfiel,557,drug,WHO has named the novel coronavirus disease as COVID-19.,0.15272504505084727
1150,plxz5mkg,503,drug,"However, as SARS-CoV-2 is an emerging virus, we know little about it.",0.15271691354317293
7,1qniriu0,588,drug,"We show that the protease inhibitor binding sites of 2019-nCoV and SARS-CoV are almost identical, which means all potential anti-SARS-CoV chemotherapies are also potential 2019-nCoV drugs.",0.15269848166799582
561,0xhho1sh,676,drug,"Currently, controlling infection to prevent the spread of SARS-CoV-2 is the primary intervention being used.",0.1526973301701962
943,801t0728,429,drug,"Secondly, during the SARS-CoV epidemic, clinical reports have suggested tears as a medium of infection.",0.1526844182549285
708,penb65x7,1159,drug,Patients with severe COVID-19 seem to have higher rates of liver dysfunction.,0.15268376123295418
42,qebbkr6d,618,drug,"We also proposed several possible mechanisms to explain the antiviral activities of PARP1 inhibitors against SARS-CoV-2, based on the data present in this study and previous evidences reported in the literature.",0.15268281901286007
645,ljli6a2z,360,drug,"In this manuscript, we have extended our preliminary analysis to include SARS-CoV-2 virus as well.",0.1526820682261336
641,ljli6a2z,357,drug,We also demonstrate that our proposed method can correctly distinguish SARS-CoV-2 from SARS-CoV-1 viruses by analyzing very short segments of nucleotide sequences.,0.15268043355378122
138,2uvibr2j,23,drug,"Therefore, an effective vaccine against SARS-COV-2 is crucially needed.",0.15266897300898452
213,m0q7rm6z,810,drug,"Among all, we suggest that the antiretroviral drug Saquinavir (DrugBank ID DB01232) would probably be one of the most effective drugs based on the selected criterions.",0.15266606606588515
231,b518n9dx,719,drug,China has also taken immediate action to put remdesivir into clinical trials with the purpose of applying it into clinical therapeutics for Corona Virus Disease 2019 (COVID-19).,0.15265501366119222
419,nn15iyqd,1073,drug,Anti-IL-1 and anti-IL-6 may interfere with the cytokine storm in severe cases and use of tocilizumab has shown good outcomes in a small cohort.,0.152639777700189
1140,1qkwsh6a,189,drug,"In a short span of time, the virus spread has been noted in 24 countries.",0.1526284617362994
376,2hgwa6pq,687,drug,• The spike protein of SARS-CoV-2 acquired a RGD motif known to bind integrins.,0.15259182034009006
676,pidar1gz,130,drug,It highlights antiviral strategies involving small molecules and biologics targeting complex molecular interactions involved in coronavirus infection and replication.,0.15257981564793233
420,fvig79k3,852,drug,"In previous studies, it was found that the conformation change in CTD1 was the region where SARS-CoV bound to human ACE2.",0.1525770374408474
493,z0qzgu5m,593,drug,This study aims to repurpose the clinically approved drugs for the treatment of coronavirus disease 2019 (COVID-19) in a 2019-nCoV related coronavirus model.,0.1525610413881613
633,ksbha7kz,1006,drug,We firstly reported a case of acute myelitis in a SARS-CoV-2-infected patient.,0.15255772683539187
366,yb5kf0u2,51,drug,"Collectively, our results support the clinical development of MNA delivered recombinant protein subunit vaccines against SARS, MERS, COVID-19, and other emerging infectious diseases.",0.15255685562838406
66,z0qzgu5m,609,drug,"Our results strongly suggest that CEP is a wide-spectrum inhibitor of pan-betacoronavirus, and clinical trial of CEP for treatment of 2019-nCoV infection is warranted.",0.15254670449726837
438,2uvibr2j,24,drug,This study was conducted to design an effective multiepitope based vaccine (MEV) against SARS-COV-2.,0.15254301279662047
553,xieqswct,769,drug,The PAC-MAN approach is potentially a rapidly implementable pan-coronavirus strategy to deal with emerging pandemic strains.,0.15254058075664473
710,b1iyr42n,139,drug,The sequences of spike glycoprotein of 2019-nCoV and SARS coronavirus (SARS-CoV) were used for the comparison.,0.15253600397843264
471,xhachzby,551,drug,The main goal of the optimization efforts was improvement of the pharmacokinetic properties of the compounds.,0.15251818593014488
281,yb5kf0u2,48,drug,Interpretation MNA delivery of coronaviruses-S1 subunit vaccines is a promising immunization strategy against coronavirus infection.,0.15251374491932002
469,t996fbad,698,drug,"Moreover, the Angiotensin II level in the plasma sample from 2019-nCoV infected patients was markedly elevated and linearly associated to viral load and lung injury.",0.15249970714647793
444,5xyt8d5u,912,drug,All patients were community acquired cases.,0.1524798642569354
76,qebbkr6d,619,drug,"In summary, the PARP1 inhibitor CVL218 discovered by our data-driven drug repositioning framework can serve as a potential therapeutic agent for the treatment of COVID-19.",0.15245807296322017
760,qdt90c22,540,drug,SARS-CoV-2 is a coronavirus associated with the epidemiological outbreak in late 2019.,0.15241921849506962
358,1qniriu0,586,drug,"However, the viral protease of a coronavirus is well-known to be essential for its replication and thus is an effective drug target.",0.15241467290518207
103,2tu707ng,218,drug,"In addition, convalescent plasma should be given to COVID-19 patients if it is available.",0.15241376939815765
126,nn15iyqd,1071,drug,"Based upon our limited knowledge on the pathogenesis of CoViD-19, a potential role of some anti-rheumatic drugs may be hypothesized, acting as direct antivirals or targeting host immune response.",0.15240452634713175
906,5xyt8d5u,922,drug,"Allergic diseases, asthma and COPD are not risk factors for SARS-CoV-2 infection.",0.15239948764097794
