,pid,newpid,category,sent,newscore
1359,ejkrvze7,27359,ADE,"Increased interferon gamma (IFN-γ) expression was observed in the mucosal immune compartment, i.e., HALT, after primary vaccination, but shifted to the systemic immune compartment after boosting.",0.1757191354116149
1459,r6c7kmqj,39202,ADE,"Strikingly, the RIG-I-specific transcriptional response afforded partial protection from influenza challenge, even in the absence of type I interferon signaling.",0.17571771932403538
33,kv9n2qj3,23738,ADE,"The Medline database was searched using combinations and variations of terms, including ‘Middle East respiratory syndrome coronavirus’, ‘MERS-CoV’, ‘SARS’, ‘therapy’, ‘molecular’, ‘vaccine’, ‘prophylactic’, ‘S protein’, ‘DPP4’, ‘heptad repeat’, ‘protease’, ‘inhibitor’, ‘anti-viral’, ‘broad-spectrum’, ‘interferon’, ‘convalescent plasma’, ‘lopinavir ritonavir’, ‘antibodies’, ‘antiviral peptides’ and ‘live attenuated viruses’.",0.17543515417802957
1477,j90daoiq,8119,ADE,Vaccination with LBSap induced a prominent type 1 immune response that was characterized by increased levels of interleukin (IL-) 12 and interferon gamma (IFN-γ) production by peripheral blood mononuclear cells (PBMC) upon stimulation with soluble vaccine antigen.,0.17525421159965038
1275,wzozcj6l,40154,ADE,"In this study, site-directed mutagenesis analysis showed that the R128A or R129A mutation introduced into a highly conserved motif ((123)GKYLQRRLQ(131)) reduced the ability of nsp1β to suppress interferon beta (IFN-β) activation and also impaired nsp1β's function as a PRF transactivator.",0.17495137488563364
1360,hqmyund4,6793,ADE,There was no statistical relationship between responses and either tumor necrosis factor-α or interleukin (IL)-10 promoter polymorphisms among the 3 response groups.,0.17471701975369658
1653,hnaw4pyf,26651,ADE,"Additionally, significant increases in plasma TNF-α and IFN-γ, which may be important factors in the heightened immunopathology in the liver and brain, were detected in the Rag2 (−/−) mice 30 days after intravascular delivery.",0.17339833567143187
1659,zu0ubwfq,7842,ADE,"The virus inhibits key cytokines, such as IFN-α, and may induce regulatory cytokines, such as interleukin (IL)-10.",0.17327259527725986
1565,5g0n9na8,18974,ADE,"Compared with icPC22A, the KDKE(4A) and KDKE(4A)-SYA mutants replicated less efficiently in vitro but induced stronger type I and type III interferon responses.",0.17317515799397226
1793,33y3qf20,11688,ADE,The DNA vaccine was found to mediate primarily a cellular immune response with high levels of IgG2a and the cytokines IL-2 and gamma interferon (IFN-γ).,0.17316947667064714
1885,laai8ohw,12821,ADE,"The rNDV vectors predominantly induced IgG2a subclass antibody for the Th1 response, and specifically, high levels of gamma interferon (IFN-γ), tumor necrosis factor alpha (TNF-α), and interleukin-2 (IL-2) were detected in splenocytes.",0.17187411939048391
1984,p4ef8o77,31649,ADE,"According to these data, the immune response to HRSV infection—comparatively to HRV infection—was more associated to the activation of the interferon gamma signaling pathways and less related to neutrophil activation mechanisms.",0.17110055649521874
1812,d13shsas,34997,ADE,"RNA viruses may escape acquired humoral and cellular immune responses by mutations in protective antigenic epitopes (e.g., avian influenza viruses), while accessory non-structural proteins or multi-functional structural proteins interfere with the interferon system (e.g., Newcastle disease virus).",0.17086653626090412
1872,iub5hvz9,39307,ADE,"Upon challenge with a lethal dose of SARS-CoV, virus-specific memory CD8 T cells efficiently produced multiple effector cytokines (gamma interferon [IFN-γ], tumor necrosis factor alpha [TNF-α], and interleukin 2 [IL-2]) and cytolytic molecules (granzyme B) and reduced lung viral loads.",0.1706407692272517
2157,fh0mhqhv,10269,ADE,"Cellular and humoral immunogenicity was confirmed in two mouse strains, including type I interferon receptor knockout mice, which are susceptible to CCHF disease.",0.17022097224478155
2179,bftsmcl4,24130,ADE,Combination of supportive treatment with interferon and antivirals is also being explored.,0.1694683142204847
2082,msmq91d2,11122,ADE,"MP-12 was manufactured as an Investigational New Drug vaccine by using MRC-5 cells and encodes a functional NSs gene, the major virulence factor of RVFV which 1) induces a shutoff of the host transcription, 2) inhibits interferon (IFN)-β promoter activation, and 3) promotes the degradation of dsRNA-dependent protein kinase (PKR).",0.168998778207292
2391,vysrzhjs,26020,ADE,"In mice with dominant cross-reactive memory responses, during challenge with PICV increased immunopathology was directly associated with these cross-reactive NP205-specific CD8 memory cells.",0.16804568841659134
2484,xieqepl2,13766,ADE,"The major immunoglobulin G subclass recognizing N protein was immunoglobulin G2a, and stimulated splenocytes secreted high levels of gamma interferon and IL-2 in response to N protein.",0.16776348365588872
2436,igw16hwb,37839,ADE,Past studies have shown NSs to be a multifaceted protein important for virulence through modulation of the interferon response as well acting as a general inhibitor of transcription.,0.16755927566934326
2755,5nyoxono,16331,ADE,"Notably, SARS-CoV has evolved evasive strategies to suppress antiviral type I interferon responses in infected cells.",0.1675159705078599
2565,etpgwzrn,21039,ADE,"While there were significant differences in the number of host genes differentially regulated during the host responses between the three SARS-CoV strains, the top pathways and functions were similar and only apparent early during infection with the majority of genes associated with interferon signaling pathways.",0.16652014426443745
2802,2gej7h1d,12829,ADE,"To improve the immune response, an adjuvant consisting of plasmid encoding either porcine interleukin (IL)-12 or IFN-α was co-administered during vaccination.",0.16649952090512982
2840,qx9flfme,14624,ADE,"Mechanistically, the attenuation phenotype was attributed to the enhanced sensitivity of the mutant virus to the antiviral effects of interferon and IFIT proteins.",0.16641344250412737
2838,od484ub1,11176,ADE,"Additionally, induction of specific T cells was demonstrated by T cell proliferation, antigen-specific T cell cytotoxicity, and gamma interferon secretion after stimulation of splenocytes with MERS-CoV-S presented by murine dendritic cells.",0.16575201097700432
2949,h3g3sgiu,5822,ADE,"Cellular and humoral immunogenicity was confirmed in 2 mouse strains, including type I interferon receptor knockout mice, which are susceptible to CCHF disease.",0.16574638219935262
2985,zhmx8f4v,9962,ADE,"Furthermore, these replication-incompetent AHSV particles were demonstrated to be highly protective against homologous virulent virus challenges in type I interferon receptor (IFNAR)-knockout mice.",0.16567870648366234
2913,2m8xhi5r,39907,ADE,"We found that mutating a viral endoribonuclease, EndoU, results in a virus that activates both the type I interferon response and the type III interferon response in macrophages and epithelial cells.",0.1653233862104289
2852,vysrzhjs,26026,ADE,We show that some of the coinfected mice have sufficiently altered memory T cell responses that they have decreased protection and enhanced immunopathology when reexposed to one of the two viruses.,0.1651553407721302
2673,kx43u0n4,30236,ADE,"Through the use of macrophage genetic knockouts, we identified Toll-like receptor 2 (TLR2), the cytosolic nucleotide-binding oligomerization domain containing 2 (NOD2) receptor, and the inflammasome-associated caspase-1 as contributors to macrophage activation, with NOD2 cooperating with caspase-1 to induce inflammasome derived interleukin (IL)-1β in a pyroptosis-independent fashion.",0.16480298559771295
3088,gl46jz56,31447,ADE,"A formalin-inactivated RSV vaccine used in a trial in the 1960s elicited immunopathology in response to natural RSV infection; this has been modeled experimentally, primarily in inbred mice and cotton rats.",0.16426923749749112
3183,gub0qflg,30888,ADE," Background Type I interferon induced MxA response can differentiate viral from bacterial infections, but MxA responses in rhinovirus or asymptomatic virus infections are not known.",0.1642107473692513
3167,a95dwvcn,36568,ADE,"We show that at 72 hr post vaccination, liposomes alone induce no changes in gene expression and inflammatory profiles within afferent lymph; however, the incorporation of CpG drives interferon, antiviral and cytotoxic gene programmes.",0.16420602053836528
3381,j7fpiqfj,11416,ADE,Type I interferon (TI-IFN)-producing plasmacytoid dendritic cells (pDC) may play an important role in vaccine development.,0.16409823349435526
2991,8db700qd,33751,ADE,In this review we focus primarily on the interferon pathway and its regulation as well as mechanisms by which respiratory RNA viruses interfere with its signalling capacity.,0.1639817789486844
3583,xfoy3i7d,18590,ADE,"The innate immune response following PRRSV infection, particularly the antiviral type I interferon response, is meager, but when provided exogenously, IFN-α enhances PRRSV immunity and viral control.",0.1637952666085706
3123,itrv27tm,12023,ADE,"Whereas similar virus titers were observed in the control animals and the animals immunized with S protein with or without AuNPs, Type 1 interferon and pro&#8208;inflammatory responses were moderate in the mice treated with S protein with and without AuNPs.",0.16363504219259956
4017,j7fpiqfj,11417,ADE,"Here, we show that Bartha elicits a dramatically increased type I interferon (TI-IFN) response in primary porcine pDC compared to wild-type strains.",0.16274674274939596
3648,wx46bpwm,21271,ADE,Adult mice with gene knockouts of the interferon α/β (IFN-α/β) receptor (IFNAR(−/−)) have been described as a model of arbovirus infections.,0.16260856811745375
4029,u7h279m6,22942,ADE,"Furthermore, a RBD-based subunit vaccine is expected to be safer than other vaccines that may induce Th2-type immunopathology.",0.16246110098652444
3724,455g55w0,32788,ADE,"To detect the T helper (Th)1 epitope, peripheral blood mononuclear cells (PBMCs) obtained from FIPV-infected cats were cultured with each peptide, and Th1-type immune responses were measured using feline interferon (fIFN)-γ production as an index.",0.16240750508040983
3947,rme6b022,6605,ADE,"Here, we evaluated the potential of TGEV S1 as a DNA vaccine and porcine interleukin (pIL)-12 as an adjuvant in a mouse model.",0.16235052354621446
3877,gz72x0r1,25721,ADE,"While viruses lacking 2′-O-MTase activity had enhanced sensitivity to type I interferon (IFN), they were not completely restored in their absence in vivo.",0.1623167878037066
3915,mubgm9s9,22690,ADE,Two administrations of both plasmids elicited low antibody levels but primed a strong cell-mediated immunity characterized by lymphoproliferative response and gamma interferon production in vitro and in vivo.,0.1622758881755868
4247,7kt8q02t,31686,ADE,Supplementation of cultures with exogenous interleukin 2 (IL-2) significantly increased the level of response of individual cheetahs to both strains of FHV-1.,0.16223565315051403
4316,epz7fvnx,39102,ADE,"We obtained cloned B cell lines, which produced antibodies in the presence of interleukin 21 after turning off STAT5.",0.16175721123014758
4558,hb2lieh3,1610,ADE,"However, challenge of mice given any of the vaccines led to occurrence of Th2-type immunopathology suggesting hypersensitivity to SARS-CoV components was induced.",0.16171450050087463
3842,xflpe1y8,28056,ADE,The A2MC2 serially passaged 90 times (A2MC2-P90) retains the feature of interferon induction.,0.16144338717793394
29840,r2h9bnpc,25474,ADE,"In contrast, pathogenic NW arenavirus infections are accompanied by elevated levels of Type I interferon and pro-inflammatory cytokines.",0.16121598221949
4071,lsoyra49,18014,ADE,"In HAE, type I interferon (IFN) is induced following infection with an HPIV1 mutant expressing defective C proteins with an F170S amino acid substitution, rHPIV1-C(F170S), but not following infection with wild-type HPIV1.",0.16113017402365973
4818,vysrzhjs,26019,ADE,"In mice with PICV-dominant responses, during a high-dose challenge with LCMV clone 13, increased immunopathology was associated with a reduced number of LCMV-specific effector memory CD8 T cells.",0.16112558576299926
7035,7u11aj7g,19202,ADE,Deletions in the carboxy-terminal region of nsp1 protein led to higher host interferon responses and virus attenuation.,0.16110780322987117
33419,fo2et69u,20104,ADE,These mice also displayed an increase in interleukin 6 (IL-6) and gamma interferon (IFN-γ) secretion by spleen cells 10 days after infection.,0.161097416392938
8372,ndz3oarf,27347,ADE,"To elucidate pathways through which VLPs confer post-exposure protection, we investigated the role of type I interferon (IFN) signaling.",0.16098286953415694
5823,yxr9035o,17259,ADE,"Ultimately, this study revealed that the early upregulation of interleukin (IL)-12p40 and Interferon (IFN)-γ cytokine genes, which shape the antigen-specific cell-mediated immune responses, retarded the decline of virus replication, and enhanced the development of lesions in the conjunctiva epithelium.",0.16094786284110427
4607,ctd9sutv,603,ADE,One possible answer is antibody dependent enhancement (ADE) of SARS-CoV-2 due to prior exposure to other coronaviruses.,0.1609115492590338
11686,7smnk0ob,14973,ADE,Our data suggested a direct and potent role of host interferon response in restricting JUNV replication in mice.,0.16089921626407108
10794,bb5dnbbt,3018,ADE,"Besides, the immune responses and potential antibody dependent enhancement of MERS-CoV infection are extensively reviewed.",0.16080059745562914
16593,7smnk0ob,14970,ADE,Treatment with low concentrations of interferon abrogated viral NP protein expression in murine cells.,0.16079487033934314
3852,mzsoh16g,4999,ADE,"Studies continue also with interferon, but because of toxicity problems these look less interesting at present.",0.16075431390065828
4785,saibd3rw,35541,ADE,"Porcine reproductive and respiratory syndrome virus (PRRSV), a RNA virus, impairs several processes of host immune responses including interfering with interferon production and signaling, modulating cytokine expression, manipulating apoptotic responses and regulating adaptive immunity.",0.1607288689641033
7603,r6c7kmqj,39198,ADE,"Evaluation of the magnitude and duration of gene expression by transcriptional profiling identified a robust, sustained and diversified antiviral and inflammatory response characterized by enhanced pathogen recognition and interferon (IFN) signaling.",0.16069092086228834
10972,2m8xhi5r,39908,ADE,This activation of interferon resulted in limited viral replication in epithelial cell cultures and was associated with reduced virus shedding and mortality in piglets.,0.1606886460828877
5385,rhhafruq,40348,ADE,"Protection against eosinophilic immunopathology by vaccines containing delta inulin adjuvants correlated better with enhanced T-cell gamma interferon (IFN-γ) recall responses rather than reduced interleukin-4 (IL-4) responses, suggesting that immunopathology predominantly reflects an inadequate vaccine-induced Th1 response.",0.16067835476120304
8694,7smnk0ob,14969,ADE,Here we report that the pathogenic and vaccine strains of JUNV were highly sensitive to interferon in murine primary cells.,0.16065767969949651
12103,id1cxmk1,24393,ADE,The spectrum of interferon (IFN)-γ responses of Balb/c mice immunized against two different forms of SARS CoV-N plasmid was then analyzed.,0.16062956407982712
8255,vcysq6zp,23369,ADE,We show that rotavirus infection significantly enhanced serum tumor necrosis factor alpha and gamma interferon cytokine levels after LPS treatment compared to uninfected mice.,0.1605804773479818
15765,7smnk0ob,14968,ADE,"We have reported that interferon receptor knockout mice succumb to JUNV infection, indicating the critical role of interferon in restricting JUNV infection in mice.",0.16056527888442193
5097,nixkopi2,7630,ADE,"The strong interferon response of normal cells upon contact with NDV appears to be the basis for the good tolerability of the virus in cancer patients and for its immune stimulatory properties, whereas the weak interferon response of tumor cells explains the tumor selectivity of replication and oncolysis.",0.1605260152221973
10620,2gej7h1d,12828,ADE, Immunization of pigs with a modified live porcine reproductive and respiratory syndrome virus (PRRSV) vaccine initially elicits a weak interferon (IFN)-γ response.,0.16051988192565741
6061,nkr14gw6,36394,ADE,BCG- but not LCMV-immune memory phenotype CD4 T cells preferentially produced gamma interferon (IFN-γ) in vivo after VV challenge.,0.16046775356837764
19717,xqxznv1r,24504,ADE,"Out of 30 peptides predicted on computational algorithms, nine peptides could significantly induce interferon gamma (IFN-γ)-producing CD8+ T cells in mice.",0.16041764868015485
21315,g15qw1ky,20295,ADE,AIM: The research aimed to study the effect of interferon (IFN)-based drugs on the behavior of immunological parameters in calves during the specific prevention of associative infections.,0.1604106898726528
10583,izdl0f2i,2045,ADE,We assessed the safety of the SARS vaccine and observed whether the antibody dependent enhancement (ADE) occurred under low levels of neutralizing antibody in rhesus.,0.1603585687152174
24638,hleylymf,13224,ADE,"The production of gamma interferon (IFN-γ), interleukin-2 (IL-2), and interleukin-4 (IL-4) was detected in splenocytes of rMVA-inoculated mice at 30, 60, and 90 days post inoculation to evaluate the cellular immune response.",0.1603551944579024
15682,h6vm2nb0,17613,ADE,"In addition, the results of this study raise the possibility that interferon (IFN)-β and IFN-γ induced by the treatments may exert anti-viral responses against MDV replication in the bursa of Fabricius at early stage of MDV infection in chickens.",0.16029510644453615
4634,n432gi8w,35690,ADE,"To investigate whether arboviruses encounter bottlenecks during dissemination in the vertebrate host, we infected immunocompetent mice and immune-deficient mice lacking alpha/beta interferon (IFN-α/β) receptors (IFNAR(−/−) mice) with a pool of genetically marked viruses to evaluate dissemination and host barriers.",0.16027694042792473
21859,h6vm2nb0,17612,ADE,Further investigation of cytokine gene profiles in spleen and bursa of Fabricius revealed an inverse association between interleukin (IL)-10 and IL-18 expression and protection conferred by different treatments.,0.16019060990916703
20057,20los4eg,33335,ADE,"Replication and spread of the nsp1 mutant virus was restored almost to wild-type levels in type I interferon (IFN) receptor-deficient mice, indicating that nsp1 interferes efficiently with the type I IFN system.",0.16018158373855762
26737,wyub1zq2,6362,ADE,The humoral and interferon gamma responses as well as the CSFV RNA loads were monitored for 21 days post-vaccination.,0.16014246215611014
26522,rl12fwrz,37670,ADE,"Therefore, immunopathology likely caused by elevated cellular recruitment is an implicated mechanism of severe pH1N1 infection in pregnant mice.",0.1601187227747064
6176,2dc958jf,12460,ADE,The anti-neoplastic and immune-stimulatory properties in non-permissive hosts such as mouse and man have to do with the strong type I interferon responses induced in these foreign species.,0.1600841090289029
6243,a04e06zy,36500,ADE,"NSs protein, a major virulence factor of RVFV, inhibits host transcription including interferon (IFN)-β mRNA synthesis and promotes degradation of dsRNA-dependent protein kinase (PKR).",0.16006037673402218
5522,89stvkqn,37332,ADE,"The IFITM proteins confer basal resistance to influenza A virus, but are also inducible by interferons type I and II, and are critical for interferon's virustatic actions.",0.16005070338951277
6189,l3d19xur,33018,ADE,"The majority of the genes that were up-regulated by ALVAC belong to the type I interferon signaling pathway including IRF7, STAT1, RIG-1, and MDA-5.",0.1600380143956764
15261,6zrv687k,15225,ADE,"Perforin, but not interferon gamma, was required for clearance of MNV infection by adoptively transferred T lymphocytes from vaccinated hosts.",0.16001495286559933
27000,qujgbe8z,8981,ADE,"In the ELISPOT assay on HLA-A2 (+) human PBMCs, interferon (IFN)-γ-production was evident in the P2 and P4 groups.",0.15999641122576713
24734,lggpl392,14519,ADE,"Recombinant Newcastle disease virus (rNDV) stands out as a vaccine vector since it has a proven safety profile in humans, it is a potent inducer of both alpha interferon (IFN-α) and IFN-β) production, and it is a potent inducer of dendritic cell (DC) maturation.",0.15994611590395919
18163,54b4gi2c,29807,ADE,"In addition, DNA fragmentation detected upon Candid#1 infection of type I interferon (IFN)-deficient Vero cells suggested a type I IFN-independent mechanism of apoptosis induction in response to JUNV.",0.15993641521793608
19984,0w0hx91g,7252,ADE,Higher titers of nonneutralizing antibody with higher avidity at the early stage of influenza virus infection may be associated with worse clinical severity and poorer outcomes.,0.15987645764813302
4640,je266mj1,38041,ADE,"The increase in plasma viremia in acute HIV-1 infection was found to be associated with elevations in plasma levels of multiple cytokines and chemokines, including rapid and transient elevations in alpha interferon (IFN-α) and interleukin-15 (IL-15) levels; a large increase in inducible protein 10 (IP-10) levels; rapid and more-sustained increases in tumor necrosis factor alpha and monocyte chemotactic protein 1 levels; more slowly initiated elevations in levels of additional proinflammatory factors including IL-6, IL-8, IL-18, and IFN-γ; and a late-peaking increase in levels of the immunoregulatory cytokine IL-10.",0.15987228784010474
