,sent
21,"Coronavirus (CoV) disease 2019 (COVID-19) caused by severe acute respiratory syndrome (SARS)-CoV-2 (also known as 2019-nCoV) is threatening global public health, social stability, and economic development."
22,No active or passive immunoprophylaxis for disease induced by SARS coronavirus is available.
23,"New and emerging infectious diseases which are both transmissible from patient-to-patient and virulent with a high mortality include novel coronaviruses (SARS-CoV, MERS-CV), hemorrhagic fever viruses (Lassa, Ebola), and highly pathogenic avian influenza A viruses, A(H5N1) and A(H7N9)."
24,Rota- and Coronavirus infections.
25, The disease outbreak caused by Middle East respiratory syndrome coronavirus (MERS-CoV) is still ongoing in the Middle East.
26,: Severe acute respiratory syndrome (SARS) is caused by a newly discovered coronavirus (SARS-CoV).
27,"Griffithsin (GRFT) is a red alga-derived lectin with demonstrated broad spectrum antiviral activity against enveloped viruses, including severe acute respiratory syndrome–Coronavirus (SARS-CoV), Japanese encephalitis virus (JEV), hepatitis C virus (HCV), and herpes simplex virus-2 (HSV-2)."
28,"However, to date, no licensed antiviral treatment or vaccine exists for MERS and SARS."
29,"Influenza A (19.2%), influenza B (12.6%), respiratory syncytial virus (15.9%), and human metapneumovirus (20.9%) accounted for 69% of all detections, whereas coronaviruses (17.2%), rhinovirus/enterovirus (10.5%) and parainfluenza (3.8%) were less common."
30,"Ten years later after the SARS pandemic, another novel coronavirus crossed the species barrier from bats to humans through an intermediate camel host, to produce a severe lower respiratory infection labeled the Middle East respiratory syndrome [MERS]."
31,"VRTI were detected more frequently in the presence of symptoms than in asymptomatic patients: 49 out of 162 (30 %) vs. 9 out of 102 (9 %), p < 0.001."
32,"Inter-human transmission was reported in a few countries, including the United States."
33,"Its best-studied effects are those against HIV replication, which are being tested in clinical trials."
34,"Similar to such other coronaviruses as those causing the Middle East respiratory syndrome (MERS) and severe acute respiratory syndrome (SARS), the new coronavirus was reported to spread via natural aerosols from human-to-human."
35,"Also, the ability to understand better the impact, dissemination and prevention of these viruses, allows us to improve the measures to prevent these infections."
36,"We investigated prophylaxis of SARS coronavirus infection with a neutralising human monoclonal antibody in ferrets, which can be readily infected with the virus."
37,Hiltonol® was also effective as a therapeutic when give up to 8 h post virus exposure; 100% of the-infected mice were protected against death when Hiltonol® was administered at 5 mg/kg/day 8 h after infection.
38,They also review the prospects for a new outbreak and preventive measures.
39,"There is still no effective method to prevent or treat severe acute respiratory syndrome (SARS), which is caused by SARS coronavirus (CoV)."
40,The more recent design of wide-spectrum inhibitors targeting the coronavirus main proteases may lead to the discovery of new antivirals against multiple coronavirus induced diseases.
41,"Further investigation revealed these cases to result from infection with a newly identified coronavirus, termed the 2019-nCoV."
42,"The William Prusoff Award winner reported on the creation of NAOMI, a computer model with 21 enzymes to predict the activity of nucleoside analogs against hepatitis C virus (HCV)."
43,: Middle East Respiratory Syndrome coronavirus (MERS-CoV) is a viral respiratory disease.
44,"As diagnostic tests such as reverse-transcription polymerase chain reaction become more widely used, the relative importance of additional viruses (such as parainfluenza, rhinoviruses, coronaviruses, and human metapneumovirus) will likely increase."
45,Developing high titers of anti-SARS hyperimmune globulin to provide an alternative pathway for emergent future prevention and treatment of SARS.
46, The spike (S) protein of severe acute respiratory syndrome-coronavirus (SARS-CoV) is a major virion structural protein.
47,"Of >70 TRIMs, TRIM56 is a restriction factor of several positive-strand RNA viruses, including three members of the family Flaviviridae (yellow fever virus, dengue virus, and bovine viral diarrhea virus) and a human coronavirus (OC43), and this ability invariably depends upon the E3 ligase activity of TRIM56."
48,"By contrast with influenza viruses, little is known about the contemporaneous global diversity of these viruses, and the relevance of such for development of pharmaceutical interventions."
49,COVID-19 from veterinary medicine and one health perspectives: What animal coronaviruses have taught us
50,"They can be victims, as in the vertical transmission of human immunodeficiency virus infection."
51,"When transmitted to host organisms that are not under the influence of the pro-apoptotic drug, the new “anti-apoptotic” strains may cause unexpected diseases."
52,"Altogether, these orthogonal datasets could serve as a platform for hypothesis generation and follow-up studies to broaden our understanding of the viral evasion landscape."
53,"There is no licensed vaccine or antiviral for MERS, therefore new prophylactic and therapeutic strategies to combat human infections are needed."
54,"An effective occupational program is a key aspect of preventing acquisition of an infection by offering the following: (1) education of health care personnel regarding proper handling of sharps, early identification and isolation of potentially infectious patients, and hand hygiene; (2) assuring immunity to vaccine-preventable diseases; and, (3) immediate availability of a medical evaluation after a nonprotected exposure to an infectious disease."
55,"Coronaviruses (CoVs) traffic frequently between species resulting in novel disease outbreaks, most recently exemplified by the newly emerged SARS-CoV-2."
56,Millions of people are at severe risk of acquiring several evolving viral infections through several factors.
57, Middle East respiratory syndrome (MERS) is a viral respiratory disease caused by a de novo coronavirus—MERS-CoV—that is associated with high mortality.
58,"These viruses have evolved diverse strategies to evade and block host immune responses, facilitating infection and transmission."
59,Coronavirus disease 2019 (COVID-19) is a declared global pandemic.
60," Middle East respiratory syndrome coronavirus (MERS-CoV) has continued spreading since its emergence in 2012 with a mortality rate of 35.6%, and is a potential pandemic threat."
61,"In recent years, the demand for new antiviral strategies has increased markedly."
62,Severe acute respiratory syndrome (SARS) was caused by a previously unrecognized animal coronavirus that exploited opportunities provided by 'wet markets' in southern China to adapt to become a virus readily transmissible between humans.
63,"The recently discovered Middle East respiratory syndrome coronavirus (MERS-CoV) continues to infect humans, with high mortality."
64,"They can be affected in a minor way compared with adults, as in West Nile virus infection, legionellosis, and coronavirus infection leading to severe acute respiratory syndrome (SARS)."
65,"Additionally, understanding the global diversity of respiratory viruses is also part of emerging disease preparedness, because non-human coronaviruses and paramyxoviruses have been listed as priority concerns in a recent WHO research and development blueprint initiative for emerging infectious diseases."
66,"Patients with severe coronavirus disease 2019 (COVID-19) who undergo cardiovascular surgery necessitate extremely high demands from anesthesia personnel, and face high risks of mortality and morbidity."
67,"The outbreak of this novel disease, caused by a novel coronavirus (the SARS-coronavirus), hit hardest in the Asian Pacific region, though eventually it spread to five continents."
68,"Diagnostic testing results from samples collected over three years for adenovirus (AdV), influenzas A and B, parainfluenza viruses 1, 2 and 3 (PIV-1, -2 and -3), respiratory syncytial virus (HRSV), and previously published retrospective screening for human metapneumovirus, rhinoviruses, and four respiratory coronaviruses were applied to the DALY model."
69, Coronavirus disease (COVID-19) is caused by SARS-COV2 and represents the causative agent of a potentially fatal disease that is of great global public health concern.
70,"They include infection due to Nipah, Hantaviruses, Chikungunya, Human Enterovirus-71, Influenza, Chandipura, Crimean Congo, SARS Coronavirus, Buffalopox, Dengue and Japanese Encephalitis viruses."
71,"herpes simplex virus, varicella zoster virus and cytomegalo virus), hepatitis B virus, hepatitis C virus or influenza virus infections."
72,"Severe acute respiratory syndrome (SARS) is a newly emerging infectious disease caused by a novel coronavirus, SARS-coronavirus (SARS-CoV)."
73,"Then, these structures could serve as leading compounds to develop a series of derivatives optimizing their activity against SARS-CoV-2 and other coronaviruses."
74,"In this volume we explored special aspects of emerging infectious diseases including: the application of the theory of focality of diseases to infective syndrome; the human-animal inter-face focusing on influenza; the role of bats as main reservoir of emerging and novel human pathogens; Middle East Respiratory Syndrome Coronavirus (MERS-CoV) epidemiology and clinical presentation; immediate impact on human health of the last Zika virus outbreak occurred in Pacific Ocean and the Americas; the role and potential application of animal models for the study of emerging infections, to improve disease knowledge and for developing therapeutic drugs during ongoing outbreak."
75,Background.
76," Viral metagenomics, modeling of protein structure, and manipulation of viral genetics are key approaches that have laid the foundations of our understanding of coronavirus biology."
77,Each article will be identified in the last line of its abstract as belonging to the series “From SARS to MERS: 10years of research on highly pathogenic human coronaviruses.”
78,Middle East respiratory syndrome coronavirus (MERS-CoV) continues to cause outbreaks in humans as a result of spillover events from dromedaries.
79,"Since the likely public health impacts are common, plans and policies for intervention strategies can be developed, encompassing early detection through surveillance and diagnostics, as well as treatment and prevention through clinical and non-clinical interventions."
80,The loss of influenza infectivity was frequently accompanied by loss of hemagglutinating activity.
81,"Furthermore, we performed an interactome-informed drug re-purposing screen and identified novel activities for broad-spectrum antiviral agents against hepatitis C virus and human metapneumovirus."
82,"However, the emergence of severe acute respiratory syndrome coronavirus (SARS-CoV) has prompted the discovery of such drugs."
83,"Epidemiology, genomics, and pathogenesis of the SARS-CoV-2 show high homology with that of SARS-CoV."
84, The Middle East respiratory syndrome coronavirus (MERS-CoV) is a lethal zoonotic pathogen that was first identified in humans in Saudi Arabia and Jordan in 2012.
85,"Sometimes, however, they play predominant roles—sources for other age groups—as do toddlers in out-of-the-home child care for transmission of penicillinresistant pneumococci and cytomegalovirus to family members."
86,"With the possibility that a considerable proportion of the world’s population soon could receive COVID-19 pharmacotherapies with torsadogenic potential for therapy or postexposure prophylaxis, this document serves to help health care professionals mitigate the risk of drug-induced ventricular arrhythmias while minimizing risk of COVID-19 exposure to personnel and conserving the limited supply of personal protective equipment."
87,"Novel Coronavirus (2019-nCoV) is an emerging pathogen that was first identified in Wuhan, China in late December 2019."
88,"Hospital admissions for acute respiratory illnesses were identified, and cell culture for rhinovirus and serologic assays on paired sera for coronaviruses 229E and OC43 were performed."
89,Hepatitis C Virus (HCV) remains an important public health threat with approximately 170 million carriers worldwide who are at risk of developing hepatitis C-associated end-stage liver diseases.
90,"Influenza B/1/86 was by far the most prevalent pathogen but other viruses including influenza A, paramyxoviruses, respiratory syncytial virus and coronavirus OC-43 were also present, either alone or in combination during the sampling period."
91,"Among these 13 patients, 11 (92 %) presented a confirmed influenza (A/H3N2) and two had another respiratory virus: one human metapneumovirus and one human coronavirus."
92,"Middle East Respiratory Syndrome (MERS) is a highly lethal pulmonary infection caused by a previously unidentified coronavirus (CoV), likely transmitted to humans by infected camels."
93,"The genus Coronavirus contains about 25 species of coronaviruses (CoVs), which are important pathogens causing highly prevalent diseases and often severe or fatal in humans and animals."
94,SARS-CoV-2 infection causes clusters of severe respiratory illness similar to severe acute respiratory syndrome coronavirus.
95,The viruses associated most frequently with the “common cold” are rhinoviruses and coronaviruses.
96,The culprit was determined to be a coronavirus of animal origin [SARS-CoV].
97,SARS-associated coronavirus in faeces was seen on RT-PCR in 65 (97%) of 67 patients at day 14.
98,The Middle East Respiratory Syndrome coronavirus (MERS-CoV) has been a focus of international attention since its identification in 2012.
99,"Chronic hepatitis B virus (HBV) infection caused more than half of the deaths due to cirrhosis in the region, followed by alcohol consumption (20·8%), non-alcoholic fatty liver disease (NAFLD; 12·1%), and chronic infection with hepatitis C virus (HCV; 15·7%)."
100,Therapies for rhinoviruses and MERS and SARS coronaviruses were also discussed.
101, Antibodies to SARS-Coronavirus (SARS-CoV)-specific B cell epitopes might recognize the pathogen and interrupt its adherence to and penetration of host cells.
102,Current efforts are focused on containment and quarantine of infected individuals.
103," Background and aims No drugs are currently approved for Coronavirus Disease-2019 (COVID-19), although some have been tried."
104,"The high case fatality rate, growing geographic distribution and vaguely defined epidemiology of MERS-CoV have created an urgent need for effective public health countermeasures, paramount of which is an effective means of prevention through a vaccine or antibody prophylaxis."
105,"Most commercial mAbs studied as antiviral agents in the clinic have either directly or indirectly targeted human immunodeficiency virus, respiratory syncytial virus, or hepatitis C virus infections."
106,"To the best of our knowledge, this is the first reported case of a laboratory-confirmed Middle East Respiratory Syndrome Coronavirus in a pregnant woman."
107,The risk of SARS reemergence in humans remains high due to the large animal reservoirs of SARS-CoV-like coronavirus and the genome instability of RNA coronaviruses.
108,"All health care personnel, trainees, and support staff should be trained in infection control management and containment to prevent spread of the SARS virus (III-A)."
109,"In this series, experts in many different aspects of coronavirus replication and disease will provide authoritative, up-to-date reviews of the following topics: – clinical management and infection control of SARS; – reservoir hosts of coronaviruses; – receptor recognition and cross-species transmission of SARS-CoV; – SARS-CoV evasion of innate immune responses; – structures and functions of individual coronaviral proteins; – anti-coronavirus drug discovery and development; and – the public health legacy of the SARS outbreak."
110,"Decreased MERS-CoV yields in vitro and in vivo were associated with increased transition mutation frequency in viral but not host cell RNA, supporting a mechanism of lethal mutagenesis."
111,"Fragment of approximately 15 g F(ab′)(2) was obtained from 1 litre antiserum and the purity was above 90% with the titer of 1:5120, which could neutralize the other strain (SARS-CoV Z2-Y3) as well."
112,"PCR was performed to detect parainfluenza viruses 1–3, respiratory syncytial virus, rhinovirus, influenza viruses A and B, enteroviruses, and coronaviruses."
113,"The potency of NHC/EIDD-2801 against multiple coronaviruses, its therapeutic efficacy, and oral bioavailability in vivo, all highlight its potential utility as an effective antiviral against SARS-CoV-2 and other future zoonotic coronaviruses."
114,The outbreak of coronavirus disease 2019 (COVID-19) has spread rapidly in China.
115, SARS-associated coronavirus (SCoV) M protein plays a key role in viral assembly and budding.
116,"However, in the last decade novel potent mAbs have been discovered and characterized with potential as therapeutics against viruses of major importance for public health and biosecurity including Hendra virus (HeV), Nipah virus (NiV), severe acute respiratory syndrome coronavirus (SARS-CoV), Ebola virus (EBOV), West Nile virus (WNV), influenza virus (IFV) and human immunodeficiency virus type 1 (HIV-1)."
117,"Approaches to the development of MERS vaccines are discussed herein, including a summary of previous efforts to develop vaccines useful against human and non-human coronaviruses."
118,"Altogether, these orthogonal datasets could serve as a platform for hypothesis generation and follow-up studies to broaden our understanding of the viral evasion landscape."
119,"Here it is hypothesized that concurrent with emergence of chloroquine-resistant malaria (presumably with enhanced anti-apoptotic capabilities), other intracellular parasites have evolved to enhance their ability to prevent apoptosis in host cells."
120,"In this review, we first discuss viral diagnostics and the developing field of viral discovery and then focus on rare and emerging viruses in the transplant population: human T-cell leukemia virus type 1; hepatitis E virus; bocavirus; KI and WU polyomaviruses; coronaviruses HKU1 and NL63; influenza, H1N1; measles; dengue; rabies; and lymphocytic choriomeningitis virus."
121," As the coronavirus disease 19 (COVID-19) global pandemic rages across the globe, the race to prevent and treat this deadly disease has led to the “off-label” repurposing of drugs such as hydroxychloroquine and lopinavir/ritonavir, which has the potential for unwanted QT-interval prolongation and a risk of drug-induced sudden cardiac death."
122,"We evaluated the susceptibility of the SARS-related coronavirus (SARS CoV) to ribavirin and interferon (IFN)-α in vitro by use of cytopathic effect, plaque assay, and immunoblot analysis."
123,Young inbred mice support SARS-coronavirus (SARS-CoV) replication in the respiratory tract and are available in sufficient numbers for statistical evaluation.
124,"Based on the current understanding of COVID-19 and the clinical characteristics of cardiovascular surgical patients, the authors provide anesthesia management guidelines for cardiovascular surgery along with the prevention and control of COVID-19."
125,"Here we describe the current epidemiological picture of MERS-CoV, focusing on humans and animals affected by this virus and propose specific intervention strategies that would be appropriate to control MERS-CoV."
126,Chloroquine for the 2019 novel coronavirus SARS-CoV-2
127,"Besides extensive screening for HCV-specific compounds, some well-established medicinal drugs have recently demonstrated anti-HCV effect in HCV replicon cells."
128,Middle East respiratory syndrome coronavirus (MERS-CoV) is the causative agent of a severe respiratory disease associated with more than 2468 human infections and over 851 deaths in 27 countries since 2012.
129,"A nasal swab was taken for polymerase chain reaction (PCR) detection of influenza virus, respiratory syncytial virus (RSV), metapneumovirus, rhinovirus, and coronavirus."
130,"However, the ability of mAbs to bind to specific targets and utilize various anti-infective modes of action would seem to make them well suited for the prevention and/or treatment of a wider variety of viral diseases."
131,"Multiplex reverse-transcription polymerase chain reactions were performed for rhinovirus, respiratory syncytial virus (RSV), parainfluenza viruses (PIVs), adenovirus, human coronavirus (hCoV), influenza viruses and human metapneumovirus."
132,"Title/abstract and full-text screening, data abstraction, and risk of bias appraisal were carried out by single reviewers."
133,"Originally considered to be restricted to humans, it is now clear that HEV and HEV-like viruses have several animal reservoirs with complex ecology and genetic diversity, as exemplified by the recent discovery of HEV in dromedaries, a previously underestimated reservoir of zoonotic viruses prior to the emergence of Middle East Respiratory Syndrome coronavirus."
134, The coronavirus disease-2019 (COVID-19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 that has significant implications for the cardiovascular care of patients.
135,We have identified eight recombinant human single-chain variable region fragments (scFvs) against the S1 domain of spike (S) protein of the SARS-CoV from two nonimmune human antibody libraries.
136,"The methods for CCoV inactivation could be applied as animal models to study human coronavirus infection, reducing the risk of accidental exposure of researchers to pathogens during routine laboratory procedures."
137,"These studies included patients with severe acute respiratory syndrome (SARs, n=33), middle east respiratory syndrome (MERS, n=16), COVID-19 (n=3), and unspecified coronavirus (n=2)."
138,Severe Acute Respiratory Syndrome (SARS) is a deadly infectious disease caused by SARS Coronavirus (SARS-CoV).
139,Middle East Respiratory Syndrome coronavirus (MERS-CoV) has repeatedly caused outbreaks in the Arabian Peninsula.
140,SARS-CoV-2 is a coronavirus associated with the epidemiological outbreak in late 2019.
141,"The primary focus was on the prevalence of respiratory viruses, including AdV (adenovirus), BoV (bocavirus), CoV (coronavirus), CMV (cytomegalovirus), EnV (enterovirus), HSV (herpes simplex virus), IfV (influenza virus), MpV (metapneumovirus), PiV (parainfluenzavirus), RV (rhinovirus) and RSV (respiratory syncytial virus) during asthma exacerbations."
142,The coronavirus (COVID-19) epidemic and patient safety
143,"The inhibition of human mAbs to SARS-coronavirus (CoV) may also act through different mechanisms of action, depending on their target epitopes or regions."
144,"SARS-CoV-2, a member of the coronavirus family, is responsible for the current COVID-19 pandemic."
145,"More recently we have identified additional promising antiviral activities against Middle East Respiratory Syndrome, Chikungunya, Ebola and Marburg which highlights that this old drug may have other uses against new viruses."
146," Middle East Respiratory Syndrome Coronavirus (MERS CoV) may cause severe pneumonia with significant morbidity and mortality, particularly in patients with multiple comorbid condition."
147,Zoonotic infections caused by severe acute respiratory syndrome-associated coronavirus and avian influenza A/H5N1 are examples of acute ‘atypical’ pneumonia with epidemic and pandemic potentials.
148,"In the absence of a known efficient therapy and because of the situation of a public-health emergency, it made sense to investigate the possible effect of chloroquine/hydroxychloroquine against SARS-CoV-2 since this molecule was previously described as a potent inhibitor of most coronaviruses, including SARS-CoV-1."
149,• Middle East respiratory syndrome coronavirus (MERS-CoV) is resurgent in Saudi Arabia.
150,The newly-emerging Middle East respiratory syndrome coronavirus (MERS-CoV) can cause severe and fatal acute respiratory disease in humans.
151,Background: Coronavirus pandemic is currently a global public health emergency.
152,"It is unclear whether newly reported viral respiratory pathogens (such as the Middle East respiratory syndrome coronavirus, will be more of a problem in HIV-infected individuals than the general population."
153,"Compared with each virus control culture of fcwf-4 cells, yields of rotavirus, feline panleukopenia virus (FPLV), feline calicivirus and feline infectious peritonitis coronavirus were reduced by ranges of 1.3 to ⩽3.1 log10, 0.6 log2, 0.8 to 3.7 log10 and 0.5 to 0.6 log10, respectively, in the cultures continuously treated with 10 to 10000 U of the rFeIFN."
154,"Using deep mutagenesis, variants of ACE2 are identified with increased binding to the receptor binding domain of S at a cell surface."
155,"Eighteen studies reported potential drug-related adverse effects including gastrointestinal symptoms, anemia, and altered liver function in patients receiving ribavirin."
156,Zoonotic foodborne transmission from pigs and feral animals such as wild boar is of increasing importance in the rapidly industrializing countries of the Asia Pacific region.
157,We used a similar approach to study the fusogenic mechanism of severe-acute-respiratory-syndrome-associated coronavirus (SARS-CoV).
158,"RESULTS: Giving pregnant cows, an IFN-based drug at a dose of 1 ml/kg 48 h before vaccination results in the development and accumulation of antibodies to Rotavirus, coronavirus, and viral diarrhea (VD) in the colostrum, with a titer of 7.6±0.3 log(2), 5.8±0.34 log(2), and 4.4±0.18 log(2), respectively."
159,"Evaluation of: Coughlin MM, Babcook J, Prabhakar BS: Human monoclonal antibodies to SARS-coronavirus inhibit infection by different mechanisms."
160,These properties might be therapeutically advantageous if Hiltonol® is considered for possible clinical use.
161,"Treatment for RSV is mainly supportive since the only approved therapy, a monoclonal antibody, is recommended for prophylactic use in high-risk patients."
162,"Middle East respiratory syndrome coronavirus (MERS-CoV) induces severe aggravating respiratory failure in infected patients, frequently resulting in mechanical ventilation."
163,"The HIV protease has been very successfully targeted, and hepatitis C virus and rhinovirus protease inhibitors are being actively developed."
164,The continuing emergence of coronaviruses at regular intervals poses a significant threat to human health and economy.
165,We identified published literature on the management of both MERS-CoV and the Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) through searches of PubMed and WHO and the US CDC websites up to 30 April 2016.
166,"However, its pharmacokinetic profile remains largely undefined."
167,"The identification of a novel β coronavirus, nCoV, as the causative agent of severe respiratory illness in humans originating in Saudi Arabia, Qatar and Jordan has raised concerns about the possibility of a coronavirus pandemic similar to that of SARS-CoV."
168,No antiviral therapies or vaccines are available for its treatment or prophylaxis.
169,"SUMMARYThe rapid and escalating spread of SARS coronavirus 2 (SARS-CoV-2) poses an immediate public health emergency, and no approved therapeutics or vaccines are currently available."
170,"Among 264 swabs from 193 outpatients, 58 (22 %) resulted positive for 61 viruses (influenza, n = 20; respiratory syncytial virus [RSV], n = 21; rhinovirus, n = 12; coronavirus, n = 4; adenovirus, n = 3; parainfluenza, n = 1)."
171,"Owing to the lack of efficient and specific treatments and the need to contain the epidemic, drug repurposing appears to be the best tool to find a therapeutic solution."
172,"Soluble ACE2 inhibits entry of both SARS and SARS-2 coronaviruses by acting as a decoy for S binding sites, and is a candidate for therapeutic and prophylactic development."
173,"Background: To identify safe and effective medical countermeasures (e.g., antivirals/antibodies) to address the current outbreak of a novel coronavirus (COVID-19) Methods: Comprehensive literature searches were developed by an experienced librarian for MEDLINE, EMBASE, the Cochrane Library, and biorxiv.org/medrxiv.org; additional searches for ongoing trials and unpublished studies were conducted in clinicaltrials.gov and the Global Infectious Diseases and Epidemiology Network (GIDEON)."
174,10.
175,"Novel viruses such as human metapneumovirus, human coronavirus NL63, human bocavirus, and human polyomaviruses WU and KI were also detected."
176,"ABSTRACT Recently, a novel coronavirus (2019-nCoV), officially known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged in China."
177,"In clinical practice, it has made its niche almost exclusively for the treatment of the hepatitis C virus."
178,"Furthermore, several antivirals shown to be effective against other viruses were tested in vitro."
179,"Introduction: Respiratory viruses (influenza, parainfluenza, respiratory syncytial virus, coronavirus, human metapneumovirus, and rhinovirus) represent the most common causes of respiratory viral infections in immunocompromised patients."
180,route resulted in significant survival benefit when administered at selected times 24 h prior to challenge with a lethal dose of mouse-adapted severe acute respiratory syndrome coronavirus (SARS-CoV).
181,"Interferon-beta-1a, leukocytic interferon-alpha, ribavirin, lopinavir, rimantadine, baicalin and glycyrrhizin showed antiviral activity."
182,"The disease condition associated with novel coronavirus, referred to as Coronavirus disease (COVID-19)."
183,Fifty-five volunteers treated with either intranasal recombinant interferon (rIFN; 2 × 10(6) IU/day) or placebo for 15 days were exposed to coronavirus by direct intranasal inoculation on the eighth day of treatment.
184,"Rapid diagnostics, vaccines and therapeutics are important interventions for the management of the 2019 novel coronavirus (2019-nCoV) outbreak."
185,"To gain entry into the target cell, Middle East respiratory syndrome (MERS) coronavirus (MERS-CoV) uses its spike (S) protein S2 subunit to fuse with the plasma or endosomal membrane."
186,The Coronavirus disease 19 (COVID-19) pandemic has led to widespread concerns about the risk of infection in patients with rheumatic diseases (RD) receiving disease modifying ant-rheumatic drugs (DMARDs) and other immunosuppressants (IS).
187,"CONCLUSION: This research provides a viable strategy for the prevention and treatment of SARS coronavirus infection with equine hyperimmune globulin, with the purpose of combating any resurgence of SARS."
188, The coronavirus (COVID-19) pandemic has caused the world to undergo unprecedented change in a short space of time.
189,"Last decade witnessed the outbreak of many life-threatening human pathogens including Nipah, Ebola, Chikungunya, Zika, Middle East respiratory syndrome coronavirus (MERS-CoV), Severe Acute respiratory syndrome coronavirus (SARS-CoV) and more recently novel coronavirus (2019-nCoV or SARS-CoV-2)."
190,"IMPORTANCE A novel human coronavirus, the Middle East respiratory syndrome coronavirus (MERS-CoV), was found to infect humans with a high mortality rate in 2012, just 1 decade after the appearance of the first highly pathogenic coronavirus, severe acute respiratory syndrome coronavirus (SARS-CoV)."
191,The mortality of Coronavirus disease 2019 (COVID-19) appears to be driven by acute respiratory distress syndrome (ARDS) and a dysregulated immune response to SARS-CoV-2.
192,The hypothesis holds that prophylactic exposure to pro-apoptotic chloroquine drugs caused natural selection for strains of viruses and other parasites that have enhanced anti-apoptotic abilities.
193,Preventative measures for influenza include annual vaccination and treatment with antiviral drugs such as the neuraminidase inhibitors oseltamivir and zanamivir.
194,The MERS-CoV spread through contacts with camel and subsequently from human to human via droplet transmission.
195,The data generated in this animal model show that administration of a human monoclonal antibody might offer a feasible and effective prophylaxis for the control of human SARS coronavirus infection.
196,Canine parvovirus (CPV) and canine coronavirus (CCoV) are considered the main pathogens responsible for acute gastroenteritis in dogs.
197,Bats are the natural reservoirs of severe acute respiratory syndrome (SARS)-like coronaviruses (CoVs) and likely the reservoir of Middle East respiratory syndrome (MERS)-CoV.
198,"In order to assess the potential of the Wuhan 2019-nCoV to cause maternal, fetal and neonatal morbidity and other poor obstetrical outcomes, this communication reviews the published data addressing the epidemiological and clinical effects of SARS, MERS, and other coronavirus infections on pregnant women and their infants."
199,"It is highly desirable to find an approach for rapidly developing potent therapeutics against MERS-CoV, which not only can be implemented for MERS treatment but also can help to develop a platform strategy to combat future emerging coronaviruses."
200,"In addition, it has been suspected that ebolaviruses and MERS coronavirus are also linked to bats."
