pid,title,abstract
vpodtbjk,"A Comprehensive Literature Review on the Clinical Presentation, and Management of the Pandemic Coronavirus Disease 2019 (COVID-19)","Coronavirus disease 2019 (COVID-19) is a declared global pandemic. There are multiple parameters of the clinical course and management of the COVID-19 that need optimization. A hindrance to this development is the vast amount of misinformation present due to scarcely sourced manuscript preprints and social media. This literature review aims to presents accredited and the most current studies pertaining to the basic sciences of SARS-CoV-2, clinical presentation and disease course of COVID-19, public health interventions, and current epidemiological developments. The review on basic sciences aims to clarify the jargon in virology, describe the virion structure of SARS-CoV-2 and present pertinent details relevant to clinical practice. Another component discussed is the brief history on the series of experiments used to explore the origins and evolution of the phylogeny of the viral genome of SARS-CoV-2. Additionally, the clinical and epidemiological differences between COVID-19 and other infections causing outbreaks (SARS, MERS, H1N1) are elucidated. Emphasis is placed on evidence-based medicine to evaluate the frequency of presentation of various symptoms to create a stratification system of the most important epidemiological risk factors for COVID-19. These can be used to triage and expedite risk assessment. Furthermore, the limitations and statistical strength of the diagnostic tools currently in clinical practice are evaluated. Criteria on rapid screening, discharge from hospital and discontinuation of self-quarantine are clarified. Epidemiological factors influencing the rapid rate of spread of the SARS-CoV-2 virus are described. Accurate information pertinent to improving prevention strategies is also discussed. The penultimate portion of the review aims to explain the involvement of micronutrients such as vitamin C and vitamin D in COVID19 treatment and prophylaxis. Furthermore, the biochemistry of the major candidates for novel therapies is briefly reviewed and a summary of their current status in the clinical trials is presented. Lastly, the current scientific data and status of governing bodies such as the Center of Disease Control (CDC) and the WHO on the usage of controversial therapies such as angiotensin-converting enzyme (ACE) inhibitors, nonsteroidal anti-inflammatory drugs (NSAIDs) (Ibuprofen), and corticosteroids usage in COVID-19 are discussed. The composite collection of accredited studies on each of these subtopics of COVID-19 within this review will enable clarification and focus on the current status and direction in the planning of the management of this global pandemic."
xuczplaf,The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak," Coronavirus disease (COVID-19) is caused by SARS-COV2 and represents the causative agent of a potentially fatal disease that is of great global public health concern. Based on the large number of infected people that were exposed to the wet animal market in Wuhan City, China, it is suggested that this is likely the zoonotic origin of COVID-19. Person-to-person transmission of COVID-19 infection led to the isolation of patients that were subsequently administered a variety of treatments. Extensive measures to reduce person-to-person transmission of COVID-19 have been implemented to control the current outbreak. Special attention and efforts to protect or reduce transmission should be applied in susceptible populations including children, health care providers, and elderly people. In this review, we highlights the symptoms, epidemiology, transmission, pathogenesis, phylogenetic analysis and future directions to control the spread of this fatal disease."
w49i0xkz,"Cardiovascular Considerations for Patients, Health Care Workers, and Health Systems During the Coronavirus Disease 2019 (COVID-19) Pandemic"," The coronavirus disease-2019 (COVID-19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 that has significant implications for the cardiovascular care of patients. First, those with COVID-19 and preexisting cardiovascular disease (CVD) have an increased risk of severe disease and death. Second, infection has been associated with multiple direct and indirect cardiovascular complications including acute myocardial injury, myocarditis, arrhythmias and venous thromboembolism. Third, therapies under investigation for COVID-19 may have cardiovascular side effects. Fourth, the response to COVID-19 can compromise the rapid triage of non-COVID-19 patients with cardiovascular conditions. Finally, the provision of cardiovascular care may place health care workers in a position of vulnerability as they become host or vectors of virus transmission. We hereby review the peer-reviewed and preprint literature pertaining to cardiovascular considerations related to COVID-19 and highlight gaps in knowledge that require further study pertinent to patients, health care workers, and health systems."
f3w2gu8c,Anaesthesia and COVID-19: infection control," The world is currently facing an unprecedented healthcare crisis caused by a pandemic novel beta coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The pathogen is spread by human-to-human transmission via droplets exposure and contact transfer, causing mild symptoms in the majority of cases, but critical illness, bilateral viral pneumonia, and acute respiratory distress syndrome (ARDS) in a minority. Currently, controlling infection to prevent the spread of SARS-CoV-2 is the primary public healthcare intervention used. The pace of transmission and global scale of SARS-CoV-2 infections has implications for strategic oversight, resource management, and responsiveness in infection control. This article presents a summary of learning points in epidemiological infection control from the SARS epidemic, alongside a review of evidence connecting current understanding of the virologic and environmental contamination properties of SARS-CoV-2. We present suggestions for how personal protective equipment policies relate to the viral pandemic context and how the risk of transmission by and to anaesthetists, intensivists, and other healthcare workers can be minimised."
kwncu3ji,Guidelines for preventing respiratory illness in older adults aged 60 years and above living in long-term care: A rapid review of clinical practice guidelines,"Background: The overall objective of this rapid review was to identify infection protection and control recommendations from published clinical practice guidelines (CPGs) for adults aged 60 years and older in long-term care settings Methods: Comprehensive searches in MEDLINE, EMBASE, the Cochrane Library, and relevant CPG publishers/repositories were carried out in early March 2020. Title/abstract and full-text screening, data abstraction, and quality appraisal (AGREE-II) were carried out by single reviewers. Results: A total of 17 relevant CPGs were identified, published in the USA (n=8), Canada (n=6), Australia (n=2), and the United Kingdom (n=1). All of the CPGs dealt with infection control in long-term care facilities (LTCF) and addressed various types of viral respiratory infections (e.g., influenza, COVID-19, severe acute respiratory syndrome). Ten or more CPGs recommended the following infection control measures in LTCF: hand hygiene (n=13), wearing personal protective equipment (n=13), social distancing or isolation (n=13), disinfecting surfaces (n=12), droplet precautions (n=12), surveillance and evaluation (n=11), and using diagnostic testing to confirm illness (n=10). While only two or more CPGs recommended these infection control measures: policies and procedures for visitors, staff and/or residents (n=9), respiratory hygiene/cough etiquette (n=9), providing supplies (n=9), staff and/or residents education (n=8), increasing communication (n=6), consulting or notifying health professionals (n=6), appropriate ventilation practices (n=2), and cohorting equipment (n=2). Ten CPGs also addressed management of viral respiratory infections in LTCF and recommended antiviral chemoprophylaxis (n=10) and one CPG recommended early mobilization of residents. Conclusion: The recommendations from current guidelines overall seem to support environmental measures for infection prevention and antiviral chemoprophylaxis for infection management as the most appropriate first-line response to viral respiratory illness in long-term care."
ptnmtvzj,Effectiveness and safety of antiviral or antibody treatments for coronavirus,"Background: To identify safe and effective medical countermeasures (e.g., antivirals/antibodies) to address the current outbreak of a novel coronavirus (COVID-19) Methods: Comprehensive literature searches were developed by an experienced librarian for MEDLINE, EMBASE, the Cochrane Library, and biorxiv.org/medrxiv.org; additional searches for ongoing trials and unpublished studies were conducted in clinicaltrials.gov and the Global Infectious Diseases and Epidemiology Network (GIDEON). Title/abstract and full-text screening, data abstraction, and risk of bias appraisal were carried out by single reviewers. Results: 54 studies were included in the review: three controlled trials, 10 cohort studies, seven retrospective medical record/database studies, and 34 case reports or series. These studies included patients with severe acute respiratory syndrome (SARs, n=33), middle east respiratory syndrome (MERS, n=16), COVID-19 (n=3), and unspecified coronavirus (n=2). The most common treatment was ribavirin (n=41), followed by oseltamivir (n=10) and the combination of lopinavir/ritonavir (n=7). Additional therapies included broad spectrum antibiotics (n=30), steroids (n=39) or various interferons (n=12). No eligible studies examining monoclonal antibodies for COVID-19 were identified. One trial found that ribavirin prophylactic treatment statistically significantly reduced risk of MERS infection in people who had been exposed to the virus. Of the 21 studies reporting rates of ICU admission in hospitalized SARS or MERS patients, none reported statistically significant results in favour of or against antiviral therapies. Of the 40 studies reporting mortality rates in hospitalized SARS or MERS patients, one cohort study (MERS) and one retrospective study (SARS) found a statistically significant increase in the mortality rate for patients treated with ribavirin. Eighteen studies reported potential drug-related adverse effects including gastrointestinal symptoms, anemia, and altered liver function in patients receiving ribavirin. Conclusion: The current evidence for the effectiveness and safety of antiviral therapies for coronavirus is inconclusive and suffers from a lack of well-designed prospective trials or observational studies, preventing any treatment recommendations from being made. However, it is clear that the existing body of evidence is weighted heavily towards ribavirin (41/54 studies), which has not shown conclusive evidence of effectiveness and may cause harmful adverse events so future investigations may consider focusing on other candidates for antiviral therapy."
jvm1pcjy,Chinese Society of Anesthesiology Expert Consensus on Anesthetic Management of Cardiac Surgical Patients With Suspected or Confirmed Coronavirus Disease 2019,"The outbreak of a new coronavirus (severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2]) in China in December 2019 has brought serious challenges to disease prevention and public health. Patients with severe coronavirus disease 2019 (COVID-19) who undergo cardiovascular surgery necessitate extremely high demands from anesthesia personnel, and face high risks of mortality and morbidity. Based on the current understanding of COVID-19 and the clinical characteristics of cardiovascular surgical patients, the authors provide anesthesia management guidelines for cardiovascular surgery along with the prevention and control of COVID-19."
x8tcmtpj,Management of corona virus disease-19 (COVID-19): the Zhejiang experience,"The current epidemic situation of corona virus disease-19 (COVID-19) still remained severe. As the National Clinical Research Center for Infectious Diseases, the First Affiliated Hospital of Zhejiang University School of Medicine is the primary medical care center for COVID-19 inZhejiang Province. Based on the present expert consensus carried out by National Health Commission and National Administration of Traditional Chinese Medicine, our team summarized and established an effective treatment strategy centered on ""Four-Anti and Two-Balance"" for clinical practice. The ""Four-Anti and Two-Balance""strategy included antivirus, anti-shock, anti-hyoxemia, anti-secondary infection, and maintaining of water, electrolyte and acid base balance and microecological balance. Meanwhile, integrated multidisciplinarypersonalized treatment was recommended to improve therapeutic effect. The importance of early viralogical detection, dynamic monitoring of inflammatory indexes and chest radiograph was emphasized in clinical decision-making. Sputum was observed with the highest positive rate of RT-PCR results. Viral nucleic acids could be detected in10% patients'blood samples at acute periodand 50% of patients had positive RT-PCR results in their feces. We also isolated alive viral strains from feces, indicating potential infectiousness of feces.Dynamic cytokine detection was necessary to timely identifyingcytokine storms and application of artificial liver blood purification system. The ""Four-Anti and Two-Balance""strategyeffectively increased cure rate and reduced mortality. Early antiviral treatment could alleviate disease severity and prevent illness progression, and we found lopinavir/ritonavir combined with abidol showed antiviraleffects in COVID-19. Shock and hypoxemia were usually caused by cytokine storms. The artificial liver blood purification system could rapidly remove inflammatory mediators and block cytokine storm.Moreover, it also favoredthe balance of fluid, electrolyte and acid-base and thus improved treatment efficacy in critical illness. For cases of severe illness, early and also short periods of moderate glucocorticoid was supported. Patients with oxygenation index below 200 mmHg should be transferred to intensive medical center. Conservative oxygen therapy was preferred and noninvasive ventilation was not recommended. Patients with mechanical ventilation should be strictly supervised with cluster ventilator-associated pneumonia prevention strategies. Antimicrobial prophylaxis should be prescribed rationally and was not recommended except for patients with long course of disease, repeated fever and elevated procalcitonin (PCT), meanwhile secondary fungal infection should be concerned.Some patients with COVID-19 showed intestinal microbialdysbiosis with decreasedprobiotics such as Lactobacillus and Bifidobacterium. Nutritional and gastrointestinal function should be assessed for all patients.Nutritional support and application of prebiotics or probiotics were suggested to regulate the balance of intestinal microbiota and reduce the risk of secondary infection due to bacterial translocation. Anxiety and fear were common in patients with COVID-19. Therefore, we established dynamic assessment and warning for psychological crisis. We also integrated Chinese medicine in treatment to promote disease rehabilitation through classification methods of traditional Chinese medicine. We optimized nursing process for severe patients to promote their rehabilitation. It remained unclear about viral clearance pattern after the SARS-CoV-2 infection. Therefore, two weeks' quarantine for discharged patients was required and a regular following up was also needed.The Zhejiang experience above and suggestions have been implemented in our center and achieved good results. However, since COVID-19 was a newly emerging disease, more work was warranted to improve strategies of prevention, diagnosis and treatment for COVID-19."
0lwmzjxz,Targeting the catecholamine-cytokine axis to prevent SARS-CoV-2 cytokine storm syndrome,"The mortality of Coronavirus disease 2019 (COVID-19) appears to be driven by acute respiratory distress syndrome (ARDS) and a dysregulated immune response to SARS-CoV-2. Emerging evidence suggests that a subset of COVID-19 is characterized by the development of a cytokine storm syndrome (CSS), and interleukin (IL)-6 levels are predictors of COVID-19 severity and in-hospital mortality. Targeting hyper-inflammation in COVID-19 may be critical for reducing mortality. Catecholamines enhance inflammatory injury by augmenting the production of IL-6 and other cytokines through a self-amplifying feed-forward loop in immune cells that requires alpha-1 adrenergic receptor (α1-AR) signaling. Prophylactic inhibition of catecholamine synthesis with the α1-AR antagonist prazosin reduced catecholamines and cytokine responses in mice, and resulted in markedly increased survival following various hyper-inflammatory stimuli. These findings offer a rationale for studying α1-AR antagonists in the prophylaxis of patients with COVID-19-CSS and ARDS. As high infection rates threaten to overwhelm hospital capacity during this pandemic, preventative approaches that ameliorate COVID-19 severity and reduce excessive mortality are desperately needed. We hypothesize that treatment with prazosin of individuals who test positive for SARS-CoV-2 could reduce catecholamine surges, secondary cytokine dysregulation, and mortality. To investigate a potential role for α1-AR antagonists in preventing poor outcomes in ARDS, we conducted a retrospective analysis of hospitalized patients diagnosed with ARDS. Using data from the Truven Health MarketScan Research Database (2010-2017), we identified 12,673 men (age 45-64) with ARDS, of whom 1,189 patients (9.4%) were prescribed α1-AR antagonists in the previous year. Applying logistic regression models, we found that patients with prior use of α1-AR antagonists had lower odds of the composite of need for invasive mechanical ventilation and mortality compared to non-users (AOR 0.80, 95% CI 0.69-0.94, p=0.008). Mirroring findings from pre-clinical models, these data support a clinical rationale to study α1-AR antagonists in the prophylaxis of ARDS and states of local and systemic immune dysregulation. Prospective, randomized clinical trials of alpha-1 receptor antagonists (e.g. prazosin) administered prior to the onset of severe symptoms are needed to assess their efficacy in preventing CSS and reducing mortality in COVID-19."
qrdhhrub,Acute viral bronchiolitis in children- a very common condition with few therapeutic options," Acute viral bronchiolitis remains a cause of substantial morbidity and health care costs in young infants. It is the most common lower respiratory tract condition and most common reason for admission to hospital in infants. Many respiratory viruses have been associated with acute viral bronchiolitis although respiratory syncytial virus (RSV) remains the most frequently identified virus. Most infants have a mild self limiting illness while others have more severe illness and require hospital admission and some will need ventilatory support. Differences in innate immune function in response to the respiratory viral insult as well as differences in the geometry of the airways may explain some of the variability in clinical pattern. Young age and history of prematurity remain the most important risk factors although male gender, indigenous status, exposure to tobacco smoke, poor socioeconomic factors and associated co-morbidities such as chronic lung disease and congenital heart disease increase the risks of more severe illness. Supportive therapy remains the major treatment option as no specific treatments to date have been shown to provide clinically important benefits except for inhaled hypertonic saline. Prophylaxis of high risk infants with palivizumab should be considered although the cost effectiveness is still unclear. Many questions remain regarding optimal management approaches for infants requiring hospitalisation with bronchiolitis including use of nasogastric feeding, the optimal role of supplemental oxygen, optimal use of hypertonic saline and the role of combinations of therapies, the use of heliox or modern physiotherapy approaches."
mi3ngq6g,Molecular characterization of a nosocomial outbreak of influenza B virus in an acute care hospital setting," Aim To describe a hospital outbreak of influenza B virus (InfB) infection during season 2015/2016 by combining clinical and epidemiological data with molecular methods. Methods Twenty patients diagnosed with InfB from a hospital outbreak over a four-week-period were included. Nasopharyngeal samples (NPS) positive for InfB by multiplex real-time polymerase chain reaction were sent for lineage typing and whole genome sequencing (WGS). Medical records were reviewed retrospectively for data regarding patient characteristics, localization, exposure and outcome, and assembled into a timeline. In order to find possible connections to the hospital outbreak, all patients with a positive NPS for influenza from the region over an extended time period were also reviewed. Findings All 20 cases of InfB were of subtype B/Yamagata, and 17 of 20 patients could be linked to each other by either shared room or shared ward. WGS was successful or partially successful for 15 of the 17 viral isolates, and corroborated the epidemiological link supporting a close relationship. In the main affected ward, 19 of 75 inpatients were infected with InfB during the outbreak period, resulting in an attack rate of 25%. One probable case of influenza-related death was identified. Conclusion InfB may spread within an acute care hospital, and advanced molecular methods may facilitate assessment of the source and extent of the outbreak. A multi-faceted approach, including rapid diagnosis, early recognition of outbreak situations, simple rules for patient management and the use of regular infection control measures, may prevent nosocomial transmission of influenza virus."
2jgzi2d9,Managing Bioterrorism Mass Casualties in an Emergency Department: Lessons Learned From a Rural Community Hospital Disaster Drill,"Bioterrorism represents a threat for which most emergency departments (EDs) are ill prepared. In order to develop an evidence-based plan for ED and hospital management of contaminated patients, a review was conducted of the most effective strategies developed during the severe acute respiratory syndrome (SARS) epidemic, as well as Centers for Disease Control and Prevention and military guidelines on biowarfare. Six basic steps were identified: 1) lock down the hospital and control access to the ED; 2) protect emergency care personnel with appropriate personal protective equipment; 3) decontaminate and triage patients; 4) isolate patients; 5) treat patients with appropriate medications or measures, including decontamination of wounds; and 6) use restrictive admission and transfer guidelines. By emphasizing these six basic concepts, a rural ED passed an annual state-run bioterrorism mass-casualty drill. The drill provided health care personnel with the knowledge and skills necessary to prepare for future bioterrorism casualties. These same concepts could also be used to manage highly virulent viral or bacterial outbreaks."
rafcdzhm,The potential of targeted antibody prophylaxis in SARS outbreak control: A mathematic analysis," Background Severe acute respiratory syndrome (SARS) coronavirus-like viruses continue to circulate in animal reservoirs. If new mutants of SARS coronavirus do initiate another epidemic, administration of prophylactic antibodies to risk groups may supplement the stringent isolation procedures that contained the first SARS outbreak. Method We developed a mathematical model to investigate the effects of hospital admission and targeted antibody prophylaxis on the reproduction number R, defined as the number of secondary cases generated by an index case, during different SARS outbreak scenarios. Results Assuming a basic reproduction number R 0=3, admission of patients to hospital within 4.3 days of symptom onset is necessary to achieve outbreak control without the need to further reduce community-based transmission. Control may be enhanced by providing pre-exposure prophylaxis to contacts of hospitalized patients, and through contact tracing and provision of post-exposure prophylaxis. Antibody prophylaxis may also be employed to reduce R below one and thereby restrict outbreak size and duration. Conclusions Patient isolation alone can be sufficient to control SARS outbreaks provided that the time from onset to admission is short. Antibody prophylaxis as supplemental measure generally allows for containment of higher R 0 values and restricts both the size and duration of an outbreak."
mwlgvuag,Assessing hospital preparedness using an instrument based on the Mass Casualty Disaster Plan Checklist: Results of a statewide survey,"Background Hospitals would play a critical role in a weapon of mass destruction (WMD) event. The purpose of this study is to assess preparedness for mass casualty events in short-term and long-term hospitals in Kentucky. Methods All short-term and long-term hospitals in Kentucky were surveyed using an instrument based on the Mass Casualty Disaster Plan Checklist and a brief supplemental bioterrorism preparedness questionnaire based on a checklist developed for the Agency for Healthcare Research and Quality. Results Responses were received from 116 of the 118 (98%) hospitals surveyed. Hospitals reported surge capacity equal to 27% of licensed beds, and virtually all respondents were engaged in planning for weapons of mass destruction events. However, advanced planning and preparation were less common. Large regional differences were observed, especially in the area of pharmaceutical planning. Preparedness planning in general and pharmaceutical management planning in particular were more advanced in counties participating in the Metropolitan Medical Response System Program (MMRS). Conclusions Hospital mass casualty preparedness efforts were in an early stage of development at the time of this survey, and some critical capabilities, such as isolation, decontamination, and syndromic surveillance were clearly underdeveloped. Preparedness planning was more advanced among hospitals located in MMRS counties."
408kph28,Preventing respiratory syncytial virus infections in hospitalized children and adults: should we do better?," Objective To compare the burden of nosocomial and community-acquired respiratory syncytial virus (RSV)-associated acute lower respiratory tract infections (ALRIs) in adult and pediatric patients concomitantly admitted to a French tertiary hospital, and to evaluate the effectiveness of existing infection control measures. Patients and methods We prospectively included all adult and pediatric patients admitted to Necker hospital (Paris) between October 2018 and February 2019 with a diagnosis of RSV-associated ALRI. We compared characteristics of ALRIs between patients with community-acquired versus nosocomial infections and, in each group, between children and adults. Results Community-acquired and nosocomial RSV-associated ALRIs were diagnosed in 229 and 11 inpatients, respectively. The burden of community-acquired infections was higher in children than in adults: 2.1% versus 0.2% of the total number of pediatric and adult inpatients, respectively (p < 0.0001); 4.2% versus 0.2% of the total number of hospitalization days in pediatric and adult units, respectively (p < 0.0001). Compared to inpatients with community-acquired ALRIs, those with nosocomial infections were more frequently adults (45.5% versus 2.6%, p = 0.0005) and subjects with at least one chronic complex condition (100.0% versus 41.0%, p < 0.0001). The total number of hospitalization days due to nosocomial ALRIs was higher in adults than in children (0.32% versus 0.11%, p < 0.0001). Conclusions Nosocomial RSV-associated ALRIs rarely occurred, suggesting a good effectiveness of our infection control strategy. However, the burden of nosocomial infection was higher in adults than in children, suggesting that education and training of healthcare personnel, patients and visitors about the risk of nosocomial RSV infections should be reinforced in adult wards."
6abs647e,Health care facility and community strategies for patient care surge capacity," Recent terrorist and epidemic events have underscored the potential for disasters to generate large numbers of casualties. Few surplus resources to accommodate these casualties exist in our current health care system. Plans for “surge capacity” must thus be made to accommodate a large number of patients. Surge planning should allow activation of multiple levels of capacity from the health care facility level to the federal level. Plans should be scalable and flexible to cope with the many types and varied timelines of disasters. Incident management systems and cooperative planning processes will facilitate maximal use of available resources. However, resource limitations may require implementation of triage strategies. Facility-based or “surge in place” solutions maximize health care facility capacity for patients during a disaster. When these resources are exceeded, community-based solutions, including the establishment of off-site hospital facilities, may be implemented. Selection criteria, logistics, and staffing of off-site care facilities is complex, and sample solutions from the United States, including use of local convention centers, prepackaged trailers, and state mental health and detention facilities, are reviewed. Proper pre-event planning and mechanisms for resource coordination are critical to the success of a response."
