,sent
20, A coronavirus vector based on the genome of the porcine transmissible gastroenteritis virus (TGEV) expressing the rotavirus VP7 protein was constructed to immunize and protect against rotavirus infections in a murine model.
21,"Human coronavirus (HCoV), a member of Coronaviridae family, is the causative agent of upper respiratory tract infections and “atypical pneumonia”."
22,77.7% of the sera were positive for neutralizing anti-FCoV-I antibodies.
23,"Taken together, this review will assist researchers working to develop effective and safe subunit vaccines against MERS-CoV and any other emerging coronaviruses that might cause future pandemics."
24,"RESULTS: Out of 50 fecal samples, 20 samples were positive (40%) by Rapid CPV/canine coronavirus Ag Test Kit."
25,The application of the immunoperoxidase (IP) plaque staining procedure (IP test) to the diagnosis of canine coronavirus (CCV) infection was investigated.
26,"CTL responses were also detected to SARS DNA-transfected type II alveolar epithelial cells (T7 cell clone), which are thought to be initial target cells for SARS virus infection in human."
27,The current emergence of the novel coronavirus pandemic caused by SARS-CoV-2 demands the development of new therapeutic strategies to prevent rapid progress of mortalities.
28,Novel SARS coronavirus (SARS-CoV-2) has caused a pandemic condition world-wide and has been declared as public health emergency of International concern by WHO in a very short span of time.
29,"There are no clinically approved vaccines or antiviral drugs available for either of these infections; thus, a priority in the field is the development of effective therapeutic and preventive strategies that can be readily applied to new emergent strains."
30,MERS-coronavirus is a novel zoonotic pathogen which spread rapidly to >25 countries since 2012.
31,Middle East respiratory syndrome coronavirus is causing continuing concerns with outbreaks in the Arabian Peninsula.
32,"Modern molecular technology has now made it possible to detect other RVIs including human metapneumovirus, coronavirus, and bocavirus, and the role of these viruses in causing serious disease in transplant recipients is still being worked out."
33,"In particular, respiratory infections are problematic; in early 2003, World Health Organization issued a worldwide alert for a previously unrecognized illness that was subsequently found to be caused by a novel coronavirus [severe acute respiratory syndrome (SARS) virus]."
34,"Furthermore, mice vaccinated with CRT/N DNA were capable of significantly reducing the titer of challenging vaccinia virus expressing the N protein of the SARS virus."
35,"The entire process—from vaccine design, to manufacturing, to shipment—took only 7 weeks."
36,The Middle East respiratory syndrome coronavirus (MERS-CoV) was recently identified as the causative agent of a severe pneumonia.
37,METHODS: SARS coronavirus (CoV)F69 (AY313906) and Z2-Y3 (AY394989) were isolated and identified from 2 different Cantonese onset SARS patients.
38,The persistent public health threat of infection with Middle East respiratory syndrome coronavirus (MERS-CoV) highlights the need for an effective and safe MERS-CoV vaccine.
39,"In addition, the evolution of PEDV results in variants with distinct genetic features and virulence differences; thus PEDV can serve as a model to explore the molecular mechanisms of coronavirus evolution and pathogenesis."
40, Inactivated severe acute respiratory syndrome-associated coronavirus (SARS-CoV) has been tested as a candidate vaccine against the re-emergence of SARS.
41,"To analyze the immunogenicity of the severe acute respiratory syndrome (SARS) coronavirus (CoV), SARS-CoV, spike DNA vaccine and the immunoregulatory activity of interleukin-2 (IL-2), DNA vaccine plasmids pcDNA-S and pcDNA-IL-2 were constructed and inoculated into BALB/c mice with or without pcDNA-IL-2 by using three different immunization routes (the intramuscular route, electroporation, or the oral route with live attenuated Salmonella enterica serovar Typhimurium)."
42,"With the goal of accelerating the development of countermeasures against MERS coronavirus (MERS-CoV), funding agencies, nongovernmental organizations, and researchers across the world assembled in Riyadh, Saudi Arabia, on November 14–15, 2015, to discuss vaccine development challenges."
43,"It emerged in 2002 and its aetiological agent, the SARS Coronavirus (SARS-CoV), crossed the species barrier to infect humans, showing high morbidity and mortality rates."
44,Hence major attention has been focused on characterization of this protein.
45,"The methods herein described for rapid development of a highly protective SARS vaccine are equally suited to rapid development of vaccines against other fatal human coronavirus infections, e.g., the MERS coronavirus."
46,Proposal for vaccination against SARS coronavirus using avian infectious bronchitis virus strain H from The Netherlands
47,"Cell clones expressed interferon beta in response to poly(I:C) stimulation and supported the replication of four different viruses, namely, vesicular stomatitis virus (VSV), porcine epidemic diarrhea coronavirus (PED-CoV), Middle-East respiratory syndrome coronavirus (MERS-CoV) and herpes simplex virus (HSV)."
48, Severe acute respiratory syndrome (SARS) is a serious infectious disease caused by the SARS coronavirus.
49,"Coronaviruses are enveloped, positive-stranded RNA viruses considered to be promising vectors for vaccine development, as (i) genes can be deleted, resulting in attenuated viruses; (ii) their tropism can be modified by manipulation of their spike protein; and (iii) heterologous genes can be expressed by simply inserting them with appropriate coronaviral transcription signals into the genome."
50,"SARS-CoV-2 is a newly emerging human infectious coronavirus that causes COVID-19, which has been recognized as a pandemic by the World Health Organization (WHO) on March 11(th)."
51,"To address this question and to study interactions between the bronchus-associated (BALT) and gut-associated (GALT) lymphoid tissues related to protective immunity, we used as a model two antigenically related porcine coronaviruses which replicate primarily in the intestine (transmissible gastroenteritis virus, TGEV) or respiratory tract (porcine respiratory coronavirus, PRCV)."
52,This chapter describes the use of an insect cell expression system for rapid production of a recombinant vaccine against severe acute respiratory syndrome coronavirus (SARS).
53,"A truncated S protein of the TW1 strain, STR2 (88kDa), carrying three S fragments (S74–253, S294–739, and S1129–1255) was investigated to study the influences of intron and exon splicing enhancers to improve STR2 protein expression in mammalian cells."
54,"To address this situation, stool samples from 325 dogs were analyzed by polymerase chain reaction for the detection of common enteric viruses such as Canine adenovirus (CAdV), Canine coronavirus (CCoV), Canine distemper virus (CDV), Canine rotavirus (CRV) and Carnivorous protoparvovirus 1 (canine parvovirus 2; CPV-2)."
55,"The outbreak of the 2019 Novel Coronavirus (SARS-CoV-2) rapidly spread from Wuhan, China to more than 150 countries, areas or territories, causing staggering number of infections and deaths."
56,"Moreover, websites such as the World Health Organization (WHO) and the Centers for Disease Control and Prevention (CDC) were searched to retrieve updated data and statistics regarding the novel coronavirus."
57,The Middle East Respiratory Syndrome-coronavirus (MERS-CoV) causes a highly lethal pneumonia.
58,The Pediatric Burden of Human Coronaviruses Evaluated For 20 Years
59,"To evaluate the immunogenicity of inactivated SARS coronavirus (SARS-CoV), three groups of rabbits were immunized three times at 2-week intervals with inactivated vaccine + adjuvant, adjuvant, and normal saline respectively."
60,"The resource is located at http://www.ncbi.nlm.nih.gov/genome/viruses/variation/ and includes modules for seven viral groups: influenza virus, Dengue virus, West Nile virus, Ebolavirus, MERS coronavirus, Rotavirus A and Zika virus."
61,"Influenza, respiratory syncytial virus (RSV), rhinovirus (RV), coronavirus (229E, NL63, OC43, HKU1), parainfluenzavirus (PIV 1–4), metapneumovirus (MPV), adenovirus (AdV), bocavirus (BoV), enterovirus, parechovirus, and M. pneumoniae were tested by the Fast Track Diagnostics Respiratory Pathogens 21 real-time RT-PCR panel."
62,The Middle East respiratory syndrome coronavirus (MERS-CoV) was identified in 2012 during the first Middle East respiratory syndrome (MERS) outbreaks.
63,"This study (WRAIR-2274) assessed the safety, tolerability, and immunogenicity of the GLS-5300 MERS coronavirus DNA vaccine in healthy adults."
64,"ABSTRACT Recently, a novel Coronavirus (SARS-COV-2) emerged which is responsible for the recent outbreak in Wuhan, China."
65,"Emergence of a novel coronavirus causing respiratory illness from Wuhan, China"
66,"Here, an RV-based vaccine vehicle was utilized as a novel vaccine against severe acute respiratory syndrome coronavirus (SARS-CoV)."
67, Little is known about CD4+ T-cell immunity to the severe acute respiratory syndrome (SARS) coronavirus.
68,This review aims to provide readers with a concise survey of the structural features of coronavirus N proteins and how these features provide insights into structure-based development of therapeutics against coronaviruses.
69,"Herein, the complete genome sequence of a proventiculitis-associated infectious bronchitis coronavirus (ZJ971) was sequenced and analyzed."
70," A SARS vaccine based on a live-attenuated vesicular stomatitis virus (VSV) recombinant expressing the SARS-CoV S protein provides long-term protection of immunized mice from SARS-CoV infection (Kapadia, S.U., Rose, J. K., Lamirande, E., Vogel, L., Subbarao, K., Roberts, A., 2005."
71," Severe acute respiratory syndrome (SARS) is a newly emerging infectious disease caused by a novel coronavirus (SARS-CoV), which has overwhelmed more than 30 countries claiming nearly 8400 cases with over 800 fatalities."
72,"The pathogen was a new coronavirus, named 2019 NovelCoronavirus (2019-nCoV) by WHO."
73,"Similar to SARS-CoV, MERS-CoV belongs to the coronavirus family and can induce severe respiratory symptoms in humans, with an average case fatality rate of 35% according to the World Health Organization."
74,"In addition to being more sensitive than SN, ELISA and RIA proved to have other advantages for measuring antibody levels to bovine coronavirus and therefore warrant wider use as tools in diagnostic virology."
75, Infectious bronchitis virus (IBV) is a Gammacoronavirus that causes a highly contagious respiratory disease in chickens.
76,An effective DNA vaccine platform for Middle East respiratory syndrome coronavirus
77,"A dysregulated innate immune response and exuberant cytokine/chemokine expression are believed to be critical factors in the pathogenesis of severe acute respiratory syndrome (SARS), caused by a coronavirus (SARS-CoV)."
78,"After the outbreak of the severe acute respiratory syndrome (SARS) in the world in 2003, human coronaviruses (HCoVs) have been reported as pathogens that cause severe symptoms in respiratory tract infections."
79,"The advent of severe acute respiratory syndrome (SARS) in the 21st century and the recent outbreak of Middle-East respiratory syndrome (MERS) highlight the importance of coronaviruses (CoVs) as human pathogens, emphasizing the need for development of novel antiviral strategies to combat acute respiratory infections caused by CoVs."
80,"Avian infectious bronchitis (IB), caused by a gammacoronavirus, is an OIE-listed (List B) disease and characterized by respiratory and renal involvements, causing high mortality, and economic loss in both layers and broilers."
81,A poxvirus-based vaccine reduces virus excretion after MERS coronavirus infection in dromedary camels
82,"Furthermore, human DCs transduced with Melan-A-recombinant human coronavirus 229E efficiently activated tumor-specific CD8(+) T cells."
83,Background: Middle East Respiratory Syndrome Coronavirus (MERS-COV) is the main cause of lung and kidney infections in developing countries such as Saudi Arabia and South Korea.
84," Viral particles of human severe acute respiratory syndrome coronavirus (SARS CoV) consist of three virion structural proteins, including spike protein, membrane protein, and envelope protein."
85,The third coronavirus epidemic in the third millennium: what’s next?
86, The spike (S) protein of severe acute respiratory syndrome coronavirus (SARS-CoV) is considered as a major antigen for vaccine design.
87,"The newly emerged Middle East respiratory syndrome coronavirus (MERS-CoV) has infected at least 1,082 people, including 439 fatalities."
88,"Nearly every type of etiologic agent and clinical manifestation have been involved including acute respiratory infections (e.g., H5N1 influenza A, SARS, hantaviral cardiopulmonary syndrome, and Legionnaires’ disease), central nervous system involvement (e.g., West Nile encephalitis, Nipah virus encephalitis, and prion diseases), enteric infections (e.g., Helicobacter pylori gastric and duodenal diseases, cryptosporidiosis, microsporidioses, and Shiga toxin diseases), systemic bacterial diseases (e.g., Lyme disease, six new rickettsioses, three new human ehrlichioses, bartonelloses, and staphylococcal and streptococcal toxic shock syndrome), viral hemorrhagic fevers (e.g., Marburg, Ebola, Lassa, Bolivian, Argentine, and Venezuelan hemorrhagic fevers), human retroviral infections (e.g., HIV1 and 2 and HTLV-I and II), new human herpesviruses (HHV6, HHV7, and HHV8), and the viral agents of hepatitis A, B, C, D, and E. There are the reciprocal threats that a bioterror agent (e.g., smallpox virus) could cause a newly emerging infectious disease (EID) and that an agent of emerging infections (e.g., SARS-coronavirus or Rift Valley fever virus) could be disseminated by terrorists."
89,Middle East respiratory syndrome coronavirus (MERS-CoV) has recently emerged as a causative agent of severe respiratory disease in humans.
90,Severe acute respiratory syndrome (SARS) is a new infectious disease caused by a novel coronavirus that leads to deleterious pulmonary pathological features.
91,This may also provide insights into the evolution of 2019-nCoV because SARS-like coronaviruses are thought to have originated in bats that are known to have a higher body-temperature than humans.
92,"When adjuvanted with aluminum hydroxide, this protein elicited high neutralizing antibody titers and high RBD-specific antibody titers."
93,"The first cases were noted as a cluster of patients with pneumonia who were all linked to a live animal market, and testing found the presence of a previously unknown coronavirus."
94,"Antibody titres against influenza C, parainfluenzaviruses 1 and 2 and coronavirus OC43 did not fall significantly during isolation."
95, E protein is a membrane component of severe acute respiratory syndrome coronavirus (SARS-CoV).
96,Coronavirus 2019-nCoV: Is the genie already out of the bottle?
97,We previously showed that recombinant SARS coronavirus (SARS-CoV) (Urbani strain based) lacking envelope (E) protein expression (rU-ΔE) provided good but not perfect protection in young mice against challenge with virulent mouse-adapted SARS-CoV (MA15).
98,"Research during the past ten years has revealed the existence of a diverse pool of coronaviruses circulating among various bat species and other animals, suggesting that further introductions of highly pathogenic coronaviruses into the human population are not merely probable, but inevitable."
99,"Given the high need and the absence of specific antivirals for treatment of COVID-19 (the disease caused by severe acute respiratory syndrome-associated coronavirus-2 [SARS-CoV-2]), human immunodeficiency virus (HIV) protease inhibitors are being considered as therapeutic alternatives."
100,"Coronaviruses possess 3 to 4 structural proteins: the spike (S) glycoprotein (150–200 kDa), the integral membrane glycoprotein (M; 20–30 kDa) and the nucleocapsid phosphoprotein (N; 43–50 kDa)."
101, Different forms of SARS coronavirus (SARS-CoV) spike protein-based vaccines for generation of neutralizing antibody response against SARS-CoV were compared using a mouse model.
102,"Hepatitis C virus (HCV), a member of the family Flaviviridae, is a leading cause of chronic liver disease and cancer."
103,"Coronaviruses will likely continue to emerge, arguing for a unified “One Health” approach."
104,"Toaddress the potential usefulness of this approach, a monoclonal antibody directed against the host cell receptor for the coronavirus MHV-A59 was administered to infant mice that were then challenged oronasally with 10(4) intracerebral infant mouse median lethal doses of MHV-A59."
105,": Six years have passed since Middle East respiratory syndrome (MERS) coronavirus (MERS-CoV), a newly emerging infectious virus, was first reported in 2012."
106,Techniques are described for the growth and characterization of some mammalian coronaviruses.
107,"Background: During the first week of March, the surge of coronavirus disease 2019 (COVID-19) cases reached over 100 countries with more than 100,000 cases."
108,Spike glycoprotein of coronavirus is responsible for induction of neutralizing antibody response.
109,"Therefore, this vaccine may be useful for the prevention of winter dysentery caused by bovine coronavirus infection."
110,A more detailed picture of the epidemiology of Middle East respiratory syndrome coronavirus
111,Little is known about the neutralizing epitopes in turkey coronavirus (TCoV).
112," Development of effective vaccines, in particular, subunit-based vaccines, against emerging Middle East respiratory syndrome (MERS) caused by the MERS coronavirus (MERS-CoV) will provide the safest means of preventing the continuous spread of MERS in humans and camels."
113,An effective vaccine against enteric bovine coronavirus (BCV) must be able to induce mucosal immunity.
114,"The cases reported to date suggest that most are older adults; it is currently unclear whether comorbidities reflect the age group affected or whether they are risk factors for severe disease.4, 5 Early studies using data before the institution of public health interventions in China suggest that SARS‐CoV‐2 is as transmissible as SARS coronavirus and probably more transmissible than influenza viruses.6, 7 The timing of infectiousness relative to symptom onset is a particularly important parameter with implications for public health control."
115,"The genomic variations present in Australian IBVs were investigated and compared to those of another group III coronavirus, turkey coronavirus (TCoV)."
116,"This is the third serious Coronavirus outbreak in less than 20 years, following SARS in 2002–2003 and MERS in 2012."
117,"Together, the results indicate that targeting the CoV 2′O MTase in parallel with other conserved attenuating mutations may provide a platform strategy for rapidly generating live attenuated coronavirus vaccines."
118,The spike glycoprotein is the major immunodominant antigen of coronaviruses and has proven to be an excellent target for vaccine designs that seek to block coronavirus entry and promote antibody targeting of infected cells.
119,"Within the gamma-CoVs the main representative is avian coronavirus, a taxonomic name which includes the highly contagious infectious bronchitis viruses (IBVs) in chickens and similar viruses infecting other domestic birds such as turkeys, guinea fowls, or quails."
120,This structural and immune characterization provides new insights into coronavirus spike stability determinants and explores the immune landscape of viral spike proteins.
121,"Materials and Methods: Several databases such as PubMed, Scopus, Google scholar, and BioRxiv were searched for publications reporting on the novel coronavirus up to 29 February 2020."
122,The emergence of 2019 novel coronavirus (2019-nCoV) is of global concern and might have emerged from RNA recombination among existing coronaviruses.
123,"The spike protein (S), a membrane component of severe acute respiratory syndrome coronavirus (SARS-CoV) is anticipated to be an important component of candidate vaccines."
124,"To date, there are no clinically approved vaccines or antiviral drugs available for these human coronavirus infections."
125,"Forty two (38%) pilgrims had laboratory-confirmed viral infections; 28 (25%) rhinovirus, 5 (4%) influenza A, 2 (2%) adenovirus, 2 (2%) human coronavirus OC43/229E, 2 (2%) parainfluenza virus 3, 1 (1%) parainfluenza virus 1, and 2 (2%) dual infections."
126,"Other pathogens identified included coronavirus OC43, respiratory syncytial virus, and rhinovirus."
127,"Solving the crystal structure of full-length TGEV at 1.85-Å resolution and conducting several biochemical analyses, we observed that a specific motif (amino acids 91–95) of alphacoronavirus nsp1 is a conserved region that inhibits host protein synthesis."
128,"NGS techniques have been used for high-throughput whole viral genome sequencing, such as sequencing of new influenza viruses, for detection of viral genome variability and evolution within the host, such as investigation of human immunodeficiency virus and human hepatitis C virus quasispecies, and monitoring of low-abundance antiviral drug-resistance mutations."
129,"By contrast with influenza viruses, little is known about the contemporaneous global diversity of these viruses, and the relevance of such for development of pharmaceutical interventions."
130,"The work on SARS-CoV widens our knowledge on the epidemiology, pathophysiology and immunology of coronaviruses and may shed light on MERS coronavirus (MERS-CoV)."
131,"News broke on Feb 27, 2020, that an Italian citizen was Nigeria's first case of coronavirus disease 2019 (COVID-19)."
132,"It is highly desirable to find an approach for rapidly developing potent therapeutics against MERS-CoV, which not only can be implemented for MERS treatment but also can help to develop a platform strategy to combat future emerging coronaviruses."
133,This work could be extended further to enable medical practitioners in automatically identifying and characterizing SARS coronavirus strain in a fast and efficient fashion using short and/or incomplete segments of nucleotide sequences.
134,Methods: The 2019 novel coronavirus proteome was aligned to a curated database of viral immunogenic peptides.
135,"Using ELISA, we demonstrated that 12 of 12 herds in Saskatchewan, and 109 of 110 animals tested, and antibody to bovine coronavirus."
136,"Diagnostics play a central role in the early detection and control of outbreaks and can enable a more nuanced understanding of the disease kinetics and risk factors for the Middle East respiratory syndrome-coronavirus (MERS-CoV), one of the high-priority pathogens identified by the WHO."
137,"This review will focus on several of these newly identified pathogens for which there are clinical data implicating a role of these viruses in respiratory tract disease specifically, human metapneumovirus, human coronaviruses NL63 and HKU1, and the human bocavirus."
138,"One world, one health: The novel coronavirus COVID-19 epidemic"
139,The results are consistent with coronavirus transcription models in which the transcription from upstream TRSs is attenuated by downstream TRSs.
140,"Public health measures have successfully identified and contained outbreaks of the severe acute respiratory syndrome (SARS) coronavirus (SARS-CoV)(1,2,3,4,5), but concerns remain over the possibility of future recurrences."
141,Severe acute respiratory syndrome (SARS) is an infectious disease caused by a novel coronavirus that cost nearly 800 lives.
142,Wuhan Novel Coronavirus disease (COVID-19) outbreak has become a global outbreak which has raised the concern of scientific community to design and discover a definitive cure against this deadly virus which has caused deaths of numerous infected people upon infection and spreading.
143,"Middle East respiratory syndrome coronavirus (MERS-CoV) still causes outbreaks despite public awareness and implementation of health care measures, such as rapid viral diagnosis and patient quarantine."
144,"This article reviews the clinical syndromes associated with bovine coronavirus, including pneumonia in calves and adult cattle, calf diarrhea, and winter dysentery; diagnostic methods; prevention using vaccination; and treatment, with adjunctive immunotherapy."
145,"All 15 strains of IBV tested as well as two Turkey coronavirus strains were amplified, whereas none of the other pathogens examined, tested positive."
146,Bovine coronavirus (BCoV) is antigenically related to ECoV; it is therefore possible that BCoV vaccine will induce antibodies against ECoV in horses.
147,"MERS-CoV and Pipistrellus bat coronavirus (BtCoV) strain HKU5 of Betacoronavirus (β-CoV) subgroup 2c share >65% identity at the amino acid level in several regions, including nonstructural protein 5 (nsp5) and the nucleocapsid (N) protein, which are significant drug and vaccine targets."
148,"The disease was caused by an unknown animal coronavirus (CoV) that had crossed the species barrier through close contact of humans with infected animals, and was identified as the etiological agent for SARS."
149,"Health care personnel are commonly exposed to infectious agents via sharp injuries (eg, human immunodeficiency virus, hepatitis B virus, and hepatitis C virus), direct patient care (eg, pertussis and meningococcus), and the contaminated environment (eg, Clostridium difficile)."
150,This disease had never been observed in man before; the SARS-Coronavirus causing the disease was unknown.
151,We aimed to determine the Middle East respiratory syndrome coronavirus (MERS-CoV) nasal carriage rate among pilgrims performing the 2013 Hajj and to describe the compliance with the Saudi Ministry of Health vaccine recommendations.
152,"Among the recently emerged respiratory pathogens are influenza viruses, coronaviruses, enteroviruses, and adenoviruses."
153,"Utilizing the SARS-CoV infectious clone, we generated and characterized a chimeric virus expressing the spike of bat coronavirus SHC014 in a mouse adapted SARS-CoV backbone."
154, The Middle East respiratory syndrome coronavirus (MERS-CoV) has infected over 1600 individuals with nearly 600 deaths since it was first identified in human populations in 2012.
155,"Previously, we reported the 5 L scale expression and purification of a promising recombinant SARS vaccine candidate, RBD219-N1, the 218–amino acid residue receptor-binding domain (RBD) of SARS coronavirus expressed in yeast–Pichia pastoris X-33."
156,Cats are susceptible to natural infection with several strains of feline coronavirus that result in either effusive and noneffusive feline infectious peritonitis or enteritis.
157,"Novel Coronavirus (2019-nCoV) is an emerging pathogen that was first identified in Wuhan, China in late December 2019."
158," The Middle East respiratory syndrome coronavirus (MERS-CoV), is an emerging pathogen that continues to cause outbreaks in the Arabian peninsula and in travelers from this region, raising the concern that a global pandemic could occur."
159,"4567042 Inactivated canine coronavirus vaccine William M Acree, Bobby Edwards, John W Black assigned to American Home Products Corporation"
160,"Using this resource, we showed that genetic variations in SARS-CoV-2, though still few for the moment, already follow the pattern of mutations in related coronaviruses, and could alter the immune vulnerability landscape of this virus."
161,"Among these 13 patients, 11 (92 %) presented a confirmed influenza (A/H3N2) and two had another respiratory virus: one human metapneumovirus and one human coronavirus."
162,2019-nCoV is a novel form of coronavirus that causes COVID-19 and has high similarity with SARS-CoV.
163," The Middle East respiratory syndrome coronavirus (MERS-CoV) has infected more than 1900 humans, since 2012."
164,"Through a cross-sectional community-based nasal self-swabbing study we sought to determine carriage epidemiology for respiratory pathogens amongst bacteria (Streptococcus pneumoniae, Haemophilus influenza, Moraxella catarrhalis, Staphylococcus aureus, Pseudomonas aeruginosa and Neisseria meningitidis) and viruses (RSV, Influenza viruses A and B, Rhinovirus/Enterovirus, Coronavirus, Parainfluenza viruses 1-3 and Adenovirus (ADV))."
165,: The recently emerged 2019 Novel Coronavirus (SARS-CoV-2) and associated COVID-19 disease cause serious or even fatal respiratory tract infection and yet no approved therapeutics or effective treatment is currently available to effectively combat the outbreak.
166,Severe acute respiratory syndrome (SARS) was caused by a previously unrecognized animal coronavirus that exploited opportunities provided by 'wet markets' in southern China to adapt to become a virus readily transmissible between humans.
167,"Unfortunately, there is limited experience with coronavirus infections during pregnancy, and it now appears certain that pregnant women have become infected during the present 2019-nCoV epidemic."
168,"Here we identify a metallopeptidase, angiotensin-converting enzyme 2 (ACE2)(3,4), isolated from SARS coronavirus (SARS-CoV)-permissive Vero E6 cells, that efficiently binds the S1 domain of the SARS-CoV S protein."
169,"At 125 nm, it is slightly larger than influenza, SARS and MERS viruses."
170,"The Corona Virus Disease 2019 (COVID-19) outbroke in Wuhan, China in December 2019 and the severe acute respiratory syndrome (SARS) outbroke in Guangzhou, China in 2003 were caused by highly pathogenic coronaviruses with high homology."
171," Coronaviruses (CoVs) are enveloped, positive-strand RNA viruses with characteristic spike glycoproteins that project outward like the rays of the sun (corona – Latin for ‘crown’), when visualized by electron microscopy."
172,“The Art of War” in the Era of Coronavirus Disease 2019 (COVID-19)
173,"Thus, an efficient vaccination strategy is required to prevent the further spread of the infection."
174,"These include viral S protein targeting; inhibitors of host proteases, including TMPRSS2, cathepsin L and furin protease, and of viral M(pro) and the PL(pro) proteases; convalescent plasma; and vaccine candidates."
175,This finding will be of potential use in future monitoring of SL-CoV infection in bats and spillover animals and in development of more effective vaccine to cover broad protection against this new group of coronaviruses.
176,"On the other hand, the TLR agonist&#8208;adjuvanted vaccine induced highly protective antibodies without eosinophilic infiltrations, as well as Th1/17 cytokine responses."
177,"Intestinal content samples were collected from 101 broiler flocks from several regions of Jordan to detect the presence of astrovirus, coronavirus, reovirus, and rotavirus, by using reverse transcriptase polymerase chain reaction (RT-PCR)."
178,"Thus, delta inulin adjuvants may offer a unique ability to develop safer and more effective coronavirus vaccines."
179," A trasmissible gastroenteritis (TGE) coronavirus mutant (188-SG), selected as attenuated and resistant to acidity and proteases of the digestive tract of adult pigs, was used as vaccine (“Nouzilly strain”) in sows to protect suckling piglets against a challenge exposure carried out with a higly virulent TGEV strain."
180,The impact of the drastic reduction in travel volume within mainland China in January and February 2020 was quantified with respect to reports of novel coronavirus (COVID-19) infections outside China.
181, The spike (S) protein of the severe acute respiratory syndrome coronavirus (SARS-CoV) is responsible for host cell attachment and fusion of the viral and host cell membranes.
182,"The Network has proven its excellence throughout these 65 years, providing detailed information on circulating seasonal influenza viruses, as well as immediate response to the influenza pandemics in 1957, 1968, and 2009, and to threats caused by animal influenza viruses and by zoonotic transmission of coronaviruses."
183,"With an ongoing threat posed by circulating zoonotic strains, new strategies are required to prepare for the next emergent coronavirus (CoV)."
184,"Since then, we have witnessed the emergence of several other viral respiratory pathogens including influenza viruses (avian influenza H5N1, H7N9, and H10N8; variant influenza A H3N2 virus), human adenovirus-14, and Middle East respiratory syndrome coronavirus (MERS-CoV)."
185,"The spike (S) glycoprotein of the avian gammacoronavirus infectious bronchitis virus (IBV) is comprised of two subunits (S1 and S2), has a role in virulence in vivo, and is responsible for cellular tropism in vitro."
186,"It is timely to systematically review the potential of these interventions, including those for Middle East respiratory syndrome-Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS)-CoV, to guide policymakers globally on their prioritization of resources for research and development."
187,"As in other coronaviruses, nucleocapsid (N) is one of the most crucial structural components of the SARS-CoV."
188,"Thus, the establishment of BP-caKII and the identified mutations in this study may provide insight into the genetic background of embryo and cold adaptations, and the attenuation of coronaviruses."
