pid,title,abstract
sdij1d90,In Vitro Antiviral Activity and Projection of Optimized Dosing Design of Hydroxychloroquine for the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),": The Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) first broke out in Wuhan (China) and subsequently spread worldwide. Chloroquine has been sporadically used in treating SARS-CoV-2 infection. Hydroxychloroquine shares the same mechanism of action as chloroquine, but its more tolerable safety profile makes it the preferred drug to treat malaria and autoimmune conditions. We propose that the immunomodulatory effect of hydroxychloroquine also may be useful in controlling the cytokine storm that occurs late-phase in critically ill SARS-CoV-2 infected patients. Currently, there is no evidence to support the use of hydroxychloroquine in SARS-CoV-2 infection. METHODS: The pharmacological activity of chloroquine and hydroxychloroquine was tested using SARS-CoV-2 infected Vero cells. Physiologically-based pharmacokinetic models (PBPK) were implemented for both drugs separately by integrating their in vitro data. Using the PBPK models, hydroxychloroquine concentrations in lung fluid were simulated under 5 different dosing regimens to explore the most effective regimen whilst considering the drug’s safety profile. RESULTS: Hydroxychloroquine (EC(50)=0.72 μM) was found to be more potent than chloroquine (EC(50)=5.47 μM) in vitro. Based on PBPK models results, a loading dose of 400 mg twice daily of hydroxychloroquine sulfate given orally, followed by a maintenance dose of 200 mg given twice daily for 4 days is recommended for SARS-CoV-2 infection, as it reached three times the potency of chloroquine phosphate when given 500 mg twice daily 5 days in advance. CONCLUSIONS: Hydroxychloroquine was found to be more potent than chloroquine to inhibit SARS-CoV-2 in vitro."
qebbkr6d,A data-driven drug repositioning framework discovered a potential therapeutic agent targeting COVID-19,"The global spread of SARS-CoV-2 requires an urgent need to find effective therapeutics for the treatment of COVID-19. We developed a data-driven drug repositioning framework, which applies both machine learning and statistical analysis approaches to systematically integrate and mine large-scale knowledge graph, literature and transcriptome data to discover the potential drug candidates against SARS-CoV-2. The retrospective study using the past SARS-CoV and MERS-CoV data demonstrated that our machine learning based method can successfully predict effective drug candidates against a specific coronavirus. Our in silico screening followed by wet-lab validation indicated that a poly-ADP-ribose polymerase 1 (PARP1) inhibitor, CVL218, currently in Phase I clinical trial, may be repurposed to treat COVID-19. Our in vitro assays revealed that CVL218 can exhibit effective inhibitory activity against SARS-CoV-2 replication without obvious cytopathic effect. In addition, we showed that CVL218 is able to suppress the CpG-induced IL-6 production in peripheral blood mononuclear cells, suggesting that it may also have anti-inflammatory effect that is highly relevant to the prevention immunopathology induced by SARS-CoV-2 infection. Further pharmacokinetic and toxicokinetic evaluation in rats and monkeys showed a high concentration of CVL218 in lung and observed no apparent signs of toxicity, indicating the appealing potential of this drug for the treatment of the pneumonia caused by SARS-CoV-2 infection. Moreover, molecular docking simulation suggested that CVL218 may bind to the N-terminal domain of nucleocapsid (N) protein of SARS-CoV-2, providing a possible model to explain its antiviral action. We also proposed several possible mechanisms to explain the antiviral activities of PARP1 inhibitors against SARS-CoV-2, based on the data present in this study and previous evidences reported in the literature. In summary, the PARP1 inhibitor CVL218 discovered by our data-driven drug repositioning framework can serve as a potential therapeutic agent for the treatment of COVID-19."
r22x7gnu,Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro,Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro
3uk2zfpo,Artificial intelligence finds drugs that could fight the new coronavirus,"Two independent groups last week reported that they had used artificial intelligence in different ways to find possible treatments for the novel coronavirus, named 2019-nCoV. On Feb. 4, researchers from the AI drug discovery company BenevolentAI and Imperial College London reported that they had used AI software to find an already-approved drug that might limit the virus’s ability to infect people (Lancet 2020, DOI: 10.1016/S0140-6736(20)30304-4). On Feb. 6, Insilico Medicine announced that its AI algorithms had designed new molecules that could stop the virus from replicating in people’s bodies. The company says it submitted a paper to the bioRxiv server, but the preprint had not been posted there as of press time. BenevolentAI’s algorithms connect molecular structure data to biomedical information about relevant receptors and diseases to find potential drug targets. The group adapted its search to newly available information about 2019-nCoV and focused on the enzyme adaptor-associated protein kinase"
n6l2804j,Timing of antiviral treatment initiation is critical to reduce SARS-Cov-2 viral load,"We modeled the viral dynamics of 13 untreated patients infected with SARS-CoV-2 to infer viral growth parameters and predict the effects of antiviral treatments. In order to reduce peak viral load by more than 2 logs, drug efficacy needs to be greater than 80% if treatment is administered after symptom onset; an efficacy of 50% could be sufficient if treatment is initiated before symptom onset. Given their pharmacokinetic/pharmacodynamic properties, current investigated drugs may be in a range of 20-70% efficacy. They may help control virus if administered very early, but may not have a major effect in severe patients."
b518n9dx,Remdesivir for severe acute respiratory syndrome coronavirus 2 causing COVID-19: An evaluation of the evidence," The novel coronavirus infection that initially found at the end of 2019 has attracted great attention. So far, the number of infectious cases has increased globally to more than 100 thousand and defined as a pandemic situation, but there are still no “specific drug” available. Relevant reports have pointed out the novel coronavirus has 80% homology with SARS. In the difficulty where new synthesized drug cannot be applied immediately to patients, “conventional drug in new use” has become a feasible solution. The first medication experience of the recovered patients in the US has led remdesivir to be the “specific drug”. China has also taken immediate action to put remdesivir into clinical trials with the purpose of applying it into clinical therapeutics for Corona Virus Disease 2019 (COVID-19). We started from the structure, immunogenicity, and pathogenesis of coronavirus infections of the novel coronavirus. Further, we analyzed the pharmacological actions and previous trials of remdesivir to identify the feasibility of conducting experiments on COVID-19."
wx7nheay,Structure of Mpro from COVID-19 virus and discovery of its inhibitors,"SUMMARYA new coronavirus (CoV) identified as COVID-19 virus is the etiological agent responsible for the 2019-2020 viral pneumonia outbreak that commenced in Wuhan1-4. Currently there is no targeted therapeutics and effective treatment options remain very limited. In order to rapidly discover lead compounds for clinical use, we initiated a program of combined structure-assisted drug design, virtual drug screening and high-throughput screening to identify new drug leads that target the COVID-19 virus main protease (Mpro). Mpro is a key CoV enzyme, which plays a pivotal role in mediating viral replication and transcription, making it an attractive drug target for this virus5,6. Here, we identified a mechanism-based inhibitor, N3, by computer-aided drug design and subsequently determined the crystal structure of COVID-19 virus Mpro in complex with this compound. Next, through a combination of structure-based virtual and high-throughput screening, we assayed over 10,000 compounds including approved drugs, drug candidates in clinical trials, and other pharmacologically active compounds as inhibitors of Mpro. Six of these inhibit Mpro with IC50 values ranging from 0.67 to 21.4 μM. Ebselen also exhibited strong antiviral activity in cell-based assays. Our results demonstrate the efficacy of this screening strategy, which can lead to the rapid discovery of drug leads with clinical potential in response to new infectious diseases where no specific drugs or vaccines are available."
2cuts3d9,Chloroquine for the 2019 novel coronavirus SARS-CoV-2,Chloroquine for the 2019 novel coronavirus SARS-CoV-2
95fc828i,Current knowledge about the antivirals remdesivir (GS-5734) and GS-441524 as therapeutic options for coronaviruses,"Recent international epidemics of coronavirus-associated illnesses underscore the urgent medical and public health need for vaccine development and regulatory body approved therapies. In particular, the current coronavirus disease 2019 (COVID-19) pandemic has quickly intensified interest in developing treatment options to mitigate impact on human life. Remdesivir (GS-5734™) is a broad-spectrum antiviral drug that is now being tested as a potential treatment for COVID-19 in international, multi-site clinical trials. Currently available evidence about the antiviral effects of remdesivir against coronaviruses is primarily based on in vitro and in vivo studies (including some on a chemically related compound, GS-441524™), which have demonstrated largely favorable findings. As the pandemic progresses, information from human compassionate use cases will continue to accumulate before the clinical trials are concluded. It is imperative for public health practitioners and the One Health community to stay up to date on the most promising potential therapeutic options that are under investigation. Thus, the purpose of this review is to synthesize the knowledge to date about remdesivir as a therapeutic option for coronaviruses, with a special focus on information relevant to the One Health community."
xwmr7up9,Amantadine disrupts lysosomal gene expression; potential therapy for COVID19,"SARS-coronavirus 2 is the causal agent of the COVID-19 outbreak. SARS-Cov-2 entry into a cell is dependent upon binding of the viral spike (S) protein to cellular receptor and on cleavage of the spike protein by the host cell proteases such as Cathepsin L and Cathepsin B. CTSL/B are crucial elements of lysosomal pathway and both enzymes are almost exclusively located in the lysosomes.CTSL disruption offers potential for CoVID-19 therapies. The mechanisms of disruption include: decreasing expression of CTSL, direct inhibition of CTSL activity and affecting the conditions of CTSL environment (increase pH in lysosomes). We have conducted a high throughput drug screen gene expression analysis to identify compounds that would downregulate the expression of CTSL/CTSB. One of the top significant results shown to downregulate the expression of the CTSL gene is Amantadine. Amantadine was approved by the US Food and Drug Administration in 1968 as a prophylactic agent for influenza and later for Parkinsons disease. It is available as a generic drug. Amantadine in addition to downregulating CTSL appears to further disrupt lysosomal pathway , hence interfering with the capacity of the virus to replicate. It acts as a lysosomotropic agent altering the CTSL functional environment. We hypothesize that Amantadine could decrease the viral load in SARS-CoV-2 positive patients and as such it may serve as a potent therapeutic decreasing the replication and infectivity of the virus likely leading to better clinical outcomes. Clinical studies will be needed to examine the therapeutic utility of amantadine in COVID-19 infection."
yf5g53a9,Teicoplanin: an alternative drug for the treatment of COVID-19?,"ABSTRACT In December 2019, a novel coronavirus, named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged from China causing pneumonia outbreaks, first in the Wuhan region of China and then spread worldwide because of its probable high transmission efficiency. Owing to the lack of efficient and specific treatments and the need to contain the epidemic, drug repurposing appears to be the best tool to find a therapeutic solution. Chloroquine, remdesivir, lopinavir, ribavirin and ritonavir have shown efficacy to inhibit coronavirus in vitro. Teicoplanin, an antibiotic used to treat staphylococcal infections, previously showed efficacy to inhibit the first stage of the Middle East respiratory syndrome coronavirus (MERS-CoV) viral life cycle in human cells. This activity is conserved against SARS-Cov-2, thus placing teicoplanin as a potential treatment for patients with this virus."
rl3801n6,Emerging Therapeutic Strategies for COVID-19 patients,"Over 100,000 cases of COVID-19 patients infected with the novel coronavirus SARS-COV-2 have been reported worldwide in approximately 2 months, resulting in over 3000 deaths. Potential therapeutic strategies, including remdesivir, chloroquine phosphate, abidol, lopinavir/ritonavir, plasma, antibody, vaccine and stem cells are discussed in this review. With the number of patients increasing daily, there is an urgent need for effective therapeutic intervention."
f6muhf3d,"Prediction of the SARS-CoV-2 (2019-nCoV) 3C-like protease (3CL (pro)) structure: virtual screening reveals velpatasvir, ledipasvir, and other drug repurposing candidates","We prepared the three-dimensional model of the SARS-CoV-2 (aka 2019-nCoV) 3C-like protease (3CL (pro)) using the crystal structure of the highly similar (96% identity) ortholog from the SARS-CoV. All residues involved in the catalysis, substrate binding and dimerisation are 100% conserved. Comparison of the polyprotein PP1AB sequences showed 86% identity. The 3C-like cleavage sites on the coronaviral polyproteins are highly conserved. Based on the near-identical substrate specificities and high sequence identities, we are of the opinion that some of the previous progress of specific inhibitors development for the SARS-CoV enzyme can be conferred on its SARS-CoV-2 counterpart. With the 3CL (pro) molecular model, we performed virtual screening for purchasable drugs and proposed 16 candidates for consideration. Among these, the antivirals ledipasvir or velpatasvir are particularly attractive as therapeutics to combat the new coronavirus with minimal side effects, commonly fatigue and headache. The drugs Epclusa (velpatasvir/sofosbuvir) and Harvoni (ledipasvir/sofosbuvir) could be very effective owing to their dual inhibitory actions on two viral enzymes."
69toerzi,Learning from the Past: Possible Urgent Prevention and Treatment Options for Severe Acute Respiratory Infections Caused by 2019-nCoV,"With the current trajectory of the 2019-nCoV outbreak unknown, public health and medicinal measures will both be needed to contain spreading of the virus and to optimize patient outcomes. Although little is known about the virus, an examination of the genome sequence shows strong homology with its better-studied cousin, SARS-CoV. The spike protein used for host cell infection shows key nonsynonymous mutations that might hamper the efficacy of previously developed therapeutics but remains a viable target for the development of biologics and macrocyclic peptides. Other key drug targets, including RNA-dependent RNA polymerase and coronavirus main proteinase (3CLpro), share a strikingly high (>95 %) homology to SARS-CoV. Herein, we suggest four potential drug candidates (an ACE2-based peptide, remdesivir, 3CLpro-1 and a novel vinylsulfone protease inhibitor) that could be used to treat patients suffering with the 2019-nCoV. We also summarize previous efforts into drugging these targets and hope to help in the development of broad-spectrum anti-coronaviral agents for future epidemics."
662pfa61,Nelfinavir inhibits replication of severe acute respiratory syndrome coronavirus 2 in vitro.,"In December 2019, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in Wuhan, Hubei Province, China. No specific treatment has been established against coronavirus disease-2019 (COVID-19) so far. Therefore, it is urgently needed to identify effective antiviral agents for the treatment of this disease, and several approved drugs such as lopinavir have been evaluated. Here, we report that nelfinavir, an HIV-1 protease inhibitor, potently inhibited replication of SARS-CoV-2. The effective concentrations for 50% and 90% inhibition (EC50 and EC90) of nelfinavir were 1.13 micro M and 1.76 micro M respectively, the lowest of the nine HIV-1 protease inhibitors including lopinavir. The trough and peak serum concentrations of nelfinavir were three to six times higher than EC50 of this drug. These results suggest that nelfinavir is a potential candidate drug for the treatment of COVID-19 and should be assessed in patients with COVID-19."
fjmchbew,The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR,The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR
vxqdfiel,Clinical trials on drug repositioning for COVID-19 treatment,"The World Health Organization (WHO) was informed on December 2019 about a coronavirus pneumonia outbreak in Wuhan, Hubei province (China). Subsequently, on March 12, 2020, 125,048 cases and 4,614 deaths were reported. Coronavirus is an enveloped RNA virus, from the genus Betacoronavirus, that is distributed in birds, humans, and other mammals. WHO has named the novel coronavirus disease as COVID-19. More than 80 clinical trials have been launched to test coronavirus treatment, including some drug repurposing or repositioning for COVID-19. Hence, we performed a search in March 2020 of the clinicaltrials.gov database. The eligibility criteria for the retrieved studies were: contain a clinicaltrials.gov base identifier number; describe the number of participants and the period for the study; describe the participants’ clinical conditions; and utilize interventions with medicines already studied or approved for any other disease in patients infected with the novel coronavirus SARS-CoV-2 (2019-nCoV). It is essential to emphasize that this article only captured trials listed in the clinicaltrials.gov database. We identified 24 clinical trials, involving more than 20 medicines, such as human immunoglobulin, interferons, chloroquine, hydroxychloroquine, arbidol, remdesivir, favipiravir, lopinavir, ritonavir, oseltamivir, methylprednisolone, bevacizumab, and traditional Chinese medicines (TCM). Although drug repurposing has some limitations, repositioning clinical trials may represent an attractive strategy because they facilitate the discovery of new classes of medicines; they have lower costs and take less time to reach the market; and there are existing pharmaceutical supply chains for formulation and distribution."
9ukf9vpg,COVID-19: combining antiviral and anti-inflammatory treatments,"Both coronavirus disease 2019 (COVID-19) and severe acute respiratory syndrome (SARS) are characterised by an overexuberant inflammatory response and, for SARS, viral load is not correlated with the worsening of symptoms. In our previous Correspondence to The Lancet, we described how BenevolentAI's proprietary artificial intelligence (AI)-derived knowledge graph, queried by a suite of algorithms, enabled identification of a target and a potential therapeutic against SARS coronavirus 2 (SARS-CoV-2; the causative organism in COVID-19). We identified a group of approved drugs that could inhibit clathrin-mediated endocytosis and thereby inhibit viral infection of cells (appendix). The drug targets are members of the numb-associated kinase (NAK) family—including AAK1 and GAK—the inhibition of which has been shown to reduce viral infection in vitro. Baricitinib was identified as a NAK inhibitor, with a particularly high affinity for AAK1, a pivotal regulator of clathrin-mediated endocytosis. We suggested that this drug could be of use in countering SARS-CoV-2 infections, subject to appropriate clinical testing."
da61tfr9,New insights on the antiviral effects of chloroquine against coronavirus: what to expect for COVID-19?,"ABSTRACT Recently, a novel coronavirus (2019-nCoV), officially known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged in China. Despite drastic containment measures, the spread of this virus is ongoing. SARS-CoV-2 is the aetiological agent of coronavirus disease 2019 (COVID-19) characterised by pulmonary infection in humans. The efforts of international health authorities have since focused on rapid diagnosis and isolation of patients as well as the search for therapies able to counter the most severe effects of the disease. In the absence of a known efficient therapy and because of the situation of a public-health emergency, it made sense to investigate the possible effect of chloroquine/hydroxychloroquine against SARS-CoV-2 since this molecule was previously described as a potent inhibitor of most coronaviruses, including SARS-CoV-1. Preliminary trials of chloroquine repurposing in the treatment of COVID-19 in China have been encouraging, leading to several new trials. Here we discuss the possible mechanisms of chloroquine interference with the SARS-CoV-2 replication cycle."
