,coravacine,newpid
316,0.34700071811676025,3564
317,0.7506968379020691,5685
318,0.2809520959854126,13731
319,0.5238895416259766,2922
320,0.7183310985565186,5348
321,0.1806979477405548,11312
322,0.16858850419521332,928
323,0.16142667829990387,1027
324,0.20305652916431427,6317
325,0.8641301393508911,13845
326,0.10166513174772263,13842
327,0.8606805205345154,5179
328,0.6449228525161743,13207
329,0.10903360694646835,11520
330,0.11258236318826675,8427
331,0.6995649337768555,4886
332,0.3156878352165222,3358
333,0.22378100454807281,9842
334,0.101582832634449,2950
335,0.4686931371688843,8352
336,0.8485826849937439,5299
337,0.1574128419160843,3018
338,0.14048433303833008,10660
339,0.11486153304576874,1
340,0.9890167713165283,881
341,0.7526684999465942,13809
342,0.11674515157938004,7859
343,0.4762536585330963,15849
344,0.13142041862010956,10495
345,0.6893971562385559,5317
346,0.2441684454679489,7653
347,0.6227601766586304,406
348,0.6310406923294067,7421
349,0.1444322019815445,6285
350,0.15050582587718964,7076
351,0.7343589663505554,6575
352,0.23528049886226654,3549
353,0.5939887762069702,12458
354,0.9554056525230408,3740
355,0.10990623384714127,9175
356,0.10142651200294495,8863
357,0.6749739050865173,15221
358,0.8835054636001587,6500
359,0.768187403678894,10405
360,0.6240307092666626,10932
361,0.4468865692615509,10816
362,0.13342294096946716,7228
363,0.21258506178855896,12069
364,0.3191603422164917,415
365,0.6213045716285706,10724
366,0.10254380106925964,2126
367,0.1581602841615677,8019
368,0.9848810434341431,15629
369,0.10428372770547867,6889
370,0.4503018856048584,10829
371,0.5805954337120056,5275
372,0.393070250749588,3897
373,0.24096404016017914,1404
374,0.1034480407834053,14616
375,0.13411946594715118,11797
376,0.19077205657958984,755
377,0.5313349366188049,12479
378,0.7046275734901428,12692
379,0.9893712997436523,2071
380,0.20456761121749878,1712
381,0.7544913291931152,5123
382,0.5130728483200073,10453
383,0.11297888308763504,25
384,0.7743616700172424,4719
385,0.45985904335975647,703
386,0.7265856862068176,181
387,0.5213931202888489,13700
388,0.7325146794319153,12852
389,0.7832178473472595,13962
390,0.1116575077176094,11571
391,0.7453070282936096,12774
392,0.7443756461143494,1915
393,0.4105054438114166,1060
394,0.09838028997182846,7817
395,0.6282665729522705,11705
396,0.4542192220687866,8418
397,0.6575197577476501,1820
398,0.9136508703231812,8403
399,0.65215665102005,10337
400,0.9889042973518372,2159
401,0.10406561195850372,1010
402,0.5053604245185852,12324
403,0.9364491105079651,1852
404,0.11991167068481445,13862
405,0.9679620862007141,13668
406,0.7602375149726868,2505
407,0.5184637904167175,9702
408,0.1063457801938057,187
409,0.6839557886123657,4502
410,0.3471457064151764,14270
411,0.11781594157218933,13331
412,0.977968156337738,15879
413,0.11463278532028198,15829
414,0.19434648752212524,3341
415,0.982058048248291,9511
416,0.9528335928916931,1529
417,0.6665215492248535,6631
418,0.9781160354614258,3699
419,0.3201524317264557,8179
420,0.2060648500919342,11825
421,0.9491044878959656,258
422,0.13749751448631287,1609
423,0.11513630300760269,4022
424,0.7371625900268555,1257
425,0.9894546270370483,15331
426,0.6929787397384644,12732
427,0.7337024807929993,1649
428,0.7718163728713989,14216
429,0.19734394550323486,11722
430,0.5256507396697998,14212
431,0.49511098861694336,10147
432,0.17060571908950806,4905
433,0.8075915575027466,3158
434,0.7849169969558716,8200
435,0.13292406499385834,6860
436,0.667743980884552,4801
437,0.6134473085403442,4954
438,0.7501874566078186,15526
439,0.48263925313949585,4948
440,0.10091882944107056,12893
441,0.1044589951634407,10145
442,0.8704158067703247,653
443,0.13682320713996887,5826
444,0.2897103726863861,2582
445,0.9798888564109802,15351
446,0.10925286263227463,1377
447,0.4782618284225464,6780
448,0.9889473915100098,8793
449,0.7028627395629883,6661
450,0.7752076983451843,5757
451,0.9892053604125977,961
452,0.8482574820518494,5449
453,0.8299041390419006,14364
454,0.6085304617881775,14579
455,0.10630181431770325,12373
456,0.5973767638206482,8870
457,0.15609921514987946,10989
458,0.9897351264953613,4315
459,0.711245059967041,6651
460,0.748385488986969,7709
461,0.9832354784011841,15340
462,0.6961227655410767,11231
463,0.5121766924858093,8058
464,0.8188037276268005,4394
465,0.21673615276813507,2996
466,0.7016025185585022,4350
467,0.17049461603164673,2072
468,0.48962968587875366,4471
469,0.989562451839447,1603
470,0.12582816183567047,4129
471,0.6669356822967529,11373
472,0.4227713644504547,11985
473,0.22116319835186005,14550
474,0.10315991938114166,3243
475,0.1058516725897789,751
476,0.10830716043710709,3182
477,0.1342337280511856,12307
478,0.24552148580551147,10540
479,0.2672349214553833,1458
480,0.38905057311058044,3240
481,0.605130136013031,1403
482,0.13260497152805328,2014
483,0.10521778464317322,15828
484,0.7166978716850281,14718
485,0.7435845732688904,9836
486,0.31780147552490234,6334
487,0.2561432123184204,11447
488,0.7940016388893127,13319
489,0.12721945345401764,10102
490,0.9898132681846619,7864
491,0.10465370118618011,3643
492,0.4678449034690857,6973
493,0.09879162907600403,6792
494,0.7113422751426697,1933
495,0.10119199007749557,3861
496,0.2605746388435364,11551
497,0.10373798757791519,2785
498,0.9819600582122803,2458
499,0.6710795760154724,2881
500,0.29495880007743835,7900
501,0.36620163917541504,13197
502,0.1218581274151802,3001
503,0.10042718797922134,4969
504,0.5322954058647156,3014
505,0.6390793323516846,10274
506,0.6480482220649719,10281
507,0.366971880197525,4547
508,0.5306180119514465,2284
509,0.4157452881336212,9144
510,0.5773186087608337,2789
511,0.545146107673645,15108
512,0.2048717886209488,12486
513,0.11496825516223907,15290
514,0.22808651626110077,1941
515,0.7608625292778015,3813
516,0.9893968105316162,10940
517,0.15491372346878052,10639
518,0.6937558650970459,15023
519,0.15443110466003418,12304
520,0.4464036226272583,2936
521,0.1093270406126976,13157
522,0.11181730777025223,14109
523,0.759207546710968,7217
524,0.10716837644577026,14389
525,0.13531984388828278,12971
526,0.7852078080177307,7251
527,0.7348695993423462,3315
528,0.9167352318763733,13472
529,0.6305604577064514,4304
530,0.24981345236301422,9377
531,0.22115564346313477,3595
532,0.2352709174156189,12141
533,0.9882064461708069,1831
534,0.10514913499355316,3179
535,0.2655695676803589,3376
536,0.6838418245315552,1209
537,0.6320311427116394,8270
538,0.7297514081001282,2845
539,0.09713859856128693,1326
540,0.2233535647392273,12740
541,0.21651557087898254,13546
542,0.28344452381134033,15287
543,0.8906978964805603,1508
544,0.8366589546203613,1807
545,0.10135839134454727,8003
546,0.40433698892593384,2300
547,0.1890878677368164,11286
548,0.9399291276931763,12443
549,0.174590066075325,3114
550,0.12310492247343063,7576
551,0.5248422026634216,4575
552,0.12576064467430115,8172
553,0.09790518879890442,6935
554,0.47468432784080505,8340
555,0.11711423844099045,15968
556,0.4512181878089905,6688
557,0.9895678162574768,15698
558,0.6480585336685181,9718
559,0.6901148557662964,7671
560,0.37859776616096497,10101
561,0.7420738339424133,6336
562,0.5296626091003418,13400
563,0.8323253989219666,3826
564,0.21360360085964203,10358
565,0.6736993193626404,15250
566,0.7781949043273926,6019
567,0.8775362968444824,800
568,0.7819228768348694,9050
569,0.804143488407135,4845
570,0.6026239395141602,14900
571,0.8305360078811646,11837
572,0.16185273230075836,9815
573,0.6182985305786133,1066
574,0.6847758889198303,16042
575,0.6691656112670898,4112
576,0.1338767558336258,13264
577,0.9048318862915039,9623
578,0.22494414448738098,10404
579,0.9893544912338257,3805
580,0.723307728767395,7546
581,0.7164554595947266,12199
582,0.8382505774497986,4621
583,0.908484697341919,1462
584,0.4942687749862671,11601
585,0.6106773614883423,6902
586,0.7072497010231018,7618
587,0.21019238233566284,5760
588,0.8797971606254578,14476
589,0.18918512761592865,9307
590,0.42054280638694763,5037
591,0.14125370979309082,13906
592,0.702251672744751,1697
593,0.4280376434326172,6447
594,0.12203594297170639,14145
595,0.21868664026260376,3309
596,0.10388116538524628,1889
597,0.682830810546875,14712
598,0.40536168217658997,4321
599,0.1216251477599144,15158
600,0.7825649380683899,14875
601,0.9755678176879883,2238
602,0.3848437964916229,7694
603,0.09944096207618713,7058
604,0.40051349997520447,10167
605,0.5937698483467102,11553
606,0.1171884536743164,10215
607,0.12584982812404633,13696
608,0.7589840292930603,11416
609,0.72682785987854,11812
610,0.7416446208953857,13524
611,0.5243651866912842,6470
612,0.11918845027685165,13346
613,0.7789550423622131,15873
614,0.7869091629981995,10961
615,0.5720869302749634,9613
616,0.12181766331195831,9053
617,0.9514696002006531,5235
618,0.11957792937755585,14601
619,0.7382035851478577,6536
620,0.43121033906936646,2984
621,0.5700724720954895,4706
622,0.656851589679718,7007
623,0.97306889295578,531
624,0.10196191072463989,8335
625,0.19575367867946625,809
626,0.30161869525909424,14403
627,0.50023353099823,5650
628,0.8622910380363464,6400
629,0.7698657512664795,4298
630,0.0995204746723175,2007
631,0.11310513317584991,15773
632,0.18237186968326569,3150
633,0.548855185508728,12773
634,0.98862224817276,3674
635,0.1491883546113968,10550
636,0.2043374478816986,8431
637,0.11374746263027191,4688
638,0.13488852977752686,2167
639,0.11688387393951416,6766
640,0.802257776260376,14569
641,0.7889513969421387,3951
642,0.4469614028930664,15426
643,0.711524248123169,11065
644,0.9891895055770874,3399
645,0.607343316078186,12972
646,0.6725693941116333,14915
647,0.6212149858474731,15846
648,0.10585164278745651,9273
649,0.6126349568367004,13737
650,0.8863528370857239,15728
651,0.10090111941099167,6779
652,0.32108789682388306,11240
653,0.5663567185401917,4433
654,0.127814382314682,7695
655,0.09876600652933121,11215
656,0.10005432367324829,8043
657,0.5474140048027039,4944
658,0.16167543828487396,8795
659,0.6139242649078369,9551
660,0.933814525604248,5199
661,0.8092685341835022,5612
662,0.11711520701646805,8857
663,0.4550114870071411,1638
664,0.8446753025054932,3415
665,0.46656182408332825,13449
666,0.7266048789024353,5776
667,0.810817539691925,944
668,0.9892992973327637,1496
669,0.38702645897865295,4771
670,0.9895534515380859,10797
671,0.3461040258407593,1578
672,0.38522663712501526,3038
673,0.3394096791744232,4325
674,0.7308493256568909,9396
675,0.09957107901573181,4748
676,0.18148598074913025,3752
677,0.1140008196234703,14132
678,0.7240191102027893,7705
679,0.7586172819137573,14999
680,0.21208332479000092,13349
681,0.2915283739566803,12936
682,0.6576624512672424,5308
683,0.690559983253479,5471
684,0.19598612189292908,14767
685,0.6634573340415955,7425
686,0.7617812156677246,1196
687,0.3908997178077698,2056
688,0.5980977416038513,8375
689,0.7467501163482666,12705
690,0.8991722464561462,5484
691,0.6169207096099854,6174
692,0.8794506788253784,14770
693,0.6729716658592224,9459
694,0.7675509452819824,2076
695,0.21542072296142578,7189
696,0.4362424910068512,5366
697,0.4626500606536865,300
698,0.14884060621261597,386
699,0.9897642135620117,8412
700,0.12808750569820404,8425
701,0.6356679797172546,4410
702,0.98883455991745,3848
703,0.15600614249706268,6843
704,0.10045882314443588,1374
705,0.6172738671302795,14463
706,0.7746825814247131,9552
707,0.16179268062114716,910
708,0.8278217911720276,12284
709,0.6279497742652893,5070
710,0.2986215353012085,2869
711,0.6587677001953125,15183
712,0.6880525946617126,5173
713,0.10765925794839859,15354
714,0.4634977877140045,295
715,0.10731129348278046,13547
716,0.5160530805587769,10715
717,0.18435201048851013,8710
718,0.9782017469406128,9163
719,0.1067257672548294,4744
720,0.6853705048561096,8338
721,0.5926539301872253,9092
722,0.5193784236907959,15008
723,0.14561410248279572,13090
724,0.2040981948375702,8728
725,0.12588009238243103,9805
726,0.1272009015083313,1591
727,0.18614977598190308,8733
728,0.10001830756664276,1338
729,0.6895918250083923,15807
730,0.46068283915519714,5795
731,0.6844808459281921,8148
732,0.4565935432910919,2441
733,0.18815387785434723,10993
734,0.7045629024505615,8416
735,0.37952136993408203,2183
736,0.23514263331890106,7648
737,0.19927892088890076,6320
738,0.8485921025276184,7343
739,0.10332664102315903,12697
740,0.9361079931259155,4598
741,0.5687976479530334,537
742,0.4161193072795868,1932
743,0.11347365379333496,15317
744,0.8454142808914185,6408
745,0.4131389558315277,14922
746,0.1556783765554428,10733
747,0.10840948671102524,7303
748,0.7213596701622009,12187
749,0.1693202555179596,4303
750,0.47633224725723267,7910
751,0.1011822372674942,10622
752,0.2152213305234909,6237
753,0.7557981610298157,15637
754,0.1086464524269104,12047
755,0.41964247822761536,4666
756,0.7876600623130798,5655
757,0.1536804884672165,6218
758,0.39615345001220703,6911
759,0.6870734691619873,5681
760,0.10206647962331772,13600
761,0.10532764345407486,8131
762,0.4318355619907379,3279
763,0.8004071712493896,2948
764,0.9896883368492126,820
765,0.7713497877120972,5400
766,0.7818399667739868,3414
767,0.5734140872955322,2888
768,0.13469703495502472,11432
769,0.5611298084259033,3608
770,0.6564372777938843,12073
771,0.7833973169326782,5767
772,0.20518042147159576,11707
773,0.7310047149658203,7616
774,0.10089144855737686,1399
775,0.7285187244415283,15841
776,0.48370853066444397,8736
777,0.5725968480110168,6770
778,0.5883362889289856,5253
779,0.13770006597042084,15623
780,0.7160081267356873,6430
781,0.5016850233078003,10958
782,0.9887996315956116,2069
783,0.6742964386940002,3305
784,0.20091861486434937,5816
785,0.6596035361289978,11645
786,0.21642588078975677,14852
787,0.8184812068939209,2543
788,0.506069540977478,5885
789,0.7509136199951172,9048
790,0.10765538364648819,14759
791,0.1022103801369667,621
792,0.1258000284433365,11732
793,0.44256770610809326,12460
794,0.1594986766576767,12058
795,0.580665111541748,2675
796,0.5773962140083313,14136
797,0.5625610947608948,8295
798,0.10911912471055984,13744
799,0.19156058132648468,2226
800,0.14830464124679565,12130
801,0.34334489703178406,6713
802,0.12049190700054169,2620
803,0.7571098208427429,11586
804,0.10096664726734161,6756
805,0.848196804523468,6645
806,0.26410242915153503,14183
807,0.12372037768363953,15827
808,0.9896690249443054,12282
809,0.6475035548210144,6684
810,0.40556800365448,12712
811,0.9880896210670471,8310
812,0.11226774007081985,1966
813,0.2341921627521515,7800
814,0.4332907199859619,1985
815,0.31443601846694946,2383
816,0.5384658575057983,1809
817,0.17000533640384674,12431
818,0.31008103489875793,9176
819,0.4597426652908325,5977
820,0.1771036833524704,4717
821,0.1334357112646103,3144
822,0.4762524664402008,13287
823,0.7996746897697449,9472
824,0.4717623293399811,4914
825,0.20841220021247864,15543
826,0.9577080607414246,8729
827,0.760414719581604,4210
828,0.6330916881561279,5362
829,0.8417225480079651,14541
830,0.7356100082397461,11153
831,0.10208553820848465,395
832,0.1071256771683693,925
833,0.21470628678798676,13286
834,0.24977673590183258,6094
835,0.40600141882896423,5150
836,0.326630562543869,13458
837,0.2423599809408188,11360
838,0.6292036175727844,9954
839,0.23989121615886688,3514
840,0.1438760757446289,3455
841,0.1298789530992508,15483
842,0.4731820821762085,4216
843,0.6585267186164856,5280
844,0.7693573832511902,10002
845,0.10287508368492126,8465
846,0.20727044343948364,3447
847,0.6111147999763489,12576
848,0.22533124685287476,8454
849,0.8600894212722778,11830
850,0.956826388835907,6265
851,0.5761495232582092,11257
852,0.7530590295791626,2547
853,0.6277089715003967,9259
854,0.2520748972892761,12648
855,0.6813533902168274,9156
856,0.8535961508750916,4033
857,0.37863901257514954,10444
858,0.15817900002002716,5059
859,0.7165229320526123,9952
860,0.10348791629076004,2399
861,0.14716042578220367,3858
862,0.21801647543907166,11788
863,0.666857123374939,3166
864,0.38785332441329956,13937
865,0.4678761065006256,1037
866,0.33719539642333984,15059
867,0.10348516702651978,4013
868,0.6590579152107239,15791
869,0.22431619465351105,3118
870,0.4567203223705292,15810
871,0.2225285768508911,13773
872,0.49986788630485535,9203
873,0.6673569679260254,5551
874,0.7170667052268982,14345
875,0.6238107681274414,2244
876,0.4777185618877411,1130
877,0.7128131985664368,3860
878,0.8421408534049988,7686
879,0.7329679131507874,6543
880,0.13132640719413757,13934
881,0.1086052879691124,4855
882,0.7662301659584045,2940
883,0.6478965282440186,236
884,0.3325594961643219,16052
885,0.31105542182922363,8555
886,0.10281676054000854,946
887,0.601313054561615,5343
888,0.2806010842323303,1640
889,0.6343313455581665,7740
890,0.7787941098213196,15024
891,0.9890461564064026,3401
892,0.10474112629890442,12685
893,0.10666926205158234,15663
894,0.9861430525779724,1834
895,0.4784707725048065,14451
896,0.7970952987670898,3199
897,0.6951730847358704,13067
898,0.155254065990448,4710
899,0.1080508679151535,10028
900,0.6348507404327393,2525
901,0.6553701758384705,6955
902,0.5473393201828003,6852
903,0.68539959192276,13819
904,0.766589343547821,9090
905,0.3218177258968353,3940
906,0.7310359477996826,14121
907,0.4665980637073517,10584
908,0.8387535214424133,7969
909,0.13302862644195557,13823
910,0.12285272032022476,6842
911,0.31069090962409973,7293
912,0.4094228744506836,4389
913,0.10714098066091537,14565
914,0.10604672133922577,10948
915,0.6858367323875427,14390
916,0.1303131878376007,13257
917,0.1011221706867218,8523
918,0.2233421504497528,8711
919,0.6749792098999023,15604
920,0.6184380054473877,4317
921,0.4875931441783905,15222
922,0.27262893319129944,2307
923,0.16523103415966034,15633
924,0.49971988797187805,11346
925,0.6641061902046204,13535
926,0.7449305057525635,5529
927,0.5930734872817993,9557
928,0.7238213419914246,7872
929,0.8616148233413696,11876
930,0.6362179517745972,569
931,0.7368859648704529,8549
932,0.1573493927717209,4636
933,0.9894283413887024,7589
934,0.18879017233848572,2335
935,0.748255729675293,13687
936,0.7171968221664429,11182
937,0.12412456423044205,36
938,0.8700207471847534,7729
939,0.10229634493589401,1871
940,0.2139776200056076,3733
941,0.5491300821304321,1752
942,0.7303473949432373,8965
943,0.9182624220848083,5676
944,0.1274278163909912,14447
945,0.9889090657234192,13344
946,0.7937589883804321,15189
947,0.5993363857269287,15994
948,0.14458656311035156,15634
949,0.10141497850418091,2461
950,0.10364243388175964,1740
951,0.22350049018859863,10783
952,0.1431976705789566,12994
953,0.12847208976745605,1043
954,0.762843132019043,7095
955,0.11041281372308731,16018
956,0.930449903011322,536
957,0.7241035103797913,10781
958,0.6829373836517334,7807
959,0.12774311006069183,1193
960,0.1100185215473175,9467
961,0.11830788105726242,8698
962,0.16175538301467896,16043
963,0.10505896806716919,3572
964,0.50437331199646,5667
965,0.19074609875679016,2917
966,0.7474511861801147,8754
967,0.515859067440033,13294
968,0.2218574583530426,9724
969,0.2262382209300995,14014
970,0.3023907542228699,10380
971,0.10542179644107819,2139
972,0.4411151707172394,11568
973,0.12312152236700058,458
974,0.6957783102989197,118
975,0.8692229390144348,13986
976,0.15521948039531708,12709
977,0.11748063564300537,14851
978,0.9354478716850281,15499
979,0.5661903023719788,8566
980,0.6318362355232239,9789
981,0.10434788465499878,1041
982,0.6156094074249268,7522
983,0.7124233245849609,3614
984,0.1420634686946869,10592
985,0.23732711374759674,13995
986,0.10959044843912125,5624
987,0.706440269947052,4585
988,0.9894453883171082,1835
989,0.22164246439933777,10725
990,0.6592994928359985,15031
991,0.5401871800422668,3208
992,0.25801700353622437,10091
993,0.40969395637512207,4328
994,0.2594637870788574,10684
995,0.3890857696533203,3894
996,0.9887478351593018,4697
997,0.983336329460144,3619
998,0.25193971395492554,10081
999,0.47331345081329346,13691
1000,0.3698039650917053,13107
1001,0.6487373113632202,8742
1002,0.5668359994888306,4522
1003,0.6874831914901733,5906
1004,0.20826567709445953,6341
1005,0.6279178261756897,1351
1006,0.6479517817497253,10137
