,sent
66,IL-6 escape is mediated through a 3’ UTR RNA regulatory element that overrides the SOX targeting mechanism.
67,Angiotensin-converting enzyme 2 (ACE2) counterbalances with ACE and functions as a negative regulator of the renin–angiotensin system (RAS).
68,"Podocytes have also been shown to express angiotensin-converting enzyme 2 (ACE2), which can decrease angiotensin II levels by generation of angiotensin-(1–7)."
69,"Several combinations, including ribavirin, were assayed to test a potential synergistic effect."
70,"Here, we demonstrated that, among five accessory proteins of SARS coronavirus (SARS-CoV) tested, 3a/X1 and 7a/X4 were capable of activating nuclear factor kappa B (NF-κB) and c-Jun N-terminal kinase (JNK), and significantly enhanced interleukin 8 (IL-8) promoter activity."
71,"When 293T cells producing MERS pseudotypes co-expressed serine proteases TMPRSS-2 or -4, large syncytia formed at neutral pH, and the pseudovirions produced were non-infectious and deficient in S protein."
72,"Recent discoveries, however, have illuminated the roles of these enzymes and of the ACE2 homologue, collectrin, in intracellular trafficking and signalling."
73,"Our data suggest that the majority of diseases related to adenoid formation are mediated via an eotaxin-2 expression, whereas chronic inflammatory tonsillitis is associated with IL-8 upregulation."
74,The RBD of SARS-CoV S protein plays important roles in receptor binding and induction of specific neutralizing antibodies against virus infection (7-9).
75,"In both assays, we find that the NL63 S protein has a weaker interaction with ACE-2 than the SARS-CoV S protein, particularly in solution binding, but the residues required for contact are similar."
76,"This article briefly describes new molecules affecting the RAAS, namely: recombinant human ACE2, ACE2 activators, angiotensin-(1-7) peptide and non-peptide analogs, aldosterone synthase inhibitors, and the third and fourth generation of mineralocorticoid receptor antagonists."
77,"We then assessed the anti-MERS-CoV activities of the identified compounds and of interferons, nelfinavir, and lopinavir because of their reported anti-coronavirus activities in terms of cytopathic effect inhibition, viral yield reduction, and plaque reduction assays in Biosafety Level-3 laboratory."
78,The signaling pathway of the ACE2–Ang-(1–7) axis has not yet been totally and clearly understood.
79,"However, select mRNAs, including the transcript encoding interleukin-6 (IL-6), escape SOX-induced cleavage."
80,"These variants not only inform on the specific mechanisms by which ribavirin enfeebles the virus, but also can themselves be tools to identify new antiviral compounds."
81,"We found that SARS S residue R667, a previously identified trypsin cleavage site, is also required for S protein cleavage by TMPRSS2."
82,"Moreover, cachectic markers including glucose, triglyceride, albumin and total proteins as well as levels of the proinflammatory cytokines TNF-α and IL-6 in serum and gastrocnemius tissue were measured."
83,There was no relationship between sACE2 activity and markers of systemic inflammation.
84,Enhanced inhibition effects were observed in the IBRS-2 cells and in suckling mice from the combination of Ad-porcine IFN-α and Ad-siRNA or ribavirin.
85,The breast cancer resistance protein (BCRP; encoded by ABCG2) regulates the fusion of cytotrophoblasts into syncytiotrophoblasts and protects the fetus from maternally derived xenobiotics.
86,"Depletion of plasma membrane cholesterol with MβCD relocalized raft-resident marker caveolin-1 as well as SARS-CoV receptor ACE2 to a nonraft environment, but did not significantly change the surface expression of ACE2."
87,We conclude that deletion of the ACE2 gene leads to the development of angiotensin II-dependent glomerular injury in male mice.
88,Cell entry of coronaviruses depends on binding of the viral spike (S) proteins to cellular receptors and on S protein priming by host cell proteases.
89,Results were compared with those of a reference control ribavirin.
90,"Moreover, increasing numbers of IFN-stimulated genes (ISGs) are being identified as targets of the NS proteins in recent years, highlighting an underexplored protein family in the identification of NS target proteins."
91,The drugs Epclusa (velpatasvir/sofosbuvir) and Harvoni (ledipasvir/sofosbuvir) could be very effective owing to their dual inhibitory actions on two viral enzymes.
92,"In particular, the two best compounds shared potent antiviral activity (4: EC50 = 0.29 μM; 6: EC50 = 0.19 μM), which was comparable to that of zanamivir (EC50 = 0.14 μM), and better than that of ribavirin (EC50 = 3.2 μM)."
93,"Accumulating evidence indicates that angiotensin-converting enzyme 2 (ACE2) plays a critical role in cardiovascular homeostasis, and its altered expression is associated with major cardiac and vascular disorders."
94,"First, we measured and compared the 50% effective concentration (EC50) to the mean inhibition effects of FMDV, and the 50% cytotoxic concentration (CC50) to the mean cytotoxicity of antiviral agents such as ribavirin, guanidine-hydrochloride (guanidine-HCl), 6-azauridine, and recombinant adenovirus expressing three small interference RNAs (Ad-siRNA) or porcine interferon-α (Ad-porcine IFN-α) in swine kidney cells (IBRS-2)."
95,We also show that calmodulin associates with ACE2 and that this interaction is decreased by calmodulin inhibitors.
96,AP-1 repressor A-Fos reduced IL-8 release by TLR2-overexpressing HEK293 cells induced by pneumococci but not by TNFα.
97,"No licensed anti-arenavirus vaccines are available, and current anti-arenavirus therapy is limited to the use of ribavirin, which is only partially effective and is associated with anemia and other side effects."
98,"Enzyme-linked immunosorbent assays were used to investigate levels of TNFα, its two receptors (TNFR1 and TNFR2), and a non-TNFα cytokine, interleukin-6 (IL-6), in plasma derived from peripheral blood samples."
99,"LPS stimulation resulted in the higher levels of AngII, Ang–(1–7), cytokine secretion, and apoptosis rates, and the lower ACE2/ACE ratio."
100,"Importantly, the compounds displayed nanomolar activity against RSV and a superior selectivity index, since the ratio of cytotoxic to antiviral concentration was >10,000 for the three most active compounds 11, 14 and 16 (EC50 ∼0.008 μM), far surpassing the potency and safety profile of the licensed drug ribavirin (EC50 = 5.8 μM, SI > 43)."
101,One hundred to 150 μM H(2)O(2) significantly potentiated the release of IL-8 from the epithelial cells after stimulation with 10 μg/ml poly(I:C).
102,"Results: Increased ACE and equivalent ACE2 activities, resulting in a significantly increased ACE/ACE2 ratio in exudates, were detected compared to these values in transudates."
103,"Angiotensin-converting enzyme 2 (ACE2) is expressed in the kidney and may be a renoprotective enzyme, since it converts angiotensin (Ang) II to Ang-(1-7)."
104,RESULTS: The serum ACE2 level was significantly increased in acute MI patients compared with that of non-MI controls.
105,"We investigated the effect of the insulin sensitizer, rosiglitazone, on albuminuria, renal ADAM17 protein expression and ACE2 shedding in db/db diabetic mice."
106,Immunofluorescence examinations also give the evidence that these N terminal 422 amino acids of the S protein were also required for the correct localization of the protein.
107,"Key findings The results suggest the effectiveness of Sofosbuvir, IDX-184, Ribavirin, and Remidisvir as potent drugs against the newly emerged HCoV disease."
108,"In addition, there was a positive correlation between blood glucose, urinary albumin, plasma glucagon, and triglyceride levels with urinary ACE2 excretion."
109,"Moreover, significant toxicity, such as hemolytic anemia, has been attributed to ribavirin."
110,"Angiotensin-converting enzyme 2 (ACE2), a negative regulator of the renin-angiotensin system (RAS), plays a protective role in pathogenesis of acute lung injury."
111,"Because the renin–angiotensin system (RAS) is emerging as an important mediator of inflammation, and angiotensin-converting enzyme 2 (ACE2), an element of the RAS, has been implicated in lung injury, we hypothesize that TI cells can produce cytokines in response to LPS stimulation, and that this inflammation can be modulated by the RAS."
112,METHODS: We developed a sensitive and specific assay to measure sACE2 activity in human plasma and screened a heterogeneous group of patients suspected of having clinical HF.
113,"The clinical success of proteasome inhibitors in treating multiple myeloma has further stimulated enthusiasm for targeting UPS proteins for pharmacological intervention in cancer treatment, particularly in the precision medicine era."
114,"Because coronavirus spike glycoproteins (S) mediate virus entry, affect viral host range, and elicit neutralizing antibodies, analyzing the functions of MERS-CoV S protein is a high research priority."
115,"All three S proteins bound to and utilized palm-civet ACE2 efficiently, but the latter two S proteins utilized human ACE2 markedly less efficiently than did the S protein obtained during the earlier human outbreak."
116,"Strong stiffening was induced by IL-1β, IL-8, and TNF-α but not by IL-10, and incubations with sera and blocking antibodies against IL-1β, IL-8, or TNF-α significantly diminished the stiffening effect of serum."
117,"Since clinical anti-SARS-CoV activity of type I interferons or ribavirin is limited, we investigated the combination of IFN-β and ribavirin."
118,ACE2 efficiently hydrolyses the potent vasoconstrictor angiotensin II to angiotensin (1–7).
119,"A homologue of ACE, ACE2, is able to convert angiotensin II to a peptide with opposing effects, angiotensin-(1-7)."
120,"ACE2, a close homologue of ACE, functions as a negative regulator of the angiotensin system and was identified as a key receptor for SARS (severe acute respiratory syndrome) coronavirus infections."
121,Both angiotensin-converting enzyme 2 (ACE2) and insulin/insulin receptor substrate-1 (IRS-1) show cardioprotective effects after acute MI.
122,"Here-in we reviewed how myocardial I/R injury sets in by up-regulation of angiotensin II that leads to increased infarct size, which can be reduced by the use of ACE inhibitors, ACE2 activators and angiotensin II antagonist."
123,"Here we demonstrate that both ACE and ACE2 bind integrin subunits, in an RGD-independent manner, and that they can act as cell adhesion substrates."
124,"Apelin induces the expression of angiotensin-converting enzyme 2 (ACE2) in failing hearts, thereby improving heart function in an angiotensin 1–7-dependent manner."
125,"This article reviews licensed drugs and treatments under development, including high-dose oseltamivir; parenterally administered neuraminidase inhibitors, peramivir and zanamivir; dimeric forms of zanamivir; the RNA polymerase inhibitor T-705; a ribavirin prodrug, viramidine; polyvalent and monoclonal antibodies; and combination therapies."
126,"ACE2 might act in a counter-regulatory manner to ACE, modulating the balance between vasoconstrictors and vasodilators within the heart and kidney, and playing a significant role in regulating cardiovascular and renal function."
127,"Besides, brain Ang II levels have been revealed to be increased in ischemic tissues after stroke, and contribute to neural damage through elevating oxidative stress levels and inducing inflammatory response in the ischemic hemisphere via AT(1)R. In recent years, new components of RAS have been discovered, including ACE2, Angiotensin-(1–7) [Ang-(1-7)] and Mas, which constitute ACE2-Ang-(1-7)-Mas axis."
128,"We have also shown that bacterial—lipopolysaccharide (LPS)—and viral antigens—single stranded RNA (ssRNA)—have a profound effect in downregulating ABCG2 and BCRP levels, whilst simultaneously increasing the migration potential of EVT-like cells."
129,"In multivariable models, a combination of Stimulation-2 (ST2, OR 2.8; p<0.001) and Interleukin-6 (IL-6, OR 1.4; p=0.025) was the best panel to distinguish IPS at diagnosis from unaffected controls, while tumor necrosis factor receptor 1 (TNFR1, OR 2.9; p=0.002) was the best marker when comparing patients with IPS and viral pneumonia."
130,"A significant reduction in cellular infiltration (10-fold) along with inflammatory cytokines monocyte chemotactic protein-1 (10-fold), interleukin-6 (5-fold) and regulated on activation normal T cell expressed and secreted (5-fold) was observed in the animals treated with the combination compared to oseltamivir alone."
131,"We review the role of the RAS, in particular ACE2, in the pathogenesis of ARDS."
132,These data demonstrate that certain inflammatory stimuli (TNF-α and LPS) but not others (IL-6 and IL-10) target USP18 expression and thus inhibit IFN signaling.
133,"We identified a single siRNA sequence, which displayed a favorable profile of efficient Syk knockdown, blockage of FcεRI-mediated signal transduction, degranulation and TNFα secretion and a lack of IFIT1 induction."
134,"The review considers recent studies on the ACE2-Ang-(1–7)-Mas receptor axis regarding the precursor for Ang-(1–7), the intracellular expression and sex differences of this system, as well as an emerging role of the Ang1-(1–7) pathway in fetal programing events and cardiovascular dysfunction."
135,"Although R667 was required for SARS S cleavage by TMPRSS2, this residue was dispensable for TMPRSS2-mediated S protein activation."
136,"High-dose corticosteroid therapy might be useful for critically ill patients, but previous use of ribavirin (a broad-spectrum antiviral agent) was probably not efficacious."
137,Recent studies have demonstrated that ACE2 protects mice from acute lung injury as well as SARS-mediated lung injury.
138,"The aim of this review is to discuss the biochemistry and biological functions of ACE, ACE2 and renin within and beyond the RAS, and thus provide a perspective for future bioactives from natural plant and/or food resources related to the three proteases."
139,"The identification of angiotensin-converting enzyme 2 (ACE2) as a receptor for SARS-CoV provided an insight into viral tropism and pathogenesis, whereas mapping of functional domains in the S-protein enabled inhibitors to be generated."
140,"MERS pseudovirions released from 293T cells contained only uncleaved S, and pseudovirus entry was blocked by lysosomotropic reagents NH(4)Cl and bafilomycin and inhibitors of cathepsin L. However, when MERS pseudovirions with uncleaved S protein were adsorbed at 4°C to Vero E6 cells, brief trypsin treatment at neutral pH triggered virus entry at the plasma membrane and syncytia formation."
141,These findings support the involvement of ACE2 in SARS-CoV infections and provide a basis for further studies on potential use of siRNA targeting ACE2 as a preventive or therapeutic strategy for SARS.
142,"However, it is not clear whether upregulation of the ACE2/Ang–(1–7)/Mas axis prevents LPS–induced injury in pulmonary microvascular endothelial cells (PMVECs) by inhibiting the MAPKs/NF–κB pathways."
143,It is a consequence of this action that ACE2 participates in the renin-angiotensin system.
144,"A physiological role for ACE2 has been implicated in hypertension, cardiac function, heart function and diabetes, and as a receptor of the severe acute respiratory syndrome coronavirus."
145,"However, because of the need for invasive cardiac tissue sampling, little is known about whether ACE2 is involved in the pathophysiology of HF in humans."
146,"In addition, we studied the effect of combination of RNAi based therapy with other classical antivirals like chloroquine, ribavirin and mycophenolic acid, that helped in understanding the rational selection of RNAi based combination therapy."
147,"It is suggested that the therapeutic effect of ritonavir and lopinavir on COVID-19 may be mainly due to their inhibitory effect on CEP_C30, while ritonavir may have stronger efficacy; the inhibitory effect of darunavir on SARS-CoV-2 and its potential therapeutic effect may be mainly due to its inhibitory effect on PLVP."
148, Infection by severe acute respiratory syndrome coronavirus (SARS-CoV) is initiated by specific interactions between the SARS-CoV spike (S) protein and its receptor ACE2.
149,This review summarizes recently published data on the central effects of ACE2 in the regulation of cardiovascular function.
150,"Finally, we found that ACE2 cleavage could be regulated by influenza neuraminidase (NA), which was fundamentally different from the classically sheddase-induced proteolytic cleavage of ACE2."
151,Biochemical fractionation and confocal imaging confirmed that ACE2 colocalized with raft-resident markers.
152,"In conclusion, this is the first report of small peptides designed to disrupt the binding of SARS-CoV S protein to ACE2."
153,"Loss of ACE2 was associated with a marked increase in renal lipid peroxidation product formation and activation of mitogen-activated protein kinase and extracellular signal-regulated kinases 1 and 2 in glomeruli, events that are also prevented by angiotensin II type-1 receptor blockade."
154,"miR-30b, significantly upregulated via a TGF-beta/Smad3-mediated epigenetic pathway in regulatory DCs, can target Notch1 to promote IL-10 and NO production, suggesting that miR-30b is a negative regulator of immune response."
155,"Incubation of proximal tubular cells with increasing concentrations of D-glucose stimulated ACE2 shedding, which peaked at 16 mM, while L-glucose (osmotic control) had no effect on shedding."
156,CONCLUSIONS: Elevated plasma sACE2 activity was associated with greater severity of myocardial dysfunction and was an independent predictor of adverse clinical events.
157,"Results Pretreatment of HNE and HTE cells with glycopyrronium or formoterol decreased viral RNA levels and/or titers, the expression of the HCoV-229E receptor CD13, the number and fluorescence intensity of acidic endosomes where HCoV-229E RNA enters the cytoplasm, and the infection-induced production of cytokines, including IL-6, IL-8, and IFN-β."
158,"Using estimated sensitivity and specificity values from cutoffs determined with the ROC analysis (cutoff level: ST2, 21 ng/mL; IL-6, 61 pg/mL; TNFR1 3421 pg/mL), we calculated positive predictive values (PPV) for a range of estimated population prevalence values of IPS."
159,"Likewise, confirmatory studies of sirolimus without concomitant corticosteroid therapy should be explored as a research priority."
160,"Inflammation is closely related to severity of COVID-19, and IL-6, TNFα and IL-8 might be promising therapeutic targets."
161,"Urinary ACE2 levels were significantly higher in transplant patients compared to controls (p = 0.003 for ACE2 activity, and p≤0.001 for ACE2 protein by ELISA or western analysis)."
162,Other IMP dehydrogenase inhibitors administered near maximum tolerated doses using the same dosing regimen as for ribavirin were found to slightly enhance virus replication in the lungs.
163,"Our in vitro data demonstrate that impairment of insulin/IRS-1/PI3K signaling by overexpression of Arg(972)-IRS-1, knockdown of endogenous IRS-1, or PI3K inhibitor can abolish hypoxia-induced IRS-1-associated PI3K activity and ACE2 expression in human cardiomyocytes, which suggests a causal relationship between Arg(972)-IRS-1 and decreased serum ACE2 levels in acute MI patients."
