,ADE,newpid
180,0.003915748093277216,40219
181,0.0015556099824607372,11559
182,0.19150546193122864,27930
183,0.09641667455434799,38086
184,0.020427871495485306,3508
185,0.008419492281973362,23492
186,0.0027495184913277626,27814
187,0.0025888618547469378,15576
188,0.005524191074073315,34405
189,0.0017439206130802631,18721
190,0.00368826137855649,21256
191,0.16455480456352234,36244
192,0.0015574953285977244,17747
193,0.0017124832374975085,22730
194,0.04002772271633148,8346
195,0.009280679747462273,22836
196,0.002460441319271922,13100
197,0.0032552829943597317,18246
198,0.0015498166903853416,4195
199,0.4963873028755188,21460
200,0.0021570678800344467,5561
201,0.0015658857300877571,3730
202,0.003131626173853874,17430
203,0.0030896083917468786,33108
204,0.002804362680763006,11716
205,0.008031565696001053,12862
206,0.0016102269291877747,19521
207,0.001780401449650526,1338
208,0.0018210652051493526,34170
209,0.001675125677138567,2
210,0.0018915479304268956,5612
211,0.003189058741554618,32435
212,0.001889794017188251,28183
213,0.005458862986415625,35797
214,0.0037110575940459967,28392
215,0.03770933300256729,39255
216,0.0032418607734143734,5241
217,0.0015619678888469934,25455
218,0.5503697395324707,35648
219,0.016531990841031075,34046
220,0.0019213506020605564,27325
221,0.003258882090449333,31261
222,0.7976953983306885,12420
223,0.0016487317625433207,27092
224,0.002305996138602495,36564
225,0.0016849031671881676,22856
226,0.007510794326663017,15515
227,0.0021002735011279583,39683
228,0.0016673034988343716,35966
229,0.002448313869535923,5218
230,0.0016209902241826057,35077
231,0.0015906010521575809,13062
232,0.0020658515859395266,40296
233,0.0019236350199207664,20419
234,0.0027812940534204245,26932
235,0.008302615955471992,23151
236,0.0017104652943089604,20624
237,0.9683991074562073,20797
238,0.0016727629117667675,1347
239,0.001606922596693039,6956
240,0.0035996295046061277,26462
241,0.03986702859401703,5485
242,0.001651143073104322,27019
243,0.0015272798482328653,5848
244,0.002326362067833543,30898
245,0.0016184973064810038,39525
246,0.010020119138062,12624
247,0.00373813952319324,18194
248,0.05892084538936615,36787
249,0.00162604043725878,34084
250,0.0019572332967072725,31848
251,0.05158980190753937,6157
252,0.0016399776795879006,29513
253,0.006562128663063049,27093
254,0.036575011909008026,11967
255,0.0017887087306007743,40384
256,0.540113627910614,10806
257,0.002547791227698326,5382
258,0.5531344413757324,20973
259,0.0016973561141639948,101
260,0.009581859223544598,35128
261,0.0035878634080290794,33505
262,0.028431827202439308,9107
263,0.0015767794102430344,22925
264,0.0054429881274700165,35644
265,0.0017321726772934198,33133
266,0.010461180470883846,14174
267,0.009991331025958061,22224
268,0.002099539153277874,22747
269,0.0016586644342169166,33280
270,0.001585351419635117,9775
271,0.002558827633038163,7139
272,0.7992265224456787,12078
273,0.0018282649107277393,27237
274,0.00207161926664412,36378
275,0.0018114866688847542,17961
276,0.002710130997002125,13294
277,0.003010123036801815,19242
278,0.0018727265996858478,27536
279,0.007512988522648811,13484
280,0.002056900644674897,15393
281,0.0024952534586191177,720
282,0.008413403294980526,39702
283,0.5083730220794678,8016
284,0.0019174279877915978,949
285,0.047783732414245605,4521
286,0.029036661610007286,3306
287,0.0022961983922868967,3965
288,0.004433340393006802,15733
289,0.0016951202414929867,38641
290,0.0050379084423184395,1057
291,0.001823404454626143,29687
292,0.002388822380453348,18245
293,0.0017584405140951276,22152
294,0.0020443033427000046,18627
295,0.44498878717422485,10256
296,0.006281345151364803,25537
297,0.7191153764724731,39218
298,0.0017428998835384846,13644
299,0.001848818501457572,17465
300,0.007886577397584915,35606
301,0.002134784357622266,4660
302,0.0017058467492461205,18665
303,0.0018339490052312613,24996
304,0.016427822411060333,14194
305,0.0015349802561104298,34861
306,0.02544246055185795,15346
307,0.001636867062188685,23332
308,0.0016206060536205769,33813
309,0.018870389088988304,11334
310,0.002751790452748537,33670
311,0.0016917765606194735,32755
312,0.0034479598980396986,26922
313,0.0036361441016197205,18534
314,0.003038186114281416,39119
315,0.0016570409061387181,30362
316,0.007469691801816225,15857
317,0.0016471988055855036,1002
318,0.0017206879565492272,39459
319,0.016624541953206062,28178
320,0.5987122058868408,38667
321,0.18546660244464874,24538
322,0.001688899821601808,29937
323,0.0031570165883749723,11831
324,0.226667582988739,5282
325,0.006607391405850649,31303
326,0.002244729781523347,27022
327,0.0017241677269339561,1627
328,0.0017464535776525736,25795
329,0.002145623555406928,663
330,0.002592215547338128,31069
331,0.0015539185842499137,15877
332,0.013086496852338314,17254
333,0.001592822838574648,26720
334,0.0020485909190028906,13843
335,0.0017707623774185777,28326
336,0.0015601788181811571,39042
337,0.014366284012794495,6789
338,0.007824831642210484,10886
339,0.001570801017805934,15410
340,0.0038556766230612993,27309
341,0.0022264195140451193,27206
342,0.0017290471587330103,10614
343,0.009056227281689644,6891
344,0.0015703443204984069,8147
345,0.003593290224671364,10769
346,0.6670523285865784,25378
347,0.0050680008716881275,5659
348,0.0015890805516391993,26262
349,0.001639357884414494,33468
350,0.0015835403464734554,11333
351,0.0021655703894793987,10347
352,0.0016140906373038888,7152
353,0.0019991325680166483,11770
354,0.0019615888595581055,33235
355,0.07069464772939682,16710
356,0.0042470283806324005,24116
357,0.13382910192012787,30361
358,0.003129261778667569,39755
359,0.0016475172014907002,33032
360,0.004865830764174461,15051
361,0.0027138765435665846,7433
362,0.0020108167082071304,1859
363,0.5747820138931274,28587
364,0.0021703133825212717,21270
365,0.0015606774250045419,33384
366,0.00537426583468914,16359
367,0.001966214971616864,12677
368,0.001579288742505014,22536
369,0.0016916670138016343,26779
370,0.0015343467239290476,4615
371,0.001908995327539742,20865
372,0.5962470173835754,2799
373,0.0015743228141218424,34984
374,0.0017852663295343518,35014
375,0.0017343350918963552,23974
376,0.008794795721769333,8072
377,0.0017953140195459127,13373
378,0.00199995469301939,13810
379,0.001878823502920568,19125
380,0.0018049584468826652,35305
381,0.0021723590325564146,2751
382,0.002969783963635564,12587
383,0.004069851711392403,7123
384,0.0015986429061740637,17414
385,0.00466144410893321,30875
386,0.0016402703477069736,23105
387,0.0016804952174425125,7289
388,0.004180288407951593,13030
389,0.005195050500333309,28269
390,0.0015916441334411502,40357
391,0.0027777133509516716,813
392,0.0033081951551139355,25760
393,0.002741385018453002,34047
394,0.01323691476136446,17826
395,0.007293695583939552,13288
396,0.0022667201701551676,5208
397,0.0015451066428795457,3063
398,0.0016535248141735792,17853
399,0.002350008813664317,8230
400,0.0016481305938214064,26501
401,0.0029894798062741756,36916
402,0.0019958235789090395,34148
403,0.010334373451769352,25097
404,0.02973693609237671,8242
405,0.47142648696899414,16180
406,0.14327938854694366,36671
407,0.004565808456391096,19335
408,0.0022988785058259964,35530
409,0.0025490554980933666,7166
410,0.0020887453574687243,36895
411,0.0020026499405503273,32185
412,0.014548932202160358,12531
413,0.012796638533473015,35060
414,0.0023620573338121176,7236
415,0.002007332630455494,6703
416,0.0066998121328651905,32915
417,0.002052558586001396,6865
418,0.0022387506905943155,31801
419,0.037938691675662994,16791
420,0.002471943385899067,36964
421,0.002062538405880332,4493
422,0.0015558106824755669,33167
423,0.1365121454000473,12441
424,0.005595470312982798,25476
425,0.01110559981316328,1131
426,0.0019051978597417474,2636
427,0.0017267359653487802,31061
428,0.019851183518767357,32012
429,0.0015425581950694323,34164
430,0.9799342751502991,38323
431,0.0026129730977118015,30153
432,0.0016634720377624035,36327
433,0.0026872747112065554,15000
434,0.9881041646003723,36794
435,0.00554439052939415,33198
436,0.004258051048964262,16850
437,0.00368573353625834,9247
438,0.0027299956418573856,26357
439,0.047187596559524536,9515
440,0.0036302318330854177,16599
441,0.06421060115098953,4185
442,0.002588284434750676,28125
443,0.001649379380978644,9341
444,0.9845575094223022,37846
445,0.006936670746654272,5616
446,0.0056635537184774876,19662
447,0.005424218717962503,6115
448,0.0015627086395397782,420
449,0.0512344129383564,2583
450,0.9410653114318848,15958
451,0.0016712261131033301,7850
452,0.013892517425119877,5946
453,0.001983103808015585,12712
454,0.0035549066960811615,29842
455,0.40273773670196533,22872
456,0.002008472802117467,3212
457,0.0026409567799419165,18763
458,0.0019936792086809874,32253
459,0.012063060887157917,16830
460,0.0023012582678347826,16467
461,0.003721082815900445,5916
462,0.00849029142409563,15403
463,0.001748189446516335,9264
464,0.0021603174973279238,2128
465,0.0015815738588571548,2939
466,0.003868646454066038,37637
467,0.0016147600254043937,10994
468,0.004602126311510801,36805
469,0.001770838163793087,1790
470,0.0015665920218452811,658
471,0.0017976433737203479,2617
472,0.0015689573483541608,16191
473,0.002197861671447754,20411
474,0.0015331776812672615,13317
475,0.0021216594614088535,4637
476,0.005561720114201307,21454
477,0.0017381616635248065,3024
478,0.017814483493566513,17743
479,0.005646230652928352,11125
480,0.08424093574285507,24164
481,0.0024396043736487627,35387
482,0.003193414770066738,8067
483,0.0017747309757396579,27014
484,0.0044064451940357685,29486
485,0.0018957477295771241,36863
486,0.001971050165593624,10864
487,0.05971517413854599,23306
488,0.0015736185014247894,11863
489,0.0016724802553653717,15613
490,0.002035497920587659,14449
491,0.0015516934217885137,1325
492,0.7390316724777222,34128
493,0.09905391186475754,38291
494,0.9723721742630005,2890
495,0.0016346531920135021,2374
496,0.042644232511520386,13248
497,0.007237249985337257,19239
498,0.0017638163408264518,19669
499,0.00791232381016016,11357
500,0.004058102145791054,12256
501,0.004046522546559572,39709
502,0.00186432886403054,23357
503,0.015004963614046574,13143
504,0.0051558190025389194,18768
505,0.7401684522628784,10023
506,0.0018527638167142868,454
507,0.0016084304079413414,30336
508,0.0017638072604313493,121
509,0.0021223844960331917,38516
510,0.0015886870678514242,11300
511,0.03307628259062767,16856
512,0.9687805771827698,36888
513,0.0415666401386261,21601
514,0.018367424607276917,12092
515,0.005337739363312721,10216
516,0.0016532052541151643,7801
517,0.00554481940343976,36114
518,0.17842882871627808,21829
519,0.0016089382115751505,18283
520,0.002060871571302414,34171
521,0.0024523406755179167,27453
522,0.0025258727837353945,39638
523,0.0023867778945714235,24569
524,0.0017899121157824993,7563
525,0.2186366468667984,5966
526,0.004514367785304785,15464
527,0.001732098520733416,17539
528,0.0018066526390612125,11369
529,0.001516052638180554,30997
530,0.0016042565694078803,28145
531,0.0019151216838508844,25274
532,0.001681219320744276,1176
533,0.1872381567955017,18027
534,0.0016082130605354905,32129
535,0.0016230118926614523,32702
536,0.0017153997905552387,21995
537,0.0037517582532018423,35756
538,0.0018058143323287368,39502
539,0.0016551748849451542,768
540,0.0025341492146253586,19320
541,0.003676344407722354,565
542,0.003250072943046689,38267
543,0.008064229972660542,28187
544,0.6452791690826416,52
545,0.001677012536674738,33051
546,0.0015863284934312105,1747
547,0.001532460213638842,35761
548,0.0016803295584395528,18787
549,0.0021160587202757597,6618
550,0.0020969694014638662,27709
551,0.0027250240091234446,39602
552,0.006113479379564524,15710
553,0.0027143205516040325,24314
554,0.0022187381982803345,15933
555,0.0018434777157381177,17095
556,0.025743266567587852,40016
557,0.0015278885839506984,28732
558,0.0024282268714159727,28740
559,0.0017906228313222528,25630
560,0.0018450560746714473,19755
561,0.0025761043652892113,40350
562,0.002955993404611945,8129
563,0.0175302904099226,19197
564,0.0015787978190928698,9177
565,0.0023622247390449047,25150
566,0.0037889513187110424,37928
567,0.01828089728951454,19202
568,0.0018917216220870614,4356
569,0.003516656346619129,878
570,0.008612025529146194,20248
571,0.026188064366579056,430
572,0.0431143157184124,29553
573,0.001557634794153273,8458
574,0.0018353174673393369,31600
575,0.2134363353252411,20708
576,0.0017143998993560672,13761
577,0.0019308552145957947,29178
578,0.005964675452560186,26132
579,0.0030817140359431505,15761
580,0.003255689749494195,29263
581,0.00172402651514858,3527
582,0.001712512574158609,34606
583,0.0030134362168610096,39112
584,0.6689919829368591,30768
585,0.0022778953425586224,32292
586,0.0017949440516531467,7195
587,0.0017457379726693034,4358
588,0.00416491087526083,34457
589,0.0025184277910739183,27919
590,0.0016799184959381819,39988
591,0.0017558818217366934,21103
592,0.001578943571075797,32194
593,0.001913992571644485,14545
594,0.0018578333547338843,40186
595,0.001611413317732513,4679
596,0.001553530222736299,34737
597,0.010869534686207771,30754
598,0.0023972655180841684,10920
599,0.0015935268020257354,11992
600,0.40431880950927734,39349
601,0.0017693822737783194,27949
602,0.7895294427871704,40238
603,0.1373387724161148,5305
604,0.0015239139320328832,31389
605,0.5526270866394043,5764
606,0.0026802821084856987,39235
607,0.0020402283407747746,11022
608,0.0017964270664379,20300
609,0.001554641523398459,36871
610,0.0020846633706241846,4145
611,0.0021100142039358616,8106
612,0.002994718961417675,29497
613,0.0016912547871470451,35645
614,0.003472834825515747,31971
615,0.06808602064847946,24295
616,0.9430388808250427,3647
617,0.461058646440506,18004
618,0.002214589389041066,6355
619,0.08785779029130936,8019
620,0.9351925253868103,11464
621,0.0020045177079737186,14947
622,0.0017221317393705249,448
623,0.0015696933260187507,3443
624,0.001545832841657102,27086
625,0.0019063088111579418,16799
626,0.001642822753638029,444
627,0.0015545445494353771,31413
628,0.0051723662763834,12860
629,0.008250100538134575,32354
630,0.0025132859591394663,11742
631,0.002070170594379306,35890
632,0.02205311506986618,2221
633,0.0021530534140765667,9202
634,0.0015460794093087316,27450
635,0.0021080670412629843,13497
636,0.0037453209515661,5274
637,0.03952992334961891,16277
638,0.0018392375204712152,36201
639,0.06122352182865143,7911
640,0.7634857296943665,36478
641,0.0024885861203074455,39942
642,0.0016447554808109999,7608
643,0.04109668359160423,25437
644,0.004054547753185034,7512
645,0.005299999378621578,11940
646,0.0016612635226920247,13028
647,0.0039037864189594984,3820
648,0.0015623985091224313,10289
649,0.0024043393786996603,9178
650,0.0017363076331093907,23882
651,0.9578486084938049,13447
652,0.0019889986142516136,10120
653,0.917976438999176,13767
654,0.11514310538768768,2328
655,0.0029234997928142548,21537
656,0.0015695408219471574,24146
657,0.001970841083675623,20595
658,0.0015784212155267596,32083
659,0.00556595716625452,2566
660,0.0053436029702425,1689
661,0.002330788876861334,10324
662,0.015423682518303394,36163
663,0.8073137998580933,34023
664,0.0020364094525575638,3049
665,0.0015917003620415926,2480
666,0.012766974978148937,38808
667,0.001621355302631855,25612
668,0.002144299913197756,32754
669,0.0016127618728205562,34765
670,0.0015420399140566587,35507
671,0.0020065046846866608,10863
672,0.17295140027999878,35450
673,0.017194751650094986,33447
674,0.05820107087492943,33724
675,0.0028560326900333166,14516
676,0.8680420517921448,19347
677,0.0018385242437943816,38566
678,0.6616767644882202,17189
679,0.001952553284354508,22800
680,0.001744310138747096,2354
681,0.0015248648123815656,34500
682,0.0036221363116055727,38659
683,0.0029218862764537334,6113
684,0.0018472307128831744,22161
685,0.10111312568187714,24400
686,0.21075180172920227,2503
687,0.005355766974389553,8309
688,0.035792894661426544,4373
689,0.0016105291433632374,11001
690,0.001745364861562848,9086
691,0.001993569079786539,36401
692,0.002568521536886692,20241
693,0.016217054799199104,29803
694,0.0020456849597394466,26984
695,0.17474210262298584,38990
696,0.0019702757708728313,22940
697,0.0033045888412743807,17169
698,0.0018762443214654922,15775
699,0.002192441141232848,23445
700,0.0015566198853775859,5592
701,0.04731572046875954,31592
702,0.001817280543036759,9320
703,0.0018497866112738848,27075
704,0.017382808029651642,26655
705,0.0033673178404569626,21434
706,0.08907131850719452,18084
707,0.0025549763813614845,34441
708,0.0017123903380706906,36988
709,0.005054904613643885,25159
710,0.001557686598971486,27828
711,0.028457166627049446,3412
712,0.7794927358627319,39782
713,0.00490001542493701,36066
714,0.0015495156403630972,37492
715,0.031220106407999992,14684
716,0.0407896414399147,18924
717,0.003752686781808734,9644
718,0.001968002412468195,36484
719,0.0015893559902906418,8296
720,0.0017677339492365718,37724
721,0.00301056238822639,28340
722,0.0018340242095291615,36404
723,0.02443094365298748,33294
724,0.0020223159808665514,22566
725,0.0015929648652672768,16820
726,0.6796095371246338,11054
727,0.0016289170598611236,16008
728,0.002585620852187276,16048
729,0.9754290580749512,11818
730,0.003866049228236079,23058
731,0.0026001688092947006,12941
732,0.010067322291433811,14208
733,0.0017903604311868548,12863
734,0.06012781336903572,37254
735,0.0023636368568986654,4368
736,0.9826745390892029,39757
737,0.0020778656471520662,30573
738,0.03331479802727699,8289
739,0.023927580565214157,14718
740,0.0015510176308453083,11051
741,0.22982186079025269,38378
742,0.002034861594438553,5880
743,0.005982353817671537,15947
744,0.003139843698590994,27015
745,0.0021095804404467344,3292
746,0.2009298950433731,23487
747,0.3496830463409424,26867
748,0.001544395461678505,34502
749,0.001606083707883954,30899
750,0.0015745095442980528,33263
751,0.3104180097579956,20144
752,0.012632625177502632,25758
753,0.0019638491794466972,34416
754,0.0028565949760377407,9564
755,0.16001473367214203,19780
756,0.002220834605395794,10428
757,0.0024554410483688116,3435
758,0.0018678460037335753,23911
759,0.2742482125759125,7962
760,0.0016328993951901793,16767
761,0.0016560560325160623,33363
762,0.004933708813041449,2510
763,0.003571676556020975,1723
764,0.0025845684576779604,35485
765,0.0020653638057410717,23472
766,0.03722279146313667,22490
767,0.007153248880058527,25555
768,0.0017062381375581026,29527
769,0.41785791516304016,32291
770,0.001901694806292653,37002
771,0.0016325146425515413,10248
772,0.003247202606871724,14312
773,0.003261824604123831,83
774,0.0016187430592253804,17943
775,0.9731780290603638,40105
776,0.0015266016125679016,11528
777,0.00437692878767848,37003
778,0.001585999270901084,10914
779,0.001638655667193234,14473
780,0.0016678704414516687,22150
781,0.007261333987116814,22334
782,0.0015848163748160005,5071
783,0.0017578420229256153,13874
784,0.0019179399823769927,31613
785,0.6875037550926208,5106
786,0.052623216062784195,27843
787,0.0016939046327024698,20034
788,0.00428797397762537,8671
789,0.0017584034940227866,8578
790,0.0016016443260014057,2317
791,0.0016589935403317213,25098
792,0.003318422706797719,33157
793,0.001757180318236351,36657
794,0.02001219242811203,1590
795,0.0016507728723809123,35106
796,0.0017606934998184443,27427
797,0.00363751407712698,4166
798,0.0019442304037511349,9140
799,0.002555429469794035,15552
800,0.0015945193590596318,12235
801,0.0028460435569286346,8889
802,0.058464474976062775,15234
803,0.0016868276288732886,11851
804,0.001621123868972063,27885
805,0.002231463324278593,3794
806,0.00328418449498713,4369
807,0.00179561588447541,7594
808,0.9751873016357422,19974
809,0.003292531706392765,25048
810,0.006261203438043594,25726
811,0.0024497921112924814,31605
812,0.002064942382276058,14357
813,0.0015816717641428113,8731
814,0.0016045758966356516,11449
815,0.004162060096859932,39763
816,0.0015953128458932042,35580
817,0.024107707664370537,13445
818,0.1550353765487671,7889
819,0.07236862182617188,38041
820,0.010664643719792366,22445
821,0.7577677965164185,15355
822,0.0016053376020863652,13832
823,0.0016872084233909845,11719
824,0.0041024708189070225,4448
825,0.0053659165278077126,39633
826,0.12075144797563553,33601
827,0.0034060939215123653,20398
828,0.0017465483397245407,9453
829,0.011843321844935417,38376
830,0.0015601589111611247,8468
831,0.0016440331237390637,2525
832,0.0021186007652431726,20165
833,0.06957438588142395,10931
834,0.0025630872696638107,21705
835,0.002070734277367592,19867
836,0.0017370987916365266,37751
837,0.00176519388332963,18970
838,0.008020149543881416,22265
839,0.0020191953517496586,31202
840,0.0017525176517665386,11412
841,0.0017085211584344506,17299
842,0.0015308740548789501,3456
843,0.0021419371478259563,28611
844,0.0016671416815370321,8010
845,0.12692773342132568,34995
846,0.001905597746372223,23171
847,0.003190665738657117,9052
848,0.0025422617327421904,32601
849,0.0016800183802843094,5719
850,0.0019175264751538634,21842
851,0.24354925751686096,25874
852,0.0020495173521339893,22679
853,0.004727288149297237,32784
854,0.06850431859493256,19788
855,0.008295046165585518,37234
856,0.004027239512652159,3316
857,0.0020062613766640425,19216
858,0.0022420785389840603,6159
859,0.002974445465952158,30773
860,0.001562266843393445,32930
861,0.0023766919039189816,26122
862,0.001752797164954245,460
863,0.0024752661120146513,18202
864,0.003143899841234088,27392
865,0.0023840749636292458,28583
866,0.28901174664497375,25307
867,0.0035893297754228115,5510
868,0.016903577372431755,14341
869,0.5447911024093628,18130
870,0.005891680251806974,27365
871,0.001594363828189671,39934
872,0.0016031662235036492,19804
873,0.0019471850246191025,523
874,0.002818301087245345,13042
875,0.002133851172402501,14881
876,0.007806786801666021,23800
877,0.002263895468786359,29978
878,0.005077938549220562,13170
879,0.002278941450640559,49
880,0.0031601591035723686,35322
881,0.002443103352561593,29660
882,0.0016410030657425523,5576
883,0.0037489631213247776,1652
884,0.0015138802118599415,39460
885,0.002004915615543723,31771
886,0.0023901057429611683,22306
887,0.0015988507075235248,29027
888,0.3320004940032959,5355
889,0.0057251304388046265,13651
890,0.0021987410727888346,40371
891,0.0017198666464537382,7856
892,0.0017959558172151446,10593
893,0.0018702041124925017,2275
894,0.0028906126972287893,631
895,0.001666590222157538,31793
896,0.0021066213957965374,38437
897,0.0017176364781334996,6244
898,0.001567297033034265,438
899,0.0017611612565815449,20249
900,0.0028841455932706594,236
901,0.004623244516551495,19683
902,0.0068669808097183704,30810
903,0.00409843260422349,23898
904,0.0017817391781136394,3080
905,0.0024159164167940617,36332
906,0.0019128879066556692,12558
907,0.0017376397736370564,27277
908,0.002391460118815303,30674
909,0.0024819709360599518,14739
910,0.0024783138651400805,34112
911,0.0018669625278562307,35052
912,0.0017284250352531672,14102
913,0.002711179433390498,29807
914,0.0049033998511731625,15283
915,0.0016128577990457416,13209
916,0.9745857119560242,29804
917,0.0034009087830781937,19742
918,0.022462524473667145,36241
919,0.0024950122460722923,27274
920,0.10348156094551086,3246
921,0.001953704282641411,4481
922,0.02080603316426277,9071
923,0.36187365651130676,24069
924,0.0017033596523106098,21612
925,0.016678180545568466,6132
926,0.688742995262146,14061
927,0.002039829269051552,25661
928,0.0423562116920948,37098
929,0.0040581864304840565,26571
930,0.001610404928214848,23903
931,0.002238315064460039,25119
932,0.0020797806791961193,1232
933,0.001872415654361248,14164
934,0.0016375866252928972,38467
935,0.0016798936994746327,35830
936,0.007810947019606829,39837
937,0.0016128870192915201,4932
938,0.0016071368008852005,40055
939,0.00278432946652174,31327
940,0.0018763872794806957,29269
941,0.0019402954494580626,23027
942,0.03111703135073185,4037
943,0.002783045405521989,2898
944,0.0038628221955150366,15826
945,0.002255197847262025,35111
946,0.004262106493115425,18933
947,0.0016189311863854527,13919
948,0.0016389723168686032,28248
949,0.030106468126177788,5515
950,0.1307571679353714,20722
951,0.001758610364049673,30292
952,0.001650708494707942,18203
953,0.02617589756846428,31232
954,0.004283802583813667,22245
955,0.0017722600605338812,26438
956,0.0017431356245651841,19896
957,0.0016749374335631728,15336
958,0.0026517310179769993,26906
959,0.005437005311250687,20235
960,0.001575566828250885,24903
961,0.002604129957035184,10688
962,0.0017478017834946513,11202
963,0.16596120595932007,5846
964,0.0015243892557919025,23668
965,0.0026902782265096903,6641
966,0.0040581850335001945,10937
967,0.00171546614728868,39002
