,sent
54,"Here, we review existing vaccine technologies for swine coronaviruses and highlight promising technologies which may help to control these important viruses in the future."
55,Influenza incidences ranged from 5.9 to 85.2%.
56,"For ILI, influenza virus detection was highest in children aged 5–14 years while for SARI patients most were aged >15 years and 27 (4.6%) of 581 SARI cases died during the three seasons."
57,"Here, we characterize interactions between human bronchial epithelial cells and three influenza A/H3N2 strains using strand-specific dual RNA-seq."
58,"Overall, 41.8% of the acute respiratory illnesses evaluated were associated with a respiratory virus infection, with picornaviruses, coronaviruses and influenza viruses being the most common infections recognized."
59,"None of these flocks were found to be infected with all four viruses, but one of the flocks was found to be infected with astrovirus, coronavirus, and rotavirus simultaneously."
60,Four mAbs were evaluated in vivo and protected mice from challenge with influenza viruses representative of different subtypes.
61,"It was reported that the ISSS contributed to: (i) a better understanding of the epidemiology, circulating patterns and proportional contribution of influenza virus among patients with ILI or SARI; (ii) acquisition of new key competences related to influenza surveillance and diagnosis; and (iii) continuous education of surveillance staff and clinicians at sentinel sites about influenza."
62,"Except for influenza, respiratory virus prevalence declined with age."
63,"While dispensable for viral replication, coronavirus (CoV) accessory open reading frame (ORF) proteins often play critical roles during infection and pathogenesis."
64,"All mice exhibited histopathologic changes in lungs two days after challenge including all animals vaccinated (Balb/C and C57BL/6) or given live virus, influenza vaccine, or PBS suggesting infection occurred in all."
65,This is the first demonstration that a subunit vaccine approach to smallpox-monkeypox immunization is feasible.
66,"However, a large difference in HA incidence between Canada and HA-endemic countries has made travel an important contributor to hepatitis A prevalence in Canada."
67,Data on severe forms of measles in adults are lacking.
68,"However, 10.4% (n=46) were influenza virus (80% FluA; 20% FluB)."
69,"Vaccines for seasonal influenza have been available for decades and there is a wealth of data available on the immune response to these vaccines in humans, with well-established correlates of protection for inactivated influenza virus vaccines."
70,"These strains secrete potent, stable and specific anti-rabies virus monoclonal antibodies, which makes them well suited for the development of rabies diagnosis reagents."
71,"For many years, AAVs have been considered as low immunogenic vectors due to their ability to induce long-term expression of non-self-proteins in contrast to what has been observed with other viral vectors, such as adenovirus, for which strong immune responses against the same transgene products were documented."
72,The influenza gene of choice is assembled into a RG competent unit by virtue of overlapping PCR reactions containing a cDNA copy of the viral gene segment under the control of RNA polymerase I promoter (pol1) and termination (t1) signals – herein referred to as Flu PCR amplicons.
73,"Coronaviruses comprise a large group of emergent human and animal pathogens, including the highly pathogenic SARS-CoV and MERS-CoV strains that cause significant morbidity and mortality in infected individuals, especially the elderly."
74,"That year, IDCRP investigators deployed the ARI Consortium Natural History Study (ARIC NHS), a multi-centered, longitudinal observational study to assess etiology, epidemiology, and clinical characteristics of influenza-like illness (ILI) and severe acute respiratory infections (SARI) in the U.S. military."
75,"More than 500 patents disclose methodologies of these four biologics with the potential for treating and preventing coronavirus infections, which may be applicable to COVID-19."
76,The recent avian influenza (H5N1) outbreaks and the 2009 H1N1 pandemic have raised significant global concerns about the emergence of a deadly influenza virus causing a pandemic of catastrophic proportions.
77,"It is agreed that a stockpile of appropriate polio vaccines will need to be established, and a surveillance and response capacity will need to be maintained, in order to protect the world against any possible future outbreaks attributable either to the persistence of wild poliovirus or vaccine-derived polioviruses (VDPVs) or to the unintentional or intentional release of poliovirus from a laboratory or vaccine store."
78,"Previously, we demonstrated that a tetrameric peptide vaccine based on the matrix protein 2 ectodomain (M2e) of the H5N1 virus (H5N1-M2e) could protect mice from lethal infection with different clades of H5N1 and 2009 pandemic H1N1 influenza viruses."
79," Although small in size and simple in structure, influenza viruses are sophisticated organisms with highly mutagenic genomes and wide antigenic diversity."
80,"Adjuvants have been used to enhance the efficacy of a variety of vaccines; however, no adjuvant is included in current influenza vaccines approved in the United States."
81,"A review was undertaken to assess and evaluate the incidence, epidemiology, aetiology, clinical importance and impact of bacterial and viral co‐infection and secondary infection associated with influenza."
82,"Conclusion This study showed the prevalence of influenza infections among Iranian pilgrims and general population and suggests continuing surveillance, infection control and appropriate vaccination especially nowadays that the risk of influenza pandemic threatens the world, meanwhile accurate screening for MERS-CoV is also recommended."
83,Specific binding of the Fab to rabies virus was confirmed by indirect ELISA and immunoprecipitation (IP).
84,Ferrets have become an indispensable tool in the understanding of influenza virus virulence and pathogenesis.
85,Methods We retrospectively reviewed the clinical characteristics of influenza-induced LRI cases in children admitted to a tertiary children's hospital.
86,This study investigated the anticipated vaccination rate against pandemic human influenza A (H1N1) 2009 in the health care setting.
87,"Finally, we apply the model to a typical influenza season in Washington, DC and estimate how the transmission pattern would have changed given different levels of media coverage."
88,"METHODS: In the current study, we explored the combination of the DNA vaccine encoding calreticulin (CRT) linked to human papillomavirus type 16 (HPV-16) E7 antigen (CRT/E7) with the TLR7 agonist imiquimod for their ability to generate E7-specific immune responses and antitumor effects in tumor-bearing mice."
89,The aim of this study was to determine and compare the prevalence of Middle East respiratory syndrome coronavirus (MERS-CoV) and influenza virus infections among Iranian general population and pilgrims with severe acute respiratory infections (SARI) returning from Mecca and Karbala during 2013–2016.
90,"On average, PCR analyses increased the frequency of detection of S. pneumoniae and H. influenzae 3.2 fold compared to culture, whilst Moraxella catarrhalis was 4.5 times more frequently identified by PCR."
91,"We also postulate that until a specific vaccine is developed, SARS-CoV-2 vulnerable populations could be immunized with BCG vaccines to attain heterologous nonspecific protection from the new coronavirus."
92,"Demographics, state of influenza vaccination, reasons for vaccination or non-vaccination and perceptions on vaccinations were asked by questionnaire."
93,Rotavirus antigen was detected by enzyme-immunoassay in the intestinal content or the fecal samples of all examined animals.
94,Associations between SNPs/haplotypes and measles virus-specific immune outcomes were assessed using linear regression methodologies in Caucasians and African-Americans.
95,"CONCLUSION: Critical care clinicians reported poor knowledge of H1N1 influenza, even though most finished a relevant knowledge training program."
96,"In this review, we highlight current advances in rabies therapy and discuss the role that they might have in the future of rabies treatment."
97,These findings suggest that vaccine-induced eosinophil immunopathology in the lungs upon SARS-CoV infection could be avoided by the TLR agonist adjuvants.
98,IMPORTANCE Pseudorabies virus (PRV) is an alphaherpesvirus related to human pathogens such as herpes simplex virus 1 and varicella-zoster virus (VZV).
99,The novel coronavirus outbreak declared a Public Health Emergency of International Concern on 30 January 2020.
100,"Therefore, the most cost-effective approach to elimination of the global burden of human rabies is to control canine rabies rather than expansion of the availability of human prophylaxis."
101,"In summary, rewiring the TRN is a feasible strategy for limiting reversion in an effective live-attenuated coronavirus vaccine candidate that is potentially portable across the Nidovirales order."
102,"Over the recent decades, China experienced several emerging virus outbreaks including those caused by the severe acute respiratory syndrome- (SARS-) coronavirus (Cov), H5N1 virus, and H7N9 virus."
103,"Experimental vaccines, successfully tested in animals, have been prepared using immunogenes from influenza virus, hepatitis B virus and herpes simplex virus."
104," The newly emerged Middle East respiratory syndrome coronavirus (MERS-CoV) is currently spreading among humans, making development of effective MERS vaccines a high priority."
105,"Moreover, adenoviruses induce both humoral and cellular immune responses to expressed vaccine antigens."
106,This chapter compares two traditional bioethical lenses—the communitarian and care ethics framework—vis-à-vis their capacities to engage the moral quandaries elicited by pandemic influenza.
107,"The Southern Hemisphere Influenza and Vaccine Effectiveness Research and Surveillance (SHIVERS) project, a 5-year (2012–2016) multiagency and multidisciplinary collaboration, aimed to measure disease burden, epidemiology, aetiology, risk factors, immunology, effectiveness of vaccination and other prevention strategies for influenza and other respiratory infectious diseases of public health importance."
108,Involvement of M. cynos and influenza A in CIRD was less apparent.
109,The potency and versatility in its activities make PIKA an attractive candidate for use in an influenza pandemic.
110,: Influenza and respiratory syncytial viruses (RSV) are important viral pathogens in childhood.
111,These findings highlight the possibility of boosting cross-type cellular and humoral immunity against highly pathogenic avian influenza A virus subtype H5N1 by seasonal influenza vaccination.
112,Avian influenza and the threat of the next human pandemic
113,"Common epidemiological settings for rotavirus infection among adults include endemic disease, epidemic outbreak, travel-related infection, and disease resulting from child-to-adult transmission."
114,"Severe acute respiratory syndrome (SARS) coronavirus and Middle-East respiratory syndrome (MERS) coronavirus, which caused 2003 SARS outbreak in China and 2014 MERS outbreak in the Middle East, belong to the coronavirus family."
115,"Acid-induced HA protein activation, which has provided a paradigm for protein-mediated membrane fusion, is now identified as a novel determinant of influenza virus biology."
116,"The meeting identified a number of challenges and ways to improve the quality of the surveillance system for influenza, sustain the system so as to address pandemic threats and use the data generated from the surveillance system to inform decision-making, policies and practices to reduce the burden of influenza-associated illnesses in the Region."
117,"Infection with hepatitis B virus (HBV) may lead to subclinical, acute or chronic hepatitis."
118,The first outbreak of influenza A(H3N2) occurred in 1968 and caused the third flu pandemic of the 20(th) century.
119,"Mid-nasal swabs were collected and tested for respiratory syncytial virus (RSV), rhinovirus, influenza, human metapneumovirus (HMPV), coronavirus, parainfluenza (HPIV), and bocavirus by RT–PCR."
120,"– The increase in vaccination coverage rates and implementation of the network of clinical, and epidemiological and virological surveillance are fundamental for the control and prevention of influenza."
121,"Data for sociodemographic characteristics, clinical criteria, vaccination status, vaccination motivators and barriers and seasonal influenza knowledge were collected."
122,"The sensitivity, specificity, positive predictive value and negative predictive value of ILI for influenza among FRI cases were 72%, 48%, 40% and 69% respectively."
123,In the 1960s influenza virus infections in children were associated with Reye's syndrome characterized often by fatty non-inflammatory hepatic disease and an encephalopathy with marked non-inflammatory cerebral edema.
124,This review summarizes some of the basic science surrounding H5N1 influenza and raises some key concerns in pandemic planning for the occupational medicine professional.
125,"The porcine epidemic diarrhea virus (PEDV) belongs to the coronavirus family, which causes acute diarrhea in pigs with higher mortality in piglets less than 2 weeks old."
126,SAT-SIT technology will find applications in rapid screening of samples for other hemagglutinating emerging viruses of animals and humans (influenza virus and severe acute respiratory syndrome coronavirus).
127,"Using nucleoprotein (NP) and extracellular domain of matrix protein 2 (M2e) genes from the influenza A virus A/Beijing/30/95 (H3N2), we constructed four recombinant vaccinia virus-based influenza vaccines carrying NP fused with one or four copies of M2e genes in different orders."
128,A variety of cell-culture derived vaccines are available for prophylaxis against rabies.
129, Porcine enteric alphacoronavirus (PEAV) is a newly identified swine enteropathogenic coronavirus that causes watery diarrhea in newborn piglets.
130,Feline infectious peritonitis (FIP) is a fatal immunity-mediated disease caused by mutants of a ubiquitous coronavirus.
131, Background A stochastic discrete event simulation model was developed to assess the effectiveness of passenger screening for Pandemic Influenza (PI) at U.S. airport foreign entry.
132,"In this paper, we demonstrate the uses of some simple mathematical models for the study of disease dynamics in a pandemic situation with a focus on influenza."
133,"Participants admitted that lack of knowledge about influenza, its consequences in terms of morbidity, mortality and economy are the major barrier to attaining higher influenza vaccination coverage in their countries."
134,Infection by severe acute respiratory syndrome coronavirus (SARS-CoV) causes severe respiratory distress in infected patients.
135,Multivariate regression analyses were used to assess the impact of influenza and to evaluate the association between influenza status and outcomes.
136,"Presently, influenza virus A H3N2 and respiratory syncytial virus are the most commonly identified viral pathogens in older adults with viral pneumonia."
137,"Method Data on influenza vaccination were obtained from Saudi pilgrims who took part in a large trial during the Hajj of 2013, 2014 and 2015."
138,"The present study evaluated two kinds of vaccine adjuvants for use with recombinant S protein: gold nanoparticles (AuNPs), which are expected to function as both an antigen carrier and an adjuvant in immunization; and Toll&#8208;like receptor (TLR) agonists, which have previously been shown to be an effective adjuvant in an ultraviolet&#8208;inactivated SARS&#8208;CoV vaccine."
139,The infection of epithelia] swine testicle and intestinal porcine epithelial (IPEC-1) cell lines by adenovirus type 5 (Ad5) has been studied in vitro by using an Ad5-luciferase recombinant containing the firefly luciferase gene as a reporter.
140,"In rabies, in a mouse model, immunization with plasmids encoding the rabies glycoprotein conferred complete protection against subsequent viral challenge."
141,"Among the latter, recombinant measles viruses derived from vaccine strains have been tested."
142,"Respiratory syncytial virus (RSV) is a major cause of lower respiratory tract infection in infants, young children, and high-risk adults."
143," Middle East respiratory syndrome coronavirus (MERS-CoV), a member of the Coronaviridae family, is the causative pathogen for MERS that is characterized by high fever, pneumonia, acute respiratory distress syndrome (ARDS), as well as extrapulmonary manifestations."
144,"Tuberculosis received £155 million (37.1%), influenza £80 million (19.1%) and pneumonia £27.8 million (6.6%)."
145,"The outbreak of this novel disease, caused by a novel coronavirus (the SARS-coronavirus), hit hardest in the Asian Pacific region, though eventually it spread to five continents."
146,"Whereas influenza virus vaccines have been available for some time (see the review by Clark and Lynch in this issue), vaccines against other medically important viruses such as respiratory syncytial virus (RSV), the parainfluenza viruses (PIVs), and metapneumovirus (MPVs) are not available."
147,Middle East respiratory syndrome coronavirus (MERS-CoV) binds to cellular receptor dipeptidyl peptidase 4 (DPP4) via the spike (S) protein receptor-binding domain (RBD).
148,"The coronavirus part covers (i) a description of a group of coronaviruses and the diseases they cause, including the prototype coronavirus, murine hepatitis virus, which is one of the recognized animal models for multiple sclerosis, as well as viruses of veterinary importance that infect the pig, chicken, and cat and a summary of the human viruses; (ii) a short summary of the replication cycle of coronaviruses in cell culture; (iii) the development and application of reverse genetics systems; and (iv) the roles of individual coronavirus proteins in replication and pathogenesis."
149,"Frequently individuals with influenza develop headaches, meningismus, and even seizures in addition to their typical respiratory symptoms."
150,The potential mutability of the coronavirus genome may pose problems in the control of future SARS outbreaks.
151,"Influenza virus was detected in 3995 patients, 2849 (11.8%) were influenza A and 1146 (4.8%) were influenza B."
152,"Recently, a new emerged HCoV isolated from the respiratory epithelium of unexplained pneumonia patients in the Wuhan seafood market caused a major disease outbreak and has been named the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)."
153,"Highest rates of viral infections were reported for RSV, PIV, and adenovirus."
154,"Surveillance for influenza and other respiratory pathogens is important, as it informs public health decision making in terms of influenza vaccine and antiviral effectiveness, informs clinicians and public health practitioners about the pathogenicity of specific viral strains, guides clinical practice, and supports laboratory panning activities."
155,"When extracts prepared from a dilution series were extracted by the 6 methods and tested, rotavirus RNA was detected in all samples by qRT-PCR but by conventional RT-PCR testing, only the MagNA Pure Compact and KingFisher Flex extracts were positive in all cases."
156,"Fifteen (9.2%) subjects were vaccinated against influenza at least 2 weeks before the onset of influenza symptoms, 12 of them were ≥65 years old."
157,"Swabs were tested for influenza A and B viruses by real-time reverse transcription–polymerase chain reaction, and percent concordance between collection methods was determined."
158,This approach will be generally useful for development of vaccines protective against human coronaviruses as well as against coronaviruses that cause disease in domestic and companion animals.
159,Annual influenza vaccination was received by 672 (87.2%) in the PCV13 group and 719 (87.7%) in the placebo group of the confirmed CAP cases.
160,"During 1992 and 1993, influenza vaccine was given to 106/215 (49%) and 120/204 (59%) people with risk conditions, and 84/225 (37%) and 103/235 (44%) without risk conditions."
161,More effective promotion of annual seasonal influenza vaccination and timely oseltamivir treatment among high risk groups may improve influenza prevention and control in China.
162,"CONCLUSION: Thus, monitoring of bovine coronavirus in Ireland is important as the current isolates in circulation in the south of Ireland may be diverging from the available vaccine strain, which may have implications regarding future BCoV vaccine efficacy."
163,"Statins are cardioprotective and have anti-inflammatory and immunomodulatory effects, and they thus might benefit patients with influenza."
164,"Respiratory syncytial virus (RSV) was detected in 260 (34%, 95% CI 31 to 38%) and other respiratory viruses in 219 (29%, 95% CI 26 to 32%), the commonest being human coronavirus 229E (n=51, 6.7%, 95% CI 5.0 to 8.7%), influenza type A (n=44, 5.8%, 95% CI 4.2 to 7.7%), parainfluenza type 3 (n=29, 3.8%, 95% CI 2.6 to 5.4%), adenovirus (n=29, 3.8%, 95% CI 2.6 to 5.4%) and human metapneumovirus (n=23, 3.0%, 95% CI 1.9 to 4.5%)."
165,"Limited clinical studies indicate that humans infected with MERS-CoV exhibited pathology consistent with late stages of ARDS, which is reminiscent of disease observed in patients infected with SARS coronavirus."
166,"Overall, the best data exist for treatment of viral hepatitis B and C, for which interferons are a cornerstone of therapy."
167,The Antonín Holý Lecture Award by David Chu on medicinal chemistry provided an overview of early developments of nucleoside analogs for the treatment of HIV and varicella zoster virus infection and how this knowledge serves to develop new drugs targeting HBV.
168,"Phylogenetic analysis revealed a variety of influenza A(H1N1)pdm09, A(H3N2), influenza B, parainfluenza 3 and RSV A, B viruses."
169,Here we review data we obtained on the immunological response elicited by two recombinant versions of the glycoprotein S from the swine transmissible gastroenteritis coronavirus (TGEV) expressed in transgenic plants.
170,"Rotavirus, in a commercially available calf vaccine, did not replicate in newborn colostrum-free piglets inoculated orally with one half of a calf dose."
171,"Methods The epidemiology of respiratory viruses among healthy children (6 months to <10 years) with influenza-like illness (ILI) was determined in a population sample derived from an influenza vaccine trial (NCT01051661) in 17 centers in eight countries (Australia, South East Asia and Latin America)."
172,"Recommendations included (1) investigations into the relative impact of various adjuvants on antigen quantification assays, (2) investigations into extraction methods that could be used for vaccines containing adjuvants that can interfere with antigen assays, and (3) review of the current status of rabies and tetanus human vaccine in vitro potency methods for their potential application to the corresponding veterinary vaccines."
173,"This is evident by the recent 2009 Influenza A (H1N1) pandemic, the SARS outbreak, as well as the ever-present threat of global bioterrorism."
174,"After the approval of the first vectored human vaccine, based on a flavivirus vector, vaccine vector technology, especially based on poxviruses and adenoviruses, holds great promise for future vaccine development."
175,"Based on numerous studies, it is estimated that the effectiveness of current inactivated influenza vaccine in reducing morbidity and mortality in high-risk groups ranges from 50–70%."
176,Cases were selected from a randomized trial of an adjuvanted vs nonadjuvanted influenza vaccine conducted in elderly adults from 15 countries.
177,"Innocuousness, immunogenicity, and protective efficacy of the CS/TPP-HA vaccine were tested in influenza mouse model in comparison with the antigen alone vaccine."
178,"Therefore, we investigated the safety of an inactivated monovalent H1N1 pandemic influenza vaccine METHODS: We focused on the H1N1 pandemic influenza vaccine Pandemrix(® )and applied a self reporting questionnaire in a population of healthcare workers (HCWs) and medical students at a major university hospital."
179,": An epidemic of a Severe Acute Respiratory Syndrome (SARS) caused by a new coronavirus has spread from the Guangdong province to the rest of China and to the world, with a puzzling contagion behavior."
180,R.Dahlgren) was also tested for its effect on the loss of transepithelial resistance (TER) of Caco-2 cells caused by simian rotavirus (SA-11) infection.
181,"In the event of an influenza pandemic, optometrists may be challenged with a host of issues, including impediments to clinical patient care, manufacture and delivery of ophthalmic devices, and maintaining business continuity and infection control."
182,A single-dose trivalent influenza vaccine was given to all subjects by intramuscular ingestion.
183,"Treatment and prevention options for avian influenza viruses are limited at present, although much research effort is directed toward these areas."
184,"In this review, I will focus on antiviral therapy for herpes simplex virus, human immunodeficiency virus, hepatitis C virus, and human papillomavirus."
185,"In combination with their superior isolation efficiency, MDCK cells appear highly suitable to be used as an alternative to embryonated eggs to isolate and propagate influenza vaccine candidate viruses."
186, Effective countermeasures against the recent emergence and rapid expansion of the 2019 novel coronavirus (SARS-CoV-2) require the development of data and tools to understand and monitor its spread and immune responses to it.
187,: Immunization with the spike protein (S) of severe acute respiratory syndrome (SARS)-coronavirus (CoV) in mice is known to produce neutralizing antibodies and to prevent the infection caused by SARS-CoV.
188,"In children, respiratory syncytial virus, rhinovirus, human metapneumovirus, human bocavirus, and parainfluenza viruses are the agents identified most frequently in both developed and developing countries."
189,"The threat of a human influenza pandemic has greatly increased over the past several years with the emergence of highly virulent avian influenza viruses, notably H5N1 viruses, which have infected humans in several Asian and European countries."
190,"In this study, we constructed an attenuated S. enterica serovar Typhi strain stably expressing conserved nucleocapsid (N) protein of severe acute respiratory syndrome-associated coronavirus (SARS-CoV) by integrating the N gene into the pilV gene, which was under the control of the type IVB pilus operon promoter in S. enterica serovar Typhi."
191,"The recent outbreaks of Zika virus (ZIKV), its association with Guillain–Barré syndrome and fetal abnormalities, and the lack of approved vaccines and antivirals, highlight the importance of developing countermeasures to combat ZIKV disease."
192,": The influenza B viruses belong to two lineages distinguished by their genetic and antigenic characteristics, which are referred to as the Yamagata and Victoria lineages, designated after their original isolates, B/Yamagata/16/88 and B/Victoria/2/87."
193,These analyses highlight the need for more precise statements of policy objectives and their assumed consequences when planning and implementing strategies to mitigate the impact of an influenza pandemic.
194,"Transmission by food or water has been documented for astroviruses, caliciviruses, rotaviruses, and norovirus."
195,"Although vaccines against influenza A virus are the most effective method to combat infection, it is clear that their production needs to be accelerated and their efficacy improved."
196,"For several decades, virtually all rabies nerve tissue origin (NTO) vaccines were inactivated with phenol using the method described by Semple."
197,"Although influenza vaccination confers protection on SOT recipients against developing influenza pneumonia, the rate of clinical failure is still high."
198,No further discoveries were recorded until 1100 A.D. when the smallpox vaccine was described.
199,"Pooled colostrum from group I cows had higher (P less than 0.05) enzyme-linked immunosorbent assay (ELISA) immunoglobulin G (IgG1) and virus neutralization (VN) rotavirus antibody titers (ELISA IgG1 = 2,413,682; VN = 360,205) than did colostrum from group II (ELISA IgG1 = 8,192; VN = 4,395) or group III cows (ELISA IgG1 = 5,916; VN = 2,865)."
200, We describe the use of epidural analgesia in a 39-year-old G2P1 parturient presenting at 38+6 weeks estimated gestation with confirmed influenza A H1N1 and superimposed bilateral pneumonia.
201,"Fortunately, this problem can be avoided by formulation of coronavirus vaccines with Th1-type adjuvants that enhance T cell IFN-γ responses, such as, delta inulin or TLR agonists."
202,"Besides, the CS nanoparticle encapsulated HA-split vaccine reduced markedly the influenza morbidity and also conferred 100% protective rate to the vaccinated mice against lethal influenza virus challenge."
