,pid,newpid,category,sent,newscore,answer,keyword
37,rhhafruq,40344,ADE,"Such vaccines present major challenges: coronavirus immunity often wanes rapidly, individuals needing to be protected include the elderly, and vaccines may exacerbate rather than prevent coronavirus lung immunopathology.",0.1781513999428025,coronavirus lung immunopathology,immunopathology
38,godas2iy,36794,ADE,A bacterial artificial chromosome containing the sequence of ZIKV strain Paraiba/2015 under the control of the cytomegalovirus promoter was complexed with a commercial transfection reagent and administrated using different routes in type-I interferon receptor deficient A129 mice.,0.17801196013614934,interferon receptor,antibody dependent enhancement (ADE)
39,l3d19xur,33021,ADE,"Many downstream type I interferon activated genes with anti-viral activity (PKR, Mx, ISG15 and OAS among others) were also up-regulated in response to ALVAC.",0.17790925632937546,type i interferon,interleukin
40,upb97on4,20892,ADE,"In mouse studies, Cap-AuNP-immunized mice displayed a high production of interleukin (IL)-4, IL-10, and interferon-γ, suggesting that Cap-AuNPs can effectively activate CD4(+) and CD8(+) T cells and balance Th1 and Th2 cellular responses.",0.17787716809387544,th1 and th2 cellular responses,antibody dependent enhancement (ADE)
41,l8gszu1s,8069,ADE,"The vaccine mixture was shown to be well tolerated and increased frequencies of canineTrp-1-specific activated CD8(+) and CD4(+) T cells secreting interferon-(IFN)-γ, tumor necrosis factor (TNF)-α, or interleukin (IL)-2 alone or in combinations in four and five out of five dogs, respectively.",0.17778357730401825,interleukin ( il )-2,interleukin
42,m6abyuvx,29019,ADE,"We also demonstrated that the onset of chronic hepatitis in CN2-29((+/−))/MxCre((+/−)) mice was mainly attributable to inflammatory cytokines, (tumor necrosis factor) TNF-α and (interleukin) IL-6.",0.17778036742639594,il-6,interleukin
43,rhhafruq,40347,ADE,"Whereas unadjuvanted or alum-formulated vaccines were associated with significantly increased lung eosinophilic immunopathology on day 6 postchallenge, this was not seen in mice immunized with vaccines formulated with delta inulin adjuvant.",0.17769379814919714,lung eosinophilic immunopathology,immunopathology
44,l3d19xur,33023,ADE,"In view of these results we propose that ALVAC induces type I interferon anti-viral innate immunity via a cytosolic pattern-recognition-receptor (PRR) sensing double-stranded DNA, through activation of IRF3 and IRF7.",0.17654651220784573,type i interferon,interleukin
45,hkvurb2k,12996,ADE,Further examination indicated that dNSP16 mutant MERS-CoV had a type I interferon (IFN)-based attenuation and was partially restored in the absence of molecules of IFN-induced proteins with tetratricopeptide repeats.,0.1765053062021903,type i interferon,antibody dependent enhancement (ADE)
46,q5wx313k,13017,ADE,"Our major data indicated that immunization with “LbSapSal” is able to induce biomarkers characterized by enhanced amounts of type I (tumor necrosis factor [TNF]-α, interleukin [IL]-12, interferon [IFN]-γ) cytokines and reduction in type II cytokines (IL-4 and TGF-β), even after experimental challenge.",0.1763898022638632,il ]-12,interleukin
47,efdotm4f,35280,ADE,"RESULTS: Gene expression in MEF among children who were sOP was significantly different in upregulation of interleukin 8, secretory leukocyte peptidase inhibitor, and chemokine (C-C motif) ligand 3, and in downregulation of interferon regulatory factor 7 and its related signaling molecules interferon alpha, Toll-like receptor adaptor molecule 2, chemokine (C-C motif) ligand 5, and mitogen-activated protein kinase 8 compared with children who were NOP.",0.1762055752683111,interleukin 8,interleukin
48,ejkrvze7,27359,ADE,"Increased interferon gamma (IFN-γ) expression was observed in the mucosal immune compartment, i.e., HALT, after primary vaccination, but shifted to the systemic immune compartment after boosting.",0.1757191354116149,interferon gamma,interleukin
49,r6c7kmqj,39202,ADE,"Strikingly, the RIG-I-specific transcriptional response afforded partial protection from influenza challenge, even in the absence of type I interferon signaling.",0.17571771932403538,rig-i-specific transcriptional response,antibody dependent enhancement (ADE)
50,kv9n2qj3,23738,ADE,"The Medline database was searched using combinations and variations of terms, including ‘Middle East respiratory syndrome coronavirus’, ‘MERS-CoV’, ‘SARS’, ‘therapy’, ‘molecular’, ‘vaccine’, ‘prophylactic’, ‘S protein’, ‘DPP4’, ‘heptad repeat’, ‘protease’, ‘inhibitor’, ‘anti-viral’, ‘broad-spectrum’, ‘interferon’, ‘convalescent plasma’, ‘lopinavir ritonavir’, ‘antibodies’, ‘antiviral peptides’ and ‘live attenuated viruses’.",0.17543515417802955,antibodies,immunopathology
51,j90daoiq,8119,ADE,Vaccination with LBSap induced a prominent type 1 immune response that was characterized by increased levels of interleukin (IL-) 12 and interferon gamma (IFN-γ) production by peripheral blood mononuclear cells (PBMC) upon stimulation with soluble vaccine antigen.,0.17525421159965038,il-) 12,interleukin
52,wzozcj6l,40154,ADE,"In this study, site-directed mutagenesis analysis showed that the R128A or R129A mutation introduced into a highly conserved motif ((123)GKYLQRRLQ(131)) reduced the ability of nsp1β to suppress interferon beta (IFN-β) activation and also impaired nsp1β's function as a PRF transactivator.",0.17495137488563364,interferon beta,interleukin
53,hqmyund4,6793,ADE,There was no statistical relationship between responses and either tumor necrosis factor-α or interleukin (IL)-10 promoter polymorphisms among the 3 response groups.,0.17471701975369658,there was no statistical relationship between responses and either tumor necrosis factor-α or interleukin ( il )-10 promoter polymorphisms,immunopathology
54,hnaw4pyf,26651,ADE,"Additionally, significant increases in plasma TNF-α and IFN-γ, which may be important factors in the heightened immunopathology in the liver and brain, were detected in the Rag2 (−/−) mice 30 days after intravascular delivery.",0.17339833567143187,rag2,immunopathology
55,zu0ubwfq,7842,ADE,"The virus inhibits key cytokines, such as IFN-α, and may induce regulatory cytokines, such as interleukin (IL)-10.",0.17327259527725986,il )-10,interleukin
56,5g0n9na8,18974,ADE,"Compared with icPC22A, the KDKE(4A) and KDKE(4A)-SYA mutants replicated less efficiently in vitro but induced stronger type I and type III interferon responses.",0.17317515799397226,type i and type iii interferon responses,antibody dependent enhancement (ADE)
57,33y3qf20,11688,ADE,The DNA vaccine was found to mediate primarily a cellular immune response with high levels of IgG2a and the cytokines IL-2 and gamma interferon (IFN-γ).,0.17316947667064714,cellular immune response,antibody dependent enhancement (ADE)
58,laai8ohw,12821,ADE,"The rNDV vectors predominantly induced IgG2a subclass antibody for the Th1 response, and specifically, high levels of gamma interferon (IFN-γ), tumor necrosis factor alpha (TNF-α), and interleukin-2 (IL-2) were detected in splenocytes.",0.17187411939048391,"high levels of gamma interferon ( ifn-γ ) , tumor necrosis factor alpha ( tnf-α ) , and interleukin-2 ( il-2 ) were detected in splenocytes",immunopathology
59,p4ef8o77,31649,ADE,"According to these data, the immune response to HRSV infection—comparatively to HRV infection—was more associated to the activation of the interferon gamma signaling pathways and less related to neutrophil activation mechanisms.",0.17110055649521874,activation of the interferon gamma signaling pathways,antibody dependent enhancement (ADE)
60,d13shsas,34997,ADE,"RNA viruses may escape acquired humoral and cellular immune responses by mutations in protective antigenic epitopes (e.g., avian influenza viruses), while accessory non-structural proteins or multi-functional structural proteins interfere with the interferon system (e.g., Newcastle disease virus).",0.17086653626090412,acquired humoral and cellular immune responses,antibody dependent enhancement (ADE)
61,iub5hvz9,39307,ADE,"Upon challenge with a lethal dose of SARS-CoV, virus-specific memory CD8 T cells efficiently produced multiple effector cytokines (gamma interferon [IFN-γ], tumor necrosis factor alpha [TNF-α], and interleukin 2 [IL-2]) and cytolytic molecules (granzyme B) and reduced lung viral loads.",0.1706407692272517,interleukin 2,interleukin
62,fh0mhqhv,10269,ADE,"Cellular and humoral immunogenicity was confirmed in two mouse strains, including type I interferon receptor knockout mice, which are susceptible to CCHF disease.",0.17022097224478155,type i interferon receptor knockout mice,immunopathology
63,bftsmcl4,24130,ADE,Combination of supportive treatment with interferon and antivirals is also being explored.,0.1694683142204847,interferon,interleukin
64,msmq91d2,11122,ADE,"MP-12 was manufactured as an Investigational New Drug vaccine by using MRC-5 cells and encodes a functional NSs gene, the major virulence factor of RVFV which 1) induces a shutoff of the host transcription, 2) inhibits interferon (IFN)-β promoter activation, and 3) promotes the degradation of dsRNA-dependent protein kinase (PKR).",0.168998778207292,inhibits interferon ( ifn )-β promoter activation,interferon
65,vysrzhjs,26020,ADE,"In mice with dominant cross-reactive memory responses, during challenge with PICV increased immunopathology was directly associated with these cross-reactive NP205-specific CD8 memory cells.",0.16804568841659134,cross-reactive memory responses,antibody dependent enhancement (ADE)
66,xieqepl2,13766,ADE,"The major immunoglobulin G subclass recognizing N protein was immunoglobulin G2a, and stimulated splenocytes secreted high levels of gamma interferon and IL-2 in response to N protein.",0.16776348365588872,gamma interferon,interleukin
67,igw16hwb,37839,ADE,Past studies have shown NSs to be a multifaceted protein important for virulence through modulation of the interferon response as well acting as a general inhibitor of transcription.,0.16755927566934326,interferon response,antibody dependent enhancement (ADE)
68,5nyoxono,16331,ADE,"Notably, SARS-CoV has evolved evasive strategies to suppress antiviral type I interferon responses in infected cells.",0.1675159705078599,antiviral type i interferon responses,antibody dependent enhancement (ADE)
69,etpgwzrn,21039,ADE,"While there were significant differences in the number of host genes differentially regulated during the host responses between the three SARS-CoV strains, the top pathways and functions were similar and only apparent early during infection with the majority of genes associated with interferon signaling pathways.",0.16652014426443745,interferon signaling pathways,immunopathology
70,2gej7h1d,12829,ADE,"To improve the immune response, an adjuvant consisting of plasmid encoding either porcine interleukin (IL)-12 or IFN-α was co-administered during vaccination.",0.16649952090512982,porcine interleukin,interleukin
71,qx9flfme,14624,ADE,"Mechanistically, the attenuation phenotype was attributed to the enhanced sensitivity of the mutant virus to the antiviral effects of interferon and IFIT proteins.",0.16641344250412735,interferon and ifit proteins,antibody dependent enhancement (ADE)
72,od484ub1,11176,ADE,"Additionally, induction of specific T cells was demonstrated by T cell proliferation, antigen-specific T cell cytotoxicity, and gamma interferon secretion after stimulation of splenocytes with MERS-CoV-S presented by murine dendritic cells.",0.16575201097700432,gamma interferon,interleukin
73,h3g3sgiu,5822,ADE,"Cellular and humoral immunogenicity was confirmed in 2 mouse strains, including type I interferon receptor knockout mice, which are susceptible to CCHF disease.",0.16574638219935262,type i interferon receptor knockout mice,immunopathology
74,zhmx8f4v,9962,ADE,"Furthermore, these replication-incompetent AHSV particles were demonstrated to be highly protective against homologous virulent virus challenges in type I interferon receptor (IFNAR)-knockout mice.",0.16567870648366234,type i interferon receptor ( ifnar )-knockout mice,immunopathology
75,2m8xhi5r,39907,ADE,"We found that mutating a viral endoribonuclease, EndoU, results in a virus that activates both the type I interferon response and the type III interferon response in macrophages and epithelial cells.",0.1653233862104289,type i interferon response and the type iii interferon response,antibody dependent enhancement (ADE)
76,vysrzhjs,26026,ADE,We show that some of the coinfected mice have sufficiently altered memory T cell responses that they have decreased protection and enhanced immunopathology when reexposed to one of the two viruses.,0.1651553407721302,memory t cell responses,antibody dependent enhancement (ADE)
77,kx43u0n4,30236,ADE,"Through the use of macrophage genetic knockouts, we identified Toll-like receptor 2 (TLR2), the cytosolic nucleotide-binding oligomerization domain containing 2 (NOD2) receptor, and the inflammasome-associated caspase-1 as contributors to macrophage activation, with NOD2 cooperating with caspase-1 to induce inflammasome derived interleukin (IL)-1β in a pyroptosis-independent fashion.",0.16480298559771295,il )-1β,interleukin
78,gl46jz56,31447,ADE,"A formalin-inactivated RSV vaccine used in a trial in the 1960s elicited immunopathology in response to natural RSV infection; this has been modeled experimentally, primarily in inbred mice and cotton rats.",0.16426923749749112,inbred mice and cotton rats .,immunopathology
79,gub0qflg,30888,ADE," Background Type I interferon induced MxA response can differentiate viral from bacterial infections, but MxA responses in rhinovirus or asymptomatic virus infections are not known.",0.1642107473692513,type i interferon,interleukin
80,a95dwvcn,36568,ADE,"We show that at 72 hr post vaccination, liposomes alone induce no changes in gene expression and inflammatory profiles within afferent lymph; however, the incorporation of CpG drives interferon, antiviral and cytotoxic gene programmes.",0.16420602053836528,"interferon , antiviral and cytotoxic gene programmes",antibody dependent enhancement (ADE)
81,j7fpiqfj,11416,ADE,Type I interferon (TI-IFN)-producing plasmacytoid dendritic cells (pDC) may play an important role in vaccine development.,0.16409823349435526,type i interferon,interleukin
82,8db700qd,33751,ADE,In this review we focus primarily on the interferon pathway and its regulation as well as mechanisms by which respiratory RNA viruses interfere with its signalling capacity.,0.1639817789486844,mechanisms by which respiratory rna viruses interfere with its signalling capacity,interferon
83,xfoy3i7d,18590,ADE,"The innate immune response following PRRSV infection, particularly the antiviral type I interferon response, is meager, but when provided exogenously, IFN-α enhances PRRSV immunity and viral control.",0.1637952666085706,ifn-α,interleukin
84,itrv27tm,12023,ADE,"Whereas similar virus titers were observed in the control animals and the animals immunized with S protein with or without AuNPs, Type 1 interferon and pro&#8208;inflammatory responses were moderate in the mice treated with S protein with and without AuNPs.",0.16363504219259956,inflammatory,antibody dependent enhancement (ADE)
85,j7fpiqfj,11417,ADE,"Here, we show that Bartha elicits a dramatically increased type I interferon (TI-IFN) response in primary porcine pDC compared to wild-type strains.",0.16274674274939596,type i interferon,antibody dependent enhancement (ADE)
86,wx46bpwm,21271,ADE,Adult mice with gene knockouts of the interferon α/β (IFN-α/β) receptor (IFNAR(−/−)) have been described as a model of arbovirus infections.,0.16260856811745375,adult mice with gene knockouts of the interferon α / β ( ifn-α / β ) receptor ( ifnar ( − / − ) ) have been described as a model of arbovirus infections,immunopathology
87,u7h279m6,22942,ADE,"Furthermore, a RBD-based subunit vaccine is expected to be safer than other vaccines that may induce Th2-type immunopathology.",0.16246110098652444,th2-type immunopathology,immunopathology
88,455g55w0,32788,ADE,"To detect the T helper (Th)1 epitope, peripheral blood mononuclear cells (PBMCs) obtained from FIPV-infected cats were cultured with each peptide, and Th1-type immune responses were measured using feline interferon (fIFN)-γ production as an index.",0.16240750508040985,th1-type immune responses,antibody dependent enhancement (ADE)
89,rme6b022,6605,ADE,"Here, we evaluated the potential of TGEV S1 as a DNA vaccine and porcine interleukin (pIL)-12 as an adjuvant in a mouse model.",0.16235052354621446,porcine interleukin ( pil )-12,interleukin
90,gz72x0r1,25721,ADE,"While viruses lacking 2′-O-MTase activity had enhanced sensitivity to type I interferon (IFN), they were not completely restored in their absence in vivo.",0.1623167878037066,type i interferon,interleukin
91,mubgm9s9,22690,ADE,Two administrations of both plasmids elicited low antibody levels but primed a strong cell-mediated immunity characterized by lymphoproliferative response and gamma interferon production in vitro and in vivo.,0.1622758881755868,gamma interferon,interleukin
92,7kt8q02t,31686,ADE,Supplementation of cultures with exogenous interleukin 2 (IL-2) significantly increased the level of response of individual cheetahs to both strains of FHV-1.,0.16223565315051405,exogenous interleukin 2,interleukin
93,epz7fvnx,39102,ADE,"We obtained cloned B cell lines, which produced antibodies in the presence of interleukin 21 after turning off STAT5.",0.16175721123014758,interleukin 21,interleukin
94,hb2lieh3,1610,ADE,"However, challenge of mice given any of the vaccines led to occurrence of Th2-type immunopathology suggesting hypersensitivity to SARS-CoV components was induced.",0.16171450050087466,th2-type immunopathology,immunopathology
95,xflpe1y8,28056,ADE,The A2MC2 serially passaged 90 times (A2MC2-P90) retains the feature of interferon induction.,0.16144338717793394,retains the feature of interferon induction,interferon
96,r2h9bnpc,25474,ADE,"In contrast, pathogenic NW arenavirus infections are accompanied by elevated levels of Type I interferon and pro-inflammatory cytokines.",0.16121598221949,elevated levels of type i interferon and pro-inflammatory cytokines,antibody dependent enhancement (ADE)
97,lsoyra49,18014,ADE,"In HAE, type I interferon (IFN) is induced following infection with an HPIV1 mutant expressing defective C proteins with an F170S amino acid substitution, rHPIV1-C(F170S), but not following infection with wild-type HPIV1.",0.16113017402365973,type i interferon,interleukin
98,vysrzhjs,26019,ADE,"In mice with PICV-dominant responses, during a high-dose challenge with LCMV clone 13, increased immunopathology was associated with a reduced number of LCMV-specific effector memory CD8 T cells.",0.16112558576299926,increased immunopathology was associated with a reduced number of lcmv-specific effector memory cd8 t cells,immunopathology
99,7u11aj7g,19202,ADE,Deletions in the carboxy-terminal region of nsp1 protein led to higher host interferon responses and virus attenuation.,0.16110780322987114,host interferon responses,antibody dependent enhancement (ADE)
100,fo2et69u,20104,ADE,These mice also displayed an increase in interleukin 6 (IL-6) and gamma interferon (IFN-γ) secretion by spleen cells 10 days after infection.,0.161097416392938,interleukin 6,interleukin
101,ndz3oarf,27347,ADE,"To elucidate pathways through which VLPs confer post-exposure protection, we investigated the role of type I interferon (IFN) signaling.",0.16098286953415694,type i,interleukin
102,yxr9035o,17259,ADE,"Ultimately, this study revealed that the early upregulation of interleukin (IL)-12p40 and Interferon (IFN)-γ cytokine genes, which shape the antigen-specific cell-mediated immune responses, retarded the decline of virus replication, and enhanced the development of lesions in the conjunctiva epithelium.",0.16094786284110427,antigen-specific cell-mediated immune responses,antibody dependent enhancement (ADE)
103,ctd9sutv,603,ADE,One possible answer is antibody dependent enhancement (ADE) of SARS-CoV-2 due to prior exposure to other coronaviruses.,0.1609115492590338,sars-cov-2,interleukin
104,7smnk0ob,14973,ADE,Our data suggested a direct and potent role of host interferon response in restricting JUNV replication in mice.,0.16089921626407108,host interferon response,antibody dependent enhancement (ADE)
105,bb5dnbbt,3018,ADE,"Besides, the immune responses and potential antibody dependent enhancement of MERS-CoV infection are extensively reviewed.",0.16080059745562916,immune responses and potential antibody dependent enhancement,immunopathology
106,7smnk0ob,14970,ADE,Treatment with low concentrations of interferon abrogated viral NP protein expression in murine cells.,0.16079487033934314,abrogated viral np protein expression in murine cells,interferon
107,mzsoh16g,4999,ADE,"Studies continue also with interferon, but because of toxicity problems these look less interesting at present.",0.16075431390065828,"studies continue also with interferon , but because of toxicity problems",interferon
108,saibd3rw,35541,ADE,"Porcine reproductive and respiratory syndrome virus (PRRSV), a RNA virus, impairs several processes of host immune responses including interfering with interferon production and signaling, modulating cytokine expression, manipulating apoptotic responses and regulating adaptive immunity.",0.1607288689641033,interferon,interleukin
109,r6c7kmqj,39198,ADE,"Evaluation of the magnitude and duration of gene expression by transcriptional profiling identified a robust, sustained and diversified antiviral and inflammatory response characterized by enhanced pathogen recognition and interferon (IFN) signaling.",0.16069092086228834,enhanced pathogen recognition and interferon ( ifn ) signaling,immunopathology
110,2m8xhi5r,39908,ADE,This activation of interferon resulted in limited viral replication in epithelial cell cultures and was associated with reduced virus shedding and mortality in piglets.,0.1606886460828877,reduced virus shedding and mortality,immunopathology
111,rhhafruq,40348,ADE,"Protection against eosinophilic immunopathology by vaccines containing delta inulin adjuvants correlated better with enhanced T-cell gamma interferon (IFN-γ) recall responses rather than reduced interleukin-4 (IL-4) responses, suggesting that immunopathology predominantly reflects an inadequate vaccine-induced Th1 response.",0.16067835476120304,interleukin-4,interleukin
112,7smnk0ob,14969,ADE,Here we report that the pathogenic and vaccine strains of JUNV were highly sensitive to interferon in murine primary cells.,0.16065767969949651,highly sensitive,interferon
113,id1cxmk1,24393,ADE,The spectrum of interferon (IFN)-γ responses of Balb/c mice immunized against two different forms of SARS CoV-N plasmid was then analyzed.,0.16062956407982712,balb / c,immunopathology
114,vcysq6zp,23369,ADE,We show that rotavirus infection significantly enhanced serum tumor necrosis factor alpha and gamma interferon cytokine levels after LPS treatment compared to uninfected mice.,0.1605804773479818,gamma interferon cytokine,interleukin
115,7smnk0ob,14968,ADE,"We have reported that interferon receptor knockout mice succumb to JUNV infection, indicating the critical role of interferon in restricting JUNV infection in mice.",0.16056527888442193,"we have reported that interferon receptor knockout mice succumb to junv infection , indicating the critical role of interferon in restricting junv infection in mice",interferon
