,pid,title,abstract
107,c4u0gxp5,Overview of The 2019 Novel Coronavirus (2019-nCoV): The Pathogen of Severe Specific Contagious Pneumonia (SSCP),"In late December 2019 a previous unidentified coronavirus, currently named as the 2019 novel coronavirus (2019-nCoV), emerged from Wuhan, China and resulted in a formidable outbreak in many cities in China and expanding globally, including Thailand, Republic of Korea, Japan, USA, Philippines, Viet Nam, and our country (as of 2/6/2020 at least 25 countries). The disease is officially named as the Severe Specific Contagious Pneumonia (SSCP) in 1/15/2019 and is a notifiable communicable disease of the 5 category by the Taiwan CDC, the Ministry of Health. SSCP is a potential zoonotic disease with low to moderate (estimated 2-5%) mortality rate. Person-to-person transmission may occur through droplet or contact transmission and jeopardized first-line healthcare workers if lack of stringent infection control or no proper personal protective equipment available. Currently, there is no definite treatment for SSCP although some drugs are under investigation. To promptly identify patients and prevent further spreading, physicians should be aware of travel or contact history for patients with compatible symptoms."
108,c4u0gxp5,The outbreak of COVID-19: An overview,"In late December 2019, a previous unidentified coronavirus, currently named as the 2019 novel coronavirus#, emerged from Wuhan, China, and resulted in a formidable outbreak in many cities in China and expanded globally, including Thailand, Republic of Korea, Japan, United States, Philippines, Viet Nam, and our country (as of 2/6/2020 at least 25 countries). The disease is officially named as Coronavirus Disease-2019 (COVID-19, by WHO on February 11, 2020). It is also named as Severe Pneumonia with Novel Pathogens on January 15, 2019 by the Taiwan CDC, the Ministry of Health and is a notifiable communicable disease of the fifth category. COVID-19 is a potential zoonotic disease with low to moderate (estimated 2%-5%) mortality rate. Person-to-person transmission may occur through droplet or contact transmission and if there is a lack of stringent infection control or if no proper personal protective equipment available, it may jeopardize the first-line healthcare workers. Currently, there is no definite treatment for COVID-19 although some drugs are under investigation. To promptly identify patients and prevent further spreading, physicians should be aware of the travel or contact history of the patient with compatible symptoms."
160,y29kct7v,Potential Treatments for COVID-19; a Narrative Literature Review,"SARS-CoV-2 is a newly emerging human infectious coronavirus that causes COVID-19, which has been recognized as a pandemic by the World Health Organization (WHO) on March 11(th). There is still no vaccine or definitive treatment for this virus because its pathogenesis and proliferation pathways are still unknown. Therefore, in this article, new potential COVID-19 therapies are briefly reviewed."
204,ju35nyir,Broad Spectrum Antiviral Agent Niclosamide and Its Therapeutic Potential,"[Image: see text] The recent outbreak of coronavirus disease 2019 (COVID-19) highlights an urgent need for therapeutics. Through a series of drug repurposing screening campaigns, niclosamide, an FDA-approved anthelminthic drug, was found to be effective against various viral infections with nanomolar to micromolar potency such as SARS-CoV, MERS-CoV, ZIKV, HCV, and human adenovirus, indicating its potential as an antiviral agent. In this brief review, we summarize the broad antiviral activity of niclosamide and highlight its potential clinical use in the treatment of COVID-19."
209,4jlj9rdc,Unknown unknowns – COVID-19 and potential global mortality," COVID-19 (SARS-CoV-2) is currently a global pandemic. This paper will attempt to estimate global infection rates and potential resultant mortality in the absence of effective treatment and/or vaccination. Calculations are based on World Health Organisation data from Wuhan in China: 14% of infected cases are severe, 5% require intensive care and 4% die. Estimated infection rates and mortality rates at the level of continents and some individual countries (when these are of sufficient size) are tabulated. This pandemic may cause close to half a billion deaths, i.e. 6% of the global population – and potentially more. At the risk of sounding sensational, but with a sober sense of realism, healthcare risks being plunged into the Middle-Ages if the public do not do their part. Infection cannot occur in the absence of contact. The only way to mitigate these numbers is to apply social distancing and take the standard precautions so frequently reiterated by Public Health: hand washing, avoid touching the face and so on. These measures are crucial as the human cost is going to be unthinkable even in the best-case scenarios that epidemiologists are modelling."
213,uifnjio5,Neutralizing antibody responses to SARS-CoV-2 in a COVID-19 recovered patient cohort and their implications,"Background The COVID-19 pandemic caused by SARS-CoV-2 coronavirus threatens global public health. Currently, neutralizing antibodies (NAbs) versus this virus are expected to correlate with recovery and protection of this disease. However, the characteristics of these antibodies have not been well studied in association with the clinical manifestations in patients. Methods Plasma collected from 175 COVID-19 recovered patients with mild symptoms were screened using a safe and sensitive pseudotyped-lentiviral-vector-based neutralization assay. Spike-binding antibody in plasma were determined by ELISA using RBD, S1, and S2 proteins of SARS-CoV-2. The levels and the time course of SARS-CoV-2-specific NAbs and the spike-binding antibodies were monitored at the same time. Findings SARS-CoV-2 NAbs were unable to cross-reactive with SARS-CoV virus. SARS-CoV-2-specific NAbs were detected in patients from day 10-15 after the onset of the disease and remained thereafter. The titers of NAb among these patients correlated with the spike-binding antibodies targeting S1, RBD, and S2 regions. The titers of NAbs were variable in different patients. Elderly and middle-age patients had significantly higher plasma NAb titers (P<0.0001) and spike-binding antibodies (P=0.0003) than young patients. Notably, among these patients, there were ten patients whose NAb titers were under the detectable level of our assay (ID50: < 40); while in contrast, two patients, showed very high titers of NAb, with ID50 :15989 and 21567 respectively. The NAb titers were positive correlated with plasma CRP levels but negative correlated with the lymphocyte counts of patients at the time of admission, indicating an association between humoral response and cellular immune response. Interpretation The variations of SARS-CoV-2 specific NAbs in recovered COVID-19 patients may raise the concern about the role of NAbs on disease progression. The correlation of NAb titers with age, lymphocyte counts, and blood CRP levels suggested that the interplay between virus and host immune response in coronavirus infections should be further explored for the development of effective vaccine against SARS-CoV-2 virus. Furthermore, titration of NAb is helpful prior to the use of convalescent plasma for prevention or treatment. Funding Ministry of Science and Technology of China, National Natural Science Foundation of China, Shanghai Municipal Health Commission, and Chinese Academy of Medical Sciences"
217,aeuy92bx,Potent neutralization of 2019 novel coronavirus by recombinant ACE2-Ig,"2019-nCoV, which is a novel coronavirus emerged in Wuhan, China, at the end of 2019, has caused at least infected 11,844 as of Feb 1, 2020. However, there is no specific antiviral treatment or vaccine currently. Very recently report had suggested that novel CoV would use the same cell entry receptor, ACE2, as the SARS-CoV. In this report, we generated a novel recombinant protein by connecting the extracellular domain of human ACE2 to the Fc region of the human immunoglobulin IgG1. An ACE2 mutant with low catalytic activity was also used in the study. The fusion proteins were then characterized. Both fusion proteins has high affinity binding to the receptor-binding domain (RBD) of SARS-CoV and 2019-nCoV and exerted desired pharmacological properties. Moreover, fusion proteins potently neutralized SARS-CoV and 2019-nCoV in vitro. As these fusion proteins exhibit cross-reactivity against coronaviruses, they could have potential applications for diagnosis, prophylaxis, and treatment of 2019-nCoV."
223,plxz5mkg,SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat,"An ongoing outbreak of pneumonia caused by a novel coronavirus, currently designated as the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), was reported recently. However, as SARS-CoV-2 is an emerging virus, we know little about it. In this review, we summarize the key events occurred during the early stage of SARS-CoV-2 outbreak, the basic characteristics of the pathogen, the signs and symptoms of the infected patients as well as the possible transmission pathways of the virus. Furthermore, we also review the current knowledge on the origin and evolution of the SARS-CoV-2. We highlight bats as the potential natural reservoir and pangolins as the possible intermediate host of the virus, but their roles are waiting for further investigation. Finally, the advances in the development of chemotherapeutic options are also briefly summarized."
230,0lyxvex0,"Study of knowledge, attitude, anxiety & perceived mental healthcare need in Indian population during COVID-19 pandemic"," Novel Corona Virus Disease (COVID-19) originating from China has rapidly crossed borders, infecting people throughout the whole world. This phenomenon has led to a massive public reaction; the media has been reporting continuously across borders to keep all informed about the pandemic situation. All these things are creating a lot of concern for people leading to heightened levels of anxiety. Pandemics can lead to heightened levels of stress; Anxiety is a common response to any stressful situation. This study attempted to assess the knowledge, attitude, anxiety experience, and perceived mental healthcare need among adult Indian population during the COVID-19 pandemic. An online survey was conducted using a semi-structured questionnaire using a non-probability snowball sampling technique. A total of 662 responses were received. The responders had a moderate level of knowledge about the COVID-19 infection and adequate knowledge about its preventive aspects. The attitude towards COVID-19 showed peoples' willingness to follow government guidelines on quarantine and social distancing. The anxiety levels identified in the study were high. More than 80 % of the people were preoccupied with the thoughts of COVID-19 and 72 % reported the need to use gloves, and sanitizers. In this study, sleep difficulties, paranoia about acquiring COVID-19 infection and distress related social media were reported in 12.5 %, 37.8 %, and 36.4 % participants respectively. The perceived mental healthcare need was seen in more than 80 % of participants. There is a need to intensify the awareness and address the mental health issues of people during this COVID-19 pandemic."
240,ctass7hz,Recombinant vector vaccine evolution,"Replicating recombinant vector vaccines consist of a fully competent viral vector backbone engineered to express an antigen from a foreign transgene. From the perspective of viral replication, the transgene is not only dispensable but may even be detrimental. Thus vaccine revertants that delete or inactivate the transgene may evolve to dominate the vaccine virus population both during the process of manufacture of the vaccine as well as during the course of host infection. A particular concern is that this vaccine evolution could reduce its antigenicity—the immunity elicited to the transgene. We use mathematical and computational models to study vaccine evolution and immunity. These models include evolution arising during the process of manufacture, the dynamics of vaccine and revertant growth, plus innate and adaptive immunity elicited during the course of infection. Although the selective basis of vaccine evolution is easy to comprehend, the immunological consequences are not. One complication is that the opportunity for vaccine evolution is limited by the short period of within-host growth before the viral population is cleared. Even less obvious, revertant growth may only weakly interfere with vaccine growth in the host and thus have a limited effect on immunity to vaccine. Overall, we find that within-host vaccine evolution can sometimes compromise vaccine immunity, but only when the extent of evolution during vaccine manufacture is severe, and this evolution can be easily avoided or mitigated."
242,3vssgben,Recombinant vector vaccines and within-host evolution,"Many recombinant vector vaccines are capable of replication within the host. They consist of a fully competent vector backbone engineered to express an antigen from a foreign transgene. From the perspective of viral replication, the transgene is not only dispensable but may even be intrinsically detrimental. Thus vaccine revertants that delete the transgene may evolve to dominate the within-host population and in doing so reduce the antigenicity of the vaccine. We apply mathematical and computational models to study this process, including the dynamics of vaccine and revertant growth plus the dynamics of innate and adaptive immunity. Although the selective basis of vaccine evolution is easy to comprehend, the immunological consequences are not. One complication is that, despite possible fitness differences between vaccine and revertant, the opportunity for vaccine evolution is limited by the short period of growth before the viral population is cleared. Even less obvious, revertant per se does not interfere with immunity to vaccine except as the revertant suppresses vaccine abundance; the magnitude of this interference depends on mechanisms and timing of viral suppression. Adaptive immunity targeting the foreign antigen is also a possible basis of vaccine inferiority, but it is not worsened by vaccine evolution. Overall, we find that within-host vaccine evolution can sometimes matter to the adaptive immune response targeting the foreign antigen, but even when it does matter, simple principles of vaccine design and the control of inoculum composition can largely mitigate the effects.Author Recombinant vector vaccines are live replicating viruses that are engineered to carry extra genes derived from a pathogen – and these produce proteins against which we want to generate immunity. These genes may evolve to be lost during the course of replication within an individual, and there is a concern that this can severely limit the vaccine’s efficacy. The dynamics of this process are studied here with mathematical models. The potential for vaccine evolution is somewhat reduced by the short-term growth of the vaccine population before it is suppressed by the immune response. Even when within-host evolution can be a problem, the models show that increasing the vaccine inoculum size or ensuring that the inoculum is mostly pure vaccine can largely avoid the loss of immunity arising from evolution."
243,mpu1ico3,Antigen-Sparing and Enhanced Efficacy of Multivalent Vaccines Adjuvanted with Immunopotentiators in Chickens,"We previously described that immunopotentiators, CVCVA5, increased the efficacy of H5 and H9 subtype avian influenza vaccines in chickens, ducks, and geese. In this study, we further investigated the effects of the CVCVA5 for improving the efficacy of other univalent or multivalent inactivated vaccines. The immune response administrated with half-dose of monovalent vaccine plus CVCVA5 were higher than those of one dose of monovalent vaccine without immunopotentiators as measured by levels of antibodies from serum, tears and bronchoalveolar lavage fluids, and cytokines of IFNγ and IL-4 from serum. Vaccines included the univalent vaccine of Newcastle Disease virus (ND), Egg Drop Syndrome virus (EDS), Infectious Bronchitis virus (IB), and Infectious Bursal Disease virus (IBD). The CVCVA5 also improved the immune response of both ND and IBD vaccines with less dosage. The sterile protective immunity was monitored with one- or a half-dose of adjuvanted ND vaccine or one dose of adjuvanted IBD vaccine, respectively. The improved immune efficacy was observed in a half-dose of adjuvanted bivalent vaccines compared to one dose of vaccines without CVCVA5 as measured by the antibody levels, including bivalent vaccine of ND-H9, ND-IB, and ND-IBD. The CVCVA5 also boosted the immune efficacy of the tetravalent vaccine (ND-IB-EDS-H9). A half-dose of adjuvanted commercial vaccine or 75% antigen-sparing adjuvanted vaccine elicited similar antibody levels to those of one dose non-adjuvanted commercial vaccines. The CVCVA5 improved the effect of a booster vaccination as measured by the antibody levels against H5 or H9 virus antigens, in which chickens primed with the adjuvanted ND-IB vaccines given a booster with H5–H9 bivalent vaccines without CVCVA5 using 5-day intervals. The inflammatory response may contribute to these additional effects by increasing the levels of IFNγ and IL-4 after the injection of the adjuvanted ND-IB vaccines. Results indicated that the CVCVA5 improved the serum and mucosal antibody levels, cytokine levels of the chickens given the univalent vaccine, and also improved serum antibody titers in bivalent and tetravalent vaccines. This has a potential as an improve vaccine."
251,hb2lieh3,Immunization with SARS Coronavirus Vaccines Leads to Pulmonary Immunopathology on Challenge with the SARS Virus,": Severe acute respiratory syndrome (SARS) emerged in China in 2002 and spread to other countries before brought under control. Because of a concern for reemergence or a deliberate release of the SARS coronavirus, vaccine development was initiated. Evaluations of an inactivated whole virus vaccine in ferrets and nonhuman primates and a virus-like-particle vaccine in mice induced protection against infection but challenged animals exhibited an immunopathologic-type lung disease. DESIGN: Four candidate vaccines for humans with or without alum adjuvant were evaluated in a mouse model of SARS, a VLP vaccine, the vaccine given to ferrets and NHP, another whole virus vaccine and an rDNA-produced S protein. Balb/c or C57BL/6 mice were vaccinated IM on day 0 and 28 and sacrificed for serum antibody measurements or challenged with live virus on day 56. On day 58, challenged mice were sacrificed and lungs obtained for virus and histopathology. RESULTS: All vaccines induced serum neutralizing antibody with increasing dosages and/or alum significantly increasing responses. Significant reductions of SARS-CoV two days after challenge was seen for all vaccines and prior live SARS-CoV. All mice exhibited histopathologic changes in lungs two days after challenge including all animals vaccinated (Balb/C and C57BL/6) or given live virus, influenza vaccine, or PBS suggesting infection occurred in all. Histopathology seen in animals given one of the SARS-CoV vaccines was uniformly a Th2-type immunopathology with prominent eosinophil infiltration, confirmed with special eosinophil stains. The pathologic changes seen in all control groups lacked the eosinophil prominence. CONCLUSIONS: These SARS-CoV vaccines all induced antibody and protection against infection with SARS-CoV. However, challenge of mice given any of the vaccines led to occurrence of Th2-type immunopathology suggesting hypersensitivity to SARS-CoV components was induced. Caution in proceeding to application of a SARS-CoV vaccine in humans is indicated."
264,8qzq3gct,Influenza vaccination among Saudi Hajj pilgrims: Revealing the uptake and vaccination barriers," Background Hajj is the world’s largest annual mass gathering that attracts two to three million Muslims from around the globe to a religious assemblage in Makkah, Saudi Arabia. The risk of acquisition and transmission of influenza among Hajj pilgrims is high. Therefore, influenza vaccination is recommended, and was monitored frequently among pilgrims from different countries. However, the vaccination uptake among Saudi pilgrims has not been assessed in recent years. Objective This analysis aims to evaluate influenza vaccine uptake among Saudi Hajj pilgrims, and identify the key barriers to vaccination. Method Data on influenza vaccination were obtained from Saudi pilgrims who took part in a large trial during the Hajj of 2013, 2014 and 2015. Pilgrims were met and recruited in Mina, Makkah during the peak period of Hajj and were asked to complete a baseline questionnaire that recorded their influenza vaccination history, including reason(s) for non-receipt of vaccine. Results A total of 6974 Saudi pilgrims aged between 18 and 95 (median 34) years were recruited; male to female ratio was 1:1.2. Of the total, 90.8% declared their influenza vaccination history, 51.3% of them reported receiving influenza vaccine before travel to Hajj. The vaccination rates for the years 2013, 2014 and 2015 were 21.4%, 48.2% and 58.1%, respectively (P < 0.001). Of 1,269 pilgrims who were at higher risk of severe disease, 54.5% received the vaccine. Lack of awareness (47.5%), reliance on natural immunity (15.8%) and being busy (15.5%) were the main reasons for non-receipt. Conclusion These data from a convenience sample indicate that influenza vaccine uptake among Saudi Hajj pilgrims is increasing over years but still needs further improvement. Lack of awareness and misperceptions are the main barriers. Education of Saudi pilgrims and health professionals is required to raise awareness about influenza vaccination. Further studies are needed to understand pilgrims’ misperceptions."
287,4evbeijx,Novel Immunoinformatics Approaches to Design Multi-epitope Subunit Vaccine for Malaria by Investigating Anopheles Salivary Protein,"Malaria fever has been pervasive for quite a while in tropical developing regions causing high morbidity and mortality. The causal organism is a protozoan parasite of genus Plasmodium which spreads to the human host by the bite of hitherto infected female Anopheles mosquito. In the course of biting, a salivary protein of Anopheles helps in blood feeding behavior and having the ability to elicit the host immune response. This study represents a series of immunoinformatics approaches to design multi-epitope subunit vaccine using Anopheles mosquito salivary proteins. Designed subunit vaccine was evaluated for its immunogenicity, allergenicity and physiochemical parameters. To enhance the stability of vaccine protein, disulfide engineering was performed in a region of high mobility. Codon adaptation and in silico cloning was also performed to ensure the higher expression of designed subunit vaccine in E. coli K12 expression system. Finally, molecular docking and simulation study was performed for the vaccine protein and TLR-4 receptor, to determine the binding free energy and complex stability. Moreover, the designed subunit vaccine was found to induce anti-salivary immunity which may have the ability to prevent the entry of Plasmodium sporozoites into the human host."
