,sent
28,"This report highlights the accomplishments of GVN researchers in many priority areas of medical virology, including the current Zika epidemic, infections by human papillomavirus, influenza, Ebola, Lassa, dengue, HIV, hepatitis C, and chikungunya viruses, and the development of improved diagnostics and new vaccines."
29,"Importantly, intranasal administration of PAV provided protection against the antigenic variant MN08 and the heterologous NC10 swine influenza viruses as evidenced by significant reductions in lung virus load, gross lung lesions and significantly reduced shedding of challenge viruses in nasal secretions."
30,"Only alphacoronaviruses and betacoronaviruses harbor nonstructural protein 1 (nsp1), which performs multiple functions in inhibiting antiviral host responses."
31," Porcine epidemic diarrhea virus (PEDV), a member of the genera Alphacoronavirus in the family Coronaviridae, causes acute diarrhea/vomiting, dehydration and high mortality in seronegative neonatal piglets."
32,"  This chapter focuses on infections caused by rubella, reoviridae, retro, Norwalk and coronaviruses."
33,"Sanofi will build on work on a vaccine against SARS, another coronavirus that circulated in the early 2000s."
34,"Serious clinical symptoms including breathing difficulties, ICU hospitalization, and artificial ventilation were common among influenza A and human metapneumovirus cases."
35,"Patients and Methods We enrolled adult patients presenting with influenzalike illness to the Emergency Department at Mayo Clinic, Rochester, Minnesota, from January 28, 2011, through April 30, 2011."
36,"The fourth CoV genus, Deltacoronavirus, evolutionarily related to the Gammacoronavirus, has just been defined recently."
37,Measles (rubeola) is a highly contagious airborne disease that was declared eliminated in the U.S. in the year 2000.
38,: Swine influenza virus (SIV) is the cause of an acute respiratory disease that affects swine worldwide.
39,"Within few weeks, the World Health Organization (WHO) announced a novel coronavirus designated as coronavirus disease 2019 (COVID-19)."
40,"With clinical studies and unique animal model systems, we are working to define the mechanisms responsible for altered immune responses to influenza infection during pregnancy and what roles hormones such as estrogen or progesterone play in these alterations."
41,In this article we review the latest evidence on influenza control and discuss our experience of influenza and its prevention at Hajj and possible application to other mass gatherings.
42,KAA-2 inhibited infection of various influenza strains with EC50s of low nanomolar levels.
43,"All calves infected with rotavirus presented an episode of diarrhea in the first month of life, and the discrepancy between the genotypes found in the commercial vaccine (G6P[1] and G10P[11]) and the rotavirus strains circulating in both vaccinated and unvaccinated herds show the importance of keeping constant surveillance in order to avoid potential causes of vaccination failure."
44,: Middle East respiratory syndrome (MERS) is caused by MERS coronavirus (MERS-CoV).
45,Trivalent split influenza vaccine seems to be immunogenic and safe in JIA patients.
46,"MATERIALS AND METHODS: There are three categories of influenza surveillance in Guangdong: Influenza-like Illness (ILI) Outpatient Surveillance, ILI Outbreak Surveillance and Influenza Virus Surveillance."
47,"Here, we report the interactions between live-attenuated influenza vaccine (LAIV), successive pneumococcal challenge, and the healthy adult nasal microbiota and mucosal immunity using an experimental human challenge model."
48,"Three groups of calves (n = 5 per group) were fed 1% pooled colostrum supplements (birth to 7 days of age) from BRV seropositive cows vaccinated with recombinant SA11(P[2]G3) rotavirus-like particles (VLPs), recombinant SA11 rotavirus core-like particles (CLPs), or inactivated SA11 rotavirus (SA11)."
49,"A prospective, multi-year, community-based cohort study is an ideal setting to examine the utility of home-collected specimens for identification of influenza."
50,The influenza activity was moderate with the highest incidence of influence-like illness at week 10/2015 (March).
51,Results There were 22 children with influenza studied of whom 11/22 had encephalopathy and 11/22 had status epilepticus.
52,The greatest challenges and probably the most difficult and medically important areas for prophylaxis and therapy of viral diseases are the viruses that are rapidly changing in antigenic composition and/or viruses with animal reservoirs (influenza and arboviruses) and those forming latent infections (herpesviruses).
53,"Smallpox has been eradicated, polio is nearing eradication, and multiple diseases have been eliminated from certain areas of the world."
54,The seasonable distribution of the disease suggested that meteorological factors may influence the incidence of mumps.
55,"The genetic diversity of influenza A viruses and their capability to successfully infect an array of hosts, including avian and mammalian species, are highlighted in a discussion about host range and evolution."
56,"Our data suggest that a combination of influenza surface and internal viral genes in a dual-promoter-expressing plasmid may provide a new approach for developing a DNA vaccine that may protect not only specifically against a currently circulating strain, but also may cross-protect broadly against new heterosubtypic viruses."
57,"Findings During the 2015/16 season, 75 influenza B cases were retrieved; 11 in 2016/17, and 274 in 2017/18."
58,The SARS coronavirus (SARS-CoV) has been identified as the etiological agent for SARS.
59,"OBJECTIVES: Here, we evaluate the ability of CPC to disrupt influenza viruses in vitro and in vivo."
60,"Research groups worldwide have attempted to develop more efficacious plant-derived vaccines for over 30 diseases, most frequently HepB and influenza."
61,"CASE PRESENTATION: A 76-year-old Caucasian man, a laryngectomee, presented with bacterial tracheobronchitis and conjunctivitis due to beta-lactamase-producing nontypeable Haemophilus influenzae."
62,"Rotaviruses (RVs) are important enteric pathogens of newborn humans and animals, causing diarrhea and in rare cases death, especially in very young individuals."
63,The planning process for an influenza pandemic should include community engagement and extension of strategies beyond traditional providers to involve community-based organizations addressing HTR populations.
64,We assessed whether influenza hemagglutinin sequence phylogenies can be used to enrich epidemiological data when investigating the extent of nosocomial transmission over a four-month period within a paediatric Hospital in Cape Town South Africa.
65,"In conclusion, medical students had limited knowledge about ZIKV, and good attitudes towards learning about it."
66,"The assay was validated using RNA from the yellow fever virus vaccine strain and from representative strains of dengue viruses 1, 2, 3 and 4, West Nile virus, Kunjin virus (a clade of West Nile virus), and St. Louis encephalitis virus."
67,"No specific therapy for any human coronavirus is available, making vaccine development critical for protection against these viruses."
68,These calves excreted passively acquired IgG1 and IgG2 rotavirus antibodies in their faeces from 2 to 6 days after birth.
69,": Pigs have been implicated as mixing reservoir for the generation of new pandemic influenza strains, control of swine influenza has both veterinary and public health significance."
70,ABSTRACT Human rotaviruses represent a major cause of severe diarrheal disease in infants and young children.
71,COVID-19 is caused by a coronavirus named SARS-CoV-2.
72,An approximately 70 kDa fragment of the N-terminal globular domain of the spike (S) protein (S(N) protein) from the coronavirus TGEV was used as the transmissible gastroenteritis virus antigen model.
73,"Very little work has been carried out to date with human coronaviruses, either from the point of view of vaccine development or specific antivirals."
74,"Viral diseases are highly infectious and capable of causing pandemics as evidenced by outbreaks of diseases like Ebola, Middle East Respiratory Syndrome, West Nile, SARS-Corona, Nipah, Hendra, Avian influenza and Swine influenza."
75," The interaction between a low pathogenic avian influenza virus (A/CK/TUN/145/2012), a H9N2 Tunisian isolate, and a vaccine strain (H120) of avian infectious bronchitis, administered simultaneously or sequentially three days apart to chicks during 20 days, was evaluated using ELISA antibody levels, quantitative reverse transcription–polymerase chain reaction (qRT-PCR) analyses and histopathology examination."
76,A key paper from Conzelmann's laboratory in 1994 changed this with the publication of a method to recover rabies virus (RABV) from cDNA.
77,"We explored how different socioeconomic and racial/ethnic groups in the United States might fare in an influenza pandemic on the basis of social factors that shape exposure, vulnerability to influenza virus, and timeliness and adequacy of treatment."
78,This article provides an overview of the current status of A(H5N1) influenza worldwide and recommendations for the prevention and control of avian influenza should it emerge in humans in the United States.
79," Avian coronavirus infectious bronchitis virus (IBV) is a respiratory pathogen of chickens, causing severe economic losses in poultry industry worldwide."
80,An additional 8 subjects who had documented childhood smallpox infection and 29 subjects with no history of infection or vaccination were included.
81,The evidence of differences in virulence among bovine rotaviruses appeared also to be confirmed.
82,"More generally, people were confused about the difference between seasonal influenza and swine flu and their vaccines."
83,"The frequency of the mannose-binding lectin-2 codon 54 allele was significantly different among the 3 types of responders, with a decreased odds ratio for the development of poor or adverse responses (P = .033)."
84,The discussion of H5N1 influenza virus gain-of-function research has focused chiefly on its risk-to-benefit ratio.
85,"So far, well-described vectors such as modified vaccinia virus Ankara, complex adenovirus, vesicular stomatitis virus, alphavirus-based chimeras, and measles vaccine Schwarz strain (MV/Schw) have been described as potential vaccines."
86,"We analyzed three metrics for prioritizing target areas: vaccination coverage, susceptible birth cohort, and the effective reproductive ratio (R(E)) in the context of the 2010 measles epidemic in Malawi."
87,"Although some types were predominant, many distinct types were co-circulating, including a vaccinal poliovirus, HEV-A71 and HEV-D68."
88,: The only natural hosts of Pseudorabies virus (PRV) are members of the family Suidae (Sus scrofa scrofa).
89,"Some enzootic countries have implemented inactivated influenza vaccine (IIV) in their control programs, but there are serious concerns that a long-term use of IIV without eradication may result in the selection of novel antigenically divergent strains."
90,"A single intranasal administration of PanAd3-NPM1 vaccine induced strong antibody and T cell responses, and protected against high dose lethal influenza virus challenge."
91,"However, recent years that have seen an intensification of surveillance in humans and livestock animals, where vaccines to reduce disease burden caused by Rotavirus A (RVA) are available, led to the efforts to better understand the epidemiology, ecology and evolution of RVA strains in other hosts, including lambs, goats and camelids."
92,"RESULTS: We included 58,304 testing episodes for respiratory viruses, with 11,496 (20%) testing positive for influenza and 31,004 (53%) vaccinated."
93,All 2009 H1N1 pandemic influenza strains were susceptible to 1 or more neuraminidase inhibitors.
94,"Of special interest for travel medicine are risk populations and also circumstances that facilitate influenza virus transmission and spread, like travel by airplane or cruise ship and mass gatherings."
95,A novel coronavirus has been recently identified as the causative agent of the severe acute respiratory syndrome (SARS) outbreak that has accounted for more than 8000 infected people worldwide.
96,Equine influenza is historically not known to affect humans but many scientists have mixed opinions.
97,Our studies show that the deletion of group-specific genes from the coronavirus genome results in live attenuated candidate vaccines against FIPV.
98,Influenza virus inactivated vaccine for pig: virus culture in embryonated egg allantoin and preparation
99,"Disease occurrence and severity were significantly reduced in dogs vaccinated against classic CIRD agents, canine distemper virus (CDV), canine adenovirus 2 (CAV-2) and canine parainfluenza virus (CPIV), but substantial proportions (65.7%; 201/306) of vaccinated dogs remained affected."
100,"Any virus was detected in 320/556 (57.6%) ILI episodes: influenza A (104/556, 18.7%), rhinovirus/enterovirus (82/556, 14.7%), coronavirus and human metapneumovirus (each 32/556, 5.6%)."
101,Live-attenuated measles vaccines are very efficient and safe.
102,"Conclusion Influenza remains an important reason for the hospitalization of children, especially during the first years of life."
103,Rotavirus and other gastroenteritis viruses were detected in stool samples by reverse-transcription polymerase chain reaction (RT-PCR) and enzyme-linked immunosorbent assays.
104,"Notwithstanding this, we describe here devastating neurological complications associated with the detection of live-attenuated mumps virus Jeryl Lynn (MuV(JL5)) in the brain of a child who had undergone successful allogeneic transplantation for severe combined immunodeficiency (SCID)."
105,Influenza viruses cause annual seasonal epidemics and occasional pandemics of human respiratory disease.
106,"However, since vaccination is the most effective method, along with antiviral drugs in selected patients, for preventing influenza infection, it has to be recommended for cancer patients."
107, Almost all commercial poultry are vaccinated against avian coronavirus infectious bronchitis virus (IBV) using live attenuated vaccines mass administered by spray at day of hatch.
108,This case report describes the first known case of sequential laboratory‐confirmed influenza A (H3N2) infections in a child within one season.
109,"Human infection with Middle East Respiratory Syndrome Coronavirus (MERS-CoV) is driven by recurring dromedary-to-human spill-over events, leading decision-makers to consider dromedary vaccination."
110,"mAbs isolated during early infection are largely DI/DII specific, weakly neutralizing, and highly cross-reactive with DENV, while those from later infection are more diverse in recognition, potently neutralizing, and ZIKV specific."
111,"Although it has been suggested that the stockpile should consist of monovalent oral poliovirus vaccine (mOPV), many questions remain concerning its nature, financing, management, and use--in particular, because of uncertainties over future national vaccination policies, and over the availability of different vaccines, after the certification of wild poliovirus eradication."
112,We conclude that smoking has no clinical or preventive significance for risk of influenza in the elderly.
113,"Furthermore, evaluation of dose-sparing strategies that offer protection with a reduced antigen dose will be critical for pandemic influenza preparedness."
114,• Complex mathematical modelling techniques are increasingly being used to gain insights into the evolution and epidemiology of influenza viruses.
115,The ethical and legal issues surrounding control of a pandemic influenza and the prospect of telemedicine as a form of social distancing are also discussed.
116,"CONCLUSION: This article summarises the surveillance and epidemiology of influenza viruses and other respiratory viruses, showing how rapid improvements in influenza surveillance were feasible by connecting the existing structure in the health care system for patient records to electronic surveillance system for reporting ILI cases."
117,Recent studies suggest that nucleocapsid (N) proteins from coronaviruses and other viruses can be useful antiviral drug targets against viral infections.
118,PI-8 Vaccine induced and naturally acquired antibodies against mumps virus
119,"RESULTS: Twenty-four (46%) cases were positive for influenza A, which 11 (46%) of them were subtype H1N1 and 13 (54%) cases were subtype H3N2."
120,"However, when administered as a priming vaccine to a heterologous boost with recombinant adenovirus serotype 5 expressing the same transgene, rMV-Gag significantly enhanced Gag-specific T lymphocyte responses following rAd5 immunization."
121,"Varicella-zoster virus (VZV) glycoprotein E (gE) is essential for virus infectivity and binds to a cellular receptor, insulin-degrading enzyme (IDE), through its unique amino terminal extracellular domain."
122,"BALB/c mice were immunized intramuscularly with a single vaccine based on NP, PB1, or M1 alone or a combination vaccine based on all three antigens and were then challenged with lethal doses of the heterologous influenza virus strain A/PR/8/34 (H1N1)."
123,"Human rhinovirus, respiratory syncytial virus, influenza virus and coronavirus have been considered as the most important respiratory pathogens and relatively little attention has been paid to the role of parainfluenza viruses (hPIVs)."
124,"All the coronavirus 5′-termini and PLpro domains were divergent, unlike the Mpro and the RdRp domains that were highly conserved with 28% and 48% conserved residues, respectively."
125,"Although the evidence is not conclusive, co-circulating NIRVs may affect influenza VE estimates in test-negative case-control studies."
126,"Of the viruses, bovine herpes virus 1 (BHV1) and respiratory syncytial virus (RSV) are known to be important, the former also causing the specific syndrome, infectious bovine rhinotracheitis (IBR) in addition to its involvement in the pneumonia complex."
127,: Influenza pandemic preparedness plans are currently developed and refined on national and international levels.
128,"The Zika virus (ZIKV) can induce inflammation in immunoprivileged organs (e.g., the brain and testis), leading to the Guillain-Barré syndrome and damaging the testes."
129,The results during the first 2 years (2012–2013) provided scientific evidence to (a) support a change to NZ's vaccination policy for young children due to high influenza hospitalizations in these children; (b) contribute to the revision of the World Health Organization's case definition for severe acute respiratory illness for global influenza surveillance; and (c) contribute in part to vaccine strain selection using vaccine effectiveness assessment in the prevention of influenza-related consultations and hospitalizations.
130,The virus shares a high level of identity with some bat coronaviruses and is recognised as a potentially zoonotic virus.
131,"We investigated the association between influenza infection, vaccination, and detection of other respiratory viruses among children <5 years old and adults ≥50 years old with acute respiratory illness who participated in seasonal studies of influenza vaccine effectiveness."
132,"Despite highly sensitive methods for mumps virus detection, only 14% (298/2082) of cases during the peak of the outbreak were laboratory confirmed."
133,"Influenza was detected in 4 of 4 participants in group 1 (95% CI, 0–.60), 3 of 4 in group 2 (95% CI, .006–.806]), 5 of 5 in group 3 (95% CI, 0–.522), 5 of 5 in group 4, (95% CI, 0–.522), 3 of 5 in group 5 (95% CI, .053–.853), and 1 of 5 in group 6 (95% CI, .05–.72)."
134,Having more information on influenza and vaccination as well as doctor's recommendation for vaccination appeared to be the most important modus operandi to encourage influenza vaccination among non-vaccinees.
135,"Meanwhile, virus shedding was detected after inoculation, showing that the inoculated virus was positive in 2 of 77 fecal specimens (2.6%) collected from the inoculated calves during the first 7 days of oral inoculation with the rotavirus vaccine candidates."
136,"Results Influenza vaccination coverage in general population and high risk group was 34.3% and 61.3%, respectively."
137,"New influenza vaccine technologies, such as virus-like-particles (VLPs), offer a promising alternative."
138, Influenza pandemics generally occur at 30-40 year intervals and it has been nearly 40 years since the last one.
139,All viral RNA-dependent RNA polymerases (RdRps) have a conserved structural element termed motif D. Studies of the RdRp from poliovirus (PV) have shown that a conformational change of motif D leads to efficient and faithful nucleotide addition by bringing Lys-359 into the active site where it serves as a general acid.
140,"The findings demonstrate a need to increase awareness of vaccination benefits, which is particularly essential to avoid influenza infection in the elderly."
141,Several antibodies with broadly acting capacities have been discovered that may serve as means to suppress influenza viral infection and allow the process of natural immunity to engage opsonized pathogens whilst boosting immune system by antibody-dependent mechanisms that bridge the innate and adaptive arms.
142,"Experts from both countries proposed the following strategies to improve prevention: 1) increase surveillance; 2) assess effectiveness and long-term safety of influenza vaccines; 3) reinforce vaccination programs in order to increase coverage rates; and 4)consider introducing more effective vaccines, such as adjuvanted trivalent vaccines."
143,Such birds often live in close proximity to humans and this increases the chance of genetic re-assortment between avian and human influenza viruses which may produce a mutant strain that is easily transmitted between humans.
144,"The clinical response, daily quantitative virus shedding, interferon production, and serum and nasal wash antibody responses were determined in an experimental group (influenza A virus followed by parainfluenza virus) and 10 volunteers in a control group (parainfluenza virus only)."
145,More than two-thirds of circulating A (H3N2) viruses are antigenically and genetically different (drifted) from the A (H3N2) vaccine component of 2014 - 2015 northern and southern Hemisphere seasonal influenza vaccines.
146,Pneumonia due to Haemophilus influenza type b (Hib) has been virtually eliminated by the introduction of universal Hib immunisation.
147,Influenza pneumonia was diagnosed in three patients (7.3%).
148,"Longitudinally, the perceived risk of contracting H1N1 increased, whereas the perceived risk of being unable to obtain medicine and medical care once influenza permeated the community first increased and then decreased."
149, Immunization is the best way to prevent seasonal epidemics and pandemics of influenza.
150,The 2009/2010 H1N1 pandemic cost the Department of Defense $100 million compared to influenza-related health care costs incurred in previous influenza seasons.
151,: The success of influenza vaccination campaigns may be suboptimal if subgroups of the population face unique barriers or have misconceptions about vaccination.
152,"Mass vaccination campaigns with parenteral vaccines, and advances in oral vaccines for wildlife, have allowed the elimination of rabies in terrestrial carnivores in several countries worldwide."
153,"Importantly, our immunological data that didn't show cross-reactivity can be extrapolated to failure of past H1N1 influenza vaccines, ie."
154,A validated multiplex RT-PCR to detect influenza virus and other respiratory pathogens was used throughout.
155,"MVTT is an attenuated variant of the wild-type VTT, which was historically used as a smallpox vaccine for millions of Chinese people."
156,"The construction of cDNA clones encoding large-size RNA molecules of biological interest, like coronavirus genomes, which are among the largest mature RNA molecules known to biology, has been hampered by the instability of those cDNAs in bacteria."
157,"However, data on nosocomial influenza is usually collected during outbreaks only and clinical information of nosocomial influenza is sparsely available."
158,Here we present a case where YF vaccine was isolated in cell culture from a respiratory swab collected from a patient presenting with influenza-like illness.
159,"The reassortant rotavirus strain, named as R191, and its parental virus strain LLR-85 were combined as bivalent vaccine candidates to inoculate the colostrums-deprived neonatal calves for evaluation of the immunogenicity."
160,"The World Health Organization estimates that influenza virus infects 3–5 million people worldwide every year, of whom 290,000 to 650,000 die."
161,"Results HMPV was detected in 108 of 1296 patients (8.3%) versus RSV in 23.1%, adenovirus in 3.4%, influenza A virus in 2.9%, and parainfluenza viruse in 2.9%."
162,"For this purpose, we investigated the antigenicity of different regions of the SARS coronavirus (SARS-CoV) nucleocapsid (N) protein."
163,"In this review, we discuss the potential to manipulate the influenza viral RNA-dependent RNA polymerase (RdRp) complex to generate attenuated forms of the virus that can be used as LAIV for the treatment of influenza viral infections, one of the current and most effective prophylactic options for the control of influenza in humans."
164,18 Rotavirus and Other Viral Diarrhoea
165,Rapid and large-scale production of HA DNA vaccines has the potential to contribute to an efficient response against future influenza pandemics.
166,"Recent detections of circulating serotype 2 vaccine-derived poliovirus in northern Nigeria (Borno and Sokoto states) and Pakistan (Balochistan Province) and serotype 1 wild poliovirus in Pakistan, Afghanistan, and Nigeria (Borno) represent public health emergencies that require aggressive response."
167," Influenza vaccines are usually non-adjuvanted but addition of adjuvant may improve immunogenicity and permit dose-sparing, critical for vaccine supply in the event of an influenza pandemic."
168,Similar approaches would be also applicable to other human and animal coronaviruses.
169,Results Overall influenza vaccination coverage increased over the years and reached 26·2% in 2005/06.
170,"Three weeks after the second immunization, pigs were challenged with the antigenic variant Swine/MN/08 H1N1 (MN08) and the heterologous Swine/NC/10 H1N2 (NC10) influenza virus."
171,"In this study, the development and evaluation of a Luminex xTAG assay for simultaneous detection of five canine viruses was carried out, including canine distemper virus, canine parvovirus, canine parainfluenza virus, canine adenovirus, and rabies virus."
172,"Viral culture detected only adenovirus (5.7%) and parainfluenza virus (3.8%), while non-polio enteroviruses (10.3%) were detected among 164 culture-negative samples including coxsackievirus A4, A6, A8, A9, A12, B3, B4 and echovirus E6 and E9 using nested RT-PCR methods."
173,"Here, we used sequential plasma samples collected during the eclipse and exponential viral expansion phases from subjects acquiring HIV-1 (or, for comparison, hepatitis B virus [HBV]or hepatitis C virus [HCV]) to determine the nature and kinetics of the earliest systemic elevations in cytokine and chemokine levels in each infection."
174,Efforts to develop a broadly protective vaccine against the highly pathogenic avian influenza A (HPAI) H5N1 virus have focused on highly conserved influenza gene products.
175,"The human papillomavirus (HPV) vaccines consist of major capsid protein (L1) virus-like particles (VLP) and are highly efficacious against the development of cervical cancer precursors attributable to oncogenic genotypes, HPV16 and HPV18."
176,"Respiratory syncytial virus (RSV) is the most frequently identified viral agent in infants, children, and elderly people with acute respiratory tract infections (ARTIs)."
177,We have replaced the ectodomain of the spike (S) protein of the Beaudette strain (Beau-R; apathogenic for Gallus domesticus chickens) of avian infectious bronchitis coronavirus (IBV) with that from the pathogenic M41 strain to produce recombinant IBV BeauR-M41(S).
178,"A perceived lack of vulnerability, fear of side effects, and trivialisation of influenza were common reasons for not taking the vaccine."
179,"Dependent on health care priorities, different vaccines could be manufactured while maintaining the ability to rapidly convert to producing pandemic influenza vaccine when the need arises."
180,"For many of these diseases such as bovine viral diarrhoea (BVD), bovine rotavirus (BRV), bovine herpes (BoH), transmissible gastroenteritis (TGE) in pigs, infectious bronchitis (IB) in chickens, bluetongue (BT) in sheep, Rift Valley fever (RVF) in sheep and coccidiosis in chickens, commercially available live-attenuated or killed vaccines are available."
181, Avian coronavirus infectious bronchitis virus (IBV) causes considerable damage to the poultry industry worldwide and the proportion of QX-like genotype isolates have increased over time.
182,Purpose To assess 2009 H1N1 and seasonal influenza vaccination coverage and identify factors independently associated with vaccination among HCP in the U.S. Methods Data from the 2009–2010 Behavioral Risk Factor Surveillance System (BRFSS) influenza supplemental survey were analyzed in 2011.
183,"There are many contributing factors to this increased demand, including the ever-increasing prevalence of chronic viral infections such as HIV and hepatitis B and C, and the emergence of new viruses such as the SARS coronavirus."
184,"We conclude that the theoretical risks arising from manufacturing seasonal influenza vaccine using MDCK-33016PF cells are reduced to levels that are effectively zero by the multiple, orthogonal processes used during production."
185,Severe acute respiratory syndrome (SARS) is a recently emerged infectious disease caused by a novel strain of coronavirus.
186,Severe acute respiratory syndrome-related coronavirus (SARS-CoV) is an emerging pathogen that causes severe respiratory illness.
187,METHODS: A secondary analysis was performed of a maternal influenza vaccine trial conducted between 2011 and 2014 in rural southern Nepal.
188,"A recently described systemic coronavirus infection appears to be a variant of the ferret enteric coronavirus and is currently termed “ferret infectious peritonitis.” Disseminated immunopathologic myositis, aplastic anemia/bone marrow aplasia, acute hemorrhagic syndrome, and oral ulcerations are also described, although the exact etiologies for these diseases have yet to be determined."
189,"Since then, sporadic ZIKV infections of humans have been reported in Africa and Asia."
190,"Vaccination strategies for coronaviruses have involved live attenuated virus, recombinant viruses, non-replicative virus-like particles expressing coronavirus proteins or DNA plasmids expressing coronavirus genes."
191,The results showed that genetically distinct lineages can cocirculate in the population and that the reassortment among these strains plays a role in generating the genetic diversity of influenza B viruses.
192,Early detection is essential to prevent the spread of avian influenza.
193,"Similarly, low doses of the enteric viruses, norovirus, rotavirus, echovirus, poliovirus, and hepatitis A virus, caused infection in at least some of the volunteers tested."
194,"However, several promising vaccines are in clinical trial, and it is likely that vaccines against respiratory syncytial virus and parainfluenza will be licensed within the next 5–10 years."
195,Current influenza vaccines need to be updated annually and protect poorly against antigenic drift variants or novel emerging subtypes.
196,Adjusted VE against laboratory-confirmed influenza for the six seasons combined was 21% (95% confidence interval (CI): 18 to 24%).
197,"Influenza and Other Respiratory Viruses 5(6), 404–408."
198,Protective efficacy was not evaluated due to low number of RT-qPCR-confirmed A(H1N1)pdm09 influenza cases.
199,"Herein, we summarize T-cell immunological studies of SARS-CoV and discuss the potential cross-reactivity of the SARS-CoV-specific immunity against MERS-CoV, which may provide useful recommendations for the development of broad-spectrum vaccines against coronavirus infections."
200,"CONCLUSIONS: Together, these data indicate that innate immune resistance to influenza can be effectively stimulated, and suggest that ineffective rather than excessive inflammation is the major cause of mortality in influenza pneumonia."
201,"This article reviews the available information on the epidemiology, clinical features, and laboratory diagnosis of acute diarrhoea due to two of the more important and recently discovered viruses, namely rotaviruses and the Norwalk and Norwalk-like agents, or to other viral agents."
202,"To prevent transmission of influenza from healthcare workers (HCWs) to patients, many hospitals exclude febrile HCWs from working, but allow afebrile HCWs with respiratory symptoms to have contact with patients."
203,"It is currently believed that this deadly Coronavirus strain originated from wild animals at the Huanan market in Wuhan, a city in Hubei province."
204,"Based on these observations, we postulate that the plasmablasts producing these broadly neutralizing antibodies were predominantly derived from activated memory B cells specific for epitopes conserved in several influenza strains."
205,The median direct medical costs associated with each case of laboratory-confirmed influenza was €177.00 (N =131).
206,"Also, RSV and adenovirus were identified by Immunochromatography test."
207,We did not identify Middle East respiratory coronavirus carriage.
