,animal
5797,1
5798,0
5799,0
5800,1
5801,0
5802,1
5803,1
5804,1
5805,0
5806,0
5807,0
5808,1
5809,1
5810,0
5811,1
5812,0
5813,0
5814,0
5815,1
5816,1
5817,1
5818,1
5819,1
5820,1
5821,1
5822,1
5823,1
5824,0
5825,0
5826,1
5827,0
5828,0
5829,1
5830,0
5831,1
5832,1
5833,1
5834,1
5835,1
5836,0
5837,1
5838,1
5839,1
5840,1
5841,0
5842,0
5843,0
5844,1
5845,1
5846,1
5847,0
5848,1
5849,0
5850,0
5851,1
5852,1
5853,1
5854,1
5855,1
5856,1
5857,1
5858,0
5859,1
5860,1
5861,1
5862,1
5863,1
5864,0
5865,0
5866,0
5867,1
5868,0
5869,1
5870,1
5871,1
5872,0
5873,1
5874,1
5875,0
5876,1
5877,1
5878,1
5879,1
5880,1
5881,1
5882,1
5883,0
5884,1
5885,1
5886,1
5887,1
5888,1
5889,1
5890,1
5891,1
5892,1
5893,0
5894,1
5895,1
5896,0
5897,1
5898,1
5899,1
5900,1
5901,0
5902,1
5903,0
5904,1
5905,1
5906,0
5907,0
5908,1
5909,0
5910,1
5911,1
5912,0
5913,0
5914,1
5915,1
5916,1
5917,1
5918,0
5919,0
5920,0
5921,1
5922,0
5923,1
5924,1
5925,1
5926,1
5927,0
5928,1
5929,0
5930,1
5931,1
5932,1
5933,0
5934,1
5935,1
5936,1
5937,1
5938,0
5939,0
5940,1
5941,0
5942,1
5943,0
5944,1
5945,1
5946,1
5947,1
5948,1
5949,1
5950,1
5951,0
5952,0
5953,1
5954,1
5955,0
5956,0
5957,0
5958,0
5959,0
5960,1
5961,1
5962,0
5963,1
5964,1
5965,1
5966,0
5967,1
5968,1
5969,1
5970,1
5971,0
5972,1
5973,0
5974,1
5975,1
5976,1
5977,0
5978,1
5979,1
5980,1
5981,1
5982,1
5983,0
5984,0
5985,0
5986,1
5987,0
5988,0
5989,1
5990,1
5991,1
5992,0
5993,1
5994,1
5995,0
5996,1
5997,0
5998,0
5999,1
6000,0
6001,1
6002,0
6003,1
6004,0
6005,0
6006,0
6007,0
6008,1
6009,1
6010,0
6011,1
6012,1
6013,0
6014,1
6015,0
6016,1
6017,1
6018,0
6019,1
6020,1
6021,1
6022,1
6023,1
6024,0
6025,1
6026,1
6027,1
6028,0
6029,1
6030,0
6031,1
6032,0
6033,0
6034,0
6035,1
6036,0
6037,1
6038,0
6039,1
6040,1
6041,1
6042,1
6043,1
6044,1
6045,1
6046,1
6047,1
6048,1
6049,0
6050,0
6051,1
6052,0
6053,1
6054,1
6055,0
6056,1
6057,0
6058,1
6059,1
6060,1
6061,0
6062,1
6063,0
6064,0
6065,1
6066,0
6067,0
6068,1
6069,1
6070,0
6071,1
6072,1
6073,0
6074,0
6075,1
6076,0
6077,1
6078,1
6079,1
6080,0
6081,1
6082,0
6083,1
6084,0
6085,1
6086,1
6087,0
6088,0
6089,1
6090,1
6091,1
6092,0
6093,1
6094,0
6095,0
6096,1
6097,1
6098,0
6099,1
6100,1
6101,0
6102,1
6103,1
6104,0
6105,0
6106,1
6107,0
6108,1
6109,0
6110,1
6111,0
6112,1
6113,0
6114,1
6115,0
6116,0
6117,1
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,1
6125,1
6126,1
6127,1
6128,1
6129,1
6130,1
6131,1
6132,1
6133,1
6134,1
6135,1
6136,0
6137,1
6138,1
6139,1
6140,1
6141,0
6142,0
6143,1
6144,0
6145,1
6146,1
6147,1
6148,1
6149,0
6150,1
6151,1
6152,1
6153,1
6154,1
6155,1
6156,1
6157,1
6158,1
6159,0
6160,1
6161,1
6162,1
6163,1
6164,0
6165,1
6166,0
6167,1
6168,0
6169,1
6170,1
6171,0
6172,1
6173,0
6174,1
6175,1
6176,1
6177,1
6178,1
6179,1
6180,1
6181,1
6182,1
6183,0
6184,0
6185,0
6186,1
6187,1
6188,0
6189,0
6190,1
6191,0
6192,1
6193,0
6194,1
6195,1
6196,1
6197,0
6198,1
6199,1
6200,1
6201,0
6202,0
6203,1
6204,0
6205,0
6206,1
6207,1
6208,0
6209,0
6210,1
6211,0
6212,0
6213,1
6214,0
6215,1
6216,1
6217,0
6218,1
6219,0
6220,1
6221,1
6222,1
6223,1
6224,1
6225,1
6226,1
6227,1
6228,0
6229,1
6230,1
6231,0
6232,0
6233,1
6234,0
6235,0
6236,1
6237,1
6238,1
6239,1
6240,0
6241,1
6242,1
6243,0
6244,1
6245,0
6246,1
6247,0
6248,0
6249,0
6250,1
6251,1
6252,1
6253,0
6254,1
6255,1
6256,1
6257,0
6258,1
6259,1
6260,1
6261,1
6262,0
6263,1
6264,0
6265,1
6266,0
6267,1
6268,0
6269,1
6270,0
6271,1
6272,0
6273,1
6274,0
6275,1
6276,1
6277,1
6278,0
6279,1
6280,0
6281,0
6282,1
6283,1
6284,0
6285,0
6286,1
6287,1
6288,1
6289,0
6290,0
6291,0
6292,0
6293,1
6294,1
6295,0
6296,1
6297,0
6298,1
6299,1
6300,1
6301,1
6302,1
6303,1
6304,1
6305,1
6306,1
6307,1
6308,1
6309,0
6310,0
6311,1
6312,0
6313,0
6314,0
6315,0
6316,1
6317,1
6318,0
6319,1
6320,1
6321,1
6322,0
6323,0
6324,0
6325,0
6326,1
6327,1
6328,1
6329,1
6330,0
6331,1
6332,0
6333,1
6334,0
6335,1
6336,1
6337,0
6338,1
6339,1
6340,0
6341,0
6342,1
6343,1
6344,1
6345,0
6346,1
6347,0
6348,1
6349,0
6350,1
6351,0
6352,0
6353,1
6354,1
6355,1
6356,0
6357,1
6358,1
6359,1
6360,0
6361,0
6362,0
6363,1
6364,1
6365,1
6366,1
6367,1
6368,1
6369,1
6370,0
6371,1
6372,0
6373,0
6374,1
6375,1
6376,1
6377,1
6378,1
6379,0
6380,1
6381,1
6382,1
6383,1
6384,1
6385,0
6386,0
6387,1
6388,0
6389,1
6390,1
6391,1
6392,0
6393,1
6394,0
6395,0
6396,1
6397,1
6398,1
6399,1
6400,1
6401,0
6402,0
6403,1
6404,1
6405,1
6406,0
6407,1
6408,0
6409,0
6410,1
6411,1
6412,1
6413,1
6414,1
6415,1
6416,1
6417,1
6418,0
6419,1
6420,1
6421,0
6422,1
6423,1
6424,1
6425,0
6426,1
6427,1
6428,1
6429,1
6430,0
6431,0
6432,1
6433,1
6434,1
6435,1
6436,1
6437,1
6438,1
6439,1
6440,1
6441,1
6442,1
6443,1
6444,1
6445,0
6446,0
6447,0
6448,1
6449,1
6450,1
6451,1
6452,1
6453,0
6454,0
6455,1
6456,0
6457,1
6458,1
6459,1
6460,1
6461,0
6462,1
6463,1
6464,1
6465,1
6466,1
6467,1
6468,0
6469,1
6470,0
6471,0
6472,1
6473,1
6474,1
6475,1
6476,1
6477,1
6478,1
6479,1
6480,0
6481,1
6482,1
6483,0
6484,1
6485,1
6486,0
6487,0
6488,0
6489,1
6490,0
6491,0
6492,1
6493,1
6494,0
6495,1
6496,1
6497,1
6498,0
6499,1
6500,0
6501,1
6502,1
6503,0
6504,1
6505,0
6506,1
6507,1
6508,1
6509,1
6510,1
6511,0
6512,0
6513,0
6514,1
6515,1
6516,1
6517,1
6518,1
6519,1
6520,0
6521,1
6522,1
6523,1
6524,0
6525,1
6526,1
6527,1
6528,0
6529,0
6530,0
6531,0
6532,0
6533,0
6534,1
6535,0
6536,0
6537,1
6538,0
6539,0
6540,1
6541,1
6542,1
6543,1
6544,0
6545,1
6546,0
6547,1
6548,1
6549,0
6550,1
6551,1
6552,0
6553,1
6554,1
6555,1
6556,1
6557,1
6558,0
6559,1
6560,1
6561,0
6562,0
6563,0
6564,0
6565,0
6566,1
6567,1
6568,1
6569,0
6570,1
6571,0
6572,1
6573,1
6574,1
6575,1
6576,1
6577,1
6578,0
6579,1
6580,0
6581,0
6582,0
6583,1
6584,0
6585,0
6586,1
6587,1
6588,1
6589,1
6590,1
6591,1
6592,1
6593,0
6594,0
6595,0
6596,1
6597,1
6598,0
6599,1
6600,1
6601,0
6602,1
6603,1
6604,1
6605,0
6606,1
6607,1
6608,1
6609,1
6610,1
6611,1
6612,1
6613,1
6614,0
6615,1
6616,1
6617,1
6618,1
6619,1
6620,1
6621,1
6622,1
6623,1
6624,1
6625,1
6626,0
6627,0
6628,0
6629,1
6630,0
6631,0
6632,1
6633,1
6634,0
6635,0
6636,0
6637,1
6638,1
6639,0
6640,0
6641,1
6642,0
6643,1
6644,0
6645,1
6646,0
6647,1
6648,1
6649,1
6650,1
6651,1
6652,0
6653,1
6654,1
6655,1
6656,1
6657,1
6658,0
6659,0
6660,0
6661,1
6662,1
6663,1
6664,1
6665,1
6666,0
6667,1
6668,1
6669,1
6670,1
6671,0
6672,1
6673,0
6674,0
6675,1
6676,1
6677,1
6678,1
6679,1
6680,1
6681,0
6682,0
6683,0
6684,1
6685,1
6686,1
6687,0
6688,1
6689,1
6690,0
6691,0
6692,1
6693,1
6694,0
6695,0
6696,0
6697,0
6698,0
6699,1
6700,1
6701,1
6702,0
6703,0
6704,1
6705,1
6706,1
6707,0
6708,1
6709,1
6710,1
6711,1
6712,1
6713,1
6714,0
6715,1
6716,1
6717,1
6718,1
6719,0
6720,0
6721,0
6722,1
6723,1
6724,1
6725,0
6726,0
6727,1
6728,1
6729,1
6730,1
6731,1
6732,1
6733,0
6734,0
6735,1
6736,1
6737,0
6738,1
6739,1
6740,1
6741,0
6742,0
6743,0
6744,1
6745,1
6746,1
6747,1
6748,0
6749,1
6750,0
6751,1
6752,1
6753,1
6754,1
6755,0
6756,1
6757,1
6758,0
6759,0
6760,1
6761,0
6762,0
6763,1
6764,0
6765,1
6766,1
6767,1
6768,1
6769,1
6770,0
6771,1
6772,1
6773,0
6774,0
6775,1
6776,1
6777,0
6778,1
6779,1
6780,1
6781,1
6782,0
6783,1
6784,1
6785,1
6786,0
6787,0
6788,1
6789,1
6790,0
6791,1
6792,1
6793,1
6794,1
6795,1
6796,1
6797,1
6798,1
6799,0
6800,0
6801,1
6802,1
6803,1
6804,0
6805,1
6806,0
6807,0
6808,1
6809,1
6810,0
6811,1
6812,0
6813,1
6814,1
6815,1
6816,1
6817,1
6818,1
6819,0
6820,0
6821,1
6822,1
6823,1
6824,1
6825,0
6826,1
6827,1
6828,1
6829,1
6830,1
6831,1
6832,1
6833,1
6834,1
6835,1
6836,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,1
6843,0
6844,0
6845,0
6846,0
6847,1
6848,0
6849,0
6850,0
6851,0
6852,0
6853,1
6854,1
6855,0
6856,1
6857,1
6858,1
6859,1
6860,1
6861,1
6862,1
6863,1
6864,1
6865,0
6866,1
6867,1
6868,1
6869,1
6870,1
6871,1
6872,1
6873,0
6874,1
6875,1
6876,0
6877,1
6878,1
6879,0
6880,0
6881,0
6882,1
6883,1
6884,1
6885,0
6886,1
6887,0
6888,1
6889,1
6890,0
6891,0
6892,1
6893,1
6894,0
6895,0
6896,1
6897,1
6898,1
6899,0
6900,1
6901,1
6902,1
6903,1
6904,1
6905,1
6906,0
6907,1
6908,0
6909,1
6910,0
6911,1
6912,1
6913,1
6914,0
6915,0
6916,1
6917,0
6918,1
6919,0
6920,1
6921,1
6922,0
6923,1
6924,1
6925,1
6926,1
6927,1
6928,1
6929,1
6930,1
6931,0
6932,0
6933,0
6934,1
6935,1
6936,0
6937,1
6938,1
6939,1
6940,1
6941,0
6942,1
6943,1
6944,0
6945,1
6946,1
6947,0
6948,0
6949,0
6950,1
6951,0
6952,1
6953,0
6954,0
6955,1
6956,0
6957,1
6958,0
6959,0
6960,1
6961,0
6962,1
6963,0
6964,1
6965,0
6966,1
6967,0
6968,1
6969,0
6970,1
6971,0
6972,1
6973,1
6974,1
6975,0
6976,1
6977,1
6978,1
6979,0
6980,1
6981,0
6982,0
6983,0
6984,1
6985,0
6986,1
6987,1
6988,0
6989,0
6990,0
6991,0
6992,1
6993,0
6994,1
6995,0
6996,1
6997,0
6998,1
6999,1
7000,0
7001,0
7002,1
7003,1
7004,0
7005,0
7006,1
7007,1
7008,0
7009,1
7010,1
7011,0
7012,1
7013,0
7014,1
7015,1
7016,1
7017,1
7018,0
7019,1
7020,1
7021,0
7022,1
7023,1
7024,1
7025,0
7026,0
7027,0
7028,0
7029,0
7030,1
7031,1
7032,0
7033,1
7034,0
7035,0
7036,1
7037,1
7038,0
7039,0
7040,1
7041,1
7042,1
7043,0
7044,1
7045,1
7046,0
7047,0
7048,1
7049,1
7050,1
7051,0
7052,0
7053,1
7054,1
7055,1
7056,1
7057,1
7058,0
7059,1
7060,0
7061,0
7062,1
7063,1
7064,0
7065,1
7066,1
7067,1
7068,1
7069,1
7070,0
7071,1
7072,0
7073,1
7074,1
7075,1
7076,1
7077,1
7078,1
7079,1
7080,1
7081,1
7082,0
7083,1
7084,1
7085,1
7086,0
7087,1
7088,0
7089,1
7090,0
7091,1
7092,0
7093,1
7094,0
7095,0
7096,1
7097,1
7098,1
7099,1
7100,1
7101,0
7102,0
7103,1
7104,1
7105,0
7106,0
7107,1
7108,1
7109,0
7110,1
7111,0
7112,1
7113,0
7114,1
7115,0
7116,0
7117,1
7118,1
7119,0
7120,1
7121,1
7122,1
7123,0
7124,1
7125,1
7126,0
7127,1
7128,0
7129,0
7130,1
7131,0
7132,1
7133,1
7134,0
7135,1
7136,0
7137,1
7138,1
7139,1
7140,1
7141,1
7142,0
7143,1
7144,1
7145,1
7146,1
7147,1
7148,1
7149,0
7150,1
7151,0
7152,1
7153,0
7154,0
7155,0
7156,1
7157,0
7158,1
7159,0
7160,0
7161,1
7162,0
7163,1
7164,1
7165,0
7166,0
7167,0
7168,1
7169,1
7170,1
7171,1
7172,1
7173,0
7174,0
7175,0
7176,0
7177,1
7178,1
7179,1
7180,0
7181,0
7182,1
7183,1
7184,1
7185,0
7186,1
7187,0
7188,0
7189,1
7190,0
7191,0
7192,1
7193,1
7194,0
7195,1
7196,0
7197,0
7198,1
7199,1
7200,0
7201,1
7202,1
7203,1
7204,1
7205,1
7206,0
7207,1
7208,1
7209,0
7210,1
7211,0
7212,1
7213,1
7214,1
7215,1
7216,1
7217,1
7218,0
7219,1
7220,1
7221,1
7222,1
7223,1
7224,0
7225,0
7226,0
7227,1
7228,1
7229,0
7230,1
7231,1
7232,1
7233,1
7234,0
7235,1
7236,1
7237,0
7238,0
7239,1
7240,1
7241,1
7242,1
7243,0
7244,0
7245,1
7246,1
7247,0
7248,1
7249,1
7250,0
7251,1
7252,1
7253,1
7254,1
7255,0
7256,1
7257,0
7258,1
7259,0
7260,0
7261,1
7262,0
7263,1
7264,0
7265,0
7266,1
7267,0
7268,1
7269,1
7270,1
7271,0
7272,1
7273,1
7274,1
7275,1
7276,1
7277,0
7278,1
7279,1
7280,0
7281,1
7282,1
7283,1
7284,1
7285,0
7286,0
7287,0
7288,0
7289,0
7290,0
7291,1
7292,1
7293,1
7294,1
7295,1
7296,1
7297,0
7298,1
7299,0
7300,1
7301,0
7302,0
7303,1
7304,0
7305,1
7306,1
7307,0
7308,0
7309,1
7310,1
7311,1
7312,1
7313,0
7314,1
7315,0
7316,1
7317,0
7318,1
7319,1
7320,1
7321,1
7322,1
7323,0
7324,0
7325,1
7326,1
7327,0
7328,0
7329,0
7330,1
7331,1
7332,1
7333,0
7334,0
7335,0
7336,1
7337,1
7338,0
7339,1
7340,0
7341,1
7342,0
7343,1
7344,0
7345,1
7346,1
7347,0
7348,1
7349,1
7350,1
7351,0
7352,1
7353,1
7354,0
7355,1
7356,0
7357,1
7358,1
7359,1
7360,0
7361,0
7362,1
7363,1
7364,1
7365,0
7366,1
7367,0
7368,1
7369,0
7370,1
7371,1
7372,1
7373,1
7374,0
7375,1
7376,1
7377,1
7378,0
7379,1
7380,1
7381,1
7382,0
7383,1
7384,1
7385,1
7386,1
7387,0
7388,1
7389,0
7390,1
7391,1
7392,1
7393,0
7394,1
7395,0
7396,0
7397,0
7398,0
7399,0
7400,0
7401,1
7402,1
7403,1
7404,1
7405,1
7406,0
7407,1
7408,0
7409,0
7410,0
7411,1
7412,0
7413,1
7414,1
7415,1
7416,0
7417,0
7418,1
7419,1
7420,1
7421,1
7422,1
7423,0
7424,1
7425,0
7426,1
7427,0
7428,0
7429,1
7430,0
7431,0
7432,1
7433,1
7434,1
7435,1
7436,1
7437,1
7438,1
7439,1
7440,0
7441,1
7442,1
7443,1
7444,0
7445,1
7446,1
7447,1
7448,1
7449,1
7450,0
7451,1
7452,1
7453,0
7454,1
7455,0
7456,1
7457,1
7458,1
7459,0
7460,0
7461,0
7462,1
7463,1
7464,1
7465,0
7466,1
7467,1
7468,0
7469,1
7470,1
7471,1
7472,1
7473,0
7474,0
7475,1
7476,1
7477,0
7478,1
7479,0
7480,1
7481,0
7482,1
7483,0
7484,1
7485,0
7486,1
7487,1
7488,1
7489,0
7490,0
7491,0
7492,0
7493,0
7494,0
7495,1
7496,0
7497,1
7498,1
7499,0
7500,0
7501,0
7502,0
7503,1
7504,1
7505,0
7506,1
7507,1
7508,0
7509,1
7510,1
7511,1
7512,1
7513,1
7514,0
7515,1
7516,1
7517,1
7518,0
7519,0
7520,0
7521,1
7522,1
7523,1
7524,0
7525,1
7526,0
7527,1
7528,1
7529,1
7530,1
7531,1
7532,0
7533,1
7534,1
7535,1
7536,1
7537,1
7538,1
7539,1
7540,0
7541,1
7542,0
7543,0
7544,0
7545,1
7546,1
7547,1
7548,1
7549,1
7550,1
7551,1
7552,1
7553,0
7554,1
7555,0
7556,0
7557,1
7558,1
7559,1
7560,0
7561,1
7562,0
7563,1
7564,1
7565,0
7566,1
7567,1
7568,0
7569,1
7570,1
7571,0
7572,1
7573,1
7574,1
7575,1
7576,1
7577,0
7578,1
7579,0
7580,1
7581,1
7582,0
7583,1
7584,1
7585,0
7586,1
7587,0
7588,0
7589,1
7590,1
7591,1
7592,1
7593,0
7594,1
7595,1
7596,0
7597,1
7598,0
7599,0
7600,1
7601,1
7602,0
7603,0
7604,0
7605,1
7606,1
7607,1
7608,1
7609,1
7610,1
7611,0
7612,1
7613,0
7614,1
7615,1
7616,1
7617,0
7618,1
7619,1
7620,1
7621,1
7622,0
7623,0
7624,1
7625,1
7626,1
7627,1
7628,1
7629,1
7630,0
7631,1
7632,0
7633,1
7634,0
7635,1
7636,1
7637,0
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,0
7647,1
7648,1
7649,0
7650,1
7651,1
7652,1
7653,1
7654,0
7655,1
7656,0
7657,1
7658,1
7659,1
7660,1
7661,0
7662,1
7663,0
7664,1
7665,0
7666,0
7667,0
7668,1
7669,0
7670,1
7671,1
7672,0
7673,1
7674,1
7675,1
7676,1
7677,0
7678,1
7679,0
7680,0
7681,1
7682,1
7683,0
7684,1
7685,1
7686,1
7687,1
7688,0
7689,1
7690,1
7691,0
7692,1
7693,0
7694,1
7695,1
7696,1
7697,0
7698,1
7699,1
7700,1
7701,1
7702,0
7703,1
7704,0
7705,1
7706,1
7707,1
7708,1
7709,0
7710,1
7711,0
7712,1
7713,1
7714,0
7715,1
7716,1
7717,1
7718,1
7719,1
7720,1
7721,1
7722,1
7723,1
7724,1
7725,0
7726,0
7727,1
7728,0
7729,1
7730,0
7731,1
7732,1
7733,0
7734,1
7735,0
7736,1
7737,1
7738,1
7739,0
7740,1
7741,1
7742,1
7743,0
7744,0
7745,1
7746,0
7747,1
7748,1
7749,0
7750,0
7751,0
7752,0
7753,1
7754,1
7755,0
7756,1
7757,1
7758,1
7759,0
7760,0
7761,1
7762,0
7763,1
7764,1
7765,0
7766,1
7767,0
7768,1
7769,1
7770,1
7771,1
7772,1
7773,0
7774,0
7775,0
7776,1
7777,1
7778,0
7779,1
7780,0
7781,0
7782,0
7783,0
7784,0
7785,0
7786,1
7787,1
7788,1
7789,1
7790,1
7791,1
7792,1
7793,1
7794,1
7795,0
7796,1
7797,1
7798,1
7799,1
7800,1
7801,1
7802,1
7803,1
7804,1
7805,0
7806,1
7807,1
7808,0
7809,1
7810,1
7811,1
7812,1
7813,1
7814,0
7815,1
7816,1
7817,0
7818,1
7819,0
7820,1
7821,0
7822,1
7823,0
7824,1
7825,0
7826,1
7827,1
7828,1
7829,1
7830,1
7831,0
7832,1
7833,1
7834,1
7835,0
7836,1
7837,0
7838,1
7839,1
7840,1
7841,1
7842,1
7843,1
7844,1
7845,0
7846,0
7847,1
7848,1
7849,1
7850,1
7851,0
7852,1
7853,1
7854,1
7855,1
7856,1
7857,0
7858,1
7859,1
7860,0
7861,0
7862,1
7863,1
7864,0
7865,1
7866,0
7867,1
7868,1
7869,1
7870,1
7871,0
7872,0
7873,1
7874,0
7875,1
7876,0
7877,1
7878,1
7879,1
7880,1
7881,0
7882,1
7883,0
7884,0
7885,1
7886,0
7887,0
7888,1
7889,1
7890,0
7891,1
7892,0
7893,1
7894,1
7895,1
7896,1
7897,0
7898,1
7899,0
7900,1
7901,1
7902,0
7903,1
7904,1
7905,0
7906,1
7907,0
7908,0
7909,0
7910,0
7911,0
7912,1
7913,1
7914,0
7915,0
7916,0
7917,0
7918,1
7919,1
7920,1
7921,1
7922,1
7923,1
7924,1
7925,1
7926,1
7927,0
7928,1
7929,1
7930,0
7931,0
7932,1
7933,0
7934,1
7935,0
7936,1
7937,0
7938,1
7939,0
7940,1
7941,1
7942,1
7943,0
7944,0
7945,0
7946,0
7947,1
7948,1
7949,1
7950,1
7951,0
7952,0
7953,0
7954,0
7955,1
7956,1
7957,1
7958,1
7959,0
7960,0
7961,0
7962,1
7963,0
7964,1
7965,1
7966,1
7967,0
7968,1
7969,1
7970,1
7971,1
7972,0
7973,1
7974,1
7975,0
7976,1
7977,1
7978,1
7979,1
7980,0
7981,0
7982,1
7983,0
7984,0
7985,1
7986,1
7987,0
7988,1
7989,1
7990,0
7991,0
7992,0
7993,0
7994,1
7995,1
7996,0
7997,1
7998,0
7999,1
8000,0
8001,0
8002,1
8003,1
8004,0
8005,1
8006,1
8007,1
8008,1
8009,1
8010,1
8011,1
8012,1
8013,1
8014,1
8015,0
8016,1
8017,0
8018,1
8019,1
8020,1
8021,0
8022,0
8023,0
8024,1
8025,1
8026,1
8027,0
8028,1
8029,1
8030,0
8031,1
8032,1
8033,0
8034,1
8035,1
8036,0
8037,0
8038,0
8039,0
8040,0
8041,0
8042,0
8043,1
8044,0
8045,0
8046,1
8047,1
8048,1
8049,0
8050,1
8051,0
8052,0
8053,1
8054,0
8055,1
8056,0
8057,1
8058,1
8059,1
8060,0
8061,1
8062,1
8063,1
8064,1
8065,1
8066,1
8067,0
8068,1
8069,1
8070,1
8071,1
8072,1
8073,1
8074,0
8075,1
8076,1
8077,1
8078,1
8079,0
8080,1
8081,1
8082,1
8083,1
8084,0
8085,1
8086,1
8087,1
8088,0
8089,1
8090,1
8091,1
8092,1
8093,1
8094,0
8095,1
8096,1
8097,1
8098,1
8099,1
8100,0
8101,1
8102,0
8103,1
8104,1
8105,1
8106,1
8107,1
8108,1
8109,1
8110,1
8111,1
8112,1
8113,0
8114,1
8115,1
8116,1
8117,1
8118,1
8119,0
8120,0
8121,0
8122,1
8123,1
8124,1
8125,1
8126,1
8127,0
8128,0
8129,0
8130,1
8131,1
8132,0
8133,1
8134,1
8135,1
8136,1
8137,1
8138,0
8139,1
8140,0
8141,1
8142,0
8143,1
8144,0
8145,0
8146,1
8147,1
8148,0
8149,0
8150,1
8151,0
8152,1
8153,1
8154,1
8155,0
8156,1
8157,1
8158,1
8159,1
8160,0
8161,0
8162,1
8163,1
8164,0
8165,1
8166,0
8167,1
8168,0
8169,0
8170,1
8171,1
8172,0
8173,1
8174,0
8175,1
8176,1
8177,1
8178,1
8179,0
8180,1
8181,1
8182,0
8183,1
8184,1
8185,1
8186,0
8187,1
8188,1
8189,0
8190,1
8191,0
8192,0
8193,1
8194,1
8195,1
8196,1
8197,0
8198,0
8199,1
8200,1
8201,1
8202,1
8203,1
8204,1
8205,1
8206,0
8207,1
8208,1
8209,1
8210,1
8211,0
8212,1
8213,0
8214,0
8215,0
8216,1
8217,0
8218,0
8219,1
8220,1
8221,1
8222,1
8223,1
8224,1
8225,0
8226,1
8227,1
8228,0
8229,1
8230,1
8231,0
8232,0
8233,1
8234,1
8235,0
8236,0
8237,1
8238,0
8239,1
8240,1
8241,1
8242,0
8243,1
8244,0
8245,0
8246,0
8247,1
8248,1
8249,1
8250,0
8251,1
8252,1
8253,1
8254,1
8255,0
8256,1
8257,1
8258,1
8259,0
8260,1
8261,0
8262,0
8263,1
8264,1
8265,0
8266,1
8267,1
8268,1
8269,0
8270,0
8271,0
8272,1
8273,1
8274,0
8275,1
8276,1
8277,1
8278,0
8279,0
8280,1
8281,1
8282,1
8283,1
8284,1
8285,0
8286,1
8287,1
8288,1
8289,0
8290,1
8291,0
8292,0
8293,1
8294,1
8295,1
8296,0
8297,1
8298,0
8299,1
8300,0
8301,0
8302,1
8303,1
8304,0
8305,1
8306,1
8307,0
8308,1
8309,1
8310,1
8311,0
8312,1
8313,1
8314,0
8315,1
8316,0
8317,1
8318,0
8319,1
8320,1
8321,1
8322,0
8323,1
8324,1
8325,1
8326,1
8327,1
8328,1
8329,0
8330,0
8331,0
8332,1
8333,0
8334,1
8335,0
8336,1
8337,0
8338,0
8339,1
8340,1
8341,0
8342,1
8343,1
8344,1
8345,0
8346,0
8347,1
8348,0
8349,1
8350,0
8351,1
8352,0
8353,0
8354,0
8355,1
8356,1
8357,1
8358,0
8359,0
8360,1
8361,1
8362,1
8363,1
8364,0
8365,1
8366,1
8367,1
8368,0
8369,0
8370,1
8371,1
8372,1
8373,1
8374,0
8375,1
8376,0
8377,1
8378,0
8379,1
8380,0
8381,0
8382,0
8383,0
8384,1
8385,1
8386,0
8387,0
8388,1
8389,0
8390,1
8391,1
8392,1
8393,0
8394,0
8395,1
8396,0
8397,0
8398,0
8399,1
8400,1
8401,0
8402,1
8403,0
8404,0
8405,0
8406,0
8407,1
8408,0
8409,1
8410,0
8411,0
8412,1
8413,0
8414,1
8415,1
8416,0
8417,0
8418,0
8419,1
8420,1
8421,1
8422,1
8423,1
8424,1
8425,0
8426,1
8427,1
8428,1
8429,0
8430,1
8431,0
8432,0
8433,0
8434,1
8435,1
8436,1
8437,1
8438,1
8439,0
8440,0
8441,0
8442,0
8443,1
8444,0
8445,1
8446,1
8447,1
8448,0
8449,1
8450,1
8451,0
8452,1
8453,1
8454,1
8455,1
8456,0
8457,0
8458,1
8459,1
8460,1
8461,0
8462,1
8463,1
8464,0
8465,0
8466,0
8467,0
8468,1
8469,1
8470,1
8471,0
8472,1
8473,1
8474,0
8475,0
8476,1
8477,0
8478,1
8479,1
8480,1
8481,1
8482,0
8483,1
8484,0
8485,1
8486,1
8487,1
8488,0
8489,1
8490,1
8491,1
8492,1
8493,0
8494,1
8495,0
8496,0
8497,1
8498,1
8499,1
8500,1
8501,0
8502,0
8503,0
8504,1
8505,1
8506,1
8507,1
8508,0
8509,1
8510,1
8511,1
8512,1
8513,1
8514,1
8515,1
8516,0
8517,0
8518,1
8519,0
8520,1
8521,1
8522,1
8523,1
8524,1
8525,0
8526,0
8527,1
8528,1
8529,0
8530,0
8531,0
8532,0
8533,0
8534,1
8535,0
8536,1
8537,0
8538,1
8539,1
8540,1
8541,1
8542,1
8543,1
8544,1
8545,1
8546,1
8547,0
8548,1
8549,1
8550,1
8551,0
8552,1
8553,0
8554,0
8555,0
8556,1
8557,1
8558,0
8559,0
8560,0
8561,0
8562,0
8563,0
8564,1
8565,0
8566,1
8567,0
8568,1
8569,1
8570,1
8571,1
8572,0
8573,0
8574,1
8575,0
8576,0
8577,0
8578,1
8579,1
8580,0
8581,1
8582,1
8583,1
8584,0
8585,1
8586,1
8587,1
8588,1
8589,1
8590,1
8591,0
8592,1
8593,1
8594,0
8595,0
