,sent
65,High-affinity neutralizing antibodies against conserved epitopes could provide immunity to diverse influenza virus strains and protection against future pandemic viruses.
66,This result suggested that better immune responses towards specific epitopes could be obtained by using a polymeric display system such as fimbriae.
67,"Following generation of RVΔP-MERS/S1 and RVΔP, our analysis revealed that they shared similar growth properties, with the expression of S1 in RVΔP-MERS/S1-infected cells confirmed by immunofluorescence and western blot, and the immunogenicity and pathogenicity evaluated using mouse infection experiments."
68,"Here, we engineered a DNA-encoded mAb (DMAb) targeting PCSK9 (daPCSK9), as an alternative approach to protein-based lipid-lowering therapeutics, and we characterized its expression and activity."
69,Virus-like particles (VLPs) are a promising vaccine candidate against EBOV.
70,"To develop an effective bivalent oral vaccine against TGEV and PEDV infection, the D antigenic site of the TGEV spike (S) protein and the major antigen site (core neutralizing epitope—COE) of the PEDV S protein were used as immunogens, and the enhanced green fluorescent protein (eGFP) gene was used as a reporter to construct genetically engineered Lactobacillus casei rLpPG(F)-T7g10-eGFP-6D-COE."
71,The severe acute respiratory syndrome (SARS) is a newly identified infectious disease caused by a novel zoonotic coronavirus (SARS-CoV) with unknown animal reservoirs.
72,"These data raise significant concerns regarding DIV vaccine safety and highlight the need for additional studies of the molecular mechanisms governing DIV-induced eosinophilia and vaccine failure, especially in the more vulnerable aged-animal models of human disease."
73,CONCLUSION: This study is valuable as the first extensive laboratory surveillance of the epidemiology of respiratory viruses in ILI patients through a teaching hospital-based influenza surveillance system in South Korea.
74,"Nasopharyngeal swabs from ARI residents were screened for the presence of 21 respiratory agents, including seasonal influenza viruses."
75,Group B and short and long electropherotype group A rotaviruses were found in both normal and diarrheic calves.
76,"The emergence of both Severe Acute Respiratory Syndrome and Middle East Respiratory syndrome CoVs as well as the yearly circulation of four common CoVs highlights the importance of elucidating the different mechanisms employed by these viruses to evade the host immune response, determine their tropism and identify antiviral compounds."
77,"Presumably, PRRSV infection enhances PCV2 replication as a result of modulation of host immunity."
78, Swine acute diarrhea syndrome coronavirus (SADS-CoV) is a newly identified enteric alphacoronavirus that causes fatal diarrhea in newborn piglets in China.
79, Background The World Health Organization Regional Office for Eastern Mediterranean has partnered with the United States Centers for Disease Control and Prevention (CDC) to strengthen pandemic influenza preparedness and response in the Region since 2006.
80,"The disease was caused by a previously unrecognized coronavirus, SARS-CoV."
81,One of the most remarkable features of adenovirus (AdV)-based vaccine is its ability to induce exceptionally high and sustained frequencies of transgene product-specific CD8(+) T-cell responses.
82,"From 2004, the Chinese National Influenza Center (CNIC) and the United States Centers for Disease Control and Prevention (USCDC) initiated Cooperative Agreements to build capacity in influenza surveillance in China."
83,"Hamsters, guinea pigs, cotton rats, and nine inbred strains of mice were inoculated intranasally with hMPV."
84,"Phylogenetic analysis based on several PEDV genes suggested that a new PEDV variant is circulating in the Korean swine industry, with 93.08% similarity to the SM98 strain isolated in 1998."
85,We have evaluated the immunogenicity and protective efficacy of rotavirus subunit vaccines administered by mucosal routes.
86,Traditional methods to detect and differentiate influenza virus subtypes are either time-consuming and labor-intensive (culture-based) or remarkably insensitive (antibody-based).
87,"We further demonstrate that AdV(HER-2) stimulates HER-2/neu-specific CD8(+) CTL responses, leading to a significant reduction in breast carcinogenesis in transgenic FVBneuN mice (P<0.05), but has little therapeutic effect on pre-existing Tg1-1 tumor even at early stage (15 mm(3))."
88,This peptide was chemically modified with a reactive electrophilic fluoromethylketone group to form a covalent linkage with the nucleophilic active-site thiol of the enzyme.
89,This amount was about 3-fold higher than that of cell-associated E1 in BacE1[-] and 10-fold higher than that of cell-associated E1 in BacE1[+]-infected Sf21 cells.
90,: Respiratory syncytial virus (RSV) is the most important cause of acute respiratory tract infection (ARTI) related morbidity and mortality worldwide.
91,"A large number of studies have been published in the last 3 years, revealing the structure of the virus, how it is transmitted and how it affects human cells."
92,"The product's retention of antigenicity, enabling it to induce antitoxin antibodies, makes it an excellent pediatric vaccine."
93,"Statements intended to create awareness and convey the seriousness of infectious disease threats can draw accusations of scare-mongering, while officials can be accused of complacency if such statements are not made."
94, Porcine reproductive and respiratory syndrome (PRRS) is a disease of domestic swine characterized by exceptionally high clinical variability.
95,"S. suis is also an emerging zoonotic pathogen that causes severe human infections clinically featuring with varied diseases/syndromes (such as meningitis, septicemia, and arthritis)."
96,"In November 2018, yellow fever was diagnosed in a Dutch traveller returning from a bicycle tour in the Gambia-Senegal region."
97,This engineered vaccine demonstrates significantly enhanced efficacy in protecting transgenic mice from lethal MERS-CoV challenge.
98,These findings suggest that vaccine-induced eosinophil immunopathology in the lungs upon SARS-CoV infection could be avoided by the TLR agonist adjuvants.
99,"Nevertheless, in the absence of E protein, release of virus particles efficacy was reduced."
100,Non-human adenovirus serotypes associated with lower prevalence may offer an alternative strategy.
101,PRRSV only replicates in swine which adds to the experimental difficulty since no inbred well-defined animal models are available.
102,"Concerns about safety, the possibility of side effects and the vaccine development process need to be addressed."
103,Subjects were randomised (2:1) to receive Sub/MF59™ or Subunit.
104,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a novel virus that emerged in 2012, causing acute respiratory distress syndrome (ARDS), severe pneumonia-like symptoms, and multi-organ failure, with a case fatality rate of ~36%."
105,"Extensive immunological analysis using polychromatic flow cytometry staining revealed that vaccinated, but not mock-vaccinated mice developed robust cellular immune responses as evidenced by up-regulation of CD4+ CD154+ IFNγ+ T cells in vaccinated, but not mock-vaccinated mice."
106,"OBJECTIVES: To describe the impact of laboratory‐proven influenza in young children and to compare its impact with that of other respiratory viruses on the child, their family and the health care system."
107,Respiratory syncytial virus (RSV) has been implicated in the etiology of adult community-acquired pneumonia (CAP).
108,"In conclusion, intranasal immunization of pigs with PRRS-MLV administered with Mtb WCL generated effective cross-protective immunity against PRRSV."
109,"The present results not only suggest that DNA immunization with pVax-N3 could be used as potential DNA vaccination approaches to induce antibody in BALB/c mice, but also illustrates that gene immunization with these SARS DNA vaccines can generate different immune responses."
110,"Here, we compared local and systemic immune responses induced by RBD-Fc via intranasal (i.n.)"
111,"Therefore, several areas, such as the adoption of quadrivalent influenza vaccine, adjuvanted influenza vaccine, and high-dose influenza vaccine and the expansion of vaccination target groups, still need to be addressed."
112,Learning from recent outbreaks to strengthen risk communication capacity for the next influenza pandemic in the Western Pacific Region
113,One hundred and twenty 6-week-old carrier pigeons were divided into 4 groups (2 groups of naturally infected and uninfected with PiCV individuals).
114,"Edible vaccines present exciting possibilities for significantly reducing various diseases such as measles, hepatitis B, cholera, diarrhea, etc., mainly in developing countries."
115,"brucellosis, leptospirosis, Q fever) that are important causes of human febrile illness and livestock productivity losses in low- and middle-income countries."
116,"In this study, we inserted into a replication defective PanAd3 a transgene expressing a fusion protein of conserved influenza antigens nucleoprotein (NP) and matrix 1 (M1)."
117, Rotaviruses are a major cause of viral gastroenteritis in children.
118,The mice receiving single dose of 2 × 10(7) p.f.u.
119,Surveillance of rotavirus infections and circulating strains in small ruminants (i.e.
120,"Swabs were tested for influenza A and B viruses by real-time reverse transcription–polymerase chain reaction, and percent concordance between collection methods was determined."
121,Geographic factor also has some effect on the codon usage pattern (exists in the genotype-1 of polioviruses).
122,In addition we gathered guidelines and recommendations from selected countries and regarding influenza prevention and management in travellers.
123,"When conjugated OVA–sHsp was delivered intranasally to naïve mice, the resulting immune response to OVA was accelerated and intensified, and OVA-specific IgG1 responses were apparent within 5 days after a single immunizing dose, illustrating its utility for vaccine development."
124,"The State of Ohio led the United States in measles in 2014, ostensibly related to international air travel (IAT), and ranked lower than 43 other states in infectious disease outbreak preparedness."
125,"Vaccination is the single most effective tool for preventing communicable disease, highlighted by the achievements of the smallpox and poliomyelitis eradication programs and the rise in infections for which no effective vaccine is available: human immunodeficiency virus, malaria, worms, and tuberculosis."
126,"Our results show that all rRBD proteins expressed in the above systems maintained intact conformation, being able to induce highly potent neutralizing antibody responses and complete protective immunity against SARS-CoV challenge in mice, albeit the rRBD expressed in 293T cells elicited stronger humoral immune responses with significantly higher neutralizing activity (P <0.05) than those expressed in Sf9 and E. coli cells."
127,"As efforts to develop animal models progress, it will be important to take into account the influences that culture in vitro may have on the virulence of viruses."
128,"Here, we review the evolution, epidemiology, virology and pathobiology of influenza D virus and the possibility of transmission among various hosts and potential to cause human disease."
129,Commercial PRRSV killed and modified live vaccines cannot provide complete protection against HP-PRRSV due to genetic variation.
130,"Respiratory complications induced by measles infection led to ICU admission in 32 cases, and measles-related neurologic complications led to ICU admission in 2 cases."
131,High titers of specific neutralizing antibodies were elicited in mice inoculated with a recombinant MVA expressing the herpes simplex type 2 glycoprotein D after scarification.
132,"Therefore, it is recommended that the first vaccination program including prime and booster doses can be applied between 2 and 4 months of age."
133,Several studies have shown a reduced efficacy of influenza vaccines in the elderly compared to young adults.
134,The CS/TPP-HA vaccine could induce also a cell-mediated immune response shown as high numbers of IFN-γ-secreting cells in spleens while the HA vaccine alone could not.
135,These diametrically opposing effects strongly support a role for PKC activity and the regulation of Na+ currents in influenza virus replication and both may serve as targets for antiviral drugs.
136,"In regression analyses, compared with non-viral illnesses, RSV and hMPV were significantly more frequent in children and less frequent in 18- to 49-year-olds than in those ≥50 years (P = 0·01), fever was more common in hMPV and influenza infections (P = 0·008), nasal congestion was more frequent in CoV, HRV, hMPV, influenza and RSV infections (P = 0·001), and body mass index was higher among those with influenza (P = 0·036)."
137,PARTICIPANTS: Residents of long-term care who had previously participated in a trial of vitamin E supplementation and had paired serum samples available for viral analysis.
138,Influenza vaccines are the only available specific preventive measures.
139,"AIM: To study the uptake, barriers and motivators of influenza, pneumococcal, meningococcal and pertussis vaccines among members of public in Arabian Gulf countries."
140,"Causes of these repeated outbreaks of hepatitis A in Korea are low level of immunity among adults, Korean food culture that consumes raw seafood such as salted clam and inadequate public health system."
141,"Through a series of drug repurposing screening campaigns, niclosamide, an FDA-approved anthelminthic drug, was found to be effective against various viral infections with nanomolar to micromolar potency such as SARS-CoV, MERS-CoV, ZIKV, HCV, and human adenovirus, indicating its potential as an antiviral agent."
142,"Thus far, there is no specific antiviral treatment for yellow fever."
143,"Sixty six-week-old carrier pigeons were divided into two groups (experimental immunized with PiCV rCP mixed with an adjuvant, and control immunized with an adjuvant only), and immunized twice in a 21-day interval."
144,It also summarizes currently available animal models for MERS-CoV and proposes a future direction for MERS vaccines.
145," Objectives Our objective was to evaluate whether vaccination with the 13-valent pneumococcal conjugate vaccine (PCV13) prevents the incidence of community-acquired pneumonia (CAP) caused by influenza (influenza-associated CAP, IA-CAP) or other respiratory viruses in the elderly."
146,Cell culture detected six additional influenza viruses and one adenovirus positive sample.
147,Porcine respiratory and reproductive syndrome (PRRS) is an economically important disease of pigs worldwide.
148,"Avian influenza virus (H5N1) can be transmitted to humans, resulting in a severe or fatal disease."
149,We used a regression model to examine the impact of influenza on death rates in tropical Singapore for the period 1996–2003.
150,Blood was collected to determine virus neutralizing antibody (VNA) titers and B and T lymphocyte activation status.
151,Our study provides valuable information for the design of vaccine for SARS study.
152,"Subsequently, we applied such a method for prediction of T-cell epitopes in SARS coronavirus (SARS-CoV) S, N and M proteins."
153,"The phenotype was potentially due to an exaggerated inflammatory cell infiltration triggered by ADCC, as an upregulated release of cytotoxic granules (perforin) was observed in the lung tissue of E1-vaccinated mice after H1N1 influenza virus challenge."
154, Development of vaccines against severe acute respiratory syndrome (SARS) coronavirus (SARS-CoV) is crucial in the prevention of SARS reemergence.
155,"Notably, RBD protein at the optimal dosage and interval protected hDPP4-Tg mice against lethal MERS-CoV challenge, and the protection was positively correlated with serum neutralizing antibodies."
156,No approved vaccine yet exists for any form of coronavirus.
157,"RESULTS: Four groups of 40-day-old weaned pigs were inoculated orally with PEDV PC22A-P3 (virulent), -P100C4, -P120, and mock, respectively, and challenged with the P3 virus at 24 days post-inoculation (dpi)."
158,"Two nasopharyngeal secretion samples were taken from each; one for a rapid influenza diagnostic test in the emergency department, and the second for laboratory analysis using real-time polymerase chain reaction and viral culture."
159,adr-type hepatitis B virus surface antigen for vaccine production obtained by culture of human hepatoma cell strain huGK-14
160,Influenza virus positivity was associated with shorter duration of hospitalization and appropriate antiviral management.
161,The goal of this review is to highlight the strengths and limitations of each animal model of nasal immunity and to identify the areas of research that require further investigation to advance human health.
162,This study investigates the factors associated with the uptake of influenza vaccination among adults in Hong Kong aged 50–64 years.
163,CONCLUSIONS: Interventions to reduce local transmission of influenza are likely to be more effective at reducing the rate of global spread and less vulnerable to implementation delays than air travel restrictions.
164,"According to the vaccination documents, all participants had received meningococcal vaccination and the majority of those from at-risk countries were vaccinated against yellow fever and polio."
165,"Zika virus (ZIKV) infection can cause severe congenital diseases, such as microcephaly, ocular defects and arthrogryposis in fetuses, and Guillain–Barré syndrome in adults."
166,"Thirty percent of participants met the case definition for influenza‐like illness (ILI), 14% tested positive for influenza viruses, and none tested positive for MERS‐CoV."
167,"This suggests that a pan-influenza vaccine may be possible, given the right immunogen."
168,There is some experimental evidence to support the hypothesis that neither rotavirus replication nor presentation of rotavirus antigen to the intestinal mucosal surface is necessary to achieve this aim.
169,Zika virus (ZIKV) is an emerging mosquito-transmitted flavivirus that shares a considerable degree of homology with dengue virus (DENV).
170,"Also, a better understanding and validation of Rotavirus entry factors as well as the systematic monitoring of dominant strains could assist in tailoring vaccines to individual’s needs."
171,We developed prototype subunit and adenoviral-based Zika vaccines encoding the extracellular portion of the ZIKV envelope gene (E) fused to the T4 fibritin foldon trimerization domain (Efl).
172, The declaration by the World Health Organization (WHO) that appearance of a swine-origin novel influenza virus in 2009 represented a pandemic was based on previously adopted guidelines and the new International Health Regulations.
173,: The success of influenza vaccination campaigns may be suboptimal if subgroups of the population face unique barriers or have misconceptions about vaccination.
174, A severe outbreak of enteric and respiratory disease associated with bovine coronavirus (BCoV) infection is described.
175,"In the 2015/2016 season, there were more than 3.8 million cases and suspected cases of influenza and influenza-like illness, more than 15,000 hospitalizations, and up to 140 deaths."
176,Can early and high intravenous dose of vitamin C prevent and treat coronavirus disease 2019 (COVID-19)?
177,"Other proposed actions included enhancing education of health professionals and the lay community, and better use of communication resources to raise awareness of the burden of influenza and promote vaccine uptake."
178,"A recombinant adenovirus vaccine against the SARS Coronavirus (SARS-CoV) was constructed, which contains fragments from the S, N, and Orf8 genes."
179,"Influenza-like illness was more common in children vaccinated against influenza in this observational study, but prior health-seeking behaviour may have contributed to this difference."
180,"In addition, the immune-modulatory effect of EOs on the avian influenza (AI), infectious bronchitis (IB) and infectious bursal disease (IBD) vaccines was assessed through the serological response."
181,"Upon arrival, BVDV type 1a, 1b, and 2a titers were greater for PC (treatment × day, P < 0.001), and the percentage seropositive to BVDV type 1a on d 0 was 100% for PC vs. 23% in AM."
182,"Perceived vaccine availability was associated with face mask use when having ILI (OR, 1.60)."
183,"Though IFN-γ levels and lymphocyte proliferation responses induced by the two DNA vaccine formulations were comparable to that induced by the pcDNA3.1-SynORF5 construct, each of the novel formulations provided efficient protection against challenge with HP-PRRSV."
184,"For this purpose, the foreign antigen-encoding genes are cloned into additional transcription units of plasmid based full-length MV vaccine strain genomes, which in turn are used to rescue recombinant MV by providing both full-length viral RNA genomes respective anti-genomes together with all protein components of the viral ribonucleoprotein complex after transient transfection of the so-called rescue cells."
185,"Results Respectively, 46.65%, 88.75%, and 21.5% washed hands more than 10 times/day, wore face masks when having influenza-like illness (ILI), and wore face masks regularly in public areas."
186,"On the day of immunization and on two, 23, 39, and 46 days post first immunization (dpv), samples of blood, spleen, and bursa of Fabricius were collected from six birds from each group to examine anti-PiCV rCP IgY, anti-PiCV rCP IgY-secreting B cells (SBC), IFN-γ gene expression, and percentage of T CD3(+), CD4(+), CD8(+), and B IgM(+) lymphocytes."
187,"Avian coronavirus is the causative agent of infectious bronchitis in chickens, leading to multisystemic disease that might be controlled if adequate vaccine strains are used."
188,"To improve the immune response, an adjuvant consisting of plasmid encoding either porcine interleukin (IL)-12 or IFN-α was co-administered during vaccination."
189,"Influenza seroprotection rates were higher than 70% (91-100%) for all strains, and seroconversion rates exceeded 40% (74-93%)."
190,Influenza viruses (Orthymxyoviridae) are RNA based.
191,"Recent studies suggest that ZIKV can also be transmitted sexually, further increasing the exposure risk for this virus."
192,"Potential pathogen were detected in 80% of the ILI events with influenza virus, coronaviruses, rhinoviruses, human metapneumovirus, respiratory syncytial virus, parainfluenza viruses, and Haemophilus influenzae being the most common."
193,The SARS coronavirus (SARS-CoV) has been identified as the etiological agent for SARS.
194,"In the present study, three fragments of the truncated S protein were expressed in E. coli, and analyzed with pooled sera of convalescence phase of SARS patients."
195,"Porcine reproductive and respiratory syndrome virus (PRRSV), an arterivirus that causes significant losses in the pig industry, is one of the most important animal pathogens of global significance."
196,PcDNA3.1-PoIFN-λ1-SynORF5 and BPEI/PLGA-SynORF5 vaccines induced significantly enhanced GP5-specific antibody and PRRSV-specific neutralizing antibody in pigs compared with the pcDNA3.1-SynORF5 parental construct.
197,Influenza viruses are a major threat to human health globally.
198,Whether such modification benefits new candidate vaccines has not been adequately investigated.
199,"We observed that the UV-inactivated SARS-CoV virion elicited a high level of humoral immunity, resulting in the generation of long-term antibody secreting and memory B cells."
200,": Against a background of pandemic threat posed by SARS and avian H5N1 influenza, this study used deliberative forums to elucidate informed community perspectives on aspects of pandemic planning."
201,Identification of a Receptor-Binding Domain in the S Protein of the Novel Human Coronavirus Middle East Respiratory Syndrome Coronavirus as an Essential Target for Vaccine Development
202,METHODS AND ANALYSIS: We will use the test-negative design to estimate VE for each influenza type/subtype and season.
203,"Taken together, these data suggest that oral immunization of ITGEV plus CpG DNA elicits a local immune response."
204,We investigated whether a recombinant native full-length S-protein trimer (triSpike) of severe acute respiratory syndrome coronavirus (SARS-CoV) was able to elicit a neutralizing and protective immune response in animals and analyzed the capacity of anti-S antibodies to mediate antibody-dependent enhancement (ADE) of virus entry in vitro and enhancement of replication in vivo.
205, Porcine epidemic diarrhea virus (PEDV) and porcine deltacoronavirus (PdCV) cause indistinguishable clinical signs and pathological changes in swine.
206,An understanding of the role of HA acid stability in influenza virus biology is expected to aid in identifying emerging viruses with increased pandemic potential and assist in developing live attenuated virus vaccines.
207,"Such zoonotic hepatitis E infection has particular relevance to the increasing population living with immunosuppression, due to the risk of chronic hepatitis E in these patients."
208,: To study the molecular epidemiology of the influenza outbreaks in nursing homes (NHs) to determine whether multiple influenza strains were involved.
209,This study demonstrates that the cotton rat is a permissive small animal model of hMPV infection that exhibits lung histopathology associated with infection and that primary infection protected animals against subsequent infection.
210,Thirty nine sera (98%) from feedlot cattle with VN titers of 1:2 to 1:128 had positive S/N values (<0.8).
211, The live-attenuated measles virus (MV) vaccine based on the Hu191 strain has played a significant role in controlling measles in China.
212,"Influenza poses a serious public health threat around the world, particularly for the most vulnerable populations."
213,"We estimated the IVE over all epidemic seasons from 2003/2004 through 2013/2014, pooled IVE for influenza vaccine partial/full matched and mismatched seasons and the individual seasons using generalized linear mixed-effect and multiple logistic regression models."
214,"The severe acute respiratory syndrome coronavirus (SARS-CoV) first emerged in 2003, causing the SARS epidemic which resulted in a 10% fatality rate."
215,Methods: 3273 participants community members enrolled in a cluster randomized trial of influenza vaccine were studied.
216,CONCLUSIONS: The system performed overall satisfactorily and provided reliable and timely data about influenza circulation in DRC.
217,"Using a transgenic lethal BALB/c MERS-CoV mouse model we showed that single dose intranasal or intramuscular immunisation with ChAdOx1 MERS, encoding full-length MERS-CoV Spike glycoprotein, is highly immunogenic and confers protection against lethal viral challenge."
218,Potential yellow fever epidemics in unexposed populations
