,pid,title,abstract
69,j6y806qu,Potential T-cell and B-cell Epitopes of 2019-nCoV,"As of early March, 2019-nCoV has infected more than one hundred thousand people and claimed thousands of lives. 2019-nCoV is a novel form of coronavirus that causes COVID-19 and has high similarity with SARS-CoV. No approved vaccine yet exists for any form of coronavirus. Here we use computational tools from structural biology and machine learning to identify 2019-nCoV T-cell and B-cell epitopes based on viral protein antigen presentation and antibody binding properties. These epitopes can be used to develop more effective vaccines and identify neutralizing antibodies. We identified 405 viral peptides with good antigen presentation scores for both human MHC-I and MHC-II alleles, and two potential neutralizing B-cell epitopes near the 2019-nCoV spike protein receptor binding domain (440-460 and 494-506). Analyzing mutation profiles of 68 viral genomes from four continents, we identified 96 coding-change mutations. These mutations are more likely to occur in regions with good MHC-I presentation scores (p=0.02). No mutations are present near the spike protein receptor binding domain. Based on these findings, the spike protein is likely immunogenic and a potential vaccine candidate. We validated our computational pipeline with SARS-CoV experimental data.Significance StatementThe novel coronavirus 2019-nCoV has affected more than 100 countries and continues to spread. There is an immediate need for effective vaccines that contain antigens which trigger responses from human T-cells and B-cells (known as epitopes). Here we identify potential T-cell epitopes through an analysis of human antigen presentation, as well as B-cell epitopes through an analysis of protein structure. We identify a list of top candidates, including an epitope located on 2019-nCoV spike protein that potentially triggers both T-cell and B-cell responses. Analyzing 68 samples, we observe that viral mutations are more likely to happen in regions with strong antigen presentation, a potential form of immune evasion. Our computational pipeline is validated with experimental data from SARS-CoV."
148,44zlnswd,Mandated Bacillus Calmette-Guérin (BCG) vaccination predicts flattened curves for the spread of COVID-19,"Prior work suggests that BCG vaccination reduces the risk of different infectious diseases. BCG vaccination may thus serve as a protective factor against COVID-19. Here, we drew on day-by-day reports of both confirmed cases and deaths and analyzed growth curves in countries that mandate BCG policies versus countries that do not. Linear mixed models revealed that the presence of mandated BCG policies was associated with a significant flattening of the exponential increase in both confirmed cases and deaths during the first 30-day period of country-wise outbreaks. This effect held after controlling for median age, gross domestic product per capita, population density, population size, geographic region, net migration rate, and various cultural dimensions (e.g., individualism and the tightness vs. looseness of social norms). Our analysis suggests that mandated BCG vaccination can be effective in the fight against COVID-19."
154,bc3108hi,A Sequence Homology and Bioinformatic Approach Can Predict Candidate Targets for Immune Responses to SARS-CoV-2," Effective countermeasures against the recent emergence and rapid expansion of the 2019 novel coronavirus (SARS-CoV-2) require the development of data and tools to understand and monitor its spread and immune responses to it. However, little information is available about the targets of immune responses to SARS-CoV-2. We used the Immune Epitope Database and Analysis Resource (IEDB) to catalog available data related to other coronaviruses. This includes SARS-CoV, which has high sequence similarity to SARS-CoV-2 and is the best-characterized coronavirus in terms of epitope responses. We identified multiple specific regions in SARS-CoV-2 that have high homology to the SARS-CoV virus. Parallel bioinformatic predictions identified a priori potential B and T cell epitopes for SARS-CoV-2. The independent identification of the same regions using two approaches reflects the high probability that these regions are promising targets for immune recognition of SARS-CoV-2. These predictions can facilitate effective vaccine design against this virus of high priority."
209,4jlj9rdc,Unknown unknowns – COVID-19 and potential global mortality," COVID-19 (SARS-CoV-2) is currently a global pandemic. This paper will attempt to estimate global infection rates and potential resultant mortality in the absence of effective treatment and/or vaccination. Calculations are based on World Health Organisation data from Wuhan in China: 14% of infected cases are severe, 5% require intensive care and 4% die. Estimated infection rates and mortality rates at the level of continents and some individual countries (when these are of sufficient size) are tabulated. This pandemic may cause close to half a billion deaths, i.e. 6% of the global population – and potentially more. At the risk of sounding sensational, but with a sober sense of realism, healthcare risks being plunged into the Middle-Ages if the public do not do their part. Infection cannot occur in the absence of contact. The only way to mitigate these numbers is to apply social distancing and take the standard precautions so frequently reiterated by Public Health: hand washing, avoid touching the face and so on. These measures are crucial as the human cost is going to be unthinkable even in the best-case scenarios that epidemiologists are modelling."
215,7e8zlt3t,"Remdesivir, lopinavir, emetine, and homoharringtonine inhibit SARS-CoV-2 replication in vitro","An escalating pandemic by the novel SARS-CoV-2 virus is impacting global health and effective therapeutic options are urgently needed. We evaluated the in vitro antiviral effect of compounds that were previously reported to inhibit coronavirus replication and compounds that are currently under evaluation in clinical trials for SARS-CoV-2 patients. We report the antiviral effect of remdesivir, lopinavir, homorringtonine, and emetine against SARS-CoV-2 virus in Vero E6 cells with the estimated 50% effective concentration at 23.15 μM, 26.63 μM, 2.55 μM and 0.46 μM, respectively. Ribavirin or favipiravir that are currently evaluated under clinical trials showed no inhibition at 100 μM. Synergy between remdesivir and emetine was observed, and remdesivir at 6.25 μM in combination with emetine at 0.195 μM may achieve 64.9% inhibition in viral yield. Combinational therapy may help to reduce the effective concentration of compounds below the therapeutic plasma concentrations and provide better clinical benefits."
251,hb2lieh3,Immunization with SARS Coronavirus Vaccines Leads to Pulmonary Immunopathology on Challenge with the SARS Virus,": Severe acute respiratory syndrome (SARS) emerged in China in 2002 and spread to other countries before brought under control. Because of a concern for reemergence or a deliberate release of the SARS coronavirus, vaccine development was initiated. Evaluations of an inactivated whole virus vaccine in ferrets and nonhuman primates and a virus-like-particle vaccine in mice induced protection against infection but challenged animals exhibited an immunopathologic-type lung disease. DESIGN: Four candidate vaccines for humans with or without alum adjuvant were evaluated in a mouse model of SARS, a VLP vaccine, the vaccine given to ferrets and NHP, another whole virus vaccine and an rDNA-produced S protein. Balb/c or C57BL/6 mice were vaccinated IM on day 0 and 28 and sacrificed for serum antibody measurements or challenged with live virus on day 56. On day 58, challenged mice were sacrificed and lungs obtained for virus and histopathology. RESULTS: All vaccines induced serum neutralizing antibody with increasing dosages and/or alum significantly increasing responses. Significant reductions of SARS-CoV two days after challenge was seen for all vaccines and prior live SARS-CoV. All mice exhibited histopathologic changes in lungs two days after challenge including all animals vaccinated (Balb/C and C57BL/6) or given live virus, influenza vaccine, or PBS suggesting infection occurred in all. Histopathology seen in animals given one of the SARS-CoV vaccines was uniformly a Th2-type immunopathology with prominent eosinophil infiltration, confirmed with special eosinophil stains. The pathologic changes seen in all control groups lacked the eosinophil prominence. CONCLUSIONS: These SARS-CoV vaccines all induced antibody and protection against infection with SARS-CoV. However, challenge of mice given any of the vaccines led to occurrence of Th2-type immunopathology suggesting hypersensitivity to SARS-CoV components was induced. Caution in proceeding to application of a SARS-CoV vaccine in humans is indicated."
258,uqz07cbb,Advances in peste des petits ruminants vaccines," Peste des petits ruminants (PPR) is a highly contagious disease of small ruminants that leads to high morbidity and mortality thereby results in devastating economic consequences to the livestock industry. PPR is currently endemic across most parts of Asia and Africa, the two regions with the highest concentration of poor people in the world. Sheep and goats in particularly contribute significantly towards the upliftment of livelihood of the poor and marginal farmers in these regions. In this context, PPR directly affecting the viability of sheep and goat husbandry has emerged as a major hurdle in the development of these regions. The control of PPR in these regions could significantly contribute to poverty alleviation, therefore, the Office International des Epizooties (OIE) and Food and Agricultural Organization (FAO) have targeted the control and eradication of PPR by 2030 a priority. In order to achieve this goal, a potent, safe and efficacious live-attenuated PPR vaccine with long-lasting immunity is available for immunoprophylaxis. However, the live-attenuated PPR vaccine is thermolabile and needs maintenance of an effective cold chain to deliver into the field. In addition, the infected animals cannot be differentiated from vaccinated animals. To overcome these limitations, some recombinant vaccines have been developed. This review comprehensively describes about the latest developments in PPR vaccines."
263,kdgf5xa3,Towards the first multi-epitope recombinant vaccine against Crimean-Congo hemorrhagic fever virus: A computer-aided vaccine design approach," Crimean-Congo hemorrhagic fever (CCHF) is considered one of the major public health concerns with case fatality rates of up to 80%. Currently, there is no effective approved vaccine for CCHF. In this study, we used a computer-aided vaccine design approach to develop the first multi-epitope recombinant vaccine for CCHF. For this purpose, linear B-cell and T-cell binding epitopes from two structural glycoproteins of CCHF virus including Gc and Gn were predicted. The epitopes were further studied regarding their antigenicity, allergenicity, hydrophobicity, stability, toxicity and population coverage. A total number of seven epitopes including five T-cell and two B-cell epitopes were screened for the final vaccine construct. Final vaccine construct composed of 382 amino acid residues which were organized in four domains including linear B-cell, T-cell epitopes and cholera toxin B-subunit (CTxB) along with heat labile enterotoxin IIc B subunit (LT-IIc) as adjuvants. All the segments were joined using appropriate linkers. The physicochemical properties as well as the presence of IFN-γ inducing epitopes in the proposed vaccine, was also checked to determining the vaccine stability, solubility and its ability to induce cell-mediated immune responses. The 3D structure of proposed vaccine was subjected to the prediction of computational B-cell epitopes and molecular docking studies with MHC-I and II molecules. Furthermore, molecular dynamics stimulations were performed to study the vaccine-MHCs complexes stability during stimulation time. The results suggest that our proposed vaccine was stable, well soluble in water and potentially antigenic. Results also demonstrated that the vaccine can induce both humoral and cell-mediated immune responses and could serve as a promising anti-CCHF vaccine candidate."
284,lhdw50il,"Preparation, characterization and preliminary in vivo studies of inactivated SARS-CoV vaccine","A large quantity of SARS-CoV virus was proliferated in Vero cells, inactivated with β-propiolactone, then purified by Sepharose 4FF column chromatography to prepare inactivated vaccine. The vaccine was identified by Western blot, mass spectrographic analysis, ELISA and electron microscopy. The vaccine with or without aluminum hydroxide adjuvant was inoculated into female BALB/c mice at different dosages. The result showed that the antibodies to SARS-CoV were induced in the mice. The antibody levels induced by the vaccine with aluminum hydroxide were higher than those without aluminum hydroxide."
288,59bgr2bt,Refining the approach to vaccines against influenza A viruses with pandemic potential,"Vaccination is the most effective strategy for prevention and control of influenza. Timely production and deployment of seasonal influenza vaccines is based on an understanding of the epidemiology of influenza and on global disease and virologic surveillance. Experience with seasonal influenza vaccines guided the initial development of pandemic influenza vaccines. A large investment in pandemic influenza vaccines in the last decade has resulted in much progress and a body of information that can now be applied to refine the established paradigm. Critical and complementary considerations for pandemic influenza vaccines include improved assessment of the pandemic potential of animal influenza viruses, proactive development and deployment of pandemic influenza vaccines, and application of novel platforms and strategies for vaccine production and administration."
291,fu02qqsh,Virus-Vectored Ebola Vaccines,"The Ebola virus disease (EVD) is one of the most dangerous infections affecting humans and animals. The first EVD outbreaks occurred in 1976 in Sudan and Zaire. Since then, more than 20 outbreaks have occurred; the largest of which (2014−2016) evolved into an epidemic in West Africa and claimed the lives of more than 11,000 people. Although vaccination is the most effective way to prevent epidemics, there was no licensed vaccine for EVD at the beginning of the latest outbreak. The development of the first vaccines for EVD started in 1980 and has come a long technological way, from inactivated to genetically engineered vaccines based on recombinant viral vectors. This review focuses on virus-vectored Ebola vaccines that have demonstrated the greatest efficacy in preclinical trials and are currently under different phases of clinical trial. Particular attention is paid to the mechanisms of immune response development, which are important for protection from EVD, and the key vaccine parameters necessary for inducing long-term protective immunity against EVD."
298,m7dw96rc,Evaluation of the genetic variability found in Brazilian commercial vaccines for infectious bronchitis virus,"Infectious bronchitis virus (IBV) is currently one of the most important pathogens in the poultry industry. The H120 and Ma5 are the only viral strains approved by the Brazilian government as the constituent of vaccines. Despite the systematic vaccination in Brazil, IBV has not yet been controlled and diseases associated with this virus have been reported in vaccinated chickens. Here, we investigated the genetic variability of H120 and Ma5 strains present in the IBV vaccines from different Brazilian manufacturers. We performed DNA sequencing analyses of the S1 spike glycoprotein gene to investigate its genetic variability and the presence of viral subpopulations among vaccines, between batches, and also in each vaccine after a single passage was performed in chicken embryonated eggs. Our results revealed up to 13 amino acid substitutions among vaccines and some of them were localized in regions of the S1 glycoprotein that play a role in virus–host interaction. Secondary nucleotide peaks identified in the chromatogram for the S1 gene sequence revealed that all original vaccines (H120 and Ma5) were composed by different subpopulations of IBV. Moreover, new viral subpopulations were also found in vaccines after a single passage in chicken embryonated eggs. These findings indicate that H120 and Ma5 viral strains used in vaccines market in Brazil can still mutate very rapidly during replication, leading to amino acid substitutions in proteins involved in the stimulation of the immune response, such as the S1 glycoprotein. Therefore, our data suggest that the genetic variability of these viral strains should be taken into consideration to ensure an effective immune response against IBV. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1007/s11262-017-1515-2) contains supplementary material, which is available to authorized users."
301,d4rq1du1,Epitope-based vaccine as a universal vaccination strategy against Toxoplasma gondii infection: A mini-review,"Despite the significant progress in the recent efforts toward developing an effective vaccine against toxoplasmosis, the search for new protective vaccination strategy still remains a challenge and elusive goal because it becomes the appropriate way to prevent the disease. Various experimental approaches in the past few years showed that developing a potential vaccine against the disease can be achievable. The combination of multi-epitopes expressing different stages of the parasite life cycle has become an optimal strategy for acquiring a potent, safe, and effective vaccine. Epitope-based vaccines have gained attention as alternative vaccine candidates due to their ability of inducing protective immune responses. This mini-review highlights the current status and the prospects of Toxoplasma gondii vaccine development along with the application of epitope-based vaccine in the future parasite immunization as a novel under development and evaluation strategy."
305,8621p7da,Vaccine prevention of acute otitis media,"The incidence of acute otitis media (AOM) in infants and young children has increased dramatically in recent years in the United States. AOM often follows upper respiratory tract infections due to pathogens such as respiratory syncytial virus (RSV), influenza virus, and parainfluenza virus (PIV). These viruses cause eustachian tube dysfunction that is critical to the pathogenesis of AOM. Vaccines against these viruses would likely reduce the incidence of AOM. In three previous studies, influenza virus vaccines reduced the incidence of AOM by 30% to 36%. Vaccines to prevent infections with RSV and PIV type 3 are undergoing clinical testing at this time. Streptococcus pneumoniae, nontypeable Haemophilus influenzae (NTHi), and Moraxella catarrhalis are the three most common AOM pathogens. Heptavalent pneumococcal conjugate vaccine is effective in preventing invasive disease and AOM caused by serotypes contained in the vaccine. Vaccine candidates for NTHi and M. catarrhalis are under development."
306,izdl0f2i,Immunogenicity and protective efficacy in monkeys of purified inactivated Vero-cell SARS vaccine," Background In 2003, severe acute respiratory syndrome (SARS) resulted in hundreds of infections and deaths globally. We aim to assess immunogenicity and protective efficacy of purified inactivated Vero-cell SARS vaccine in monkeys. Methods The cultures of SARS coronavirus (SARS-CoV) BJ-01 strain infected Vero cells were inactivated with β-propiolactone. Sequential procedures, including ultrafiltration, gel filtration and ion exchange chromatography, were performed to obtain purified inactivated SARS vaccine. The purified SARS vaccine was analyzed with electron microscope, HPLC and Western blotting. We immunized three groups of cynomolgus macaques fascicularis with adjuvant-containing purified vaccine, purified vaccine and unpurified vaccine, respectively, and a fourth group served as a control. Antibody titers were measured by plaque reduction neutralization test. The vaccinated monkeys were challenged with SARS-CoV BJ-01 strain to observe protective efficacy. Additionally, three groups of rhesus monkeys were immunized with different doses of the purified inactivated SARS vaccine (0.5, 1 and 2μg/time/monkey) on days 0 and 7, and the monkeys were challenged with SARS-CoV GZ-01 strain. We assessed the safety of the SARS vaccine and observed whether the antibody dependent enhancement (ADE) occurred under low levels of neutralizing antibody in rhesus. Findings The purity of SARS vaccine was 97.6% by HPLC identification and reacted with convalescent sera of SARS patients. The purified SARS vaccine induced high levels of neutralizing antibodies and prevented the replication of SARS-CoV in monkeys. Under low levels of neutralizing antibody, no exacerbation of clinical symptoms was observed when the immunized monkeys were challenged with SARS-CoV. In this preliminary animal trial, no side effects were detected when monkeys were immunized with purified SARS vaccine either at normal or large doses. Interpretation The purified inactivated SARS vaccine could induce high levels of neutralizing antibody, and protect the monkeys from the challenge of SARS-CoV. The SARS vaccine prepared in the study appeared to be safe in monkeys."
309,0pmsfrcx,Zika Vaccine Development: Current Status," Zika virus outbreaks have been explosive and unpredictable and have led to significant adverse health effects—as well as considerable public anxiety. Significant scientific work has resulted in multiple candidate vaccines that are now undergoing further clinical development, with several vaccines now in phase 2 clinical trials. In this review, we survey current vaccine efforts, preclinical and clinical results, and ethical and other concerns that directly bear on vaccine development. It is clear that the world needs safe and effective vaccines to protect against Zika virus infection. Whether such vaccines can be developed through to licensure and public availability absent significant financial investment by countries, and other barriers discussed within this article, remains uncertain."
310,tjwkouya,Japanese Encephalitis Vaccines,"Japanese encephalitis (JE) is a significant human health concern in Asia, Indonesia and parts of Australia with more than 3 billion people potentially at risk of infection with Japanese encephalitis virus (JEV), the causative agent of JE. Given the risk to human health and the theoretical potential for JEV use as a bioweapon, the development of safe and effective vaccines to prevent JEV infection is vital for preserving human health. The development of vaccines for JE began in the 1940s with formalin-inactivated mouse brain-derived vaccines. These vaccines have been shown to induce a protective immune response and to be very effective. Mouse brain-derived vaccines were still in use until May 2011 when the last lots of the BIKEN(®) JE-VAX(®) expired. Development of modern JE vaccines utilizes cell culture-derived viruses and improvements in manufacturing processes as well as removal of potential allergens or toxins have significantly improved vaccine safety. China has developed a live-attenuated vaccine that has proven to induce protective immunity following a single inoculation. In addition, a chimeric vaccine virus incorporating the prM and E structural proteins derived from the live-attenuated JE vaccine into the live-attenuated yellow fever 17D vaccine virus backbone is currently in clinical trials. In this article, we provide a summary of JE vaccine development and on-going clinical trials. We also discuss the potential risk of JEV as a bioweapon with a focus on virus sustainability if used as a weapon."
