,animal,newpid
489,0.8385767936706543,33575
490,0.08823823183774948,30484
491,0.9928238391876221,629
492,0.994217038154602,13369
493,0.7633224129676819,2683
494,0.9942466616630554,10758
495,0.9867517948150635,10514
496,0.7655225396156311,24128
497,0.8912007808685303,919
498,0.12170102447271347,21983
499,0.9862383604049683,16042
500,0.9946495890617371,38551
501,0.988582968711853,16485
502,0.6901184916496277,26090
503,0.06296892464160919,18439
504,0.45343631505966187,19149
505,0.4050546884536743,6553
506,0.8405393362045288,33835
507,0.6641754508018494,6514
508,0.9728649854660034,8987
509,0.9919799566268921,13113
510,0.832857072353363,27097
511,0.8764963150024414,8859
512,0.9938865303993225,15731
513,0.8023882508277893,20967
514,0.3053271770477295,27936
515,0.6769853830337524,26943
516,0.9339424967765808,35262
517,0.3745660185813904,25914
518,0.12447915971279144,33909
519,0.7336411476135254,4036
520,0.8518056869506836,31121
521,0.9205948710441589,20471
522,0.8584170937538147,30556
523,0.07047095894813538,31932
524,0.984377920627594,31952
525,0.66294264793396,11101
526,0.5353631973266602,39290
527,0.971123456954956,12910
528,0.9946298599243164,33985
529,0.9760035276412964,6503
530,0.8027982711791992,11883
531,0.4042438566684723,20387
532,0.6281054019927979,945
533,0.9879041314125061,29876
534,0.9942787885665894,21254
535,0.9788588285446167,27784
536,0.98011714220047,22291
537,0.994307816028595,20979
538,0.9644973874092102,37930
539,0.9283074140548706,30549
540,0.8045547604560852,28203
541,0.8855305910110474,35931
542,0.841526448726654,18107
543,0.7009444832801819,20155
544,0.10092021524906158,28985
545,0.8394245505332947,8596
546,0.42907199263572693,22006
547,0.3528452515602112,33189
548,0.9883395433425903,35650
549,0.9875985980033875,3769
550,0.9872704744338989,20064
551,0.993525505065918,14096
552,0.8673487901687622,4703
553,0.7734825015068054,14650
554,0.7989223003387451,35219
555,0.9135431051254272,16745
556,0.061398278921842575,25658
557,0.9208008646965027,31031
558,0.8624837398529053,25541
559,0.6003846526145935,11021
560,0.9891125559806824,15451
561,0.7155923247337341,17316
562,0.182102769613266,38918
563,0.9817085266113281,20493
564,0.24827899038791656,20857
565,0.5480222105979919,1370
566,0.9850055575370789,39833
567,0.6961348056793213,12526
568,0.9560760855674744,28711
569,0.7444064021110535,34663
570,0.994525671005249,30826
571,0.9027959108352661,28530
572,0.9873396158218384,14418
573,0.835688054561615,22131
574,0.8794494867324829,20144
575,0.9196037650108337,18818
576,0.7496611475944519,14427
577,0.988459050655365,18922
578,0.9944489002227783,5359
579,0.27956274151802063,635
580,0.9333846569061279,2107
581,0.06365417689085007,29157
582,0.8302139639854431,24124
583,0.34239786863327026,22330
584,0.6579108238220215,7884
585,0.9943408966064453,20698
586,0.8914768099784851,5171
587,0.9604827165603638,12597
588,0.06284391134977341,26316
589,0.8752245306968689,26181
590,0.9542847871780396,16894
591,0.986226499080658,20045
592,0.7311050891876221,24028
593,0.7446836233139038,26079
594,0.893546462059021,37541
595,0.0715373307466507,518
596,0.8126393556594849,5484
597,0.9073211550712585,26918
598,0.9870625138282776,22379
599,0.9472036361694336,5944
600,0.9940937161445618,24671
601,0.3198646605014801,28109
602,0.4590297341346741,39812
603,0.7538164854049683,35810
604,0.9876866936683655,33869
605,0.9907066226005554,4558
606,0.09046921133995056,27797
607,0.8646726608276367,21826
608,0.9644530415534973,35561
609,0.0752183198928833,39882
610,0.9941892623901367,34917
611,0.5358834266662598,19840
612,0.17179100215435028,3446
613,0.7814028859138489,31068
614,0.7648376822471619,27862
615,0.8675088882446289,5183
616,0.9194291830062866,6410
617,0.9877889752388,38810
618,0.8168216347694397,20055
619,0.3044573664665222,22187
620,0.6268184185028076,20724
621,0.878535270690918,21236
622,0.8953874111175537,12012
623,0.07794706523418427,19487
624,0.9896000623703003,14888
625,0.8419946432113647,38670
626,0.8160468935966492,19271
627,0.15765906870365143,18881
628,0.9758283495903015,11070
629,0.0992949977517128,32437
630,0.794802188873291,9220
631,0.8743690252304077,2417
632,0.994702160358429,6285
633,0.8379672169685364,17463
634,0.6354902982711792,25040
635,0.9272308945655823,103
636,0.6883940696716309,27143
637,0.8342878818511963,7334
638,0.9874988198280334,14543
639,0.961168646812439,439
640,0.5769616365432739,14342
641,0.9842356443405151,21727
642,0.8315956592559814,36228
643,0.3664666712284088,36500
644,0.8027244806289673,37115
645,0.9121259450912476,16905
646,0.10158491879701614,1994
647,0.9359941482543945,7244
648,0.7088069319725037,32822
649,0.9000123143196106,22869
650,0.8832969069480896,38912
651,0.7920166850090027,18043
652,0.949787974357605,19038
653,0.9330665469169617,27497
654,0.5596179962158203,35529
655,0.8895747661590576,7123
656,0.993249773979187,17505
657,0.8996492028236389,3501
658,0.9923549890518188,6954
659,0.7462716102600098,13031
660,0.991382896900177,30457
661,0.9280125498771667,22992
662,0.9868291020393372,37630
663,0.9653798937797546,3584
664,0.9155160188674927,28291
665,0.9945394396781921,21976
666,0.9377872347831726,24801
667,0.4731958508491516,25527
668,0.5954264402389526,18408
669,0.4983922839164734,27340
670,0.6824353933334351,808
671,0.990581750869751,36414
672,0.8833776712417603,11839
673,0.5552029013633728,11931
674,0.9505599737167358,5508
675,0.14835530519485474,16384
676,0.5622999668121338,10504
677,0.9874975681304932,3058
678,0.8774415254592896,31429
679,0.9806795120239258,6003
680,0.5581206679344177,15235
681,0.814208984375,8190
682,0.9873406291007996,13844
683,0.1244344487786293,31863
684,0.06778182089328766,5211
685,0.991500735282898,23406
686,0.9910367727279663,12321
687,0.5720557570457458,14365
688,0.694229006767273,39937
689,0.9833481907844543,28903
690,0.9927283525466919,31367
691,0.9943891167640686,25999
692,0.1684349626302719,31515
693,0.9804068207740784,38042
694,0.8609266877174377,8365
695,0.9847709536552429,19336
696,0.9936184883117676,11797
697,0.9192409515380859,8938
698,0.6280466318130493,1827
699,0.9916268587112427,11980
700,0.10981419682502747,36462
701,0.7729105353355408,10124
702,0.6838439702987671,5297
703,0.07157910615205765,28474
704,0.9840493202209473,14053
705,0.15277834236621857,34654
706,0.6401053667068481,15691
707,0.9572234153747559,22217
708,0.8402425646781921,13973
709,0.8910441994667053,5238
710,0.7253134250640869,31125
711,0.9050129055976868,20002
712,0.988260805606842,20985
713,0.5079560875892639,4261
714,0.06937453895807266,19396
715,0.3715135455131531,37285
716,0.8942250609397888,7268
717,0.7297841906547546,33192
718,0.85878986120224,18131
719,0.9862624406814575,24406
720,0.9837998151779175,26417
721,0.936977207660675,40373
722,0.34026849269866943,19550
723,0.9913557171821594,30118
724,0.19254381954669952,16836
725,0.9528305530548096,6171
726,0.9635506272315979,24453
727,0.894683301448822,38739
728,0.8983196020126343,14833
729,0.9946038126945496,15176
730,0.9187098145484924,8473
731,0.9499712586402893,38745
732,0.9942770600318909,34807
733,0.705224335193634,23023
734,0.867450475692749,34648
735,0.611164927482605,11058
736,0.8690928220748901,26043
737,0.8801347017288208,36837
738,0.1059204563498497,39926
739,0.994281530380249,16553
740,0.8757928013801575,8261
741,0.5543463230133057,455
742,0.9649441838264465,30637
743,0.5575435161590576,33433
744,0.9773134589195251,8128
745,0.9081189632415771,39706
746,0.7453479766845703,2254
747,0.9649184346199036,23526
748,0.7427164316177368,32471
749,0.9890745282173157,9904
750,0.9735441207885742,27776
751,0.9836704730987549,22755
752,0.994118332862854,23723
753,0.89654541015625,39006
754,0.8707231879234314,24723
755,0.9325087070465088,31489
756,0.8150435090065002,31972
757,0.9706783294677734,36917
758,0.6434675455093384,6674
759,0.414712131023407,26122
760,0.8074783682823181,15983
761,0.9778872132301331,1400
762,0.983025848865509,37350
763,0.07684402167797089,18890
764,0.883065938949585,8017
765,0.08177391439676285,22750
766,0.9865238070487976,11577
767,0.7650484442710876,26113
768,0.9182832837104797,37519
769,0.6474055647850037,11533
770,0.945799708366394,24334
771,0.9943519830703735,39723
772,0.988157331943512,30312
773,0.8286780118942261,1831
774,0.9674559235572815,19162
775,0.6801364421844482,798
776,0.2950277626514435,26054
777,0.9818205237388611,38379
778,0.8631536364555359,31394
779,0.9884921312332153,6657
780,0.2657695710659027,5882
781,0.9866596460342407,25237
782,0.3104468286037445,31323
783,0.9852738976478577,20381
784,0.8366086483001709,15085
785,0.06744863837957382,25712
786,0.9833316802978516,11162
787,0.06286448240280151,31099
788,0.3435084819793701,20663
789,0.7959219217300415,36087
790,0.10497350245714188,21673
791,0.9799119830131531,24034
792,0.9940472841262817,36892
793,0.721092939376831,18801
794,0.11634896695613861,35684
795,0.7276138663291931,3505
796,0.9729000926017761,17862
797,0.9886528849601746,22994
798,0.8057857751846313,5198
799,0.7642916440963745,36853
800,0.9415242075920105,36977
801,0.8603209257125854,20725
802,0.9944533705711365,10405
803,0.9061872363090515,38903
804,0.8664770722389221,6896
805,0.7998392581939697,32632
806,0.9246928095817566,30004
807,0.6333963871002197,9064
808,0.592133641242981,23380
809,0.5509030818939209,9683
810,0.614249050617218,16122
811,0.9826911091804504,28414
812,0.9943658113479614,9538
813,0.7479699850082397,2248
814,0.795036792755127,10793
815,0.7134910225868225,34433
816,0.09167662262916565,27087
817,0.8738349676132202,3362
818,0.9814871549606323,11702
819,0.9946264624595642,2171
820,0.8388543128967285,19357
821,0.9943363070487976,39529
822,0.4631980359554291,25832
823,0.993584930896759,27127
824,0.44791683554649353,13079
825,0.992082953453064,21792
826,0.9935435056686401,4610
827,0.7079731225967407,22982
828,0.5566539764404297,27923
829,0.719075620174408,38913
830,0.7972888946533203,9299
831,0.8109579086303711,37359
832,0.9651312232017517,37846
833,0.9537097811698914,10986
834,0.6711322665214539,24815
835,0.9209040403366089,11244
836,0.8089244961738586,6988
837,0.987709641456604,2888
838,0.7353848218917847,3557
839,0.9829651713371277,5243
840,0.9909166693687439,11820
841,0.39666470885276794,33117
842,0.4033927023410797,14004
843,0.579895555973053,35160
844,0.3694191575050354,32932
845,0.9941629767417908,5373
846,0.9416264295578003,12275
847,0.8695529103279114,27240
848,0.87639981508255,6089
849,0.21644027531147003,19951
850,0.9941070079803467,5781
851,0.8790929913520813,177
852,0.4232686758041382,28435
853,0.5043594837188721,15077
854,0.6493313908576965,21959
855,0.8597195744514465,29133
856,0.9925923347473145,2749
857,0.8333897590637207,20966
858,0.46549856662750244,13345
859,0.9924378991127014,5959
860,0.06649582087993622,32726
861,0.27911895513534546,9642
862,0.9941723942756653,11209
863,0.48788779973983765,17016
864,0.7016133666038513,36541
865,0.0699077621102333,19658
866,0.2802732586860657,39885
867,0.9200955033302307,32144
868,0.9734101295471191,37123
869,0.6421294212341309,34881
870,0.8193188905715942,39799
871,0.8545235395431519,1765
872,0.7217844724655151,28145
873,0.8439457416534424,15349
874,0.8163677453994751,19871
875,0.8238413333892822,32073
876,0.8185981512069702,28223
877,0.21457700431346893,17732
878,0.9450628161430359,29078
879,0.15816661715507507,31049
880,0.5578050017356873,40015
881,0.8889721632003784,23578
882,0.34350067377090454,22416
883,0.1354990452528,25813
884,0.8851532340049744,21095
885,0.9873168468475342,35142
886,0.7244424819946289,13602
887,0.32982349395751953,40209
888,0.9278577566146851,410
889,0.861921489238739,9202
890,0.9883437156677246,18026
891,0.9836005568504333,3337
892,0.9946874380111694,38946
893,0.99434894323349,16156
894,0.9932186007499695,22475
895,0.6138566732406616,9446
896,0.9883318543434143,39218
897,0.8150805830955505,15038
898,0.8828683495521545,14562
899,0.6878138780593872,39338
900,0.9939936995506287,35533
901,0.9066202640533447,3500
902,0.9848634600639343,33654
903,0.9873197078704834,28321
904,0.9941290616989136,618
905,0.22225135564804077,21202
906,0.9807532429695129,6560
907,0.5379703640937805,26513
908,0.9857309460639954,11864
909,0.8505985736846924,11841
910,0.07533165067434311,23502
911,0.9139161705970764,14350
912,0.7198529839515686,37899
913,0.06484892219305038,4380
914,0.7388700842857361,1288
915,0.7208808660507202,10702
916,0.9453319311141968,15774
917,0.9866776466369629,29329
918,0.9545069336891174,25874
919,0.9769481420516968,11167
920,0.9942264556884766,18176
921,0.7154943346977234,39340
922,0.9801357984542847,23327
923,0.9797810316085815,5244
924,0.8665860891342163,12951
925,0.07914246618747711,17289
926,0.9456570744514465,35013
927,0.851893424987793,31396
928,0.9707509875297546,31691
929,0.8756889700889587,40016
930,0.5644354224205017,30183
931,0.9209452867507935,5217
932,0.9174997210502625,6729
933,0.8202780485153198,1755
934,0.062254954129457474,27022
935,0.9927363395690918,31299
936,0.6739879250526428,31204
937,0.9884520173072815,14507
938,0.08348977565765381,14088
939,0.9937896132469177,32174
940,0.38822782039642334,33766
941,0.8851543068885803,36801
942,0.992908239364624,9383
943,0.8196313977241516,12949
944,0.8965181112289429,27204
945,0.6794348955154419,21992
946,0.7948887944221497,2256
947,0.9874268770217896,19471
948,0.8246763944625854,23453
949,0.9554635882377625,17490
950,0.9863339066505432,17411
951,0.9942178726196289,393
952,0.9239184856414795,14609
953,0.9902265071868896,20263
954,0.9666306376457214,18249
955,0.9904864430427551,5494
956,0.7461188435554504,2035
957,0.08384176343679428,33694
958,0.9093409776687622,38711
959,0.9942519664764404,3430
960,0.8668607473373413,8738
961,0.1569945067167282,23261
962,0.8382865786552429,13451
963,0.982982337474823,7745
964,0.8740265369415283,13392
965,0.6518983244895935,35487
966,0.9784418940544128,3620
967,0.7586801648139954,30889
968,0.7430167198181152,27863
969,0.9444615244865417,29421
970,0.9926014542579651,26424
971,0.8365299105644226,17776
972,0.9941442608833313,16295
973,0.7499479651451111,2395
974,0.8651710152626038,1522
975,0.9854324460029602,1466
976,0.8306492567062378,11445
977,0.266096830368042,36736
978,0.06784156709909439,18270
979,0.8981412649154663,35377
980,0.987136960029602,25182
981,0.07400933653116226,20495
982,0.8986456990242004,30467
983,0.990793764591217,27176
984,0.7751935124397278,6897
985,0.9885269403457642,8879
986,0.9063482880592346,4713
987,0.8838169574737549,7603
988,0.9433557391166687,20374
989,0.7574353218078613,32589
990,0.874068558216095,39545
991,0.8350611329078674,28925
992,0.1763330101966858,19555
993,0.1971084028482437,30980
994,0.28442713618278503,19132
995,0.9799931645393372,5454
996,0.9824388027191162,5700
997,0.9944378137588501,21885
998,0.9768249988555908,26085
999,0.9127591252326965,34171
1000,0.07980503141880035,1199
1001,0.8820685744285583,2555
1002,0.8428679704666138,27702
1003,0.6822274923324585,16126
1004,0.8879756927490234,24755
1005,0.9904589653015137,37913
1006,0.964826762676239,33824
1007,0.9843921661376953,36316
