,pid,newpid,category,sent,newscore,answer,keyword
40,2tji14il,30886,animal,The coupling of antivirals with an effective vaccine will accelerate eradication of the disease.,0.4873671443074071,antivirals with an effective vaccine,effective
41,9ujofcsm,35538,animal,"Therefore, the availability of effective antiviral drugs against SARS-CoV may be crucial for the control of future SARS outbreaks.",0.4873581089177229,antiviral drugs,effective
42,ytxrrslz,9991,animal,The mutant viruses are attenuated in mice and rhesus monkeys and elicit a strong adaptive immune response.,0.4873510332201553,mice and rhesus monkeys,mice
43,fskx5xue,3854,animal,Our results indicated that D8 induced strong protective antibody responses and was effective in improving the efficacy of previously reported polyvalent poxvirus vaccine formulations.,0.4873362877525263,polyvalent poxvirus vaccine formulations,effective
44,bdse9o26,4015,animal,These mice can be used to analyze the human immune response in vivo.,0.4873349696627865,mice,pig
45,aidaxmcl,10109,animal,Both transgenic mice were resistant to TB infection.,0.4873310963118621,mice,titer
46,vozji3so,25647,animal,The attenuated mutants fully protected mice from challenge with virulent virus.,0.4873213287384903,mice,titer
47,43pomco2,3515,animal,Vaccination is one of the most effective tools for the prevention of infectious diseases.,0.4872999909044203,vaccination is one of the most effective tools for the prevention of infectious diseases,effective
48,drr92w82,8134,animal,"Because of limited effective antiviral therapies, prevention of viral infections is paramount.",0.4872794060139015,antiviral therapies,effective
49,uxnbie09,15704,animal, We evaluated the safety and immunogenicity of a chimeric alphavirus vaccine candidate in mice with selective immunodeficiencies.,0.4872477990491437,mice,evaluation
50,le22pknc,21491,animal,The commercial vaccines available are effective in reducing the severity of clinical diseases and improving production parameters.,0.4872462527749937,commercial vaccines,effective
51,uxnbie09,15707,animal,Wild type mice were protected against lethal VEEV challenge.,0.4872328305253705,wild type mice,titer
52,k785hl1r,29038,animal,"Finally, the chimeric VLPs induced significantly higher IL-4 production in mice.",0.4872034814399449,mice,mice
53,hyg0464p,30809,animal,"Upon challenge, the non-immunized group of mice showed high susceptibility to influenza virus infection.",0.4871950155529214,mice,titer
54,vt9pbw85,8638,animal,The most effective approach in preventing viral diseases is vaccination.,0.4871931435028899,viral diseases,effective
55,f6369ge9,14237,animal,"Here, we used the murine model to review the effects of adjuvants on the antibody response to influenza vaccines in aged mice.",0.4871904589274198,aged mice,titer
56,w5b5yrbo,3132,animal,"Here, we expand our investigation of the immunogenic properties of these bivalent vaccines in mice.",0.4871782863823726,mice,swine
57,4xu61mrp,20778,animal,Immunization with sVLP induced RBD-specific humoral and cellular immune responses in mice.,0.4871634697963621,mice,swine
58,ce8gds3o,6306,animal,Our data suggest that rSPV-St is potentially an effective vaccine against infection with emerging PEDV strains.,0.4871569673930664,vaccine against infection with emerging pedv strains,effective
59,tm8fzbue,4797,animal,The data indicated that mice immunized with all vaccine candidates displayed potent levels of RBD-specific serum IgG.,0.4871440659560029,mice immunized with all vaccine candidates,evaluation
60,4fehbpjr,4090,animal,Vaccination is the single most effective way to control viral diseases.,0.487139387795505,vaccination is the single most effective way to control viral diseases,effective
61,p6w6awsu,5637,animal,Our data indicate that antigen engineering is effective in inducing high quality protective immune responses against conformationally sensitive antigens.,0.4870977983526035,protective immune responses against conformationally sensitive antigens,effective
62,vvo8a4hp,20080,animal,The IgG antibody levels of serum from mice immunized with purified S protein were markedly high.,0.4870857880986642,mice,titer
63,x3ru6qgq,27707,animal,"Therefore, it is necessary to develop an effective oral vaccine against PEDV infection.",0.4870505984055044,oral vaccine against pedv infection,effective
64,ofuwlu1z,18419,animal,No effective treatments are available once animals are infected.,0.4870398239129103,no effective treatments are available once animals are infected,effective
65,epkw6222,7333,animal,"Similarly, it is clear that additional strategies are required to activate effective immunity against poorly immunogenic tumor antigens.",0.4870223174136191,tumor antigens,effective
66,44zlnswd,1004,animal,Our analysis suggests that mandated BCG vaccination can be effective in the fight against COVID-19.,0.4870150860068402,mandated bcg vaccination,effective
67,kcytiiak,13057,animal,Immunization with the DNA vaccine provides complete protection against lethal SFTSV infection in IFNAR KO mice.,0.4870104876398822,ifnar ko mice,mice
68,7k088cqv,22874,animal,Gene-based vaccination for the SARS-CoV elicits effective immune responses that generate protective immunity in an animal model.,0.4870094858072305,protective immunity,effective
69,0ylwpapi,23799,animal,"However, HCMV alone was not effective in eliciting strong T cell immune responses when used in a mouse host.",0.4869735832845114,mouse,pig
70,ocbygkyb,27791,animal,Our data demonstrated that sera from the E1-vaccinated mice could induce high ADCC activities.,0.4869703461051377,e1-vaccinated mice,mice
71,8r4xc8tn,5389,animal,"Additionally, the mutant ZIKV protein generated in this study is a promising subunit vaccine candidate with high efficacy in preventing ZIKV infections in mice.",0.4869703033068994,preventing zikv infections,effective
72,ywofrosl,35129,animal,Vaccinated mice produced high levels of serum antibodies neutralizing MERS-CoV.,0.4869672496806342,mice,titer
73,9wflr4u3,12005,animal,"Therefore, developing effective and safe vaccines against these viruses is clearly important for the protection of at-risk populations.",0.4869590762111566,developing effective and safe vaccines against these viruses is clearly important for the protection of at-risk populations,safety
74,hmwkf6is,33554,animal,We also evaluated the immune response to early rAAV6-vaccination in neonatal mice.,0.4869415476810721,neonatal mice,evaluation
75,u7h279m6,22938,animal,"Therefore, the development of effective and safe SARS vaccines is still needed.",0.486934552771149,animal models,animal model
76,yk0xxv16,3372,animal,"Moreover, a cell-mediated immune response was promoted in immunized mice, and the neutralizing antibody inhibited both the vaccine strain and the emerging PEDV isolate.",0.4869200975621725,immunized mice,evaluation
77,a7bhno7z,17123,animal,Both models confirm that changes in behavior can be effective in reducing the spread of disease.,0.4869157572184184,changes in behavior can be effective in reducing the spread of disease,effective
78,tlw3dpfa,2346,animal,A number of effective and safe vaccines are currently available against several viral diseases of significant medical importance.,0.4868986549334581,vaccines are currently available against several viral diseases of significant medical importance,safety
79,xfoy3i7d,18582,animal, Many highly effective vaccines have been produced against viruses whose virulent infection elicits strong and durable protective immunity.,0.4868975734136029,vaccines,effective
80,0bh4oprj,23461,animal,Antivirals and effective vaccines for these new agents may decrease the burden of respiratory tract diseases.,0.4868949558021133,antivirals and effective vaccines,effective
81,u1xbkaq0,29545,animal,Characterization of these vaccines in mice demonstrated that a single intramuscular AAV injection was sufficient to induce a potent and long-lasting antibody response.,0.4868837938948415,mice,titer
82,jrjhxwvj,18924,animal,"CONCLUSION: Baculovirus vectors elicited efficient, specific immune responses in immunized mice.",0.4868778497557358,immunized mice,evaluation
83,id1cxmk1,24396,animal,The immune responses of mice to these four constructs were evaluated.,0.4868740174708531,mice,evaluation
84,5uoepd0r,14930,animal,"However, recent studies in mice suggest the importance of T cells in viral clearance during SARS-CoV infection.",0.4868673517238313,mice,pig
85,msp7p2ef,15919,animal,Nonpharmaceutical interventions can be effective in preventing the spread of the virus under certain conditions.,0.4868449327943466,nonpharmaceutical interventions can be effective in preventing the spread of the virus under certain conditions,effective
86,f6q6q3io,5806,animal,Studies have reported that mucosal immunity is important for providing protection against these pathogens and that mucosal vaccination is effective in preventing local infections.,0.4868323949556525,mucosal immunity is important for providing protection against these pathogens and that mucosal vaccination is effective in preventing local infections .,effective
87,1ksz6nmx,6798,animal,Administration of these vaccines to animal model systems has shown promise for the generation of efficacious and safe vaccines.,0.4868290008865871,vaccines,effective
88,n5pnft5a,13470,animal,The same prime-boost strategy was effective in rhesus macaques in eliciting SARS-CoV specific immune responses.,0.4868286536214428,rhesus macaques,titer
89,t7z8wk2i,23549,animal,"Thus, vaccination against SARS-CoV may represent an effective approach to controlling SARS.",0.4868232177787757,vaccination against sars-cov may represent an effective approach to controlling sars,effective
90,bcv0cfm6,13982,animal,"However, effective vaccines that provide solid cross-protective immunity with excellent safety are still needed for many diseases.",0.4868117980061665,vaccines,effective
91,ekxq4l9a,9001,animal,Both vaccines induced high M2e-specific humoral and cellular immune responses in the vaccinated mice.,0.4868087427380308,mice,pig
92,7rmzaau4,3502,animal,"To induce robust protective immune responses against well-purified vaccine antigens, an effective mucosal delivery system is an essential requisite.",0.4868080402560787,mucosal delivery system,effective
93,cmjfqkjz,11537,animal,Commercially available vaccines are only partially effective in protection against PRRSV.,0.4867930299726682,commercially available vaccines,effective
94,dqvgng2s,13824,animal,The BC-PIV vector harboring the Ebola virus GP gene was able to elicit neutralizing antibodies in mice.,0.4867917969650579,mice,titer
95,y0m1utug,15786,animal,"Finally, these particles, formulated without adjuvant, were able to induce neutralizing antibody response in Balb/c mice.",0.4867757052130309,balb / c mice,mice
96,8kvs0qw8,11610,animal,"Furthermore, BALB/c mice were vaccinated by the chimeric gene.",0.4867690225974495,balb / c mice,titer
97,k8vjs1rb,36098,animal,"Notably, mice vaccinated with 1918 HA plasmid DNAs showed complete protection to lethal challenge.",0.4867612163040978,mice,titer
98,p83ondy8,32063,animal,Recent studies have demonstrated that altering the mutation rate of an RNA virus is an effective attenuation tool.,0.4867504143461687,altering the mutation rate of an rna virus is an effective attenuation tool,effective
99,9guym4a9,2275,animal,This empirical approach inspired a century of vaccine development and the effective prophylaxis of many infectious diseases.,0.4867346026210421,prophylaxis of many infectious diseases,effective
100,424x1h2f,17079,animal,The antibody titer in BALB/c mice following immunization with recombinant S protein was detectable after the first immunization.,0.4867175708581126,balb / c mice,titer
101,tjwkouya,2071,animal,These vaccines have been shown to induce a protective immune response and to be very effective.,0.4866922985388751,vaccines,effective
102,m6abyuvx,29021,animal,"In addition, we propose that rVV-N25 could be developed as an effective therapeutic vaccine.",0.4866844103640692,therapeutic vaccine,effective
103,3rr0j5tk,4859,animal,This engineered vaccine demonstrates significantly enhanced efficacy in protecting transgenic mice from lethal MERS-CoV challenge.,0.4866772290943759,transgenic mice,titer
104,n8y5o3v1,13338,animal,"Therefore, VLPs are considered as a safe and effective candidate of prophylactic and therapeutic vaccines.",0.4866767039016821,prophylactic and therapeutic vaccines,effective
105,lhdw50il,1853,animal,The result showed that the antibodies to SARS-CoV were induced in the mice.,0.4866497857113444,mice,pig
106,02c9knga,23750,animal,"In contrast, adult cattle had high IgG2 titers against this protein.",0.4866442640537952,adult cattle,titer
107,w6q1x1zs,22085,animal,A safe and effective vaccine adjuvant is important in modern vaccines.,0.4866389959166693,vaccine adjuvant is important in modern vaccines,safety
108,gbwb7fqi,17234,animal,Augmentation of the innate immune response may be an effective alternative for disease amelioration.,0.4866384981487456,augmentation of the innate immune response,effective
109,20los4eg,33340,animal,"Furthermore, even low doses of nsp1 mutant MHV elicited potent cytotoxic T cell responses and protected mice against homologous and heterologous virus challenge.",0.4866276321577013,mice,pig
110,nimxnf6s,27691,animal,"Thus, vaccination against influenza remains the most effective way to prevent illness and possibly fatal outcomes.",0.4866242432066926,vaccination against influenza remains the most effective way to prevent illness and possibly fatal outcomes,effective
111,kvcbj093,9376,animal,IMPORTANCE Ferrets and mice are commonly used for preclinical evaluation of influenza vaccines.,0.4866203113712123,ferrets and mice,titer
112,v06c4rp4,40044,animal,No vaccine or effective therapy is available.,0.4866184362442434,no vaccine or effective therapy,effective
113,s1uddqtc,12476,animal,"In present study, mice were immunized with SARS CoV S DNA vaccine.",0.48656743251020296,mice,pig
114,gc23nk6t,20628,animal,The reverse genetics system for IBV creates the opportunity for generating rationally designed and more effective vaccines.,0.4865666471156565,vaccines,effective
115,j6y806qu,501,animal,These epitopes can be used to develop more effective vaccines and identify neutralizing antibodies.,0.4865615437346769,epitopes,evaluation
116,7smnk0ob,14965,animal,Adult laboratory mice are generally resistant to peripheral infection by JUNV.,0.4865570481524154,adult laboratory mice,titer
117,b02owiak,11817,animal,ASP-specific activation and proliferation of NK cells was also observed in mice following the same vaccination regime.,0.486551644283097,mice,titer
118,9ka3jdbf,26692,animal,Efforts are underway to prepare effective subunit vaccines and therapies including antiviral antibodies.,0.4865448897770198,antiviral antibodies,effective
119,to54sbmp,9690,animal,"Thus, short peptide vaccine candidates promise effective answers under such circumstances.",0.4865441577401866,short peptide vaccine candidates,animal model
120,3q9x1bwm,34357,animal,"As a result, the PEDV VLPs displayed excellent immunogenicity in mice.",0.4865276532188507,mice,titer
121,00t28df6,13126,animal,"Additionally, two calves were repeatedly vaccinated with the suspected vaccine and the development of alloreactivity was monitored.",0.4865240613609639,calves,titer
122,sstayqml,32416,animal,"In the diagnosis of influenza, quick and effective tests are necessary.",0.4865226180728585,animal models,animal model
123,pmvsyse0,34080,animal,Further study indicated that immunization of HR2P in mice elicited antibodies capable of neutralizing PEDV infection in vitro.,0.4865086156652507,mice,titer
124,ile1uwsq,39621,animal,CONCLUSION: The present study demonstrated that the conjugation of TMC nanoparticles with antigens is an effective strategy for nasal vaccination.,0.4864905606859581,nasal vaccination,effective
125,0pmsfrcx,2066,animal,It is clear that the world needs safe and effective vaccines to protect against Zika virus infection.,0.4864861906275614,vaccines,effective
126,uzqnv7m8,14180,animal,"Therefore, this chapter focuses on the development of effective NoV vaccines based on VLPs of capsid proteins.",0.4864852561380021,vlps of capsid proteins,effective
127,za1ujmiq,2857,animal,Vaccination is a critical component of cattle health management.,0.4864837176758269,vaccination,effective
128,3mtqfe2k,35647,animal,An effective vaccine against enteric bovine coronavirus (BCV) must be able to induce mucosal immunity.,0.4864756152119357,vaccine against enteric bovine coronavirus ( bcv ) must be able to induce mucosal immunity,effective
129,zdb0xjic,5768,animal,"When mice were immunized with mBAP31 DNA vaccines, strong cellular response to mBAP31 was observed in the vaccinated mice.",0.4864661990756031,mice,titer
130,k10siwur,36632,animal,"However, the resulting chimeras induced a marginal TGEV-neutralizing antibody (Ab) response in mice.",0.486465774899844,mice,titer
131,vejbxne9,31579,animal,"In the MCSA system, antibody-induced Ab1′ responses were effective in protecting mice from tumor development upon subsequent challenge with live virus.",0.4864656518229786,tumor development,effective
132,cgx90xnt,9315,animal,"Vaccination with commercially available HBV vaccines in patients did not result in effective control of HBV infection, suggesting that new formulations of therapeutic vaccines are needed.",0.486453122296384,therapeutic vaccines,effective
133,v2izix9d,18158,animal,"In this article, we describe the ability of NDV expressing HIV Gag to generate a Gag-specific immune response in mice.",0.4864350792915574,mice,titer
134,4kfz9r4e,8049,animal,"As a DNA vaccine in mice, it induces a TH1 immune response.",0.4864305070543759,mice,mice
135,1ksz6nmx,6800,animal,Live attenuated viruses have generally proven to be the most effective vaccines against viral infections.,0.4864281368048611,live attenuated viruses,effective
136,a2eii6sz,36562,animal,These studies show that TMV can be an effective vaccine delivery vehicle for parenteral and mucosal immunization and for protection from challenge with viral infection.,0.4864279485183303,vaccine delivery vehicle for parenteral and mucosal immunization and for protection from challenge with viral infection,effective
137,baqaqsli,2692,animal,These vaccines are shown to be effective in campaigns.,0.4864246951955442,vaccines,effective
138,9ard7v9e,5030,animal,Vaccines based on either of these vaccine vector platforms may present a safe and effective approach to prevent alphavirus-induced disease in humans.,0.4864160079459104,vaccine vector platforms,safety
139,fb832hlp,6046,animal,"Hence, appropriate adjuvant selection is vitally important for the development of safe and effective coronavirus vaccines.",0.4864134671059817,coronavirus vaccines,safety
140,wfekg2wl,24499,animal,The efficacy and economical viability of vaccination against respiratory disease in calves remains unclear.,0.4864129299840102,calves,titer
141,vozji3so,25641,animal,"The attenuated viruses completely protected mice against challenge with the lethal parental virus, indicating that these viruses are promising vaccine candidates.",0.4864064809143625,vaccine,effective
142,7c6o674b,8946,animal,The ability to elicit protective systemic and mucosal immunity in this animal model provides significant progress towards the development of a human subunit vaccine against henipaviruses.,0.4864050376133346,development of a human subunit vaccine against henipaviruses,effective
143,081o2zmd,20845,animal,Development of effective vaccines against TGEV and PEDV is one of important prevention measures.,0.48640363729167996,development of effective vaccines against tgev and pedv,safety
144,mhfu0e9r,14494,animal,All recombinant viruses elicited NP- and M2e-specific cellular immune responses in mice.,0.4864026099526319,mice,titer
145,e11tqf7s,6839,animal,Vaccinated mice were protected from intraperitoneal and intranasal challenges with VACV.,0.4863997757369594,mice,titer
146,49ei5k78,17777,animal,"Concurrently, the search for effective synthetic antivirals has produced promising results.",0.4863980922952761,synthetic antivirals,effective
147,72um8lmn,10470,animal,Thus NSRS vaccination in calves provided cross-protective immunity against BRSV infection without adverse inflammatory reaction.,0.4863972597653037,calves,titer
148,q5vqiivm,30802,animal,Thus heterotypic vaccination of cats with ccv did not provide effective protection against fipv challenge.,0.486396755418661,cats,titer
149,na7z92i8,3623,animal,"In the absence of effective therapies for Ebola virus infection, the development of a vaccine becomes an important strategy to contain outbreaks.",0.4863957825572205,therapies,effective
150,1r3doeic,15877,animal,"Currently, there is no effective vaccine available to protect the pigs from PEDV.",0.4863922963437359,pigs,titer
151,uwe7uwf6,23157,animal,"Moreover, we demonstrated that mice inoculated with rVSV-VP1 triggered a comparable level of fecal and vaginal IgA antibody.",0.4863809449326686,mice,pig
152,4xvkql68,13414,animal,Vaccination of cattle against BHV-1 is a high priority.,0.486380562882436,cattle,swine
153,g11vfemb,21630,animal,More information about the virus and the disease is still necessary for the development of effective vaccines and control strategies.,0.4863785419221378,vaccines and control strategies,effective
154,1pasuw68,5935,animal,We assessed the safety and immunogenicity of DNA encoding H5 as a priming vaccine to improve antibody responses to inactivated influenza vaccination.,0.4863742869645639,antibody responses to inactivated influenza vaccination,effective
155,czvdj3v7,39722,animal,A dual approach in targeting viral and host factors may lead to an effective counteraction of norovirus infection.,0.4863732167798045,viral and host factors,effective
156,b7e9grj0,6457,animal,"In the current study, we used DNA immunization as a tool to study the relative protective immunity of these proteins with a standardized intranasal challenge system in mice.",0.4863705182288187,mice,titer
157,ea91fnmz,4492,animal,"In addition to antigenic components, various adjuvants may be included in vaccines to evoke an effective immune response.",0.4863593041644455,vaccines,effective
158,wwiopinv,4340,animal,"In addition to antigenic components, various adjuvants may be included in vaccines to evoke an effective immune response.",0.4863520850882225,vaccines,effective
159,zsjedh8a,8958,animal,Public health programs have been unable to provide effective and affordable treatment of infectious diseases for the poor.,0.4863508340526874,public health programs have been unable to provide effective and affordable treatment of infectious diseases for the poor,effective
160,jrjhxwvj,18917,animal,These viruses were used to immunize mice subcutaneously and intraperitoneally.,0.4863500131607014,mice,pig
161,3un6okdi,12935,animal,"However, effective drugs or licensed vaccines are not currently available to control the outbreak and spread of this disease.",0.4863459539828961,effective drugs or licensed vaccines,effective
162,7smnk0ob,14972,animal,Our data suggested a direct and potent role of host interferon response in restricting JUNV replication in mice.,0.4863441691707908,mice,titer
163,m7dw96rc,1977,animal,"Therefore, our data suggest that the genetic variability of these viral strains should be taken into consideration to ensure an effective immune response against IBV.",0.4863409411385471,immune response against ibv,effective
164,rqhn122a,7385,animal,"To analyze protective efficacy, vaccinated female mice were challenged with ZIKV after allogeneic mating.",0.4863359298984621,vaccinated female mice,titer
165,xvcalxk5,29877,animal,"In addition, highly purified VLPs induced strong NoV-specific antibody responses in BALB/c mice.",0.4863354931111912,balb / c mice,mice
166,fs6ydi4y,9634,animal,"Thus, the hCRTE6E7L2 DNA vaccines are capable of generating potent preventive and therapeutic effects in vaccinated mice.",0.4863239188928413,mice,titer
167,d8lc0k19,23773,animal,We then designed a triclade DNA vaccine and evaluated its immunogenicity and protection in mice.,0.4863087044950932,mice,evaluation
168,v6jyplcn,22793,animal,Our findings demonstrate that SARS CoV VLPs are immunogenic and can elicit strong SARS CoV-specific humoral and cellular immune responses in mice.,0.4863064434883821,mice,evaluation
169,jtaz1gdp,21645,animal,The immunogenicity of SUDV VLPs produced in insect cells was evaluated by the immunization of mice.,0.4862692870186022,mice,evaluation
170,np9tsmvs,14810,animal,The WHO LASV vaccine strategy relies on availability of effective diagnostic tests.,0.486268867499046,diagnostic tests,effective
171,6z2avwqx,10534,animal,"The VTT-induced immunity via all four routes, however, was partially effective against the intramuscular viral challenge.",0.4862678481861646,intramuscular viral challenge,effective
172,roj8ksvc,13187,animal,The vaccination regimen used in this study is promising and could improve the protection offered by the MERS-CoV subunit vaccine by eliciting effective humoral and cellular immune responses.,0.4862555162903014,humoral and cellular immune responses,effective
173,a8pixbuc,9030,animal,The optimized recombinant adenoviral vaccine vectors encoding spike can generate robust antigen-specific cellular immunity in mice and may potentially be useful for control of SARS-CoV infection.,0.4862543826507753,mice,titer
174,rl12fwrz,37669,animal,"The lungs of pregnant mice exhibited reduced epithelial regeneration, suggesting impaired lung repair.",0.4862536210470692,pregnant mice,mice
175,msp7p2ef,15913,animal,Vaccines are probably the most effective measure to reduce morbidity and mortality.,0.4862428317185665,vaccines are probably the most effective measure to reduce morbidity and mortality,effective
176,cv4fhkq8,23063,animal,Antibodies are an effective line of defense in preventing infectious diseases.,0.4862399114028744,antibodies,effective
177,60xkxdhe,28259,animal,We generated eleven NS1-specific monoclonal antibodies from mice immunized with recombinant NS1.,0.4862367664719642,mice,titer
178,xvjd0g60,5555,animal,"In contrast, the vaccine schedule which provided fully protective immunity in young adult mice conferred limited protection in aged mice.",0.4862354143621258,young adult mice,titer
179,st0wcabn,13247,animal,"Accordingly, surface expression of DC-targeted antigens successfully induced cellular, mucosal, and humoral immunity in mice and could be used as a vaccine.",0.4862231729618346,mice,titer
180,sgpktv4g,10961,animal,"Importantly, MVTT2-GFP elicited both humoral and cell-mediated immune responses to the GFP gene in mice.",0.4862215057826073,mice,mice
181,bs194n2m,10087,animal,"In addition, our results also show that the delivery of DNA vaccines by electroporation and orally using live-attenuated Salmonella in vivo is an effective method to increase the immune responses.",0.4862195213280463,dna vaccines by electroporation and orally using live-attenuated salmonella in vivo is an effective method to increase the immune responses,effective
182,idrssl90,20842,animal,The putative antigenic epitopes may prove effective as novel vaccines for eradication and combating of MERS-COV infection.,0.4862142365639094,the putative antigenic epitopes may prove effective as novel vaccines for eradication and combating of mers-cov infection,effective
183,1mjaycee,392,animal,We also discuss the approaches for developing effective vaccines and therapeutic combinations to cope with this viral outbreak.,0.4862128970376668,vaccines and therapeutic combinations,effective
184,h4vd6yr6,8157,animal,Further development of this technology has the potential to yield effective single injection vaccines for NiV infection.,0.4862085286198602,single injection vaccines for niv infection,effective
185,w6q1x1zs,22090,animal,"In addition, its immunomodulatory activity was also observed in mice.",0.4862076808263278,mice,titer
186,etxdvx30,15929,animal,The plant-derived G protein induced complete protective immunity in mice against intracerebral lethal challenge with live rabies virus.,0.4862041980178716,mice,titer
