pid,title,abstract
zn182czp,The outbreak of SARS-CoV-2 pneumonia calls for viral vaccines,"The outbreak of 2019-novel coronavirus disease (COVID-19) that is caused by SARS-CoV-2 has spread rapidly in China, and has developed to be a Public Health Emergency of International Concern. However, no specific antiviral treatments or vaccines are available yet. This work aims to share strategies and candidate antigens to develop safe and effective vaccines against SARS-CoV-2."
68sbqdi3,"COVID-19, an emerging coronavirus infection: advances and prospects in designing and developing vaccines, immunotherapeutics, and therapeutics","The novel coronavirus infection (COVID-19 or Coronavirus disease 2019) that emerged from Wuhan, Hubei province of China has spread to many countries worldwide. Efforts have been made to develop vaccines against human coronavirus (CoV) infections such as MERS and SARS in the past decades. However, to date, no licensed antiviral treatment or vaccine exists for MERS and SARS. Most of the efforts for developing CoV vaccines and drugs target the spike glycoprotein or S protein, the major inducer of neutralizing antibodies. Although a few candidates have shown efficacy in in vitro studies, not many have progressed to randomized animal or human trials, hence may have limited use to counter COVID-19 infection. This article highlights ongoing advances in designing vaccines and therapeutics to counter COVID-19 while also focusing on such experiences and advances as made with earlier SARS- and MERS-CoVs, which together could enable efforts to halt this emerging virus infection."
2kwfcgz9,Novel decoy cellular vaccine strategy utilizing transgenic antigen-expressing cells as immune presenter and adjuvant in vaccine prototype against SARS-CoV-2 virus," A novel approach modifying cells to express viral markers to elicit protective immunity responses (decoy cellular vaccination) in the prevention of COVID-19 disease is currently being explored. Our approach entails utilizing SARS-CoV-2 Spike antigen-expressing, non-replicating cells as carriers and presenters of immunogenic antigens, so called “I-cells”. By using irradiated cells as presenting vehicles of SARS-CoV-2 viral antigens(s) in a cellular context, these presented viral proteins can be recognized by the host immune system, thus, an efficient protective immune response might be elicited. Another advantage of this strategy is that the manufacturing process is scalable and yields uniform cell products allowing for “off-the-shelf” frozen supply availability. To prevent engraftment and proliferation of the cells after administration, the cells will be irradiated post-harvesting abolishing in vivo replication potential. Specifically, immunoreactive Spike-1 proteins from SARS-CoV-2 are expressed on the surface of irradiated target I-cells. Utilizing this innovative strategy, these viral antigen-displaying decoy cells will be developed as a vaccine to protect against COVID-19 disease."
uei9zw6q,Is Global BCG Vaccination Coverage Relevant To The Progression Of SARS-CoV-2 Pandemic?," The lower than expected number of SARS-CoV-2 cases in countries with fragile health systems is puzzling. Herein, we hypothesize that BCG vaccination policies adopted by different countries might influence the SARS-CoV-2 transmission patterns and/or COVID-19 associated morbidity and mortality through the vaccine’s capacity to confer heterologous protection. We also postulate that until a specific vaccine is developed, SARS-CoV-2 vulnerable populations could be immunized with BCG vaccines to attain heterologous nonspecific protection from the new coronavirus."
qeo5dfxg,Multi-epitope vaccine design using an immunoinformatics approach for 2019 novel coronavirus in China (SARS-CoV-2),"A new coronavirus SARS-CoV-2, recently discovered in Wuhan, China, has caused over 74000 infection cases and 2000 deaths. Due to the rapidly growing cases and the unavailability of specific therapy, there is a desperate need for vaccines to combat the epidemic of SARS-CoV-2. In the present study, we performed an in silico approach based on the available virus genome to identify the antigenic B-cell epitopes and human-leukocyte-antigen (HLA) restricted T-cell epitopes. A total of 61 B-cell epitopes were initially identified, 19 of which with higher potential immunogenicity were used for vaccine design. 499 T-cell epitopes were predicted that showed affinity with the 34 most popular HLA alleles in Chinese population. Based on these epitopes, 30 vaccine candidates were designed and inspected against safety risks, including potential toxicity, human homologous, pharmaceutical peptides and bioactive peptides. Majority of vaccine peptides contained both B-cell and T-cell epitopes, which may interact with the most prevalent HLA alleles accounting for ~99% of Chinese population. Docking analysis showed stable hydrogen bonds of epitopes with their corresponding HLA alleles. In conclusion, these putative antigenic peptides may elicit the resistance response to the viral infection. In vitro and in vivo experiments are required to validate the effectiveness of these peptide vaccine."
0yqyclxk,"Epitope-based chimeric peptide vaccine design against S, M and E proteins of SARS-CoV-2 etiologic agent of global pandemic COVID-19: an in silico approach","Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the cause of the ongoing pandemic of coronavirus disease 2019 (COVID-19), a public health emergency of international concern declared by the World Health Organization (WHO). An immuno-informatics approach along with comparative genomic was applied to design a multi-epitope-based peptide vaccine against SARS-CoV-2 combining the antigenic epitopes of the S, M and E proteins. The tertiary structure was predicted, refined and validated using advanced bioinformatics tools. The candidate vaccine showed an average of ≥ 90.0% world population coverage for different ethnic groups. Molecular docking of the chimeric vaccine peptide with the immune receptors (TLR3 and TLR4) predicted efficient binding. Immune simulation predicted significant primary immune response with increased IgM and secondary immune response with high levels of both IgG1 and IgG2. It also increased the proliferation of T-helper cells and cytotoxic T-cells along with the increased INF-γ and IL-2 cytokines. The codon optimization and mRNA secondary structure prediction revealed the chimera is suitable for high-level expression and cloning. Overall, the constructed recombinant chimeric vaccine candidate demonstrated significant potential and can be considered for clinical validation to fight against this global threat, COVID-19."
fway438n,"Sanofi, BARDA team for coronavirus vaccine","Sanofi Pasteur is working with the US Biomedical Advanced Research and Development Authority (BARDA) to develop a vaccine against the novel coronavirus, known as severe acute respiratory syndrome-CoV-2, which as of Feb. 20 had infected more than 75,000 people and killed more than 2,100. Sanofi will build on work on a vaccine against SARS, another coronavirus that circulated in the early 2000s. In December 2019, BARDA awarded the firm a $226 million contract to expand manufacturing capacity for use in a potential flu pandemic. Sanofi says the new vaccine will use the same technology."
2uvibr2j,Designing of a next generation multiepitope based vaccine (MEV) against SARS-COV-2: Immunoinformatics and in silico approaches,"Coronavirus disease 2019 (COVID-19) associated pneumonia caused by severe acute respiratory coronavirus 2 (SARS-COV-2) was first reported in Wuhan, China in December 2019. Till date, no vaccine or completely effective drug is available to cure COVID-19. Therefore, an effective vaccine against SARS-COV-2 is crucially needed. This study was conducted to design an effective multiepitope based vaccine (MEV) against SARS-COV-2. Seven antigenic proteins were taken as targets and different epitopes (B-cell, T-cell and IFN-γ inducing) were predicted. Highly antigenic and overlapping epitopes were shortlisted. Selected epitopes indicated significant interactions with the HLA-binding alleles and 99.29% coverage of the world population. Finally, 505 amino acids long MEV was designed by connecting sixteen MHC class I and eleven MHC class II epitopes with suitable linkers and adjuvant. Linkers and adjuvant were added to enhance the immunogenicity response of the MEV. The antigenicity, allergenicity, physiochemical properties and structural details of MEV were analyzed in order to ensure safety and immunogenicity. MEV construct was non-allergenic, antigenic, stable and flexible. Molecular docking followed by molecular dynamics (MD) simulation analysis, demonstrated a stable and strong binding affinity of MEV with human pathogenic toll-like receptors (TLR), TLR3 and TLR8. Codon optimization and in silico cloning of MEV ensured increased expression in the Escherichia coli K-12 system. Designed MEV in present study could be a potential candidate for further vaccine production process against COVID-19. However, to ensure its safety and immunogenic profile, the proposed MEV needs to be experimentally validated."
6ojmmmuj,Design of multi epitope-based peptide vaccine against E protein of human COVID-19: An immunoinformatics approach,"BackgroundNew endemic disease has been spread across Wuhan City, China on December 2019. Within few weeks, the World Health Organization (WHO) announced a novel coronavirus designated as coronavirus disease 2019 (COVID-19). In late January 2020, WHO declared the outbreak of a “public-health emergency of international concern” due to the rapid and increasing spread of the disease worldwide. Currently, there is no vaccine or approved treatment for this emerging infection; thus the objective of this study is to design a multi epitope peptide vaccine against COVID-19 using immunoinformatics approach.MethodSeveral techniques facilitating the combination of immunoinformatics approach and comparative genomic approach were used in order to determine the potential peptides for designing the T cell epitopes-based peptide vaccine using the envelope protein of 2019-nCoV as a target.ResultsExtensive mutations, insertion and deletion were discovered with comparative sequencing in COVID-19 strain. Additionally, ten peptides binding to MHC class I and MHC class II were found to be promising candidates for vaccine design with adequate world population coverage of 88.5% and 99.99%, respectively.ConclusionT cell epitopes-based peptide vaccine was designed for COVID-19 using envelope protein as an immunogenic target. Nevertheless, the proposed vaccine is rapidly needed to be validated clinically in order to ensure its safety, immunogenic profile and to help on stopping this epidemic before it leads to devastating global outbreaks."
m4u96x2v,Development of epitope-based peptide vaccine against novel Coronavirus 2019 (SARS-COV-2): Immunoinformatics approach,"ABSTRACT Recently, a novel Coronavirus (SARS-COV-2) emerged which is responsible for the recent outbreak in Wuhan, China. Genetically, it is closely related to the SARS-CoV and MERS-CoV. The situation is getting worse and worse, therefore, there is an urgent need for designing a suitable peptide vaccine component against the SARS-COV-2. Here, we characterized spike glycoprotein to obtain immunogenic epitopes. Next, we chose 13 Major Histocompatibility Complex-(MHC) I and 3 MHC-II epitopes, having antigenic properties. These epitopes are usually linked to specific linkers to build vaccine components and molecularly dock on Toll-Like Receptor (TLR)-5 to get binding affinity. Therefore, in order to provide a fast immunogenic profile of these epitopes we performed immunoinformatics analysis so that rapid development of vaccine might bring this disastrous situation to the end earlier. This article is protected by copyright. All rights reserved."
mvwkflnq,Travel health risk perceptions of Chinese international students in Australia – implications for COVID-19," Background International students frequently return to their country of origin to visit friends and relatives (VFR), and are at increased risk of travel-associated infections. Little is known of their travel health seeking behaviours. China is the biggest source of international students studying in Australia and the unprecedented epidemic of COVID-19 in China makes this an important area of research. Methods Focus groups of Chinese international students were conducted to explore travel health-related knowledge, attitudes and practices. Eligible participants were studying in Sydney, and had travelled to China and Hong Kong to visit friends and relatives in the preceding 18 months. A variety of topics were explored, using a focus group guide. Thematic analysis was undertaken on the transcripts using nVivo software. The list of codes and themes were not pre-determined but developed through content analysis. Results Two focus groups were held with a total of 28 participants. Risk perception about VFR travel was generally low among Chinese international students. Pre-travel healthcare was not sought. Students strongly relied on the Internet, social media, parents and friends in China for travel health advice. Conclusions This research provides insights into Chinese international students as VFR travellers. It confirms students could be a risk population for importations of infections such as COVID-19 because of low risk perception and lack of seeking travel health advice. This can inform health promotion strategies for students."
yb5kf0u2,Microneedle array delivered recombinant coronavirus vaccines: Immunogenicity and rapid translational development," Background Coronaviruses pose a serious threat to global health as evidenced by Severe Acute Respiratory Syndrome (SARS), Middle East Respiratory Syndrome (MERS), and COVID-19. SARS Coronavirus (SARS-CoV), MERS Coronavirus (MERS-CoV), and the novel coronavirus, previously dubbed 2019-nCoV, and now officially named SARS-CoV-2, are the causative agents of the SARS, MERS, and COVID-19 disease outbreaks, respectively. Safe vaccines that rapidly induce potent and long-lasting virus-specific immune responses against these infectious agents are urgently needed. The coronavirus spike (S) protein, a characteristic structural component of the viral envelope, is considered a key target for vaccines for the prevention of coronavirus infection. Methods We first generated codon optimized MERS-S1 subunit vaccines fused with a foldon trimerization domain to mimic the native viral structure. In variant constructs, we engineered immune stimulants (RS09 or flagellin, as TLR4 or TLR5 agonists, respectively) into this trimeric design. We comprehensively tested the pre-clinical immunogenicity of MERS-CoV vaccines in mice when delivered subcutaneously by traditional needle injection, or intracutaneously by dissolving microneedle arrays (MNAs) by evaluating virus specific IgG antibodies in the serum of vaccinated mice by ELISA and using virus neutralization assays. Driven by the urgent need for COVID-19 vaccines, we utilized this strategy to rapidly develop MNA SARS-CoV-2 subunit vaccines and tested their pre-clinical immunogenicity in vivo by exploiting our substantial experience with MNA MERS-CoV vaccines. Findings Here we describe the development of MNA delivered MERS-CoV vaccines and their pre-clinical immunogenicity. Specifically, MNA delivered MERS-S1 subunit vaccines elicited strong and long-lasting antigen-specific antibody responses. Building on our ongoing efforts to develop MERS-CoV vaccines, promising immunogenicity of MNA-delivered MERS-CoV vaccines, and our experience with MNA fabrication and delivery, including clinical trials, we rapidly designed and produced clinically-translatable MNA SARS-CoV-2 subunit vaccines within 4 weeks of the identification of the SARS-CoV-2 S1 sequence. Most importantly, these MNA delivered SARS-CoV-2 S1 subunit vaccines elicited potent antigen-specific antibody responses that were evident beginning 2 weeks after immunization. Interpretation MNA delivery of coronaviruses-S1 subunit vaccines is a promising immunization strategy against coronavirus infection. Progressive scientific and technological efforts enable quicker responses to emerging pandemics. Our ongoing efforts to develop MNA-MERS-S1 subunit vaccines enabled us to rapidly design and produce MNA SARS-CoV-2 subunit vaccines capable of inducing potent virus-specific antibody responses. Collectively, our results support the clinical development of MNA delivered recombinant protein subunit vaccines against SARS, MERS, COVID-19, and other emerging infectious diseases."
8gncbgot,"Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review","Rapid diagnostics, vaccines and therapeutics are important interventions for the management of the 2019 novel coronavirus (2019-nCoV) outbreak. It is timely to systematically review the potential of these interventions, including those for Middle East respiratory syndrome-Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS)-CoV, to guide policymakers globally on their prioritization of resources for research and development. A systematic search was carried out in three major electronic databases (PubMed, Embase and Cochrane Library) to identify published studies in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Supplementary strategies through Google Search and personal communications were used. A total of 27 studies fulfilled the criteria for review. Several laboratory protocols for confirmation of suspected 2019-nCoV cases using real-time reverse transcription polymerase chain reaction (RT-PCR) have been published. A commercial RT-PCR kit developed by the Beijing Genomic Institute is currently widely used in China and likely in Asia. However, serological assays as well as point-of-care testing kits have not been developed but are likely in the near future. Several vaccine candidates are in the pipeline. The likely earliest Phase 1 vaccine trial is a synthetic DNA-based candidate. A number of novel compounds as well as therapeutics licensed for other conditions appear to have in vitro efficacy against the 2019-nCoV. Some are being tested in clinical trials against MERS-CoV and SARS-CoV, while others have been listed for clinical trials against 2019-nCoV. However, there are currently no effective specific antivirals or drug combinations supported by high-level evidence."
5sfwyn9g,Coronavirus 2019-nCoV: Is the genie already out of the bottle?,Coronavirus 2019-nCoV: Is the genie already out of the bottle?
x95h80nq,"Measures for diagnosing and treating infections by a novel coronavirus responsible for a pneumonia outbreak originating in Wuhan, China"," On 10 January 2020, a new coronavirus causing a pneumonia outbreak in Wuhan City in central China was denoted as 2019-nCoV by the World Health Organization (WHO). As of 24 January 2020, there were 887 confirmed cases of 2019-nCoV infection, including 26 deaths, reported in China and other countries. Therefore, combating this new virus and stopping the epidemic is a matter of urgency. Here, we focus on advances in research and development of fast diagnosis methods, as well as potential prophylactics and therapeutics to prevent or treat 2019-nCoV infection."
881eg8v3,Could enhanced influenza and pneumococcal vaccination programs help limit the potential damage from SARS-CoV-2 to fragile health systems of southern hemisphere countries this winter?,Could enhanced influenza and pneumococcal vaccination programs help limit the potential damage from SARS-CoV-2 to fragile health systems of southern hemisphere countries this winter?
wxagjqbt,COVID-19 Vaccine Candidates: Prediction and Validation of 174 SARS-CoV-2 Epitopes,"The recent outbreak of SARS-CoV-2 (2019-nCoV) virus has highlighted the need for fast and efficacious vaccine development. Stimulation of a proper immune response that leads to protection is highly dependent on presentation of epitopes to circulating T-cells via the HLA complex. SARS-CoV-2 is a large RNA virus and testing of all overlapping peptides in vitro to deconvolute an immune response is not feasible. Therefore HLA-binding prediction tools are often used to narrow down the number of peptides to test. We tested 15 epitope-HLA-binding prediction tools, and using an in vitro peptide MHC stability assay, we assessed 777 peptides that were predicted to be good binders across 11 MHC allotypes. In this investigation of potential SARS-CoV-2 epitopes we found that current prediction tools vary in performance when assessing binding stability, and they are highly dependent on the MHC allotype in question. Designing a COVID-19 vaccine where only a few epitope targets are included is therefore a very challenging task. Here, we present 174 SARS-CoV-2 epitopes with high prediction binding scores, validated to bind stably to 11 HLA allotypes. Our findings may contribute to the design of an efficacious vaccine against COVID-19."
3kepmvm7,"Corona (COVID-19) time musings: Our involvement in COVID-19 pathogenesis, diagnosis, treatment and vaccine planning","Corona (COVID-19) time musings: Our involvement in COVID-19 pathogenesis, diagnosis, treatment and vaccine planning"
4bdusuqq,"Therapeutic strategies in an outbreak scenario to treat the novel coronavirus originating in Wuhan, China","A novel coronavirus (2019-nCoV) originating in Wuhan, China presents a potential respiratory viral pandemic to the world population. Current efforts are focused on containment and quarantine of infected individuals. Ultimately, the outbreak could be controlled with a protective vaccine to prevent 2019-nCoV infection. While vaccine research should be pursued intensely, there exists today no therapy to treat 2019-nCoV upon infection, despite an urgent need to find options to help these patients and preclude potential death. Herein, I review the potential options to treat 2019-nCoV in patients, with an emphasis on the necessity for speed and timeliness in developing new and effective therapies in this outbreak. I consider the options of drug repurposing, developing neutralizing monoclonal antibody therapy, and an oligonucleotide strategy targeting the viral RNA genome, emphasizing the promise and pitfalls of these approaches. Finally, I advocate for the fastest strategy to develop a treatment now, which could be resistant to any mutations the virus may have in the future. The proposal is a biologic that blocks 2019-nCoV entry using a soluble version of the viral receptor, angiotensin-converting enzyme 2 (ACE2), fused to an immunoglobulin Fc domain, providing a neutralizing antibody with maximal breath to avoid any viral escape, while also helping to recruit the immune system to build lasting immunity. The sequence of the ACE2-Fc protein is provided to investigators, allowing its possible use in recombinant protein expression systems to start producing drug today to treat patients under compassionate use, while formal clinical trials are later undertaken. Such a treatment could help infected patients before a protective vaccine is developed and widely available in the coming months to year(s)."
eahhf7yh,COVID-19 pneumonia: what has CT taught us?,COVID-19 pneumonia: what has CT taught us?
80m78jh2,"Structural basis to design multi-epitope vaccines against Novel Coronavirus 19 (COVID19) infection, the ongoing pandemic emergency: an in silico approach","The 2019 novel coronavirus (COVID19 / Wuhan coronavirus), officially named as Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), is a positive-sense single-stranded RNA coronavirus. SARS-CoV-2 causes the contagious COVID19 disease also known as 2019-nCoV acute respiratory disease and has led to the ongoing 2019–20 pandemic COVID19 outbreak. The effective countermeasures against SARS-CoV-2 infection requires the design and development of specific and effective vaccine candidate. In the present study we have screened 38 CTL, 42 HTL and 12 B cell epitopes by utilizing different in silico tools. The screened epitopes were further validated for their binding with their respective HLA allele binders and TAP (Transporter associated with antigen processing) molecule by molecular docking. The screened epitopes were further utilized to design novel two multi-epitope vaccines (MEVs) composed of CTL, HTL and B cell epitopes overlaps with potential to elicit humoral as well as cellular immune response against SARS-CoV-2. To enhance the immune response for our vaccine design, truncated (residues 10-153) Onchocerca volvulus activation-associated secreted protein-1 (Ov-ASP-1) has been utilized as an adjuvant at N terminal of both the MEVs. Further molecular models for both the MEVs were prepared and validated for their stable molecular interaction with Toll-Like Receptor 3 (TLR 3). The codon-optimized cDNA of both the MEVs were further analyzed for their potential of high level of expression in Human cell line. The present study proposes in-silico validated design of two MEVs against SARS-CoV-2 to elicit humoral as well as cellular immune response.Graphical abstractThe designed CTL (Cytotoxic T lymphocyte) and HTL (Helper T lymphocyte) multi-epitope vaccine (MEV) against COVID19 infection. Both the CTL and HTL MEVs models show a very sytable and very fitting conformational complex formation tendency with the Toll like receptor 3. CTL and HTL MEVs: ribbon; Toll like receptor 3: gray cartoon; Adjuvant [truncated (residues 10-53). Onchocerca volvulus activation-associated secrete protein-1]: orange ribbon; Epitopes: cyan ribbons regions; 6xHis Tag: magenta ribbon region"
wh39sbx6,Immune responses in COVID-19 and potential vaccines: Lessons learned from SARS and MERS epidemic,"As the world is witnessing the epidemic of COVID-19, a disease caused by a novel coronavirus, SARS-CoV-2, emerging genetics and clinical evidences suggest a similar path to those of SARS and MERS. The rapid genomic sequencing and open access data, together with advanced vaccine technology, are expected to give us more knowledge on the pathogen itself, including the host immune response as well as the plan for therapeutic vaccines in the near future. This review aims to provide a comparative view among SARS-CoV, MERS-CoV and the newly epidemic SARS-CoV-2, in the hope to gain a better understanding of the host-pathogen interaction, host immune responses, and the pathogen immune evasion strategies. This predictive view may help in designing an immune intervention or preventive vaccine for COVID-19 in the near future."
